id,collection_unique_id,card_id,event_id,priority,created_at,updated_at
1000900,96,1000900,,980,2024-07-08 11:03:32.702262,2024-07-08 11:03:32.702262
1000910,77,1000910,,990,2024-07-08 11:03:32.702262,2024-07-08 11:03:32.702262
1000920,74,1000920,,1000,2024-07-08 11:03:32.702262,2024-07-08 11:03:32.702262
1000930,126,1000930,,990,2024-07-08 11:03:32.702262,2024-07-08 11:03:32.702262
1000940,19,1000940,,1000,2024-07-08 11:03:32.702262,2024-07-08 11:03:32.702262
1000950,10,1000950,,1000,2024-07-08 11:03:32.702262,2024-07-08 11:03:32.702262
1000960,86,1000960,,990,2024-07-08 11:03:32.702262,2024-07-08 11:03:32.702262
1000970,37,1000970,,960,2024-07-08 11:03:32.702262,2024-07-08 11:03:32.702262
1000980,79,1000980,,990,2024-07-08 11:03:32.702262,2024-07-08 11:03:32.702262
1000990,33,1000990,,1000,2024-07-08 11:03:32.702262,2024-07-08 11:03:32.702262
1001000,35,1001000,,1000,2024-07-08 11:03:32.702262,2024-07-08 11:03:32.702262
1001010,32,1001010,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001020,7,1001020,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001030,69,1001030,,990,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001040,72,1001040,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001050,81,1001050,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001060,128,1001060,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001070,15,1001070,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001080,88,1001080,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001090,23,1001090,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001100,87,1001100,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001110,12,1001110,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001120,95,1001120,,990,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001130,127,1001130,,980,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001140,86,1001140,,960,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001150,65,1001150,,970,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001160,13,1001160,,960,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001170,96,1001170,,950,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001180,77,1001180,,960,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001190,74,1001190,,980,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001200,126,1001200,,960,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001210,19,1001210,,990,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001220,10,1001220,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001230,37,1001230,,995,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001240,79,1001240,,970,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001250,33,1001250,,980,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001260,35,1001260,,980,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001270,32,1001270,,980,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001280,72,1001280,,990,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001290,81,1001290,,990,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001300,128,1001300,,990,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001310,15,1001310,,980,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001320,88,1001320,,990,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001330,23,1001330,,990,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001340,124,1001340,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001350,87,1001350,,980,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001360,12,1001360,,990,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001370,95,1001370,,980,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001380,76,1001380,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001390,44,1001390,,990,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001400,61,1001400,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001420,86,1001420,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001430,127,1001430,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001440,126,1001440,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001450,77,1001450,,1001,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001460,74,1001460,,999,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001480,40,1001480,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001490,50,1001490,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001500,55,1001500,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001510,89,1001510,,990,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001520,102,1001520,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001530,215,1001530,,950,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001540,78,1001540,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001550,80,1001550,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001560,94,1001560,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001570,87,1001570,,990,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001580,104,1001580,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001590,48,1001590,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001600,103,1001600,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001610,217,1001610,,950,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001620,65,1001620,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001630,96,1001630,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001670,15,1001670,,990,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001680,13,1001680,,970,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001690,90,1001690,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001700,45,1001700,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001710,57,1001710,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001720,58,1001720,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001730,34,1001730,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001740,36,1001740,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001750,60,1001750,,930,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001760,85,1001760,,980,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001770,77,1001770,,930,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001790,52,1001790,,990,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001800,49,1001800,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001820,32,1001820,415.0,960,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001830,37,1001830,,999,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001840,79,1001840,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001850,66,1001850,,980,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001860,83,1001860,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001890,126,1001890,,940,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001900,77,1001900,,940,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001910,74,1001910,,960,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001920,41,1001920,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001930,119,1001930,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001940,118,1001940,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001950,117,1001950,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001960,116,1001960,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001970,138,1001970,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001980,68,1001980,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1001990,95,1001990,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1002000,63,1002000,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1002020,137,1002020,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1002030,3,1002030,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1002040,172,1002040,,950,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1002050,92,1002050,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1002060,123,1002060,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1002070,99,1002070,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1002080,42,1002080,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1002090,53,1002090,,1000,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1002100,16,1002100,,1001,2024-07-08 11:03:32.714569,2024-07-08 11:03:32.714569
1002130,60,1002130,,970,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002140,109,1002140,,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002150,104,1002150,304.0,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002160,59,1002160,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002170,70,1002170,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002180,14,1002180,304.0,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002190,66,1002190,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002200,46,1002200,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002210,26,1002210,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002220,8,1002220,,970,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002240,62,1002240,,980,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002250,62,1002250,,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002260,160,1002260,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002270,161,1002270,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002280,114,1002280,410.0,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002300,167,1002300,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002310,168,1002310,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002320,73,1002320,,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002330,126,1002330,,960,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002340,140,1002340,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002350,8,1002350,,980,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002360,162,1002360,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002370,166,1002370,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002380,165,1002380,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002390,171,1002390,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002400,182,1002400,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002410,197,1002410,505.0,950,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002420,42,1002420,,980,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002430,60,1002430,,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002450,60,1002450,,910,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002460,109,1002460,,940,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002470,130,1002470,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002480,131,1002480,,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002490,132,1002490,,1001,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002500,133,1002500,,1001,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002510,134,1002510,,951,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002520,29,1002520,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002530,5,1002530,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002560,107,1002560,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002570,47,1002570,,980,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002580,43,1002580,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002590,25,1002590,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002600,77,1002600,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002610,96,1002610,,960,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002620,47,1002620,,950,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002630,141,1002630,,980,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002640,141,1002640,,970,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002650,141,1002650,,960,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002660,98,1002660,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002670,2,1002670,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002680,67,1002680,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002690,44,1002690,,980,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002700,45,1002700,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002710,60,1002710,,980,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002790,314,1002790,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002800,199,1002800,,950,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002810,241,1002810,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002820,228,1002820,,950,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002830,229,1002830,,950,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002860,151,1002860,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002870,67,1002870,319.0,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002880,96,1002880,416.0,930,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002890,83,1002890,414.0,950,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002900,77,1002900,417.0,920,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002910,74,1002910,,950,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002920,126,1002920,,930,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002930,13,1002930,,920,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002940,135,1002940,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002950,136,1002950,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002960,144,1002960,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002980,152,1002980,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1002990,154,1002990,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003000,156,1003000,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003020,153,1003020,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003030,218,1003030,,950,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003040,235,1003040,,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003060,158,1003060,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003070,195,1003070,,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003130,157,1003130,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003140,60,1003140,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003150,164,1003150,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003160,163,1003160,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003170,42,1003170,,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003180,40,1003180,,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003190,39,1003190,,940,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003200,40,1003200,,980,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003211,41,1003211,504.0,970,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003220,51,1003220,,980,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003230,52,1003230,,980,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003240,195,1003240,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003250,66,1003250,,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003260,46,1003260,,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003270,191,1003270,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003280,48,1003280,,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003290,49,1003290,,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003300,90,1003300,,960,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003311,138,1003311,503.0,970,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003320,214,1003320,,950,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003330,142,1003330,,1000,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003340,61,1003340,,990,2024-07-08 11:03:32.726147,2024-07-08 11:03:32.726147
1003350,143,1003350,,990,2024-07-08 11:03:32.733671,2024-07-08 11:03:32.733671
1003360,98,1003360,,980,2024-07-08 11:03:32.733671,2024-07-08 11:03:32.733671
1003370,2,1003370,,990,2024-07-08 11:03:32.733671,2024-07-08 11:03:32.733671
1003380,193,1003380,319.0,1000,2024-07-08 11:03:32.733671,2024-07-08 11:03:32.733671
1003400,192,1003400,319.0,1000,2024-07-08 11:03:32.733671,2024-07-08 11:03:32.733671
