id,enemy_skill_id,card_category_id,created_at,updated_at
46,29120,80,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
47,29130,73,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
48,29430,72,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
49,29440,72,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
50,30420,38,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
51,30430,38,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
52,31020,26,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
53,31030,26,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
54,31220,6,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
55,31230,6,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
56,31500,26,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
57,31510,61,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
58,32420,41,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
59,32430,41,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
60,32520,17,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
61,32530,17,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
62,32630,63,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
63,32640,43,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
64,33620,8,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
65,33630,8,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
66,36530,52,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
69,37420,87,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
70,37430,87,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
71,38020,19,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
72,38030,19,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
73,39030,92,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
94000,94001,71,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
94001,94002,71,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
94002,94009,71,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
94003,94013,71,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
94004,94014,71,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
94005,94018,71,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
94006,94021,71,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
94007,94023,71,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
95000,95001,42,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
95001,95002,42,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
95002,95008,42,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
95003,95011,42,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
95004,95012,42,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
95005,95016,42,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
95006,95019,42,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
95007,95021,42,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
96000,96002,81,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
96001,96009,81,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
96002,96015,81,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
96003,96018,81,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
97000,97001,16,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
97001,97002,16,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
97002,97009,16,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
97003,97013,16,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
97004,97014,16,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
97005,97018,16,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
97006,97021,16,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
97007,97023,16,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
98000,98001,29,2024-07-30 10:27:54.099481,2024-07-30 10:27:54.099481
98001,98002,29,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
98002,98009,29,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
98003,98013,29,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
98004,98014,29,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
98005,98018,29,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
98006,98021,29,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
98007,98023,29,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
99000,99001,8,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
99001,99002,8,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
99002,99008,8,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
99003,99012,8,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
99004,99013,8,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
99005,99017,8,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
99006,99020,8,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
99007,99022,8,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
100000,100002,38,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
100001,100009,38,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
100002,100015,38,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
100003,100018,38,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
101000,101002,39,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
101001,101009,39,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
101002,101016,39,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
101003,101019,39,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
102000,102002,47,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
102001,102009,47,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
102002,102015,47,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
102003,102018,47,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
103000,103001,23,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
103001,103002,23,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
103002,103009,23,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
103003,103013,23,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
103004,103014,23,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
103005,103019,23,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
103006,103022,23,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
103007,103024,23,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
104000,104001,10,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
104001,104002,10,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
104002,104009,10,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
104003,104013,10,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
104004,104014,10,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
104005,104018,10,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
104006,104021,10,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
104007,104023,10,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
105000,105002,43,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
105001,105009,43,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
105002,105015,43,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
105003,105018,43,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
106000,106001,80,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
106001,106002,80,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
106002,106009,80,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
106003,106013,80,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
106004,106014,80,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
106005,106019,80,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
106006,106022,80,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
106007,106024,80,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
107000,107002,17,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
107001,107009,17,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
107002,107015,17,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
107003,107018,17,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
108000,108002,8,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
108001,108009,8,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
108002,108015,8,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
108003,108018,8,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
109000,109002,77,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
109001,109009,77,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
109002,109015,77,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
109003,109018,77,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
110000,110001,6,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
110001,110002,6,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
110002,110009,6,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
110003,110013,6,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
110004,110014,6,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
110005,110018,6,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
110006,110021,6,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
110007,110023,6,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
111000,111002,22,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
111001,111009,22,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
111002,111015,22,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
111003,111018,22,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
112000,112001,59,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
112001,112002,59,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
112002,112009,59,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
112003,112013,59,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
112004,112014,59,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
112005,112018,59,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
112006,112021,59,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
112007,112023,59,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
113000,113002,69,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
113001,113009,69,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
113002,113015,69,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
113003,113018,69,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
114000,114001,90,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
114001,114002,90,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
114002,114009,90,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
114003,114013,90,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
114004,114014,90,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
114005,114018,90,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
114006,114021,90,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
114007,114023,90,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
115000,115001,72,2024-07-30 10:27:54.104442,2024-07-30 10:27:54.104442
115001,115002,72,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
115002,115009,72,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
115003,115013,72,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
115004,115014,72,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
115005,115019,72,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
115006,115022,72,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
115007,115024,72,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
116000,116001,78,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
116001,116002,78,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
116002,116009,78,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
116003,116013,78,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
116004,116014,78,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
116005,116018,78,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
116006,116021,78,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
116007,116023,78,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
117000,117001,4,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
117001,117002,4,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
117002,117009,4,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
117003,117013,4,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
117004,117014,4,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
117005,117019,4,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
117006,117022,4,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
117007,117024,4,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
118000,118002,20,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
118001,118009,20,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
118002,118015,20,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
118003,118018,20,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
119000,119001,26,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
119001,119002,26,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
119002,119009,26,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
119003,119013,26,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
119004,119014,26,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
119005,119019,26,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
119006,119022,26,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
119007,119024,26,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
120000,120001,83,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
120001,120002,83,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
120002,120009,83,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
120003,120013,83,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
120004,120014,83,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
120005,120019,83,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
120006,120022,83,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
120007,120024,83,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
121000,121001,21,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
121001,121002,21,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
121002,121009,21,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
121003,121013,21,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
121004,121014,21,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
121005,121018,21,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
121006,121021,21,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
121007,121023,21,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
122000,122001,19,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
122001,122002,19,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
122002,122009,19,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
122003,122012,19,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
122004,122013,19,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
122005,122018,19,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
122006,122021,19,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
122007,122023,19,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
123000,123001,30,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
123001,123002,30,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
123002,123009,30,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
123003,123013,30,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
123004,123014,30,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
123005,123018,30,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
123006,123021,30,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
123007,123023,30,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
124000,124002,31,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
124001,124009,31,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
124002,124015,31,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
124003,124018,31,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
125000,125001,66,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
125001,125002,66,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
125002,125009,66,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
125003,125013,66,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
125004,125014,66,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
125005,125019,66,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
125006,125022,66,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
125007,125024,66,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
126000,126001,42,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
126001,126002,42,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
126002,126008,42,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
126003,126011,42,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
126004,126012,42,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
126005,126016,42,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
126006,126019,42,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
126007,126021,42,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
127000,127002,89,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
127001,127009,89,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
127002,127015,89,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
127003,127018,89,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
128000,128002,76,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
128001,128009,76,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
128002,128015,76,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
128003,128018,76,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
129000,129001,36,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
129001,129002,36,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
129002,129009,36,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
129003,129013,36,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
129004,129014,36,2024-07-30 10:27:54.109245,2024-07-30 10:27:54.109245
129005,129019,36,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
129006,129022,36,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
129007,129024,36,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
130000,130002,7,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
130001,130009,7,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
130002,130015,7,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
130003,130018,7,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
131000,131002,6,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
131001,131009,6,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
131002,131015,6,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
131003,131018,6,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
132000,132001,91,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
132001,132002,91,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
132002,132009,91,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
132003,132013,91,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
132004,132014,91,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
132005,132019,91,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
132006,132022,91,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
132007,132024,91,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
133000,133002,29,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
133001,133009,29,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
133002,133015,29,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
133003,133018,29,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
134000,134002,62,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
134001,134009,62,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
134002,134015,62,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
134003,134018,62,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
135000,135002,46,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
135001,135009,46,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
135002,135015,46,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
135003,135018,46,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
136000,136001,38,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
136001,136002,38,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
136002,136009,38,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
136003,136013,38,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
136004,136014,38,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
136005,136019,38,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
136006,136022,38,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
136007,136024,38,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
137000,137002,8,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
137001,137009,8,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
137002,137015,8,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
137003,137018,8,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
138000,138001,41,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
138001,138002,41,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
138002,138009,41,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
138003,138013,41,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
138004,138014,41,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
138005,138019,41,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
138006,138022,41,2024-07-30 10:27:54.114009,2024-07-30 10:27:54.114009
