id,dot_character_lv_reward_set_id,dot_character_lv,item_id,item_type,quantity,card_exp_init
278,1,11,5,PotentialItem,800,0
279,1,11,6,PotentialItem,500,0
280,1,11,7,PotentialItem,500,0
281,1,11,8,PotentialItem,500,0
282,1,11,9,PotentialItem,500,0
283,1,11,10,PotentialItem,500,0
284,1,11,11,PotentialItem,40,0
285,1,11,12,PotentialItem,40,0
286,1,11,13,PotentialItem,40,0
287,1,11,14,PotentialItem,40,0
288,1,11,15,PotentialItem,40,0
289,1,11,800,TrainingItem,5,0
290,1,11,801,TrainingItem,5,0
291,1,11,802,TrainingItem,5,0
292,1,11,803,TrainingItem,5,0
293,1,11,804,TrainingItem,5,0
294,1,11,900,TrainingItem,2,0
295,1,11,901,TrainingItem,2,0
296,1,11,902,TrainingItem,2,0
297,1,11,903,TrainingItem,2,0
298,1,11,904,TrainingItem,2,0
299,1,11,1000,TrainingItem,2,0
300,1,11,1001,TrainingItem,2,0
301,1,11,1002,TrainingItem,2,0
302,1,11,1003,TrainingItem,2,0
303,1,11,1004,TrainingItem,2,0
304,1,12,11,Point::Stone,10,0
305,1,12,1012230,Card,1,0
306,1,12,1012240,Card,1,0
307,1,12,1012250,Card,1,0
308,1,12,1012260,Card,1,0
309,1,12,1012270,Card,1,0
310,1,12,1013400,Card,15,0
311,1,12,1,ActItem,3,0
312,1,12,2,ActItem,2,0
313,1,12,3,ActItem,1,0
314,1,12,1,EventkagiItem,5,0
315,1,12,2,EventkagiItem,5,0
316,1,12,3,EventkagiItem,5,0
317,1,12,5,EventkagiItem,5,0
318,1,12,1002640,Card,5,93879
319,1,12,1002630,Card,5,765122
320,1,12,1005480,Card,5,765122
321,1,12,1,PotentialItem,800,0
322,1,12,2,PotentialItem,800,0
323,1,12,3,PotentialItem,800,0
324,1,12,4,PotentialItem,800,0
325,1,12,5,PotentialItem,800,0
326,1,12,6,PotentialItem,500,0
327,1,12,7,PotentialItem,500,0
328,1,12,8,PotentialItem,500,0
329,1,12,9,PotentialItem,500,0
330,1,12,10,PotentialItem,500,0
331,1,12,11,PotentialItem,40,0
332,1,12,12,PotentialItem,40,0
333,1,12,13,PotentialItem,40,0
334,1,12,14,PotentialItem,40,0
335,1,12,15,PotentialItem,40,0
336,1,12,800,TrainingItem,5,0
337,1,12,801,TrainingItem,5,0
338,1,12,802,TrainingItem,5,0
339,1,12,803,TrainingItem,5,0
340,1,12,804,TrainingItem,5,0
341,1,12,900,TrainingItem,2,0
342,1,12,901,TrainingItem,2,0
343,1,12,902,TrainingItem,2,0
344,1,12,903,TrainingItem,2,0
345,1,12,904,TrainingItem,2,0
346,1,12,1000,TrainingItem,2,0
347,1,12,1001,TrainingItem,2,0
348,1,12,1002,TrainingItem,2,0
349,1,12,1003,TrainingItem,2,0
350,1,12,1004,TrainingItem,2,0
