id,budokai_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description
131,131,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,5th World Tournament Mission Rewards
132,132,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,5th World Tournament Mission Rewards
133,133,11,Point::Stone,3,0,Dragon Stone x3,5th World Tournament Mission Rewards
134,134,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards
135,135,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,5th World Tournament Mission Rewards
136,136,6,TrainingField,10,0,Gravity Chamber (50G) x10,5th World Tournament Mission Rewards
137,137,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards
138,138,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards
139,139,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards
140,140,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards
141,141,6,SupportItem,15,0,Senzu Bean x15,5th World Tournament Mission Rewards
142,142,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards
143,143,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards
144,144,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,5th World Tournament Mission Rewards
145,145,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards
146,146,7,TrainingField,10,0,Gravity Chamber (150G) x10,5th World Tournament Mission Rewards
147,147,19,AwakeningItem,1,0,Supreme Kai x1,5th World Tournament Mission Rewards
148,148,11,Point::Stone,2,0,Dragon Stone x2,5th World Tournament Mission Rewards
149,149,2,SpecialItem,2,0,(Gold) World Tournament Ticket x2,5th World Tournament Mission Rewards
150,150,11,Point::Stone,5,0,Dragon Stone x5,5th World Tournament Mission Rewards
151,151,2,SpecialItem,3,0,(Gold) World Tournament Ticket x3,5th World Tournament Mission Rewards
152,152,11,Point::Stone,7,0,Dragon Stone x7,5th World Tournament Mission Rewards
153,153,4,SpecialItem,1,0,SSR Guaranteed Ticket x1,5th World Tournament Mission Rewards
154,154,11,Point::Stone,1,0,Dragon Stone x1,5th World Tournament Mission Rewards
155,155,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",5th World Tournament Mission Rewards
156,156,5,TrainingField,3,0,King Kai's Planet (10G) x3,5th World Tournament Mission Rewards
157,157,1,AwakeningItem,30,0,Gregory x30,5th World Tournament Mission Rewards
158,158,6,SupportItem,10,0,Senzu Bean x10,5th World Tournament Mission Rewards
159,159,11,Point::Stone,1,0,Dragon Stone x1,5th World Tournament Mission Rewards
160,160,4,TrainingField,10,0,Snake Way x10,5th World Tournament Mission Rewards
161,161,8,TrainingField,5,0,Supreme Kai's Planet x5,5th World Tournament Mission Rewards
162,162,11,Point::Stone,5,0,Dragon Stone x5,5th World Tournament Mission Rewards
163,163,20,AwakeningItem,1,0,Elder Kai x1,5th World Tournament Mission Rewards
164,164,11,Point::Stone,5,0,Dragon Stone x5,5th World Tournament Mission Rewards
165,165,11,Point::Stone,3,0,Dragon Stone x3,8th World Tournament Mission Rewards
166,166,11,Point::Stone,1,0,Dragon Stone x1,8th World Tournament Mission Rewards
167,167,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,8th World Tournament Mission Rewards
168,168,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,8th World Tournament Mission Rewards
169,169,1003500,Card,2,0,(Deadly Awakening) Super Saiyan Goku x2,8th World Tournament Mission Rewards
170,169,11,Point::Stone,3,0,Dragon Stone x3,8th World Tournament Mission Rewards
171,170,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,8th World Tournament Mission Rewards
172,171,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,8th World Tournament Mission Rewards
173,172,1003500,Card,2,0,(Deadly Awakening) Super Saiyan Goku x2,8th World Tournament Mission Rewards
174,172,6,TrainingField,10,0,Gravity Chamber (50G) x10,8th World Tournament Mission Rewards
175,173,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,8th World Tournament Mission Rewards
176,174,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,8th World Tournament Mission Rewards
177,175,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,8th World Tournament Mission Rewards
178,176,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,8th World Tournament Mission Rewards
179,177,1003500,Card,2,0,(Deadly Awakening) Super Saiyan Goku x2,8th World Tournament Mission Rewards
180,177,6,SupportItem,15,0,Senzu Bean x15,8th World Tournament Mission Rewards
181,178,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,8th World Tournament Mission Rewards
182,179,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,8th World Tournament Mission Rewards
183,180,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,8th World Tournament Mission Rewards
184,181,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,8th World Tournament Mission Rewards
185,182,1003500,Card,2,0,(Deadly Awakening) Super Saiyan Goku x2,8th World Tournament Mission Rewards
186,182,7,TrainingField,10,0,Gravity Chamber (150G) x10,8th World Tournament Mission Rewards
187,183,20,AwakeningItem,2,0,Elder Kai x2,8th World Tournament Mission Rewards
188,183,19,AwakeningItem,2,0,Supreme Kai x2,8th World Tournament Mission Rewards
189,184,1003500,Card,2,0,(Deadly Awakening) Super Saiyan Goku x2,8th World Tournament Mission Rewards
190,184,11,Point::Stone,5,0,Dragon Stone x5,8th World Tournament Mission Rewards
191,185,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x2,8th World Tournament Mission Rewards
192,186,11,Point::Stone,5,0,Dragon Stone x5,8th World Tournament Mission Rewards
193,187,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x2,8th World Tournament Mission Rewards
194,188,11,Point::Stone,7,0,Dragon Stone x7,8th World Tournament Mission Rewards
195,189,4,SpecialItem,2,0,(Gold) SSR Guaranteed Ticket x2,8th World Tournament Mission Rewards
196,190,11,Point::Stone,3,0,Dragon Stone x3,8th World Tournament Mission Rewards
197,191,1002630,Card,1,765122,"(1,000,000 Zeni) Hercule Statue (Gold) x1",8th World Tournament Mission Rewards
198,192,5,TrainingField,5,0,King Kai's Planet (10G) x5,8th World Tournament Mission Rewards
199,193,1,AwakeningItem,30,0,Gregory x30,8th World Tournament Mission Rewards
200,194,6,SupportItem,15,0,Senzu Bean x15,8th World Tournament Mission Rewards
201,195,11,Point::Stone,3,0,Dragon Stone x3,8th World Tournament Mission Rewards
202,196,4,TrainingField,10,0,Snake Way x10,8th World Tournament Mission Rewards
203,197,8,TrainingField,5,0,Supreme Kai's Planet x5,8th World Tournament Mission Rewards
204,198,11,Point::Stone,7,0,Dragon Stone x7,8th World Tournament Mission Rewards
205,199,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,8th World Tournament Mission Rewards
206,200,1005160,Card,1,0,(Saiyan Power Unleashed) Super Saiyan Goku (GT) x1,8th World Tournament Mission Rewards
207,201,11,Point::Stone,3,0,Dragon Stone x3,6th World Tournament Mission Rewards
208,202,11,Point::Stone,1,0,Dragon Stone x1,6th World Tournament Mission Rewards
209,203,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,6th World Tournament Mission Rewards
210,204,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,6th World Tournament Mission Rewards
211,205,11,Point::Stone,3,0,Dragon Stone x3,6th World Tournament Mission Rewards
212,206,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,6th World Tournament Mission Rewards
213,207,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,6th World Tournament Mission Rewards
214,208,6,TrainingField,10,0,Gravity Chamber (50G) x10,6th World Tournament Mission Rewards
215,209,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,6th World Tournament Mission Rewards
216,210,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,6th World Tournament Mission Rewards
217,211,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,6th World Tournament Mission Rewards
218,212,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,6th World Tournament Mission Rewards
219,213,6,SupportItem,15,0,Senzu Bean x15,6th World Tournament Mission Rewards
220,214,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,6th World Tournament Mission Rewards
221,215,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,6th World Tournament Mission Rewards
222,216,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,6th World Tournament Mission Rewards
223,217,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,6th World Tournament Mission Rewards
224,218,7,TrainingField,10,0,Gravity Chamber (150G) x10,6th World Tournament Mission Rewards
225,219,19,AwakeningItem,1,0,Supreme Kai x1,6th World Tournament Mission Rewards
226,220,11,Point::Stone,2,0,Dragon Stone x2,6th World Tournament Mission Rewards
227,221,2,SpecialItem,2,0,(Gold) World Tournament Ticket x2,6th World Tournament Mission Rewards
228,222,11,Point::Stone,5,0,Dragon Stone x5,6th World Tournament Mission Rewards
229,223,2,SpecialItem,3,0,(Gold) World Tournament Ticket x3,6th World Tournament Mission Rewards
230,224,11,Point::Stone,7,0,Dragon Stone x7,6th World Tournament Mission Rewards
231,225,4,SpecialItem,1,0,SSR Guaranteed Ticket x1,6th World Tournament Mission Rewards
232,226,11,Point::Stone,1,0,Dragon Stone x1,6th World Tournament Mission Rewards
233,227,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",6th World Tournament Mission Rewards
234,228,5,TrainingField,3,0,King Kai's Planet (10G) x3,6th World Tournament Mission Rewards
235,229,1,AwakeningItem,30,0,Gregory x30,6th World Tournament Mission Rewards
236,230,6,SupportItem,10,0,Senzu Bean x10,6th World Tournament Mission Rewards
237,231,11,Point::Stone,1,0,Dragon Stone x1,6th World Tournament Mission Rewards
238,232,4,TrainingField,10,0,Snake Way x10,6th World Tournament Mission Rewards
239,233,8,TrainingField,5,0,Supreme Kai's Planet x5,6th World Tournament Mission Rewards
240,234,11,Point::Stone,5,0,Dragon Stone x5,6th World Tournament Mission Rewards
241,235,20,AwakeningItem,1,0,Elder Kai x1,6th World Tournament Mission Rewards
242,236,11,Point::Stone,5,0,Dragon Stone x5,6th World Tournament Mission Rewards
243,237,11,Point::Stone,3,0,Dragon Stone x3,7th World Tournament Mission Rewards
244,238,11,Point::Stone,1,0,Dragon Stone x1,7th World Tournament Mission Rewards
245,239,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,7th World Tournament Mission Rewards
246,240,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,7th World Tournament Mission Rewards
247,241,11,Point::Stone,3,0,Dragon Stone x3,7th World Tournament Mission Rewards
248,242,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,7th World Tournament Mission Rewards
249,243,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,7th World Tournament Mission Rewards
250,244,6,TrainingField,10,0,Gravity Chamber (50G) x10,7th World Tournament Mission Rewards
251,245,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,7th World Tournament Mission Rewards
252,246,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,7th World Tournament Mission Rewards
253,247,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,7th World Tournament Mission Rewards
254,248,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,7th World Tournament Mission Rewards
255,249,6,SupportItem,15,0,Senzu Bean x15,7th World Tournament Mission Rewards
256,250,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,7th World Tournament Mission Rewards
257,251,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,7th World Tournament Mission Rewards
258,252,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,7th World Tournament Mission Rewards
259,253,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,7th World Tournament Mission Rewards
260,254,7,TrainingField,10,0,Gravity Chamber (150G) x10,7th World Tournament Mission Rewards
261,255,19,AwakeningItem,1,0,Supreme Kai x1,7th World Tournament Mission Rewards
262,256,11,Point::Stone,2,0,Dragon Stone x2,7th World Tournament Mission Rewards
263,257,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,7th World Tournament Mission Rewards
264,258,2,SpecialItem,2,0,(Gold) World Tournament Ticket x2,7th World Tournament Mission Rewards
265,259,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,7th World Tournament Mission Rewards
266,260,11,Point::Stone,5,0,Dragon Stone x5,7th World Tournament Mission Rewards
267,261,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,7th World Tournament Mission Rewards
268,262,2,SpecialItem,3,0,(Gold) World Tournament Ticket x3,7th World Tournament Mission Rewards
269,263,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,7th World Tournament Mission Rewards
270,264,11,Point::Stone,7,0,Dragon Stone x7,7th World Tournament Mission Rewards
271,265,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,7th World Tournament Mission Rewards
272,266,4,SpecialItem,1,0,SSR Guaranteed Ticket x1,7th World Tournament Mission Rewards
273,267,11,Point::Stone,1,0,Dragon Stone x1,7th World Tournament Mission Rewards
274,268,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",7th World Tournament Mission Rewards
275,269,5,TrainingField,3,0,King Kai's Planet (10G) x3,7th World Tournament Mission Rewards
276,270,1,AwakeningItem,30,0,Gregory x30,7th World Tournament Mission Rewards
277,271,6,SupportItem,10,0,Senzu Bean x10,7th World Tournament Mission Rewards
278,272,11,Point::Stone,1,0,Dragon Stone x1,7th World Tournament Mission Rewards
279,273,4,TrainingField,10,0,Snake Way x10,7th World Tournament Mission Rewards
280,274,8,TrainingField,5,0,Supreme Kai's Planet x5,7th World Tournament Mission Rewards
281,275,11,Point::Stone,5,0,Dragon Stone x5,7th World Tournament Mission Rewards
282,276,20,AwakeningItem,1,0,Elder Kai x1,7th World Tournament Mission Rewards
283,277,11,Point::Stone,5,0,Dragon Stone x5,7th World Tournament Mission Rewards
284,278,11,Point::Stone,3,0,Dragon Stone x3,9th World Tournament Mission Rewards
285,279,11,Point::Stone,1,0,Dragon Stone x1,9th World Tournament Mission Rewards
286,280,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,9th World Tournament Mission Rewards
287,281,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,9th World Tournament Mission Rewards
288,282,11,Point::Stone,3,0,Dragon Stone x3,9th World Tournament Mission Rewards
289,283,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,9th World Tournament Mission Rewards
290,284,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,9th World Tournament Mission Rewards
291,285,6,TrainingField,10,0,Gravity Chamber (50G) x10,9th World Tournament Mission Rewards
292,286,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,9th World Tournament Mission Rewards
293,287,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,9th World Tournament Mission Rewards
294,288,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,9th World Tournament Mission Rewards
295,289,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,9th World Tournament Mission Rewards
296,290,6,SupportItem,15,0,Senzu Bean x15,9th World Tournament Mission Rewards
297,291,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,9th World Tournament Mission Rewards
298,292,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,9th World Tournament Mission Rewards
299,293,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,9th World Tournament Mission Rewards
300,294,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,9th World Tournament Mission Rewards
301,295,7,TrainingField,10,0,Gravity Chamber (150G) x10,9th World Tournament Mission Rewards
302,296,19,AwakeningItem,1,0,Supreme Kai x1,9th World Tournament Mission Rewards
