id,name,effect_description,condition_description,turn,exec_limit,causality_conditions,ultimate_special_id,special_view_id,costume_special_view_id,bgm_id
44,Rage,Rages,"Can be activated when HP is 66% or less 
starting from the 6th turn from 
the start of battle (once only)",1,1,"{""source"":""523\u0026524"",""compiled"":[""\u0026"",523,524]}",,6436,0,105.0
45,Rage,Rages,"Can be activated when HP is 66% or less 
starting from the 6th turn from 
the start of battle (once only)",1,1,"{""source"":""523\u0026524"",""compiled"":[""\u0026"",523,524]}",,6436,0,105.0
46,Transformation,Transforms,"Can be activated starting from the 4th turn 
from the start of battle, or can be activated 
at any time when there is a ""Wicked Bloodline"" 
Category enemy (once only)",1,1,"{""source"":""549|550"",""compiled"":[""|"",549,550]}",,6445,0,106.0
47,Transformation,Transforms,"Can be activated starting from the 4th turn 
from the start of battle, or can be activated 
at any time when there is a ""Wicked Bloodline"" 
Category enemy (once only)",1,1,"{""source"":""549|550"",""compiled"":[""|"",549,550]}",,6445,0,106.0
48,Wrath,"ATK & DEF +50%, attacks effective against 
all Types and guaranteed to hit for 1 turn","Can be activated when HP is 70% or less 
starting from the 4th turn from 
the start of battle (once only)",1,1,"{""source"":""571\u0026572"",""compiled"":[""\u0026"",571,572]}",,6527,0,110.0
49,Exchange,Exchange with Super Trunks,"Can be activated starting from the 3rd turn 
from the start of battle (once only)",1,1,"{""source"":""4"",""compiled"":4}",,5371,0,
50,Exchange,Exchange with Super Trunks,"Can be activated starting from the 3rd turn 
from the start of battle (once only)",1,1,"{""source"":""4"",""compiled"":4}",,5371,0,
51,"Watch Out, Nappa!","ATK -50% and evades enemy's attack 
(including Super Attack) for 1 turn","Can be activated starting from the 3rd turn 
from the start of battle (once only)",1,1,"{""source"":""4"",""compiled"":4}",,6589,0,
52,Transformation,Transforms,"Can be activated when HP is 70% or more starting 
from the 4th turn after Transformation (once only)",1,1,"{""source"":""626\u0026627"",""compiled"":[""\u0026"",626,627]}",,6606,0,81.0
53,Transformation,Transforms,"Can be activated when HP is 70% or more starting 
from the 4th turn after Transformation (once only)",1,1,"{""source"":""626\u0026627"",""compiled"":[""\u0026"",626,627]}",,6606,0,81.0
54,Absorption,Absorbs Majin Buu (Good),"Can be activated when HP is 70% or more starting 
from the 4th turn after Exchange (once only)",1,1,"{""source"":""628\u0026629"",""compiled"":[""\u0026"",628,629]}",,6615,0,109.0
55,Absorption,Absorbs Majin Buu (Good),"Can be activated when HP is 70% or more starting 
from the 4th turn after Exchange (once only)",1,1,"{""source"":""628\u0026629"",""compiled"":[""\u0026"",628,629]}",,6615,0,109.0
56,Let's Wreck Some Faces,"Changes PHY Ki Spheres to STR Ki Spheres; 
attacks effective against all Types for 1 turn","Can be activated when there is a ""Pure Saiyans"" or 
""Universe Survival Saga"" Category enemy (once only)",1,1,"{""source"":""647|648"",""compiled"":[""|"",647,648]}",,6730,0,113.0
57,"Body, Soul and Power Unleashed","Ki +24, ATK +70% and DEF -50% for 1 turn","Can be activated when HP is 50% or less 
(once only)",1,1,"{""source"":""673"",""compiled"":673}",,6865,0,114.0
58,Strength Is Everything,"ATK & DEF +30%, all enemies' ATK & DEF -30% 
and stuns all enemies for 1 turn","Can be activated after the character receives 
an attack 5 or more times in battle (once only)",1,1,"{""source"":""681"",""compiled"":681}",,6902,0,115.0
59,Special Fusion,Performs Potara Fusion,"Can be activated when HP is 77% or less 
starting from the 4th turn from 
the start of battle (once only)",1,1,"{""source"":""713\u0026684"",""compiled"":[""\u0026"",713,684]}",,7030,0,117.0
60,Special Fusion,Performs Potara Fusion,"Can be activated when HP is 77% or less 
starting from the 4th turn from 
the start of battle (once only)",1,1,"{""source"":""713\u0026684"",""compiled"":[""\u0026"",713,684]}",,7030,0,117.0
61,Absorption,Absorbs Ultimate Gohan,"Can be activated when HP is 50% or more 
starting from the 4th turn from 
the start of battle (once only)",1,1,"{""source"":""713\u0026685"",""compiled"":[""\u0026"",713,685]}",,7032,0,89.0
62,Absorption,Absorbs Ultimate Gohan,"Can be activated when HP is 50% or more 
starting from the 4th turn from 
the start of battle (once only)",1,1,"{""source"":""713\u0026685"",""compiled"":[""\u0026"",713,685]}",,7032,0,89.0
63,Exchange,Exchanges with another character,"Can be activated when facing only 1 enemy, 
whose HP is 58% or more, starting from 
the 3rd turn from the start of battle (once only)",1,1,"{""source"":""4\u0026476\u0026693"",""compiled"":[""\u0026"",4,476,693]}",,7018,0,
64,Exchange,Exchanges with another character,"Can be activated when facing only 1 enemy, 
whose HP is 58% or more, starting from 
the 3rd turn from the start of battle (once only)",1,1,"{""source"":""4\u0026476\u0026693"",""compiled"":[""\u0026"",4,476,693]}",,7018,0,
65,Hidden Potential Activation,"Receives a boost through 
hidden potential activation","Can be activated starting from the 5th turn 
from the start of battle (once only)",1,1,"{""source"":""200"",""compiled"":200}",,7014,0,116.0
66,Hidden Potential Activation,"Receives a boost through 
hidden potential activation","Can be activated starting from the 5th turn 
from the start of battle (once only)",1,1,"{""source"":""200"",""compiled"":200}",,7014,0,116.0
67,Special Fusion,Performs Potara Fusion,"Can be activated upon entering 
attacking turn (once only)",1,1,"{""source"":""10"",""compiled"":10}",,7015,0,
68,Special Fusion,Performs Potara Fusion,"Can be activated upon entering 
attacking turn (once only)",1,1,"{""source"":""10"",""compiled"":10}",,7015,0,
69,Vegeta & Kakarot,"Ki +1, ATK +59% and DEF +78% for 1 turn","Can be activated when there is 
a ""Majin Buu Saga"" Category ally 
whose name includes ""Goku"" attacking 
in the same turn starting from the 3rd turn 
from the start of battle (once only)",1,1,"{""source"":""4\u0026712"",""compiled"":[""\u0026"",4,712]}",,7233,0,118.0
70,Vegeta & Kakarot,"Ki +1, ATK +59% and DEF +78% for 1 turn","Can be activated when there is 
a ""Majin Buu Saga"" Category ally 
whose name includes ""Goku"" attacking 
in the same turn starting from the 3rd turn 
from the start of battle (once only)",1,1,"{""source"":""4\u0026712"",""compiled"":[""\u0026"",4,712]}",,7233,0,118.0
71,Fruit of the Tree of Might,Ki +24 for 1 turn,"Can be activated when HP is 60% or less, 
or starting from the 8th turn from 
the start of battle (up to 2 times)",1,2,"{""source"":""727|728"",""compiled"":[""|"",727,728]}",,7392,0,120.0
72,Fruit of the Tree of Might,Ki +24 for 1 turn,"Can be activated when HP is 60% or less, 
or starting from the 8th turn from 
the start of battle (up to 2 times)",1,2,"{""source"":""727|728"",""compiled"":[""|"",727,728]}",,7392,0,120.0
73,Transformation,Transforms,"Can be activated upon entering 
attacking turn (once only)",1,1,"{""source"":""10"",""compiled"":10}",,7393,0,119.0
74,Transformation,Transforms,"Can be activated upon entering 
attacking turn (once only)",1,1,"{""source"":""10"",""compiled"":10}",,7393,0,119.0
75,Plus Energy Emission,"ATK & DEF +40% and 
all enemies' ATK & DEF -40% for 1 turn","Can be activated after the character receives 
attack 4 or more times in battle (once only)",1,1,"{""source"":""746"",""compiled"":746}",,7434,0,121.0
76,Promise Made to Dad,Ki +12 and ATK +59% for 1 turn,"Can be activated when HP is 58% or less 
with a ""Movie Heroes"" Category ally whose 
name includes ""Goku"" (Youth excluded) 
on the team starting from the 5th turn 
from the start of battle (once only)",1,1,"{""source"":""766\u0026767\u0026581"",""compiled"":[""\u0026"",766,767,581]}",,7619,0,127.0
77,Transformation,Transforms,"Can be activated when facing only 1 enemy 
starting from the 4th turn from 
the start of battle (once only)",1,1,"{""source"":""713\u0026476"",""compiled"":[""\u0026"",713,476]}",,7630,0,126.0
78,Transformation,Transforms,"Can be activated when facing only 1 enemy 
starting from the 4th turn from 
the start of battle (once only)",1,1,"{""source"":""713\u0026476"",""compiled"":[""\u0026"",713,476]}",,7630,0,126.0
79,Master of the Otherworld,Delays a single targeted enemy's attack for 1 turn,"Can be activated when facing only 1 enemy, 
whose HP is 50% or more, starting from 
the 4th turn from the start of battle (once only)",1,1,"{""source"":""713\u0026525\u0026788"",""compiled"":[""\u0026"",713,525,788]}",,7697,0,128.0
80,Transformation,Transforms,"Can be activated after the character receives 
an attack 5 or more times in battle (once only)",1,1,"{""source"":""785"",""compiled"":785}",,7698,0,129.0
81,Transformation,Transforms,"Can be activated after the character receives 
an attack 5 or more times in battle (once only)",1,1,"{""source"":""785"",""compiled"":785}",,7698,0,129.0
82,Strike of Fury,"Greatly raises ATK temporarily and 
causes ultimate damage to enemy","Can be activated when HP is 50% or more 
starting from the 4th turn from 
the start of battle (once only)",1,1,"{""source"":""713\u0026685"",""compiled"":[""\u0026"",713,685]}",11.0,7725,0,130.0
83,Final Explosion,Causes mega-colossal damage to all enemies,"Can be activated when HP is 50% or more 
starting from the 4th turn from 
the start of battle (once only)",1,1,"{""source"":""713\u0026685"",""compiled"":[""\u0026"",713,685]}",12.0,7726,0,131.0
84,The Greatest Kamehameha,"Massively raises ATK temporarily and 
causes ultimate damage to enemy; 
all allies' Ki +7 for 1 turn","Can be activated after the character receives 
attack 7 or more times in battle and there is 
another ""Turtle School"" Category ally 
attacking in the same turn (once only)",1,1,"{""source"":""802\u0026803"",""compiled"":[""\u0026"",802,803]}",13.0,7845,0,114.0
85,Universe 7's Survival Strategy,"Ki +7, DEF +77% and 
performs critical hits for 1 turn","Can be activated after performing 
4 or more Super Attacks in battle (once only)",1,1,"{""source"":""814"",""compiled"":814}",,7876,0,132.0
86,Universe 7's Total Offensive,"Greatly raises ATK temporarily and 
causes ultimate damage to enemy; 
all allies' Ki +7 for 1 turn","Can be activated when facing only 1 enemy, 
whose HP is 50% or less, if there are 5 or more 
""Representatives of Universe 7"" Category allies 
on the team, with 2 or more of them (self excluded) 
attacking in the same turn (once only)",1,1,"{""source"":""812\u0026815\u0026476\u0026477"",""compiled"":[""\u0026"",812,815,476,477]}",14.0,7877,0,133.0
87,Berserker's Destructive Impulse,"Ki +6, ATK +60% and attacks 
effective against all Types for 1 turn","Can be activated after performing 
4 or more Super Attacks in battle (once only)",1,1,"{""source"":""814"",""compiled"":814}",,7910,0,135.0
88,Mischievous Boys,"Ki +6 and evades enemy's attack 
(including Super Attack) for 1 turn","Can be activated when there is another ally 
whose name includes ""Trunks (Kid)"" or 
""Goten (Kid)"" attacking in the same turn 
starting from the 3rd turn from 
the start of battle (once only)",1,1,"{""source"":""4\u0026(819|820)"",""compiled"":[""\u0026"",4,[""|"",819,820]]}",,7925,0,134.0
89,Complicated Female Psyche,ATK +20% and DEF -20% in battle,"Can be activated when there is an ally 
whose name includes ""Gohan (Teen)"", 
""Ultimate Gohan"" (Majin Buu excluded) or 
""Great Saiyaman"" (Great Saiyaman other than 
Gohan excluded) on the team starting from 
the 4th turn from the start of battle (once only)",99,1,"{""source"":""713\u0026(846|847|848)"",""compiled"":[""\u0026"",713,[""|"",846,847,848]]}",,8010,0,136.0
90,Two Heroes,"Removes all allies' negative effects; 
all allies' Ki +3 and ATK & DEF +20% for 2 turns","Can be activated when there is 
a ""Storied Figures"" Category ally and 
a ""Siblings' Bond"" Category ally (self excluded) 
on the team starting from the 4th turn 
from the start of battle (once only)",2,1,"{""source"":""713\u0026851\u0026852"",""compiled"":[""\u0026"",713,851,852]}",,8037,0,137.0
91,Shadow Dragons' Awakening,"Ki +7 and all enemies' 
ATK & DEF -30% for 1 turn","Can be activated starting from the 7th turn 
from the start of battle (once only)",1,1,"{""source"":""867"",""compiled"":867}",,8038,0,143.0
92,All-Out Kamehameha,"Massively raises ATK temporarily and 
causes ultimate damage to enemy","Can be activated after performing 
4 or more Super Attacks in battle (once only)",1,1,"{""source"":""814"",""compiled"":814}",15.0,8129,0,140.0
93,Unrelenting Final Shine Attack,"Massively raises ATK temporarily and 
causes ultimate damage to enemy","Can be activated after performing 
4 or more Super Attacks in battle (once only)",1,1,"{""source"":""814"",""compiled"":814}",16.0,8130,0,141.0
94,Electro Eclipse Bomb,"Causes ultimate damage to enemy and 
lowers ATK & DEF by 17% for 1 turn","Can be activated after the character receives 
attack 7 or more times in battle (once only)",1,1,"{""source"":""803"",""compiled"":803}",17.0,8196,0,142.0
95,Serious Duel!,Ki +6 and ATK & DEF +59% for 1 turn,"Can be activated after attacking 
6 or more times in battle 
if HP is 59% or more (once only)",1,1,"{""source"":""890\u0026891"",""compiled"":[""\u0026"",890,891]}",,8195,0,144.0
96,Shield of Light,"Recovers 30% HP, 
guards all attacks for 1 turn and 
raises all allies' DEF by 20% for 2 turns","Can be activated when 
HP is 58% or less (once only)",2,1,"{""source"":""887"",""compiled"":887}",,8367,0,145.0
97,Fusion,Fuses,"Can be activated when HP is 70% or more 
starting from the 4th turn from 
the start of battle (once only)",1,1,"{""source"":""713\u0026906"",""compiled"":[""\u0026"",713,906]}",,8420,0,147.0
98,Fusion,Fuses,"Can be activated when HP is 70% or more 
starting from the 4th turn from 
the start of battle (once only)",1,1,"{""source"":""713\u0026906"",""compiled"":[""\u0026"",713,906]}",,8420,0,147.0
99,Rage,Rages,"Can be activated when HP is 66% or more 
starting from the 6th turn from 
the start of battle (once only)",1,1,"{""source"":""523\u0026284"",""compiled"":[""\u0026"",523,284]}",,8457,0,148.0
100,Rage,Rages,"Can be activated when HP is 66% or more 
starting from the 6th turn from 
the start of battle (once only)",1,1,"{""source"":""523\u0026284"",""compiled"":[""\u0026"",523,284]}",,8457,0,148.0
101,Last-Ditch Attempt,"Massively raises ATK temporarily, 
causes ultimate damage and 
stuns the enemy for 1 turn","Can be activated when HP is 50% or less 
if the character receives attack 
3 or more times in battle (once only)",1,1,"{""source"":""791\u0026673"",""compiled"":[""\u0026"",791,673]}",18.0,8522,0,146.0
102,"""I am Super Vegeta!""",Ki +5 and ATK +50% for 1 turn,"Can be activated when HP is 50% or more 
starting from the 5th turn from the start of battle, 
or after the character receives an attack 1 or more times 
when there is an enemy whose name includes ""Cell"" 
(characters such as Cell Jr. excluded) (once only)",1,1,"{""source"":""930\u0026931|932\u0026933"",""compiled"":[""|"",[""\u0026"",930,931],[""\u0026"",932,933]]}",,8565,0,149.0
103,Kaioken,Causes ultimate damage to enemy,"Can be activated starting from the 5th turn 
from the start of battle (once only)",1,1,"{""source"":""1028"",""compiled"":1028}",19.0,8570,0,156.0
104,Kaioken,"Raises ATK temporarily and 
causes ultimate damage to enemy","Can be activated starting from the 5th turn 
from the start of battle (once only)",1,1,"{""source"":""1028"",""compiled"":1028}",20.0,8573,0,156.0
105,Exchange,Exchanges with another character,"Can be activated after the character evades 
4 or more enemy attacks (including Super Attacks) 
in battle (once only)",1,1,"{""source"":""959"",""compiled"":959}",,8746,0,
106,Exchange,Exchanges with another character,"Can be activated after the character evades 
4 or more enemy attacks (including Super Attacks) 
in battle (once only)",1,1,"{""source"":""959"",""compiled"":959}",,8746,0,
107,Angry Kamehameha,"Greatly raises ATK temporarily and 
causes ultimate damage to enemy","Can be activated when facing only 1 enemy, 
whose Class is Extreme Class and 
HP is 30% or less (once only)",1,1,"{""source"":""962\u0026963\u0026964"",""compiled"":[""\u0026"",962,963,964]}",21.0,8747,0,150.0
108,I'm the One Who'll Kill You!,"Greatly raises ATK temporarily and 
causes ultimate damage to enemy","Can be activated when facing only 1 enemy, 
whose Class is Super Class and 
HP is 30% or less (once only)",1,1,"{""source"":""962\u0026964\u0026965"",""compiled"":[""\u0026"",962,964,965]}",22.0,8752,0,151.0
109,Release Your Power!!!,Ki +24 for 1 turn,"Can be activated starting from the 3rd turn 
from the start of battle (once only)",1,1,"{""source"":""1015"",""compiled"":1015}",,8877,0,153.0
110,Release Your Power!!!,Ki +24 for 1 turn,"Can be activated starting from the 3rd turn 
from the character's entry turn (once only)",1,1,"{""source"":""1015"",""compiled"":1015}",,8878,0,153.0
111,Exchange,Exchanges with another character,"Can be activated after the character evades 
4 or more enemy attacks (including Super Attacks) 
in battle (once only)",1,1,"{""source"":""959"",""compiled"":959}",,8746,0,
112,Exchange,Exchanges with another character,"Can be activated after the character evades 
4 or more enemy attacks (including Super Attacks) 
in battle (once only)",1,1,"{""source"":""959"",""compiled"":959}",,8746,0,
113,Special Fusion,Performs Special Fusion,"Can be activated starting from the 6th turn 
from the start of battle (once only)",1,1,"{""source"":""1041"",""compiled"":1041}",,8921,0,154.0
114,Special Fusion,Performs Special Fusion,"Can be activated starting from the 6th turn 
from the start of battle (once only)",1,1,"{""source"":""1041"",""compiled"":1041}",,8921,0,154.0
115,Ever-Improving Pair,ATK & DEF +13% in battle,"Can be activated after performing 
3 or more Super Attacks in battle 
if HP is 76% or less (once only)",99,1,"{""source"":""1059\u00261060"",""compiled"":[""\u0026"",1059,1060]}",,8960,0,155.0
116,Kaioken,Causes ultimate damage to enemy,Can be activated upon the character's entry,1,1,,19.0,8570,0,156.0
117,Transformation,"Transforms; stuns a single targeted enemy and 
seals that enemy's Super Attack for 1 turn","Can be activated after performing 
6 or more attacks in battle (once only)",1,1,"{""source"":""1094"",""compiled"":1094}",,9076,0,157.0
118,Transformation,"Transforms; stuns a single targeted enemy and 
seals that enemy's Super Attack for 1 turn","Can be activated after performing 
6 or more attacks in battle (once only)",1,1,"{""source"":""1094"",""compiled"":1094}",,9076,0,157.0
119,Hellish Game,Delays a single targeted enemy's attack for 1 turn,"Can be activated when facing only 1 enemy, 
whose HP is 35% or more, or when facing 
3 or more enemies (once only)",1,1,"{""source"":""1183\u00261186|1187"",""compiled"":[""|"",[""\u0026"",1183,1186],1187]}",,9205,0,163.0
120,Exchange,Exchanges with another character,"Can be activated when HP is 58% or less 
starting from the 3rd turn from 
the start of battle (once only)",1,1,"{""source"":""1192\u00261194"",""compiled"":[""\u0026"",1192,1194]}",,9222,0,164.0
121,Exchange,Exchanges with another character,"Can be activated when HP is 58% or less 
starting from the 3rd turn from 
the start of battle (once only)",1,1,"{""source"":""1192\u00261194"",""compiled"":[""\u0026"",1192,1194]}",,9222,0,164.0
122,Transformation,Transforms,"Can be activated starting from the 4th turn 
from the start of battle (once only)",1,1,"{""source"":""1281"",""compiled"":1281}",,9315,0,173.0
123,Transformation,Transforms,"Can be activated starting from the 4th turn 
from the start of battle (once only)",1,1,"{""source"":""1281"",""compiled"":1281}",,9315,0,173.0
124,Fusion,Fuses,"Can be activated starting from the 4th turn 
from the start of battle (once only)",1,1,"{""source"":""1281"",""compiled"":1281}",,9316,0,176.0
125,Fusion,Fuses,"Can be activated starting from the 4th turn 
from the start of battle (once only)",1,1,"{""source"":""1281"",""compiled"":1281}",,9316,0,176.0
126,Transformation,Transforms,"Can be activated when HP is 77% or less 
starting from the 3rd turn from 
the start of battle (once only)",1,1,"{""source"":""1231\u00261232"",""compiled"":[""\u0026"",1231,1232]}",,9333,0,165.0
127,Transformation,Transforms,"Can be activated when HP is 77% or less 
starting from the 3rd turn from 
the start of battle (once only)",1,1,"{""source"":""1231\u00261232"",""compiled"":[""\u0026"",1231,1232]}",,9333,0,165.0
128,Evil War Cry,ATK & DEF +20% in battle,"Can be activated when there is a 
""Majin Buu Saga"" Category enemy, 
or after the character receives an attack 
6 or more times in battle (once only)",99,1,"{""source"":""1234|1235"",""compiled"":[""|"",1234,1235]}",,9334,0,166.0
129,Fusion,"Causes ultimate damage to enemy and, 
within the turn activated, 
all attacks become critical hits","Can be activated when HP is 50% or less, 
or when facing only 1 enemy, 
whose HP is 50% or less (once only)",1,1,"{""source"":""1278|1279\u00261280"",""compiled"":[""|"",1278,[""\u0026"",1279,1280]]}",23.0,9491,0,174.0
130,Ultra Big Bang Kamehameha,"Causes ultimate damage to enemy and, 
within the turn activated, 
all attacks become critical hits","Can be activated when HP is 50% or less, 
or when facing only 1 enemy, 
whose HP is 50% or less (once only)",1,1,"{""source"":""1278|1279\u00261280"",""compiled"":[""|"",1278,[""\u0026"",1279,1280]]}",24.0,9492,0,177.0
131,Bansho Fan,"Greatly raises ATK temporarily, 
causes ultimate damage to enemy and 
delays a single targeted enemy's attack for 1 turn","Can be activated after performing 
4 or more Super Attacks in battle (once only)",1,1,"{""source"":""1308"",""compiled"":1308}",25.0,9511,0,
