id,type,conditions,comment,created_at,updated_at
15,PotentialSquareCondition::SkillLv,"{""skill_lv"":4}",必殺技Lv4以上,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
16,PotentialSquareCondition::PotentialItem,"{""item_id"":3,""quantity"":15}",素材ID=3:15個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
17,PotentialSquareCondition::SkillLv,"{""skill_lv"":8}",必殺技Lv8以上,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
18,PotentialSquareCondition::SkillLv,"{""skill_lv"":10}",必殺技Lv10以上,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
19,PotentialSquareCondition::PotentialItem,"{""item_id"":8,""quantity"":20}",素材ID=8:20個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
20,PotentialSquareCondition::PotentialItem,"{""item_id"":1,""quantity"":10}",素材ID=1:10個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
21,PotentialSquareCondition::PotentialItem,"{""item_id"":6,""quantity"":5}",素材ID=6:5個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
22,PotentialSquareCondition::PotentialItem,"{""item_id"":11,""quantity"":1}",素材ID=11:1個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
23,PotentialSquareCondition::PotentialItem,"{""item_id"":1,""quantity"":20}",素材ID=1:20個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
24,PotentialSquareCondition::PotentialItem,"{""item_id"":6,""quantity"":10}",素材ID=6:10個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
25,PotentialSquareCondition::PotentialItem,"{""item_id"":11,""quantity"":5}",素材ID=11:5個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
26,PotentialSquareCondition::SkillLv,"{""skill_lv"":1}",必殺技Lv1以上,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
27,PotentialSquareCondition::PotentialItem,"{""item_id"":1,""quantity"":5}",素材ID=1:5個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
28,PotentialSquareCondition::PotentialItem,"{""item_id"":6,""quantity"":15}",素材ID=6:15個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
29,PotentialSquareCondition::PotentialItem,"{""item_id"":11,""quantity"":2}",素材ID=11:2個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
30,PotentialSquareCondition::PotentialItem,"{""item_id"":1,""quantity"":30}",素材ID=1:30個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
31,PotentialSquareCondition::PotentialItem,"{""item_id"":11,""quantity"":3}",素材ID=11:3個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
32,PotentialSquareCondition::PotentialItem,"{""item_id"":1,""quantity"":15}",素材ID=1:15個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
33,PotentialSquareCondition::PotentialItem,"{""item_id"":6,""quantity"":20}",素材ID=6:20個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
34,PotentialSquareCondition::PotentialItem,"{""item_id"":1,""quantity"":50}",素材ID=1:50個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
35,PotentialSquareCondition::PotentialItem,"{""item_id"":6,""quantity"":25}",素材ID=6:25個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
36,PotentialSquareCondition::PotentialItem,"{""item_id"":2,""quantity"":20}",素材ID=2:20個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
37,PotentialSquareCondition::PotentialItem,"{""item_id"":7,""quantity"":10}",素材ID=7:10個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
38,PotentialSquareCondition::PotentialItem,"{""item_id"":12,""quantity"":1}",素材ID=12:1個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
39,PotentialSquareCondition::PotentialItem,"{""item_id"":2,""quantity"":5}",素材ID=2:5個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
40,PotentialSquareCondition::PotentialItem,"{""item_id"":2,""quantity"":10}",素材ID=2:10個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
41,PotentialSquareCondition::PotentialItem,"{""item_id"":7,""quantity"":5}",素材ID=7:5個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
42,PotentialSquareCondition::PotentialItem,"{""item_id"":2,""quantity"":50}",素材ID=2:50個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
43,PotentialSquareCondition::PotentialItem,"{""item_id"":7,""quantity"":25}",素材ID=7:25個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
44,PotentialSquareCondition::PotentialItem,"{""item_id"":12,""quantity"":3}",素材ID=12:3個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
45,PotentialSquareCondition::PotentialItem,"{""item_id"":7,""quantity"":15}",素材ID=7:15個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
46,PotentialSquareCondition::PotentialItem,"{""item_id"":12,""quantity"":2}",素材ID=12:2個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
47,PotentialSquareCondition::PotentialItem,"{""item_id"":2,""quantity"":30}",素材ID=2:30個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
48,PotentialSquareCondition::PotentialItem,"{""item_id"":2,""quantity"":15}",素材ID=2:15個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
49,PotentialSquareCondition::PotentialItem,"{""item_id"":7,""quantity"":20}",素材ID=7:20個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
50,PotentialSquareCondition::PotentialItem,"{""item_id"":4,""quantity"":20}",素材ID=4:20個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
51,PotentialSquareCondition::PotentialItem,"{""item_id"":9,""quantity"":10}",素材ID=9:10個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
52,PotentialSquareCondition::PotentialItem,"{""item_id"":14,""quantity"":1}",素材ID=14:1個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
53,PotentialSquareCondition::PotentialItem,"{""item_id"":4,""quantity"":5}",素材ID=4:5個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
54,PotentialSquareCondition::PotentialItem,"{""item_id"":4,""quantity"":10}",素材ID=4:10個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
55,PotentialSquareCondition::PotentialItem,"{""item_id"":9,""quantity"":5}",素材ID=9:5個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
56,PotentialSquareCondition::PotentialItem,"{""item_id"":4,""quantity"":50}",素材ID=4:50個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
57,PotentialSquareCondition::PotentialItem,"{""item_id"":9,""quantity"":25}",素材ID=9:25個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
58,PotentialSquareCondition::PotentialItem,"{""item_id"":14,""quantity"":3}",素材ID=14:3個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
59,PotentialSquareCondition::PotentialItem,"{""item_id"":9,""quantity"":15}",素材ID=9:15個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
60,PotentialSquareCondition::PotentialItem,"{""item_id"":14,""quantity"":2}",素材ID=14:2個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
61,PotentialSquareCondition::PotentialItem,"{""item_id"":4,""quantity"":30}",素材ID=4:30個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
62,PotentialSquareCondition::PotentialItem,"{""item_id"":4,""quantity"":15}",素材ID=4:15個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
63,PotentialSquareCondition::PotentialItem,"{""item_id"":9,""quantity"":20}",素材ID=9:20個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
64,PotentialSquareCondition::PotentialItem,"{""item_id"":5,""quantity"":20}",素材ID=5:20個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
65,PotentialSquareCondition::PotentialItem,"{""item_id"":10,""quantity"":10}",素材ID=10:10個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
66,PotentialSquareCondition::PotentialItem,"{""item_id"":15,""quantity"":1}",素材ID=15:1個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
67,PotentialSquareCondition::PotentialItem,"{""item_id"":5,""quantity"":5}",素材ID=5:5個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
68,PotentialSquareCondition::PotentialItem,"{""item_id"":5,""quantity"":10}",素材ID=5:10個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
69,PotentialSquareCondition::PotentialItem,"{""item_id"":10,""quantity"":5}",素材ID=10:5個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
70,PotentialSquareCondition::PotentialItem,"{""item_id"":5,""quantity"":50}",素材ID=5:50個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
71,PotentialSquareCondition::PotentialItem,"{""item_id"":10,""quantity"":25}",素材ID=10:25個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
72,PotentialSquareCondition::PotentialItem,"{""item_id"":15,""quantity"":3}",素材ID=15:3個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
73,PotentialSquareCondition::PotentialItem,"{""item_id"":10,""quantity"":15}",素材ID=10:15個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
74,PotentialSquareCondition::PotentialItem,"{""item_id"":15,""quantity"":2}",素材ID=15:2個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
75,PotentialSquareCondition::PotentialItem,"{""item_id"":5,""quantity"":30}",素材ID=5:30個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
76,PotentialSquareCondition::PotentialItem,"{""item_id"":5,""quantity"":15}",素材ID=5:15個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
77,PotentialSquareCondition::PotentialItem,"{""item_id"":10,""quantity"":20}",素材ID=10:20個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
78,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":20}",素材ID=16:20個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
79,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":10}",素材ID=17:10個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
80,PotentialSquareCondition::PotentialItem,"{""item_id"":18,""quantity"":1}",素材ID=18:1個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
81,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":5}",素材ID=16:5個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
82,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":10}",素材ID=16:10個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
83,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":5}",素材ID=17:5個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
84,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":50}",素材ID=16:50個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
85,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":25}",素材ID=17:25個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
86,PotentialSquareCondition::PotentialItem,"{""item_id"":18,""quantity"":3}",素材ID=18:3個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
87,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":15}",素材ID=17:15個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
88,PotentialSquareCondition::PotentialItem,"{""item_id"":18,""quantity"":2}",素材ID=18:2個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
89,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":30}",素材ID=16:30個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
90,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":15}",素材ID=16:15個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
91,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":20}",素材ID=17:20個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
92,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":40}",素材ID=16:40個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
93,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":250}",素材ID=16:250個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
94,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":100}",素材ID=17:100個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
95,PotentialSquareCondition::PotentialItem,"{""item_id"":18,""quantity"":15}",素材ID=18:15個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
96,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":30}",素材ID=17:30個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
97,PotentialSquareCondition::PotentialItem,"{""item_id"":18,""quantity"":5}",素材ID=18:5個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
98,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":500}",素材ID=16:500個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
99,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":250}",素材ID=17:250個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
100,PotentialSquareCondition::PotentialItem,"{""item_id"":18,""quantity"":30}",素材ID=18:30個,2024-06-26 10:51:05.440239,2024-06-26 10:51:05.440239
101,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":100}",素材ID=16:100個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
102,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":50}",素材ID=17:50個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
103,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":75}",素材ID=16:75個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
104,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":40}",素材ID=19:40個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
105,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":20}",素材ID=20:20個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
106,PotentialSquareCondition::PotentialItem,"{""item_id"":21,""quantity"":2}",素材ID=21:2個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
107,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":100}",素材ID=19:100個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
108,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":50}",素材ID=20:50個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
109,PotentialSquareCondition::PotentialItem,"{""item_id"":21,""quantity"":5}",素材ID=21:5個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
110,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":50}",素材ID=19:50個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
111,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":25}",素材ID=20:25個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
112,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":80}",素材ID=19:80個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
113,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":40}",素材ID=20:40個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
114,PotentialSquareCondition::PotentialItem,"{""item_id"":21,""quantity"":4}",素材ID=21:4個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
115,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":75}",素材ID=19:75個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
116,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":30}",素材ID=20:30個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
117,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":250}",素材ID=19:250個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
118,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":100}",素材ID=20:100個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
119,PotentialSquareCondition::PotentialItem,"{""item_id"":21,""quantity"":15}",素材ID=21:15個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
120,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":500}",素材ID=19:500個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
121,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":250}",素材ID=20:250個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
122,PotentialSquareCondition::PotentialItem,"{""item_id"":21,""quantity"":30}",素材ID=21:30個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
123,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":20}",素材ID=19:20個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
124,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":10}",素材ID=20:10個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
125,PotentialSquareCondition::PotentialItem,"{""item_id"":21,""quantity"":1}",素材ID=21:1個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
126,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":5}",素材ID=19:5個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
127,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":10}",素材ID=19:10個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
128,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":5}",素材ID=20:5個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
129,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":15}",素材ID=20:15個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
130,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":30}",素材ID=19:30個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
131,PotentialSquareCondition::PotentialItem,"{""item_id"":21,""quantity"":3}",素材ID=21:3個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
132,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":15}",素材ID=19:15個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
133,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":20}",素材ID=22:20個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
134,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":10}",素材ID=23:10個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
135,PotentialSquareCondition::PotentialItem,"{""item_id"":24,""quantity"":1}",素材ID=24:1個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
136,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":5}",素材ID=22:5個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
137,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":40}",素材ID=22:40個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
138,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":20}",素材ID=23:20個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
139,PotentialSquareCondition::PotentialItem,"{""item_id"":24,""quantity"":2}",素材ID=24:2個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
140,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":10}",素材ID=22:10個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
141,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":5}",素材ID=23:5個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
142,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":250}",素材ID=22:250個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
143,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":100}",素材ID=23:100個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
144,PotentialSquareCondition::PotentialItem,"{""item_id"":24,""quantity"":15}",素材ID=24:15個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
145,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":100}",素材ID=22:100個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
146,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":50}",素材ID=23:50個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
147,PotentialSquareCondition::PotentialItem,"{""item_id"":24,""quantity"":5}",素材ID=24:5個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
148,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":80}",素材ID=22:80個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
149,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":40}",素材ID=23:40個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
150,PotentialSquareCondition::PotentialItem,"{""item_id"":24,""quantity"":4}",素材ID=24:4個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
151,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":15}",素材ID=23:15個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
152,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":30}",素材ID=22:30個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
153,PotentialSquareCondition::PotentialItem,"{""item_id"":24,""quantity"":3}",素材ID=24:3個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
154,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":75}",素材ID=22:75個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
155,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":30}",素材ID=23:30個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
156,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":15}",素材ID=22:15個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
157,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":500}",素材ID=22:500個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
158,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":250}",素材ID=23:250個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
159,PotentialSquareCondition::PotentialItem,"{""item_id"":24,""quantity"":30}",素材ID=24:30個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
160,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":20}",素材ID=25:20個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
161,PotentialSquareCondition::PotentialItem,"{""item_id"":26,""quantity"":10}",素材ID=26:10個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
162,PotentialSquareCondition::PotentialItem,"{""item_id"":27,""quantity"":1}",素材ID=27:1個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
163,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":5}",素材ID=25:5個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
164,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":40}",素材ID=25:40個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
165,PotentialSquareCondition::PotentialItem,"{""item_id"":26,""quantity"":20}",素材ID=26:20個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
166,PotentialSquareCondition::PotentialItem,"{""item_id"":27,""quantity"":2}",素材ID=27:2個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
167,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":10}",素材ID=25:10個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
168,PotentialSquareCondition::PotentialItem,"{""item_id"":26,""quantity"":5}",素材ID=26:5個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
169,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":250}",素材ID=25:250個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
170,PotentialSquareCondition::PotentialItem,"{""item_id"":26,""quantity"":100}",素材ID=26:100個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
171,PotentialSquareCondition::PotentialItem,"{""item_id"":27,""quantity"":15}",素材ID=27:15個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
172,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":50}",素材ID=25:50個,2024-06-26 10:51:05.466283,2024-06-26 10:51:05.466283
