id,name,description,created_at,updated_at
44,Energy Absorption,Recover 10% of damage dealt as HP,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
45,Energy Absorption,"Recover 20% of damage dealt as HP 
when Ki >= 5",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
46,Overwhelming Pressure,Disable enemy's guard,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
47,Perfect Guard,"Damage received -30% 
when guard is activated",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
48,Perfect Form,Immune to negative effects,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
49,Latent Power,"ATK +2500 when performing a Super 
Attack",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
50,Super Power,Rare chance of increasing ATK by 50%,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
51,Time Freeze,Rare chance to stun all enemies,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
52,Right Behind You,Ki +1 at start of turn,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
53,Teamwork,"ATK +1000 for all allies when 3 attacks in 
a row",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
54,Assassin,ATK +1500 as the 3rd attacker in a turn,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
55,Regenerative Power,With a chance to recover HP by 5%,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
56,First Attack,Ki +1 when attacking,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
57,Warrior of Hope,ATK +50% when Ki is 5 or more,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
58,The True Prince,Attacked enemy's ATK - 25%,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
59,Adversity,ATK +25% when Ki is 5 or more,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
60,Warrior Race,ATK +30% when Ki is 8 or more,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
61,Overwhelming Power,ATK +1500 at start of turn,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
62,Hopeless Terror,"With a chance to lower all enemies' 
ATK & DEF by 30%",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
63,Absorption,Deliver the final blow for ATK +2500,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
64,Energy Absorption,"Recovers 25% of damage dealt as HP 
when Ki is 8 or more",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
65,Berserker's Rage,Ki +5 when HP is 30% or below,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
66,No More Games,Rare chance of Ki +2 & ATK +1500,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
67,Earth's Strongest,ATK +1500 when HP is 50% or less,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
68,Regenerative Power,Recovers 12% HP when HP is 20% or less,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
69,Ultimate Blow,"Ki +5 when HP is 10% or less 
(once only)",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
70,Supernatural Power,AGL Type enemies' ATK - 25%,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
71,Special Squad Attack,Has a chance of all allies' Ki +2,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
72,Desperation,"Enemies & allies' ATK +25% 
when HP is 30% or less",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
73,Destruction Blow,ATK +70% when Ki is at max,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
74,Pride,AGL and PHY Type ATK and DEF +500,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
75,My Choice,"May seal enemy's Super Attack 
when Ki is 5 or more",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
76,Energy Absorption,"Recover 30% of damage dealt as HP 
when Ki >= 5",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
77,Energy Absorption,Recover 15% of damage dealt as HP,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
78,Limitless Power,Ki +1 and ATK +1000 when HP is 50% or more,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
79,Limitless Power,Ki +2 when HP is 50% or more,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
80,The Mission,ATK +50% for first attack only,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
81,Super Power,ATK and DEF +100% for 3 turns,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
82,Assassin's 20th Anniversary,Rare chance to stun all enemies,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
83,Latent Power,ATK +1500 when Ki is 10 or more,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
84,Enthusiasm,Ki +2 and ATK +500 for first attack only,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
85,Restraint,Rare chance to stun all enemies,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
86,Psychokinesis,"Disable enemy's guard when Ki is 5 or 
more",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
87,Desert Wolf,Enemy DEF -30% when Ki is 5 or more,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
88,First Attack,ATK +50% for first attack only,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
89,Energy Absorption,"May recover HP from 25% of damage 
delivered",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
90,Energy Absorption,"May recover HP from 25% of damage 
delivered",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
91,Full Throttle,ATK +1000 when Ki is 5 or more,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
92,Full Throttle,Ki +5 when battle begins,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
93,God of Martial Arts,ATK +1200 at start of turn,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
94,Abnormal Assault,"Super damage to stun enemies when Ki 
is 5 or more",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
95,I'll Train You,20% more EXP Points gained after battle,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
96,Demonic Wonderment,"Deliver the final blow for Ki +5 in the next 
attack",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
97,Latent Power,ATK +500 when Ki is 8 or more,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
98,Latent Power,ATK +500 when Ki is 8 or more,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
99,Don't Break a Woman's Heart,ATK +500 for 1 turn,2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
100,Teamwork,"ATK +1000 for all allies when 3 attacks in 
a row",2024-06-26 10:48:08.062961,2024-06-26 10:48:08.062961
101,Triple Attack,"ATK +10% for all allies when 3 attacks in 
a row",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
102,Healthy Body,Immune to negative effects,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
103,Lucky Punch,Link Skill effect +200%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
104,Unbending Will,DEF +2000 when HP is 20% or below,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
105,Simple-Minded Assassin,Ki +3 when HP is 100%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
106,Strong Body,Immune to negative effects,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
107,Soak it Up,Ki +3 when Ki is 5 or more,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
108,Soak it Up,"Recover 30% of damage dealt as HP 
when Ki >= 5",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
109,Steadfast Hero,Immune to negative effects,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
110,Absorption,"Recover 10% of damage dealt as HP 
when Ki >= 5",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
111,10X Gravity,Enemy's DEF -500 for 5 turns,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
112,I'm Fast!,ATK +1000 as the 1st attacker in a turn,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
113,Saibaiman's Bewilderment,ATK +300 when Ki is 5 or below,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
114,Pure Tenacity,ATK +1200 when Ki is 5 or more,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
115,Overflowing Ki,With a chance of Ki +2,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
116,Master's Teachings,AGL and PHY Type Ki + 2,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
117,Warrior Race,Ki +2 when facing 2 or more enemies,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
118,Adversity,ATK +1500 when HP is 30% or below,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
119,Lust for Victory,STR Type enemies' ATK - 20%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
120,Full Speed,Ki +3 when HP is 100%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
121,Master's Teachings,"All allies' ATK +1000 when HP is 50% or 
above",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
122,Teamwork,ATK +1000 as the 2nd attacker in a turn,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
123,Guard Break,"Disable enemy's guard 
when Ki is 5 or more",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
124,Proof of Effort,TEQ & STR Types ATK +700,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
125,Teamwork,ATK +1000 as the 3rd attacker in a turn,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
126,Exceptional Luck,With a chance that all allies' ATK + 500,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
127,Champion's Pride,Ki +3 when ATK is higher than enemy's,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
128,Deep Affection,With a chance to recover 2000 HP,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
129,Secrets of the Crane School,All enemies' ATK -10%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
130,Berserker's Rage,ATK +2000 when HP is 30% or less,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
131,Cold Decision,DEF +1500 when HP is 50% or above,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
132,Abandonment,"With a chance to reduce damage 
received by 50%",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
133,Counterattack,"Temporarily ATK + 2000 after being 
attacked",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
134,Backup,DEF +1000 for all allies,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
135,Moment of Truth,All allies' DEF +50% when HP is 30% or less,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
136,Warrior's Spirit,Rare chance of sealing all enemies' Super Attacks,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
137,Overwhelming Pressure,Has a chance of reducing all enemies' DEF to 0,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
138,Morale,Ki +1 at start of turn,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
139,Teamwork,"DEF -50% for enemy when 3 attacks in a 
row",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
140,Teamwork,Attacked enemy's ATK - 10% for 3 Turns,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
141,Psychokinesis,May stun all enemies,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
142,Lucky Punch,Rare chance of increasing ATK by 50%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
143,Decision,ATK +40% when HP is 30% or below,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
144,Conviction,Ki +3 when HP is 80% or below,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
145,Super Power,Rare chance of ATK +100%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
146,Courage,"Rare chance of increasing all allies' ATK 
by 25%",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
147,Awakening,Ki +2 when HP is 50% or above,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
148,Divine Protection,DEF +25% for all allies,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
149,Quick Temper,ATK +2000 when HP is 30% or less,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
150,Prudence,Rare chance of DEF +100%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
151,Focus,ATK +25% when Ki is 8 or more,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
152,Mercenary's Might,Rare chance of increasing ATK by 50%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
153,Smile of Composure,"ATK and DEF +25% when HP is 80% or 
below",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
154,Guard Break,"Disable enemy's guard when Ki is 5 or 
more",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
155,Stunning Speed,TEQ & STR Types Ki +1,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
156,The Pinnacle of Power,ATK +30% at start of turn,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
157,Backup,DEF +1000 for all allies,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
158,No More Games,Rare chance of increasing ATK by 100%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
159,Charge,INT Type ATK +10%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
160,Super Elite Strength,ATK +40% when Ki is 8 or more,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
161,Defensive Poise,DEF +50% at start of turn,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
162,Hidden Potential,Rare chance of increasing Ki by 5,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
163,Supersonic,Ki +3 when HP is 99% or below,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
164,Courage,"All allies' ATK +15% when HP is 50% or 
above",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
165,No More Games,"Very rare chance of increasing ATK by 
70%",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
166,First Attack,ATK +50% for first attack only,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
167,Warrior's Spirit,ATK +30% when Ki is 8 or more,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
168,Brick Wall,DEF +2000 when HP is 50% or above,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
169,Honed Technique,TEQ Type ATK +10%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
170,Vengeful Power,ATK +32% when Ki is 7 or more,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
171,Against the Odds,ATK +40% when facing 2 or more enemies,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
172,Hidden Potential,Rare chance of increasing ATK by 100%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
173,Force of Will,Rare chance of increasing ATK by 50%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
174,Instant Transmission,Rare chance of increasing Ki by 5,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
175,Warrior's Fighting Spirit,Rare chance of increasing ATK by 50%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
176,Perfect Body,ATK & DEF +25% at start of turn,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
177,Furious Awakening,ATK +30% at start of turn,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
178,Energy Absorption,"Recovers 20% of damage dealt as HP 
when Ki is 6 or more",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
179,Warrior's Spirit,Rare chance of increasing ATK by 50%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
180,Overconfidence,"ATK & DEF +1000 
when HP is 50% or more",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
181,Full Power,ATK +20% at start of turn,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
182,Naivety,Ki +1 and ATK +500 at start of turn,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
183,Divine Strength,"ATK +80% when 
performing a Super Attack",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
184,Ultimate Power,"ATK +80% when performing a Super 
Attack",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
185,Supreme Evolution,ATK +40% at start of turn,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
186,Dignity in Destruction,ATK +25% at start of turn,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
187,Martial Arts Primer,All allies' ATK & DEF +12%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
188,Practice Makes Perfect,ATK +40% when Ki is 8 or more,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
189,Proof of Genius,ATK & DEF +30% when Ki is 8 or more,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
190,Nightmare,High chance that all enemies' DEF - 25%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
191,Advanced Tactics,"Very rare chance all allies' ATK & DEF 
+30%",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
192,On a Mission,Ki +1 at start of turn,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
193,Friendship,Recover 1500 HP at start of turn,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
194,Warrior's Spirit,Rare chance of increasing ATK by 50%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
195,Focus,ATK +25% when Ki is 8 or more,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
196,State of Oppression,All enemies ATK -10%,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
197,In the Zone,"ATK & DEF +25% when HP is 80% or 
below",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
198,Galactic Force,With a chance to stun all enemies,2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
199,MAX Power,"ATK +70% when performing a Super 
Attack",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
200,Limit Break,"Super-rare chance of Ki +7 and ATK 
+2500",2024-06-26 10:48:08.071588,2024-06-26 10:48:08.071588
201,Primed for Battle,ATK & DEF +15% at start of turn,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
202,Focused Wrath,Ki +2 when HP is 50% or more,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
203,Pro Fighter,"ATK and DEF +1000 when HP is 50% or 
above",2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
204,Undying Body,"Recover 25% HP whenever HP is 30% or 
below",2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
205,Mystic Power,ATK +25% at start of turn,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
206,Sorcery,"ATK +10% for all allies when HP is 50% 
or above",2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
207,Brattish Behavior,ATK +1500 when HP is 30% or below,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
208,Power Spike,ATK +2000 at start of turn,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
209,Chosen Warrior,Ki +2 when HP is 50% or above,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
210,Perfect Guard,"Damage received -30% 
when guard is activated",2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
211,First Attack,ATK +50% for first attack only,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
212,Warrior's Spirit,Rare chance of increasing ATK by 50%,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
213,Overwhelming Power,ATK +2000 at start of turn,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
214,Hopeless Terror,"Medium chance that all enemies' 
ATK & DEF -30%",2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
215,Smile of Composure,"ATK & DEF + 30% when HP is 80% or 
below",2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
216,Guard Break,Enemy's guard disabled and DEF- 50%,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
217,Stunning Speed,TEQ & STR Types Ki +2,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
218,The Pinnacle of Power,ATK +40% at start of turn,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
219,Nightmare,High chance that all enemies' DEF - 50%,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
220,Vengeful Power,ATK + 42% when Ki is 7 or more,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
221,Surge,All allies' ATK +500,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
222,Perfect Form,ATK & DEF +20% at start of turn,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
223,Eternal Life,Recover 5% HP at start of turn,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
224,Inorganic Matter,Enemy DEF - 50% when Ki is 5 or more,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
225,Regality,Ki +3 when HP is 50% or below,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
226,Developing Talent,Ki +2 when HP is 50% or more,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
227,Latent Ability,High chance of Ki +3,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
228,Demon King's Alter Ego,Rare chance to stun all enemies,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
229,Bouncing off the Walls,"ATK +30% when there are 2 or more 
enemies",2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
230,Unshackled Power,ATK +35% at start of turn,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
231,Evil Mindset,ATK +2500 when HP is 99% or below,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
232,Strike of Willpower,Ki+2 when HP is 50% or above,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
233,Space Piracy,ATK +1500 as the 1st attacker in a turn,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
234,Evil Emperor,All enemies' ATK - 8%,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
235,Evil Emperor,All enemies' ATK - 12%,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
236,Greatest Power,TEQ and STR Type Ki +2,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
237,Powerful Transformation,ATK +50% when Ki is 5 or more,2024-06-26 10:48:08.093732,2024-06-26 10:48:08.093732
