id,condition_set_id,condition_id,created_at,updated_at
29,11,3,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
30,12,14,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
31,12,5,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
32,12,2,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
33,13,15,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
34,13,5,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
35,13,2,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
36,14,13,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
37,14,5,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
38,15,15,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
39,15,5,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
40,15,6,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
41,16,15,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
42,16,5,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
43,16,2,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
44,16,3,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
45,17,14,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
46,17,16,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
47,17,10,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
48,17,11,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
49,18,17,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
50,18,16,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
51,18,10,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
52,18,11,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
53,19,18,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
54,19,16,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
55,19,10,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
56,19,11,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
57,20,17,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
58,20,5,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
59,20,2,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
60,20,3,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
61,21,18,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
62,21,5,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
63,21,2,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
64,21,3,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
65,22,18,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
66,22,12,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
67,22,19,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
68,22,9,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
69,23,18,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
70,23,7,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
71,23,8,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
72,23,9,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
73,24,20,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
74,24,21,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
75,24,22,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
76,25,20,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
77,26,23,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
78,26,24,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
79,26,22,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
80,27,20,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
81,27,21,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
82,28,23,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
83,28,24,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
84,28,25,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
85,29,13,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
86,29,20,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
87,29,21,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
88,30,14,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
89,30,20,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
90,30,21,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
91,30,22,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
92,31,14,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
93,31,20,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
94,31,21,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
95,32,15,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
96,32,20,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
97,32,21,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
98,33,13,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
99,33,20,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
100,34,15,2024-06-18 10:28:01.844604,2024-06-18 10:28:01.844604
101,34,20,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
102,34,21,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
103,34,22,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
104,35,26,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
105,35,23,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
106,35,24,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
107,35,22,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
108,36,17,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
109,36,20,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
110,36,21,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
111,36,22,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
112,37,18,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
113,37,20,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
114,37,21,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
115,37,22,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
116,38,18,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
117,38,23,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
118,38,24,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
119,38,25,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
120,39,27,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
121,40,20,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
122,40,24,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
123,40,22,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
124,41,23,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
125,41,28,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
126,41,29,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
127,42,30,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
128,42,28,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
129,42,31,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
130,43,13,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
131,43,20,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
132,43,24,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
133,44,14,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
134,44,20,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
135,44,24,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
136,44,22,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
137,45,14,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
138,45,20,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
139,45,24,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
140,46,15,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
141,46,20,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
142,46,24,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
143,47,15,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
144,47,20,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
145,47,24,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
146,47,22,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
147,48,14,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
148,48,32,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
149,48,28,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
150,48,29,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
151,49,17,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
152,49,32,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
153,49,28,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
154,49,29,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
155,50,18,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
156,50,32,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
157,50,28,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
158,50,29,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
159,51,17,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
160,51,20,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
161,51,24,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
162,51,22,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
163,52,18,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
164,52,20,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
165,52,24,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
166,52,22,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
167,53,18,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
168,53,30,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
169,53,33,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
170,53,31,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
171,54,34,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
172,54,35,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
173,54,31,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
174,55,36,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
175,55,37,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
176,55,38,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
177,56,39,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
178,57,40,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
179,58,40,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
180,58,41,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
181,59,40,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
182,59,37,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
183,59,38,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
184,60,42,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
185,60,43,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
186,60,44,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
187,61,36,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
188,61,45,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
189,61,46,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
190,62,47,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
191,62,45,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
192,62,44,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
193,63,13,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
194,63,40,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
195,63,41,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
196,64,13,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
197,64,40,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
198,64,37,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
199,65,14,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
200,65,40,2024-06-18 10:28:01.849469,2024-06-18 10:28:01.849469
201,65,37,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
202,65,38,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
203,66,14,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
204,66,40,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
205,66,37,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
206,67,15,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
207,67,40,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
208,67,37,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
209,68,13,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
210,68,40,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
211,69,15,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
212,69,40,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
213,69,41,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
214,70,15,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
215,70,40,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
216,70,37,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
217,70,38,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
218,71,17,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
219,71,40,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
220,71,37,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
221,71,38,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
222,72,18,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
223,72,48,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
224,72,45,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
225,72,46,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
226,73,18,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
227,73,40,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
228,73,37,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
229,73,38,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
230,74,18,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
231,74,47,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
232,74,49,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
233,74,44,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
234,75,14,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
235,75,48,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
236,75,45,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
237,75,46,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
238,76,17,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
239,76,48,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
240,76,45,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
241,76,46,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
242,77,18,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
243,77,42,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
244,77,43,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
245,77,44,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
246,78,50,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
247,78,51,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
248,78,52,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
249,79,53,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
250,80,54,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
251,81,54,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
252,81,55,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
253,82,54,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
254,82,51,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
255,82,52,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
256,83,56,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
257,83,57,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
258,83,58,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
259,84,50,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
260,84,59,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
261,84,60,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
262,85,61,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
263,85,59,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
264,85,58,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
265,86,13,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
266,86,54,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
267,86,55,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
268,87,13,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
269,87,54,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
270,87,51,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
271,88,14,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
272,88,54,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
273,88,51,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
274,88,52,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
275,89,14,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
276,89,54,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
277,89,51,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
278,90,15,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
279,90,54,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
280,90,51,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
281,91,13,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
282,91,54,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
283,92,15,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
284,92,54,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
285,92,55,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
286,93,15,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
287,93,54,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
288,93,51,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
289,93,52,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
290,94,14,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
291,94,62,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
292,94,59,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
293,94,60,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
294,95,17,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
295,95,62,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
296,95,59,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
297,95,60,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
298,96,18,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
299,96,62,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
300,96,59,2024-06-18 10:28:01.854238,2024-06-18 10:28:01.854238
301,96,60,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
302,97,17,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
303,97,54,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
304,97,51,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
305,97,52,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
306,98,18,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
307,98,54,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
308,98,51,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
309,98,52,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
310,99,18,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
311,99,61,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
312,99,63,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
313,99,58,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
314,100,18,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
315,100,56,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
316,100,57,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
317,100,58,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
318,101,64,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
319,101,65,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
320,101,66,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
321,102,67,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
322,103,68,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
323,104,68,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
324,104,69,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
325,105,68,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
326,105,65,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
327,105,66,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
328,106,70,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
329,106,71,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
330,106,72,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
331,107,64,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
332,107,73,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
333,107,74,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
334,108,75,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
335,108,73,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
336,108,72,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
337,109,13,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
338,109,68,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
339,109,69,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
340,110,13,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
341,110,68,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
342,110,65,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
343,111,14,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
344,111,68,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
345,111,65,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
346,111,66,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
347,112,14,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
348,112,68,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
349,112,65,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
350,113,15,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
351,113,68,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
352,113,65,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
353,114,13,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
354,114,68,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
355,115,15,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
356,115,68,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
357,115,69,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
358,116,15,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
359,116,68,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
360,116,65,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
361,116,66,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
362,117,14,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
363,117,76,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
364,117,73,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
365,117,74,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
366,118,17,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
367,118,76,2024-06-18 10:28:01.866670,2024-06-18 10:28:01.866670
