id,enemy_skill_id,passive_skill_set_id
190007,1900,348
190008,1900,364
190009,1900,417
190010,1900,426
190011,1900,448
190012,1900,453
190013,1900,490
190014,1900,553
190015,1900,599
190016,1900,600
190017,1900,601
190018,1900,696
190019,1900,706
190020,1900,719
190021,1900,792
190022,1900,803
190023,1900,896
190024,1900,905
190025,1900,938
190026,1900,987
190027,1900,1171
190028,1900,1265
190029,1900,1287
190030,1900,1393
190031,1900,1479
190032,1900,1534
190033,1900,1535
190034,1900,1566
190035,1900,1603
190036,1900,1659
190037,1900,1661
190038,1900,1662
190039,1900,1926
190040,1900,1938
190041,1900,1976
190042,1900,1977
190043,1900,1978
190044,1900,2066
190045,1900,2163
190046,1900,2211
190047,1900,2473
190048,1900,2474
190049,1900,2515
190050,1900,2516
190051,1900,2540
190052,1900,2541
190053,1900,2542
190054,1900,2550
190055,1900,2505
190056,1900,2693
190057,1900,2838
190058,1900,2956
190059,1900,2957
190060,1900,2943
190061,1900,2949
190062,1900,2950
190063,1900,2627
190064,1900,2628
190065,1900,2839
190066,1900,3105
190067,1900,3106
190068,1900,3107
190069,1900,3326
190070,1900,3327
190071,1900,3359
190072,1900,3416
190073,1900,3368
190074,1900,3433
190075,1900,3434
190076,1900,3973
190077,1900,3974
190078,1900,4044
190079,1900,4093
190080,1900,4094
191000,1910,57
191001,1910,65
191002,1910,267
191003,1910,299
191004,1910,302
191005,1910,338
191006,1910,345
191007,1910,348
191008,1910,364
191009,1910,417
191010,1910,426
191011,1910,448
191012,1910,453
191013,1910,490
191014,1910,553
191015,1910,599
191016,1910,600
191017,1910,601
191018,1910,696
191019,1910,706
191020,1910,719
191021,1910,792
191022,1910,803
191023,1910,896
191024,1910,905
191025,1910,938
191026,1910,987
191027,1910,1171
191028,1910,1265
191029,1910,1287
191030,1910,1393
191031,1910,1479
191032,1910,1534
191033,1910,1535
191034,1910,1566
191035,1910,1603
191036,1910,1659
191037,1910,1661
191038,1910,1662
191039,1910,1926
191040,1910,1938
191041,1910,1976
191042,1910,1977
191043,1910,1978
191044,1910,2066
191045,1910,2163
191046,1910,2211
191047,1910,2473
191048,1910,2474
191049,1910,2515
191050,1910,2516
191051,1910,2540
191052,1910,2541
191053,1910,2542
191054,1910,2550
191055,1910,2505
191056,1910,2693
191057,1910,2838
191058,1910,2956
191059,1910,2957
191060,1910,2943
191061,1910,2949
191062,1910,2950
191063,1910,2627
191064,1910,2628
191065,1910,2839
191066,1910,3105
191067,1910,3106
191068,1910,3107
191069,1910,3326
191070,1910,3327
191071,1910,3359
191072,1910,3416
191073,1910,3368
191074,1910,3433
191075,1910,3434
191076,1910,3973
191077,1910,3974
191078,1910,4044
191079,1910,4093
191080,1910,4094
192000,1920,57
192001,1920,65
192002,1920,267
192003,1920,299
192004,1920,302
192005,1920,338
192006,1920,345
192007,1920,348
192008,1920,364
192009,1920,417
192010,1920,426
192011,1920,448
192012,1920,453
192013,1920,490
192014,1920,553
192015,1920,599
192016,1920,600
192017,1920,601
192018,1920,696
192019,1920,706
192020,1920,719
192021,1920,792
192022,1920,803
192023,1920,896
192024,1920,905
192025,1920,938
192026,1920,987
192027,1920,1171
192028,1920,1265
192029,1920,1287
192030,1920,1393
192031,1920,1479
192032,1920,1534
192033,1920,1535
192034,1920,1566
192035,1920,1603
192036,1920,1659
192037,1920,1661
192038,1920,1662
192039,1920,1926
192040,1920,1938
192041,1920,1976
192042,1920,1977
192043,1920,1978
192044,1920,2066
192045,1920,2163
192046,1920,2211
192047,1920,2473
192048,1920,2474
192049,1920,2515
192050,1920,2516
192051,1920,2540
192052,1920,2541
192053,1920,2542
192054,1920,2550
192055,1920,2505
192056,1920,2693
192057,1920,2838
192058,1920,2956
192059,1920,2957
192060,1920,2943
192061,1920,2949
192062,1920,2950
192063,1920,2627
192064,1920,2628
192065,1920,2839
192066,1920,3105
192067,1920,3106
192068,1920,3107
192069,1920,3326
192070,1920,3327
192071,1920,3359
192072,1920,3416
192073,1920,3368
192074,1920,3433
192075,1920,3434
192076,1920,3973
192077,1920,3974
192078,1920,4044
192079,1920,4093
192080,1920,4094
193000,1930,57
193001,1930,65
193002,1930,267
193003,1930,299
193004,1930,302
193005,1930,338
193006,1930,345
193007,1930,348
193008,1930,364
193009,1930,417
193010,1930,426
193011,1930,448
193012,1930,453
193013,1930,490
193014,1930,553
193015,1930,599
193016,1930,600
193017,1930,601
193018,1930,696
193019,1930,706
193020,1930,719
193021,1930,792
193022,1930,803
193023,1930,896
193024,1930,905
193025,1930,938
193026,1930,987
193027,1930,1171
193028,1930,1265
193029,1930,1287
193030,1930,1393
193031,1930,1479
193032,1930,1534
193033,1930,1535
193034,1930,1566
193035,1930,1603
193036,1930,1659
193037,1930,1661
193038,1930,1662
193039,1930,1926
193040,1930,1938
193041,1930,1976
193042,1930,1977
193043,1930,1978
193044,1930,2066
193045,1930,2163
193046,1930,2211
193047,1930,2473
193048,1930,2474
193049,1930,2515
193050,1930,2516
193051,1930,2540
193052,1930,2541
193053,1930,2542
193054,1930,2550
193055,1930,2505
193056,1930,2693
193057,1930,2838
193058,1930,2956
193059,1930,2957
193060,1930,2943
193061,1930,2949
193062,1930,2950
193063,1930,2627
193064,1930,2628
193065,1930,2839
193066,1930,3105
193067,1930,3106
193068,1930,3107
193069,1930,3326
193070,1930,3327
193071,1930,3359
193072,1930,3416
193073,1930,3368
193074,1930,3433
193075,1930,3434
193076,1930,3973
193077,1930,3974
193078,1930,4044
193079,1930,4093
193080,1930,4094
220000,2200,20
220001,2200,47
220002,2200,79
220003,2200,91
220004,2200,181
220005,2200,368
220006,2200,481
220007,2200,594
220008,2200,668
220009,2200,669
220010,2200,670
220011,2200,671
220012,2200,811
220013,2200,859
220014,2200,909
220015,2200,910
220016,2200,1072
220017,2200,1117
220018,2200,1159
220019,2200,1167
220020,2200,1193
220021,2200,1216
220022,2200,1340
220023,2200,1374
220024,2200,1567
220025,2200,1682
220026,2200,1683
220027,2200,1684
220028,2200,1685
220029,2200,1686
220030,2200,1913
220031,2200,1914
220032,2200,1975
220033,2200,2357
220034,2200,2360
220035,2200,2364
220036,2200,2365
220037,2200,2396
220038,2200,2517
220039,2200,2518
220040,2200,2561
220043,2200,2621
220044,2200,2622
220045,2200,2665
220046,2200,2666
220047,2200,2673
220048,2200,2676
220049,2200,2850
220050,2200,2851
220051,2200,3539
220052,2200,3540
220053,2200,3879
220054,2200,3880
220055,2200,3883
220056,2200,3884
220057,2200,3885
220058,2200,3890
220059,2200,3991
220060,2200,3992
220061,2200,3980
220062,2200,3544
220063,2200,4050
220064,2200,4051
221000,2210,20
221001,2210,47
221002,2210,79
221003,2210,91
221004,2210,181
221005,2210,368
221006,2210,481
221007,2210,594
221008,2210,668
221009,2210,669
221010,2210,670
221011,2210,671
221012,2210,811
221013,2210,859
221014,2210,909
221015,2210,910
221016,2210,1072
221017,2210,1117
221018,2210,1159
221019,2210,1167
221020,2210,1193
221021,2210,1216
221022,2210,1340
221023,2210,1374
221024,2210,1567
221025,2210,1682
221026,2210,1683
221027,2210,1684
221028,2210,1685
221029,2210,1686
221030,2210,1913
221031,2210,1914
221032,2210,1975
221033,2210,2357
221034,2210,2360
221035,2210,2364
221036,2210,2365
221037,2210,2396
221038,2210,2517
221039,2210,2518
221040,2210,2561
221043,2210,2621
221044,2210,2622
221045,2210,2665
221046,2210,2666
221047,2210,2673
221048,2210,2676
221049,2210,2850
221050,2210,2851
221051,2210,3539
221052,2210,3540
221053,2210,3879
221054,2210,3880
221055,2210,3883
221056,2210,3884
221057,2210,3885
221058,2210,3890
221059,2210,3991
221060,2210,3992
221061,2210,3980
221062,2230,3544
221063,2210,4050
221064,2210,4051
222000,2220,20
222001,2220,47
222002,2220,79
222003,2220,91
222004,2220,181
222005,2220,368
222006,2220,481
222007,2220,594
222008,2220,668
222009,2220,669
222010,2220,670
222011,2220,671
222012,2220,811
222013,2220,859
222014,2220,909
222015,2220,910
222016,2220,1072
222017,2220,1117
222018,2220,1159
222019,2220,1167
222020,2220,1193
222021,2220,1216
222022,2220,1340
222023,2220,1374
222024,2220,1567
222025,2220,1682
222026,2220,1683
222027,2220,1684
222028,2220,1685
222029,2220,1686
222030,2220,1913
222031,2220,1914
222032,2220,1975
222033,2220,2357
222034,2220,2360
222035,2220,2364
222036,2220,2365
222037,2220,2396
222038,2220,2517
222039,2220,2518
222040,2220,2561
222043,2220,2621
222044,2220,2622
222045,2220,2665
222046,2220,2666
222047,2220,2673
222048,2220,2676
222049,2220,2850
222050,2220,2851
222051,2220,3539
222052,2220,3540
222053,2220,3879
222054,2220,3880
222055,2220,3883
222056,2220,3884
222057,2220,3885
222058,2220,3890
222059,2220,3991
222060,2220,3992
222061,2220,3980
222062,2210,3544
222063,2220,4050
222064,2220,4051
223000,2230,20
223001,2230,47
223002,2230,79
223003,2230,91
223004,2230,181
223005,2230,368
223006,2230,481
223007,2230,594
223008,2230,668
223009,2230,669
223010,2230,670
223011,2230,671
223012,2230,811
223013,2230,859
223014,2230,909
223015,2230,910
223016,2230,1072
223017,2230,1117
223018,2230,1159
223019,2230,1167
223020,2230,1193
223021,2230,1216
223022,2230,1340
223023,2230,1374
223024,2230,1567
223025,2230,1682
223026,2230,1683
223027,2230,1684
223028,2230,1685
223029,2230,1686
223030,2230,1913
223031,2230,1914
223032,2230,1975
223033,2230,2357
223034,2230,2360
223035,2230,2364
223036,2230,2365
223037,2230,2396
223038,2230,2517
223039,2230,2518
223040,2230,2561
223043,2230,2621
223044,2230,2622
223045,2230,2665
223046,2230,2666
223047,2230,2673
223048,2230,2676
223049,2230,2850
223050,2230,2851
223051,2230,3539
223052,2230,3540
223053,2230,3879
223054,2230,3880
223055,2230,3883
223056,2230,3884
223057,2230,3885
223058,2230,3890
223059,2230,3991
223060,2230,3992
223061,2230,3980
223062,2240,3544
223063,2230,4050
223064,2230,4051
224000,2240,20
224001,2240,47
224002,2240,79
224003,2240,91
224004,2240,181
224005,2240,368
224006,2240,481
224007,2240,594
224008,2240,668
224009,2240,669
224010,2240,670
224011,2240,671
224012,2240,811
224013,2240,859
224014,2240,909
224015,2240,910
224016,2240,1072
224017,2240,1117
224018,2240,1159
224019,2240,1167
224020,2240,1193
224021,2240,1216
224022,2240,1340
224023,2240,1374
224024,2240,1567
224025,2240,1682
224026,2240,1683
224027,2240,1684
224028,2240,1685
224029,2240,1686
224030,2240,1913
224031,2240,1914
224032,2240,1975
224033,2240,2357
224034,2240,2360
224035,2240,2364
224036,2240,2365
224037,2240,2396
224038,2240,2517
224039,2240,2518
224040,2240,2561
224043,2240,2621
224044,2240,2622
224045,2240,2665
224046,2240,2666
224047,2240,2673
224048,2240,2676
224049,2240,2850
224050,2240,2851
224051,2240,3539
224052,2240,3540
224053,2240,3879
224054,2240,3880
224055,2240,3883
224056,2240,3884
224057,2240,3885
224058,2240,3890
224059,2240,3991
224060,2240,3992
224061,2240,3980
224062,2220,3544
224063,2240,4050
224064,2240,4051
260000,2600,10
260001,2600,148
260002,2600,255
260003,2600,386
260004,2600,256
260005,2600,407
260006,2600,419
260007,2600,450
260008,2600,559
260009,2600,616
260010,2600,68
260011,2600,707
260012,2600,708
260013,2600,724
260014,2600,709
260015,2600,823
260016,2600,868
260017,2600,951
260018,2600,981
260019,2600,1205
260020,2600,1253
260021,2600,1255
260022,2600,1260
260023,2600,1257
260024,2600,1259
260025,2600,1261
260026,2600,1262
260027,2600,1295
260028,2600,1296
260029,2600,1297
260030,2600,1322
260031,2600,1323
260032,2600,1594
260033,2600,1595
260034,2600,1596
260035,2600,1928
260036,2600,2108
260037,2600,2081
260038,2600,2546
260039,2600,2547
260040,2600,2722
260041,2600,2831
260042,2600,2958
260043,2600,2959
260044,2600,2968
260045,2600,3225
260046,2600,3347
260047,2600,3436
260048,2600,3437
260049,2600,3438
260050,2600,3454
260051,2600,3455
260052,2600,3553
260053,2600,3554
260054,2600,3555
260055,2600,3873
260056,2600,3874
260057,2600,4018
260058,2600,4145
261000,2610,10
261001,2610,148
261002,2610,255
261003,2610,386
261004,2610,256
261005,2610,407
261006,2610,419
261007,2610,450
261008,2610,559
261009,2610,616
261010,2610,68
261011,2610,707
261012,2610,708
261013,2610,724
