id,mission_category_id,item1_id,item1_type,item2_id,item2_type,item3_id,item3_type,item4_id,item4_type
70,381,11,Point::Stone,1002940.0,Card,1019480.0,Card,,
71,382,11,Point::Stone,1020610.0,Card,1020760.0,Card,1020800.0,Card
72,383,11,Point::Stone,1021380.0,Card,1002630.0,Card,,
73,384,11,Point::Stone,1021070.0,Card,1002630.0,Card,,
74,385,11,Point::Stone,1021600.0,Card,1013400.0,Card,,
75,386,11,Point::Stone,1021630.0,Card,1021530.0,Card,1002630.0,Card
76,387,11,Point::Stone,1021550.0,Card,1021890.0,Card,1002630.0,Card
77,388,11,Point::Stone,1022300.0,Card,1002630.0,Card,,
78,401,11,Point::Stone,400124.0,AwakeningItem,1005680.0,Card,1001.0,AwakeningItem
79,404,11,Point::Stone,400104.0,AwakeningItem,1005710.0,Card,1001.0,AwakeningItem
80,405,11,Point::Stone,400114.0,AwakeningItem,1004170.0,Card,1001.0,AwakeningItem
81,406,11,Point::Stone,400024.0,AwakeningItem,1007350.0,Card,1001.0,AwakeningItem
82,408,11,Point::Stone,400034.0,AwakeningItem,1005690.0,Card,1001.0,AwakeningItem
83,409,11,Point::Stone,400044.0,AwakeningItem,1006550.0,Card,1001.0,AwakeningItem
84,411,11,Point::Stone,200764.0,AwakeningItem,1005720.0,Card,1001.0,AwakeningItem
85,412,11,Point::Stone,400064.0,AwakeningItem,1006560.0,Card,1001.0,AwakeningItem
86,413,11,Point::Stone,400054.0,AwakeningItem,1004510.0,Card,1001.0,AwakeningItem
87,414,11,Point::Stone,400014.0,AwakeningItem,1006570.0,Card,1001.0,AwakeningItem
88,415,11,Point::Stone,200924.0,AwakeningItem,1006580.0,Card,1001.0,AwakeningItem
89,416,11,Point::Stone,400134.0,AwakeningItem,1006590.0,Card,1001.0,AwakeningItem
90,417,11,Point::Stone,400074.0,AwakeningItem,1006600.0,Card,1001.0,AwakeningItem
91,418,11,Point::Stone,400084.0,AwakeningItem,400094.0,AwakeningItem,,
92,420,11,Point::Stone,400154.0,AwakeningItem,1006640.0,Card,1001.0,AwakeningItem
93,421,11,Point::Stone,400004.0,AwakeningItem,1006650.0,Card,1001.0,AwakeningItem
94,422,11,Point::Stone,400144.0,AwakeningItem,1008440.0,Card,1001.0,AwakeningItem
95,509,1007310,Card,1007330.0,Card,,,,
96,535,11,Point::Stone,,,,,,
97,701,11,Point::Stone,,,,,,
98,710,11,Point::Stone,9.0,TreasureItem,1012401.0,Card,,
99,711,11,Point::Stone,,,,,,
100,712,11,Point::Stone,52.0,SpecialItem,,,,
101,713,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card
102,714,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
103,715,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
104,716,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
105,717,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
106,718,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint
107,719,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
108,720,11,Point::Stone,19.0,TreasureItem,200224.0,AwakeningItem,,
109,721,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
110,722,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
111,723,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
112,724,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint
113,725,11,Point::Stone,1003970.0,Card,1005480.0,Card,1002630.0,Card
114,726,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
115,727,11,Point::Stone,1019101.0,Card,1002630.0,Card,1002650.0,Card
116,728,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint
117,729,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint
118,735,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
119,736,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
120,737,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint
121,741,11,Point::Stone,101.0,SpecialItem,,,,
122,750,11,Point::Stone,40003.0,SupportMemory,1003970.0,Card,3.0,ActItem
123,3001,11,Point::Stone,,,,,,
124,3002,11,Point::Stone,,,,,,
125,3003,11,Point::Stone,1003970.0,Card,,,,
126,3004,11,Point::Stone,,,,,,
127,3005,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
128,3006,11,Point::Stone,,,,,,
129,3007,11,Point::Stone,,,,,,
130,3009,11,Point::Stone,1003970.0,Card,,,,
131,3010,11,Point::Stone,,,,,,
132,3011,11,Point::Stone,,,,,,
133,3012,11,Point::Stone,,,,,,
134,3013,11,Point::Stone,,,,,,
135,3014,11,Point::Stone,,,,,,
136,3015,11,Point::Stone,,,,,,
137,3016,11,Point::Stone,,,,,,
138,3017,11,Point::Stone,1003970.0,Card,,,,
139,3018,11,Point::Stone,1003970.0,Card,,,,
140,3019,11,Point::Stone,,,,,,
141,3020,11,Point::Stone,,,,,,
142,3021,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
143,3022,11,Point::Stone,,,,,,
144,3023,11,Point::Stone,,,,,,
145,3024,11,Point::Stone,1003970.0,Card,1002630.0,Card,,
146,3025,11,Point::Stone,,,,,,
147,3026,11,Point::Stone,,,,,,
148,3027,11,Point::Stone,1002630.0,Card,,,,
149,3028,11,Point::Stone,,,,,,
150,3030,11,Point::Stone,,,,,,
151,3031,11,Point::Stone,,,,,,
152,3032,11,Point::Stone,,,,,,
153,3033,11,Point::Stone,,,,,,
154,3034,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
155,3035,11,Point::Stone,,,,,,
156,3036,11,Point::Stone,,,,,,
157,3037,11,Point::Stone,,,,,,
158,3038,11,Point::Stone,,,,,,
159,3039,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
160,3040,11,Point::Stone,,,,,,
161,3041,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
162,3042,11,Point::Stone,,,,,,
163,3043,11,Point::Stone,,,,,,
164,3044,11,Point::Stone,,,,,,
165,3045,11,Point::Stone,,,,,,
166,3046,11,Point::Stone,,,,,,
167,3047,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
168,3048,11,Point::Stone,,,,,,
169,3049,11,Point::Stone,,,,,,
170,3050,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
171,3051,11,Point::Stone,,,,,,
172,3052,11,Point::Stone,,,,,,
173,3053,11,Point::Stone,,,,,,
174,3054,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
175,3055,11,Point::Stone,,,,,,
176,3056,11,Point::Stone,,,,,,
177,3057,11,Point::Stone,,,,,,
178,221,1002630,Card,1303.0,EquipmentSkillItem,1304.0,EquipmentSkillItem,1305.0,EquipmentSkillItem
179,3058,11,Point::Stone,,,,,,
180,742,11,Point::Stone,103.0,SpecialItem,,,,
181,3060,11,Point::Stone,,,,,,
182,3059,11,Point::Stone,1002630.0,Card,,,,
183,389,11,Point::Stone,1013440.0,Card,1002630.0,Card,2.0,SupportFilm
185,10002,11,Point::Stone,301.0,SD::Pack,,,,
186,738,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint
187,760,11,Point::Stone,20014.0,SupportMemory,20015.0,SupportMemory,1003970.0,Card
188,3061,11,Point::Stone,,,,,,
189,391,11,Point::Stone,1022870.0,Card,1002630.0,Card,,
190,10004,11,Point::Stone,400.0,SD::Pack,,,,
191,392,11,Point::Stone,1022990.0,Card,2.0,SupportFilm,1002630.0,Card
192,222,3,ActItem,2.0,ActItem,1.0,ActItem,,
193,10005,11,Point::Stone,1003970.0,Card,1012230.0,Card,1013400.0,Card
195,739,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
196,217,1003970,Card,1013400.0,Card,,,,
197,219,11,Point::Stone,,,,,,
198,175,11,Point::Stone,1015400.0,Card,1003970.0,Card,,
199,10007,1011481,Card,1002640.0,Card,,,,
200,743,11,Point::Stone,1012230.0,Card,1.0,CardStickerItem,1013400.0,Card
201,3062,11,Point::Stone,,,,,,
204,3063,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
205,10009,11,Point::Stone,401.0,SD::Pack,,,,
208,224,11,Point::Stone,1003970.0,Card,20.0,AwakeningItem,15.0,PotentialItem
210,10017,11,Point::Stone,1003970.0,Card,,,,
211,10013,11,Point::Stone,3.0,SpecialItem,1.0,SpecialItem,40001.0,AwakeningItem
212,223,11,Point::Stone,,,,,,
214,744,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
215,10016,11,Point::Stone,,,,,,
218,3064,11,Point::Stone,,,,,,
219,745,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
220,746,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
221,3065,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
222,10020,11,Point::Stone,4.0,EventkagiItem,1003970.0,Card,1013400.0,Card
223,3067,11,Point::Stone,,,,,,
224,3066,11,Point::Stone,1002630.0,Card,,,,
225,10021,11,Point::Stone,500.0,SD::Pack,,,,
227,10023,11,Point::Stone,1003970.0,Card,,,,
228,803,500,TrainingItem,400.0,TrainingItem,300.0,TrainingItem,200.0,TrainingItem
229,901,11,Point::Stone,1022760.0,Card,20003.0,SupportMemory,1013400.0,Card
230,10024,11,Point::Stone,501.0,SD::Pack,,,,
231,747,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
232,10025,11,Point::Stone,9120.0,TreasureItem,1003970.0,Card,,
234,10027,11,Point::Stone,9120.0,TreasureItem,1003970.0,Card,,
235,10028,11,Point::Stone,9120.0,TreasureItem,1003970.0,Card,,
236,10029,11,Point::Stone,9120.0,TreasureItem,1003970.0,Card,,
237,10030,11,Point::Stone,9120.0,TreasureItem,1003970.0,Card,,
238,10031,11,Point::Stone,9120.0,TreasureItem,1003970.0,Card,,
239,10032,11,Point::Stone,9120.0,TreasureItem,1003970.0,Card,,
240,3069,11,Point::Stone,1002630.0,Card,,,,
241,10033,200754,AwakeningItem,,,,,,
242,10034,1011481,Card,1002640.0,Card,,,,
243,10035,11,Point::Stone,3.0,SpecialItem,1.0,SpecialItem,40001.0,AwakeningItem
245,3068,11,Point::Stone,,,,,,
246,902,11,Point::Stone,30005.0,SupportMemory,3.0,SupportFilm,,
247,3070,11,Point::Stone,1002630.0,Card,,,,
248,3071,11,Point::Stone,,,,,,
249,10037,11,Point::Stone,600.0,SD::Pack,,,,
250,393,11,Point::Stone,1023940.0,Card,1002630.0,Card,,
251,10038,109,SpecialItem,108.0,SpecialItem,21.0,TreasureItem,1022350.0,Card
252,233,1514,EquipmentSkillItem,1513.0,EquipmentSkillItem,1512.0,EquipmentSkillItem,,
253,395,11,Point::Stone,1023870.0,Card,900000.0,AwakeningItem,1002630.0,Card
254,394,11,Point::Stone,1023920.0,Card,24.0,WallpaperItem,1002630.0,Card
255,770,115,SpecialItem,111.0,SpecialItem,11.0,Point::Stone,30006.0,SupportMemory
256,771,117,SpecialItem,11.0,Point::Stone,50003.0,SupportMemory,500034.0,SupportMemoryEnhancementItem
257,10039,11,Point::Stone,,,,,,
259,3072,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
260,3073,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
261,396,11,Point::Stone,1.0,PotentialItem,6.0,PotentialItem,11.0,PotentialItem
263,3075,11,Point::Stone,,,,,,
264,3074,11,Point::Stone,,,,,,
266,749,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint
267,10042,11,Point::Stone,601.0,SD::Pack,,,,
268,10043,11,Point::Stone,1013400.0,Card,1011481.0,Card,,
269,3076,11,Point::Stone,,,,,,
270,3077,11,Point::Stone,,,,,,
271,3078,900000,AwakeningItem,7.0,TrainingField,1000.0,TrainingItem,,
272,234,11,Point::Stone,1024100.0,Card,23401.0,AwakeningItem,1013400.0,Card
274,903,11,Point::Stone,50004.0,SupportMemory,1002630.0,Card,,
275,10045,11,Point::Stone,3.0,SpecialItem,1.0,SpecialItem,40001.0,AwakeningItem
276,10046,11,Point::Stone,1003970.0,Card,,,,
277,3079,11,Point::Stone,,,,,,
278,10047,11,Point::Stone,700.0,SD::Pack,,,,
279,751,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
280,10048,11,Point::Stone,1003970.0,Card,1013400.0,Card,1011481.0,Card
281,3080,11,Point::Stone,,,,,,
282,10049,11,Point::Stone,701.0,SD::Pack,,,,
283,203,3,ActItem,2.0,ActItem,1.0,ActItem,,
284,804,11,Point::Stone,1537.0,EquipmentSkillItem,1536.0,EquipmentSkillItem,1535.0,EquipmentSkillItem
285,752,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
286,10050,11,Point::Stone,1003970.0,Card,102.0,EventkagiItem,15.0,CardStickerItem
287,3081,11,Point::Stone,,,,,,
288,904,11,Point::Stone,50005.0,SupportMemory,1002630.0,Card,1002690.0,Card
290,10052,11,Point::Stone,1003970.0,Card,1013400.0,Card,,
291,10053,11,Point::Stone,1003970.0,Card,1011481.0,Card,1.0,EventkagiItem
292,3082,11,Point::Stone,,,,,,
293,10054,11,Point::Stone,3.0,SpecialItem,1.0,SpecialItem,40001.0,AwakeningItem
294,235,1024560,Card,11.0,Point::Stone,,,,
295,10055,11,Point::Stone,800.0,SD::Pack,,,,
297,10057,11,Point::Stone,,,,,,
298,10058,11,Point::Stone,1003970.0,Card,,,,
299,10059,11,Point::Stone,1003970.0,Card,1.0,TreasureItem,,
300,10060,11,Point::Stone,1003970.0,Card,,,,
301,905,11,Point::Stone,20013.0,SupportMemory,1003970.0,Card,1013150.0,Card
302,3083,11,Point::Stone,1003970.0,Card,1005480.0,Card,,
303,3084,11,Point::Stone,,,,,,
304,3085,11,Point::Stone,,,,,,
305,3086,11,Point::Stone,,,,,,
306,10061,11,Point::Stone,801.0,SD::Pack,,,,
308,3087,11,Point::Stone,,,,,,
309,761,43,WallpaperItem,11.0,Point::Stone,1003970.0,Card,1011481.0,Card
310,10063,11,Point::Stone,900.0,SD::Pack,,,,
311,3088,11,Point::Stone,1002630.0,Card,,,,
312,237,11,Point::Stone,,,,,,
313,397,11,Point::Stone,1025100.0,Card,39701.0,SupportItem,1002630.0,Card
314,236,1669,EquipmentSkillItem,1662.0,EquipmentSkillItem,1661.0,EquipmentSkillItem,1640.0,EquipmentSkillItem
315,10064,116,SpecialItem,1003970.0,Card,,,,
316,10065,11,Point::Stone,1003970.0,Card,1013400.0,Card,,
317,10066,11,Point::Stone,1003970.0,Card,1011481.0,Card,1.0,EventkagiItem
318,772,119,SpecialItem,118.0,SpecialItem,11.0,Point::Stone,50006.0,SupportMemory
319,762,11,Point::Stone,1003970.0,Card,1012230.0,Card,1011481.0,Card
320,10067,11,Point::Stone,1003970.0,Card,1011481.0,Card,114.0,SpecialItem
321,10068,1011481,Card,1002640.0,Card,,,,
322,3090,11,Point::Stone,,,,,,
323,238,1003970,Card,,,,,,
324,763,11,Point::Stone,1.0,CardStickerItem,1003970.0,Card,1012230.0,Card
325,3091,11,Point::Stone,,,,,,
326,3092,11,Point::Stone,,,,,,
327,3089,11,Point::Stone,,,,,,
328,753,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
330,906,11,Point::Stone,50007.0,SupportMemory,1018070.0,Card,,
333,10072,11,Point::Stone,1003970.0,Card,,,,
334,398,11,Point::Stone,1025240.0,Card,1002630.0,Card,,
335,241,11,Point::Stone,3.0,ActItem,2.0,ActItem,1.0,ActItem
336,10073,11,Point::Stone,901.0,SD::Pack,,,,
337,239,11,Point::Stone,1003970.0,Card,1025220.0,Card,23901.0,AwakeningItem
338,10074,11,Point::Stone,1003970.0,Card,,,,
339,10075,11,Point::Stone,1.0,CardStickerItem,1003970.0,Card,1005480.0,Card
340,10076,11,Point::Stone,1012230.0,Card,1013400.0,Card,1005480.0,Card
341,3093,11,Point::Stone,,,,,,
342,10077,11,Point::Stone,1013400.0,Card,,,,
344,10079,11,Point::Stone,1003970.0,Card,1013400.0,Card,,
345,773,11,Point::Stone,,,,,,
347,3095,11,Point::Stone,1002630.0,Card,,,,
348,754,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
349,242,11,Point::Stone,1025450.0,Card,1002630.0,Card,,
350,10081,11,Point::Stone,14.0,Point::ExchangePoint,1005480.0,Card,,
351,3094,11,Point::Stone,,,,,,
352,10082,11,Point::Stone,3.0,SpecialItem,1.0,SpecialItem,40001.0,AwakeningItem
353,10083,11,Point::Stone,1003970.0,Card,2.0,ActItem,1.0,ActItem
355,4001,11,Point::Stone,1003970.0,Card,1011481.0,Card,2.0,ActItem
357,3096,11,Point::Stone,,,,,,
358,243,1872,EquipmentSkillItem,1862.0,EquipmentSkillItem,1861.0,EquipmentSkillItem,1837.0,EquipmentSkillItem
359,907,11,Point::Stone,50008.0,SupportMemory,900000.0,AwakeningItem,1002630.0,Card
361,10087,11,Point::Stone,1026180.0,Card,1.0,CardStickerItem,1003970.0,Card
362,774,34,WallpaperItem,11.0,Point::Stone,,,,
363,4002,11,Point::Stone,1003970.0,Card,1011481.0,Card,2.0,ActItem
365,399,1024560,Card,11.0,Point::Stone,,,,
366,10089,1003970,Card,,,,,,
367,10090,11,Point::Stone,1000.0,SD::Pack,,,,
368,3097,11,Point::Stone,,,,,,
369,3098,11,Point::Stone,,,,,,
370,3100,11,Point::Stone,,,,,,
371,3101,11,Point::Stone,,,,,,
372,10091,130,SpecialItem,127.0,SpecialItem,27.0,TreasureItem,1025020.0,Card
373,3102,11,Point::Stone,,,,,,
374,1301,11,Point::Stone,1026320.0,Card,1002630.0,Card,,
375,1303,11,Point::Stone,1026370.0,Card,900000.0,AwakeningItem,1002630.0,Card
376,248,2140,EquipmentSkillItem,2118.0,EquipmentSkillItem,2120.0,EquipmentSkillItem,2112.0,EquipmentSkillItem
377,3103,11,Point::Stone,,,,,,
378,3104,11,Point::Stone,,,,,,
379,247,11,Point::Stone,,,,,,
380,764,126,SpecialItem,11.0,Point::Stone,1003970.0,Card,,
381,1302,11,Point::Stone,1.0,SupportFilm,,,,
382,765,11,Point::Stone,30008.0,SupportMemory,2425.0,EquipmentSkillItem,1003970.0,Card
383,249,1001,EventkagiItem,,,,,,
384,706,11,Point::Stone,,,,,,
385,10093,11,Point::Stone,1003970.0,Card,1013400.0,Card,2.0,ActItem
386,244,32,WallpaperItem,26.0,TreasureItem,11.0,Point::Stone,,
387,4003,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card
388,3105,11,Point::Stone,,,,,,
389,3106,11,Point::Stone,,,,,,
391,3107,11,Point::Stone,,,,,,
392,3108,11,Point::Stone,,,,,,
393,10095,11,Point::Stone,3.0,SpecialItem,40001.0,AwakeningItem,2.0,ActItem
394,4004,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card
395,4005,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card
396,4006,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card
398,10097,11,Point::Stone,1001.0,SD::Pack,,,,
399,10098,11,Point::Stone,1003970.0,Card,,,,
400,3109,11,Point::Stone,,,,,,
401,766,11,Point::Stone,2949.0,EquipmentSkillItem,2948.0,EquipmentSkillItem,2947.0,EquipmentSkillItem
402,3099,11,Point::Stone,1002630.0,Card,,,,
403,3110,11,Point::Stone,,,,,,
404,10099,11,Point::Stone,1003970.0,Card,,,,
405,10100,11,Point::Stone,1003970.0,Card,,,,
406,252,343,EquipmentSkillItem,568.0,EquipmentSkillItem,643.0,EquipmentSkillItem,,
407,755,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
408,756,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint
409,251,11,Point::Stone,1026620.0,Card,25101.0,AwakeningItem,1013400.0,Card
410,253,11,Point::Stone,1003970.0,Card,,,,
412,10102,11,Point::Stone,136.0,SpecialItem,1003970.0,Card,1.0,CardStickerItem
414,10104,11,Point::Stone,2.0,SpecialItem,40001.0,AwakeningItem,2.0,ActItem
415,10105,11,Point::Stone,16.0,CardStickerItem,3100.0,TreasureItem,1003970.0,Card
416,4008,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card
417,3111,11,Point::Stone,,,,,,
418,255,1011420,Card,15001.0,AwakeningItem,1003970.0,Card,900000.0,AwakeningItem
419,4007,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card
420,254,2314,EquipmentSkillItem,2311.0,EquipmentSkillItem,2308.0,EquipmentSkillItem,2307.0,EquipmentSkillItem
421,10106,11,Point::Stone,1003970.0,Card,,,,
422,10107,11,Point::Stone,1003970.0,Card,,,,
423,757,11,Point::Stone,1002630.0,Card,1002650.0,Card,,
424,10108,11,Point::Stone,1100.0,SD::Pack,,,,
425,908,11,Point::Stone,20017.0,SupportMemory,1003970.0,Card,1014670.0,Card
426,3112,11,Point::Stone,,,,,,
427,909,11,Point::Stone,10005.0,SupportMemory,1026980.0,Card,,
428,10109,11,Point::Stone,10001.0,SupportMemory,100014.0,SupportMemoryEnhancementItem,100013.0,SupportMemoryEnhancementItem
429,767,11,Point::Stone,1003970.0,Card,500044.0,SupportMemoryEnhancementItem,500043.0,SupportMemoryEnhancementItem
430,758,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint
431,10110,11,Point::Stone,1101.0,SD::Pack,,,,
433,911,11,Point::Stone,50009.0,SupportMemory,1002630.0,Card,2000750.0,Card
434,768,11,Point::Stone,2363.0,EquipmentSkillItem,2357.0,EquipmentSkillItem,2348.0,EquipmentSkillItem
435,4009,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card
436,3113,11,Point::Stone,,,,,,
440,10115,11,Point::Stone,1200.0,SD::Pack,,,,
441,10116,11,Point::Stone,2.0,SpecialItem,40001.0,AwakeningItem,2.0,ActItem
444,258,11,Point::Stone,9096.0,SpecialItem,1003970.0,Card,1013400.0,Card
445,10117,1011481,Card,1002640.0,Card,,,,
446,110217,1003970,Card,1013400.0,Card,,,,
447,100236,1669,EquipmentSkillItem,1662.0,EquipmentSkillItem,1661.0,EquipmentSkillItem,1640.0,EquipmentSkillItem
