id,budokai_id,mission_type,name,priority,target_value,prev_budokai_mission_id,created_at,updated_at
81,5,1,Get 100 wins in the 3rd World Tournament,0,100,80.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
82,5,2,Reach King Chappa Tier,0,2,,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
83,5,2,Reach Hercule Tier,0,3,82.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
84,5,2,Reach Videl Tier,0,4,83.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
85,5,2,Reach Master Roshi Tier,0,5,84.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
86,5,2,Reach Korin Tier,0,6,85.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
87,5,2,Reach Kami Tier,0,7,86.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
88,5,2,Reach King Yemma Tier,0,8,87.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
89,5,2,Reach King Kai Tier,0,9,88.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
90,5,2,Reach Supreme Kai Tier,0,10,89.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
91,5,2,Reach Elder Kai Tier,0,11,90.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
92,5,2,Reach Beerus Tier,0,12,91.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
93,6,1,Get 1 win in the 4th World Tournament,0,1,,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
94,6,1,Get 2 wins in the 4th World Tournament,0,2,93.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
95,6,1,Get 3 wins in the 4th World Tournament,0,3,94.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
96,6,1,Get 4 wins in the 4th World Tournament,0,4,95.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
97,6,1,Get 5 wins in the 4th World Tournament,0,5,96.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
98,6,1,Get 6 wins in the 4th World Tournament,0,6,97.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
99,6,1,Get 7 wins in the 4th World Tournament,0,7,98.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
100,6,1,Get 10 wins in the 4th World Tournament,0,10,99.0,2024-06-18 10:29:17.396690,2024-06-18 10:29:17.396690
101,6,1,Get 11 wins in the 4th World Tournament,0,11,100.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
102,6,1,Get 12 wins in the 4th World Tournament,0,12,101.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
103,6,1,Get 13 wins in the 4th World Tournament,0,13,102.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
104,6,1,Get 14 wins in the 4th World Tournament,0,14,103.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
105,6,1,Get 15 wins in the 4th World Tournament,0,15,104.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
106,6,1,Get 16 wins in the 4th World Tournament,0,16,105.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
107,6,1,Get 17 wins in the 4th World Tournament,0,17,106.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
108,6,1,Get 18 wins in the 4th World Tournament,0,18,107.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
109,6,1,Get 19 wins in the 4th World Tournament,0,19,108.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
110,6,1,Get 20 wins in the 4th World Tournament,0,20,109.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
111,6,1,Get 25 wins in the 4th World Tournament,0,25,110.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
112,6,1,Get 30 wins in the 4th World Tournament,0,30,111.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
113,6,1,Get 40 wins in the 4th World Tournament,0,40,112.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
114,6,1,Get 50 wins in the 4th World Tournament,0,50,113.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
115,6,1,Get 60 wins in the 4th World Tournament,0,60,114.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
116,6,1,Get 70 wins in the 4th World Tournament,0,70,115.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
117,6,1,Get 80 wins in the 4th World Tournament,0,80,116.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
118,6,2,Reach King Chappa Tier,0,2,,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
119,6,2,Reach Hercule Tier,0,3,118.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
120,6,2,Reach Videl Tier,0,4,119.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
121,6,2,Reach Master Roshi Tier,0,5,120.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
122,6,2,Reach Korin Tier,0,6,121.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
123,6,2,Reach Kami Tier,0,7,122.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
124,6,2,Reach King Yemma Tier,0,8,123.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
125,6,2,Reach King Kai Tier,0,9,124.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
126,6,2,Reach Supreme Kai Tier,0,10,125.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
127,6,2,Reach Elder Kai Tier,0,11,126.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
128,6,2,Reach Beerus Tier,0,12,127.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
129,7,1,Get 1 win in the 5th World Tournament,0,1,,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
130,7,1,Get 2 wins in the 5th World Tournament,0,2,129.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
131,7,1,Get 3 wins in the 5th World Tournament,0,3,130.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
132,7,1,Get 4 wins in the 5th World Tournament,0,4,131.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
133,7,1,Get 5 wins in the 5th World Tournament,0,5,132.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
134,7,1,Get 6 wins in the 5th World Tournament,0,6,133.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
135,7,1,Get 7 wins in the 5th World Tournament,0,7,134.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
136,7,1,Get 10 wins in the 5th World Tournament,0,10,135.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
137,7,1,Get 11 wins in the 5th World Tournament,0,11,136.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
138,7,1,Get 12 wins in the 5th World Tournament,0,12,137.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
139,7,1,Get 13 wins in the 5th World Tournament,0,13,138.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
140,7,1,Get 14 wins in the 5th World Tournament,0,14,139.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
141,7,1,Get 15 wins in the 5th World Tournament,0,15,140.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
142,7,1,Get 16 wins in the 5th World Tournament,0,16,141.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
143,7,1,Get 17 wins in the 5th World Tournament,0,17,142.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
144,7,1,Get 18 wins in the 5th World Tournament,0,18,143.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
145,7,1,Get 19 wins in the 5th World Tournament,0,19,144.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
146,7,1,Get 20 wins in the 5th World Tournament,0,20,145.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
147,7,1,Get 25 wins in the 5th World Tournament,0,25,146.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
148,7,1,Get 30 wins in the 5th World Tournament,0,30,147.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
149,7,1,Get 40 wins in the 5th World Tournament,0,40,148.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
150,7,1,Get 50 wins in the 5th World Tournament,0,50,149.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
151,7,1,Get 60 wins in the 5th World Tournament,0,60,150.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
152,7,1,Get 70 wins in the 5th World Tournament,0,70,151.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
153,7,1,Get 80 wins in the 5th World Tournament,0,80,152.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
154,7,2,Reach King Chappa Tier,0,2,,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
155,7,2,Reach Hercule Tier,0,3,154.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
156,7,2,Reach Videl Tier,0,4,155.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
157,7,2,Reach Master Roshi Tier,0,5,156.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
158,7,2,Reach Korin Tier,0,6,157.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
159,7,2,Reach Kami Tier,0,7,158.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
160,7,2,Reach King Yemma Tier,0,8,159.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
161,7,2,Reach King Kai Tier,0,9,160.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
162,7,2,Reach Supreme Kai Tier,0,10,161.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
163,7,2,Reach Elder Kai Tier,0,11,162.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
164,7,2,Reach Beerus Tier,0,12,163.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
165,8,1,Get 1 win in the 8th World Tournament,0,1,,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
166,8,1,Get 2 wins in the 8th World Tournament,0,2,165.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
167,8,1,Get 3 wins in the 8th World Tournament,0,3,166.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
168,8,1,Get 4 wins in the 8th World Tournament,0,4,167.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
169,8,1,Get 5 wins in the 8th World Tournament,0,5,168.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
170,8,1,Get 6 wins in the 8th World Tournament,0,6,169.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
171,8,1,Get 7 wins in the 8th World Tournament,0,7,170.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
172,8,1,Get 10 wins in the 8th World Tournament,0,10,171.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
173,8,1,Get 11 wins in the 8th World Tournament,0,11,172.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
174,8,1,Get 12 wins in the 8th World Tournament,0,12,173.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
175,8,1,Get 13 wins in the 8th World Tournament,0,13,174.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
176,8,1,Get 14 wins in the 8th World Tournament,0,14,175.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
177,8,1,Get 15 wins in the 8th World Tournament,0,15,176.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
178,8,1,Get 16 wins in the 8th World Tournament,0,16,177.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
179,8,1,Get 17 wins in the 8th World Tournament,0,17,178.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
180,8,1,Get 18 wins in the 8th World Tournament,0,18,179.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
181,8,1,Get 19 wins in the 8th World Tournament,0,19,180.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
182,8,1,Get 20 wins in the 8th World Tournament,0,20,181.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
183,8,1,Get 25 wins in the 8th World Tournament,0,25,182.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
184,8,1,Get 30 wins in the 8th World Tournament,0,30,183.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
185,8,1,Get 40 wins in the 8th World Tournament,0,40,184.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
186,8,1,Get 50 wins in the 8th World Tournament,0,50,185.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
187,8,1,Get 60 wins in the 8th World Tournament,0,60,186.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
188,8,1,Get 70 wins in the 8th World Tournament,0,70,187.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
189,8,1,Get 80 wins in the 8th World Tournament,0,80,188.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
190,8,2,Reach King Chappa Tier,0,2,,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
191,8,2,Reach Hercule Tier,0,3,190.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
192,8,2,Reach Videl Tier,0,4,191.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
193,8,2,Reach Master Roshi Tier,0,5,192.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
194,8,2,Reach Korin Tier,0,6,193.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
195,8,2,Reach Kami Tier,0,7,194.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
196,8,2,Reach King Yemma Tier,0,8,195.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
197,8,2,Reach King Kai Tier,0,9,196.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
198,8,2,Reach Supreme Kai Tier,0,10,197.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
199,8,2,Reach Elder Kai Tier,0,11,198.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
200,8,2,Reach Beerus Tier,0,12,199.0,2024-06-18 10:29:17.404578,2024-06-18 10:29:17.404578
201,9,1,Get 1 win in the 6th World Tournament,0,1,,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
202,9,1,Get 2 wins in the 6th World Tournament,0,2,201.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
203,9,1,Get 3 wins in the 6th World Tournament,0,3,202.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
204,9,1,Get 4 wins in the 6th World Tournament,0,4,203.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
205,9,1,Get 5 wins in the 6th World Tournament,0,5,204.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
206,9,1,Get 6 wins in the 6th World Tournament,0,6,205.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
207,9,1,Get 7 wins in the 6th World Tournament,0,7,206.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
208,9,1,Get 10 wins in the 6th World Tournament,0,10,207.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
209,9,1,Get 11 wins in the 6th World Tournament,0,11,208.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
210,9,1,Get 12 wins in the 6th World Tournament,0,12,209.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
211,9,1,Get 13 wins in the 6th World Tournament,0,13,210.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
212,9,1,Get 14 wins in the 6th World Tournament,0,14,211.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
213,9,1,Get 15 wins in the 6th World Tournament,0,15,212.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
214,9,1,Get 16 wins in the 6th World Tournament,0,16,213.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
215,9,1,Get 17 wins in the 6th World Tournament,0,17,214.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
216,9,1,Get 18 wins in the 6th World Tournament,0,18,215.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
217,9,1,Get 19 wins in the 6th World Tournament,0,19,216.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
218,9,1,Get 20 wins in the 6th World Tournament,0,20,217.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
219,9,1,Get 25 wins in the 6th World Tournament,0,25,218.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
220,9,1,Get 30 wins in the 6th World Tournament,0,30,219.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
221,9,1,Get 40 wins in the 6th World Tournament,0,40,220.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
222,9,1,Get 50 wins in the 6th World Tournament,0,50,221.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
223,9,1,Get 60 wins in the 6th World Tournament,0,60,222.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
224,9,1,Get 70 wins in the 6th World Tournament,0,70,223.0,2024-06-18 10:29:17.412377,2024-06-18 10:29:17.412377
