id,quest_id,type,card_category_id,quest_category_bonus_rarity_table_id,created_at,updated_at
160,357002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
161,357003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
162,357004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
163,357005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
164,357006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
165,357007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
166,357008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
167,357009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
168,357010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
169,357011,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
170,357012,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
171,354001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
172,354002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
173,354003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
174,354004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
175,354005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
176,361001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,32,31,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
177,361002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,32,31,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
178,361003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,32,31,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
179,361004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,32,31,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
180,363001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,32,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
181,363002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,32,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
182,363003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,32,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
183,363004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,32,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
184,364001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
185,364002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
186,364003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
187,364004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
188,364005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
189,364006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
190,364007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
191,364008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
192,364009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
193,364010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
194,601001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,34,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
195,601002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,34,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
196,601003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,34,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
197,601004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,34,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
198,604001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,35,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
199,604002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,35,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
200,604003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,35,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
201,321001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
202,321002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
203,321003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
204,321004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
205,321005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
206,321006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
207,321007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
208,321008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
209,321009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
210,321010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
211,321011,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
212,321012,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
213,355012,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
214,367001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,37,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
215,367002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,37,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
216,367003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,37,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
217,365001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
218,365002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
219,365003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
220,365004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
221,365005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
222,365006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
223,365007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-06-26 10:47:54.152670,2024-06-26 10:47:54.152670
224,365008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-06-26 10:47:54.160702,2024-06-26 10:47:54.160702
