id,budokai_id,round,image_path,description
272,27,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
273,27,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
274,27,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
281,28,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
282,28,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
283,28,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
284,28,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
291,29,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
292,29,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
293,29,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
294,29,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
301,30,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
302,30,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
303,30,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
304,30,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
311,31,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
312,31,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
313,31,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
314,31,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
321,32,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
322,32,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
323,32,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
324,32,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
331,33,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
332,33,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
333,33,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
334,33,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
341,34,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
342,34,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
343,34,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
344,34,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
351,35,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
352,35,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
353,35,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
354,35,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
361,36,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
362,36,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
363,36,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
364,36,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
371,37,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
372,37,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
373,37,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
374,37,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
401,40,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
402,40,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
403,40,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
404,40,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
411,41,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
412,41,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
413,41,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
414,41,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
421,42,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
422,42,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
423,42,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
424,42,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
431,43,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
432,43,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
433,43,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
434,43,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
441,44,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
442,44,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
443,44,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
444,44,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
451,45,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
452,45,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
453,45,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
454,45,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
461,46,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
462,46,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
463,46,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
464,46,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
471,47,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
472,47,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
473,47,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
474,47,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
481,48,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
482,48,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
483,48,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
484,48,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
491,49,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
492,49,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
493,49,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
494,49,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
501,50,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
502,50,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
503,50,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
504,50,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
511,51,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
512,51,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
513,51,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
514,51,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
521,52,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
522,52,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
523,52,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
524,52,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
531,53,1,images/en/budokai/budokai_announce_03.png,It's the preliminary! Here we go!
532,53,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
533,53,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
534,53,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
9211,921,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
9212,921,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
9213,921,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
9214,921,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
9221,922,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
9222,922,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
9223,922,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
9224,922,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
9231,923,1,images/en/budokai/budokai_announce_01.png,It's the preliminary! Here we go!
9232,923,2,images/en/budokai/budokai_announce_03.png,It's time for the quarterfinals!
9233,923,3,images/en/budokai/budokai_announce_03.png,It's time for the semifinals!
9234,923,4,images/en/budokai/budokai_announce_03.png,And now it's time for the final battle!
