id,escalation_type,level,enemy_skill_id,created_at,updated_at
88,28,30,1000075,2024-06-18 10:28:41.599841,2024-06-18 10:28:41.599841
89,28,4,1000041,2024-06-18 10:28:41.599841,2024-06-18 10:28:41.599841
90,28,12,1000058,2024-06-18 10:28:41.599841,2024-06-18 10:28:41.599841
91,28,18,1000059,2024-06-18 10:28:41.599841,2024-06-18 10:28:41.599841
92,28,1,1000045,2024-06-18 10:28:41.599841,2024-06-18 10:28:41.599841
93,28,15,1000060,2024-06-18 10:28:41.599841,2024-06-18 10:28:41.599841
94,28,25,1000074,2024-06-18 10:28:41.599841,2024-06-18 10:28:41.599841
95,28,1,1000053,2024-06-18 10:28:41.599841,2024-06-18 10:28:41.599841
96,28,10,1000054,2024-06-18 10:28:41.599841,2024-06-18 10:28:41.599841
97,28,15,1000055,2024-06-18 10:28:41.599841,2024-06-18 10:28:41.599841
98,28,20,1000061,2024-06-18 10:28:41.599841,2024-06-18 10:28:41.599841
99,28,30,1000062,2024-06-18 10:28:41.599841,2024-06-18 10:28:41.599841
100,28,3,1000021,2024-06-18 10:28:41.599841,2024-06-18 10:28:41.599841
101,28,15,1000022,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
102,28,5,1000023,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
103,28,20,1000024,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
131,42,1,1000002,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
132,42,6,1000003,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
133,42,11,1000004,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
134,42,16,1000005,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
135,42,21,1000006,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
136,42,26,1000111,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
137,42,30,1000112,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
138,42,4,1000026,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
139,42,8,1000079,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
140,42,13,1000080,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
141,42,20,1000081,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
142,42,1,1000082,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
143,42,15,1000083,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
144,42,25,1000084,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
145,42,1,1000085,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
146,42,11,1000086,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
147,42,16,1000087,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
148,42,21,1000088,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
149,42,30,1000089,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
150,42,3,1000021,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
151,42,14,1000022,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
152,42,5,1000023,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
153,42,20,1000024,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
160,49,1,1000002,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
161,49,3,1000003,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
162,49,5,1000004,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
163,49,10,1000005,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
164,49,15,1000096,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
165,49,20,1000097,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
166,49,25,1000098,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
167,49,30,1000099,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
168,49,4,1000100,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
169,49,8,1000010,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
170,49,13,1000101,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
171,49,20,1000102,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
172,49,1,1000103,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
173,49,15,1000104,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
174,49,25,1000105,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
175,49,1,1000106,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
176,49,10,1000107,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
177,49,15,1000108,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
178,49,20,1000109,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
179,49,30,1000110,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
180,49,3,1000021,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
181,49,15,1000022,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
182,49,5,1000023,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
183,49,20,1000024,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
184,56,1,1000002,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
185,56,3,1000003,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
186,56,5,1000004,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
187,56,10,1000005,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
188,56,15,1000006,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
189,56,20,1000007,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
190,56,25,1000025,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
191,56,30,1000008,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
192,56,4,1000113,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
193,56,8,1000114,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
194,56,13,1000101,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
195,56,20,1000115,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
196,56,1,1000116,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
197,56,15,1000117,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
198,56,25,1000118,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
199,56,1,1000119,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
200,56,10,1000120,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
201,56,15,1000121,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
202,56,20,1000122,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
203,56,30,1000123,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
204,56,3,1000021,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
205,56,15,1000022,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
206,56,5,1000023,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
207,56,20,1000024,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
208,63,1,1000002,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
209,63,5,1000003,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
210,63,10,1000004,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
211,63,15,1000005,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
212,63,21,1000007,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
213,63,26,1000025,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
214,63,30,1000008,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
215,63,3,1000021,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
216,63,15,1000022,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
217,63,5,1000023,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
218,63,18,1000024,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
219,70,1,1000134,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
220,70,3,1000135,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
221,70,5,1000038,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
222,70,10,1000039,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
223,70,15,1000001,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
224,70,20,1000002,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
225,70,25,1000003,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
226,70,30,1000004,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
227,70,4,1000009,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
228,70,8,1000124,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
229,70,13,1000080,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
231,70,1,1000126,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
232,70,15,1000127,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
233,70,25,1000128,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
234,70,1,1000129,2024-06-18 10:28:41.605861,2024-06-18 10:28:41.605861
235,70,10,1000130,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
236,70,15,1000131,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
237,70,20,1000132,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
238,70,30,1000133,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
239,70,3,1000021,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
240,70,15,1000022,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
241,70,5,1000023,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
242,70,20,1000024,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
263,84,16,1000021,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
264,84,31,1000022,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
265,84,11,1000023,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
266,84,21,1000024,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
267,84,1,1000144,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
268,84,11,1000145,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
269,84,21,1000146,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
270,84,31,1000147,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
271,84,41,1000148,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
272,84,50,1000149,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
273,84,100,1000150,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
274,84,999,1000151,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
275,84,1,1000135,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
276,84,11,1000038,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
277,84,21,1000039,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
278,84,31,1000001,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
279,84,41,1000002,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
280,84,50,1000003,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
281,84,100,1000004,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
282,84,999,1000005,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
283,91,1,1000001,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
284,91,3,1000002,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
285,91,5,1000003,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
286,91,10,1000004,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
287,91,15,1000005,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
288,91,20,1000006,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
289,91,25,1000007,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
290,91,30,1000025,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
291,91,4,1000041,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
292,91,8,1000152,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
293,91,13,1000028,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
294,91,20,1000153,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
295,91,1,1000154,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
296,91,15,1000155,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
297,91,25,1000156,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
298,91,1,1000157,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
299,91,10,1000158,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
300,91,15,1000159,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
301,91,20,1000160,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
302,91,30,1000161,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
303,91,3,1000021,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
304,91,15,1000022,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
305,91,5,1000023,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
306,91,20,1000024,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
307,91,10,1000162,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
308,98,1,1000002,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
309,98,3,1000003,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
310,98,5,1000004,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
311,98,10,1000005,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
312,98,15,1000006,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
313,98,20,1000007,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
314,98,25,1000025,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
315,98,30,1000008,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
316,98,4,1000100,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
317,98,13,1000163,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
318,98,20,1000164,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
319,98,1,1000165,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
320,98,15,1000166,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
321,98,25,1000167,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
322,98,1,1000168,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
323,98,10,1000169,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
324,98,15,1000170,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
325,98,20,1000171,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
326,98,30,1000172,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
327,98,3,1000021,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
328,98,15,1000022,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
329,98,5,1000023,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
330,98,20,1000024,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
331,98,10,1000162,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
332,105,1,1000002,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
333,105,3,1000003,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
334,105,5,1000004,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
335,105,10,1000005,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
336,105,15,1000006,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
337,105,20,1000007,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
338,105,25,1000025,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
339,105,30,1000008,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
340,105,4,1000173,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
341,105,8,1000174,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
342,105,13,1000175,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
343,105,17,1000176,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
344,105,20,1000177,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
345,105,1,1000178,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
346,105,15,1000179,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
347,105,25,1000180,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
348,105,1,1000181,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
349,105,10,1000182,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
350,105,15,1000183,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
351,105,20,1000184,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
352,105,30,1000185,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
353,105,3,1000021,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
354,105,15,1000022,2024-06-18 10:28:41.611980,2024-06-18 10:28:41.611980
355,105,5,1000023,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
356,105,20,1000024,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
357,105,10,1000162,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
358,112,1,1000002,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
359,112,3,1000003,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
360,112,5,1000004,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
361,112,10,1000005,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
362,112,15,1000006,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
363,112,20,1000007,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
364,112,25,1000025,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
365,112,30,1000008,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
366,112,4,1000113,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
367,112,8,1000114,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
368,112,13,1000043,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
369,112,20,1000186,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
370,112,1,1000187,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
371,112,15,1000188,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
372,112,25,1000189,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
373,112,1,1000190,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
374,112,10,1000191,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
375,112,15,1000192,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
376,112,20,1000193,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
377,112,30,1000194,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
378,112,3,1000021,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
379,112,15,1000022,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
380,112,5,1000023,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
381,112,20,1000024,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
382,112,10,1000162,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
383,119,1,1000002,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
384,119,3,1000003,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
385,119,5,1000004,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
386,119,10,1000005,2024-06-18 10:28:41.617866,2024-06-18 10:28:41.617866
