id,name,description,exec_timing_type,turn,is_once,probability,causality_conditions,icon_type,target_type,target_value1,target_value2,target_value3,sub_target_type_set_id,efficacy_type,eff_value1,eff_value2,eff_value3,efficacy_values,calc_option,created_at,updated_at
620,Damage Reduction,Greatly reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,70.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
630,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,40.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
640,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,50.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
650,Regeneration,Recovers HP,0,0,0,0,,2,0,0,0,0,0,2,100.0,3.0,100.0,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
700,Minus Energy,Greatly reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,60.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
710,Minus Energy,Greatly reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,70.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
720,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,200.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
730,Coercion,Locks character switching,1,0,0,33,,0,11,90,10,0,0,5,,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
800,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,25.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
810,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,35.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
820,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,45.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
900,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,30.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
910,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,50.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
920,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,150.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1000,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,27.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1010,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,37.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1020,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,47.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1030,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,150.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1040,Immortal Form,Recovers HP,0,0,0,0,,2,0,0,0,0,0,2,100.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1100,Regeneration,Recovers HP,0,0,0,0,,2,0,0,0,0,0,2,100.0,3.0,100.0,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1110,Regeneration,Recovers HP,0,0,0,0,,2,0,0,0,0,0,2,100.0,4.0,100.0,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1200,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,220.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1210,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,220.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1220,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,220.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1230,Consecration of Universe 6,Randomly changes all Ki Spheres,1,0,0,50,,0,1,0,0,0,0,6,,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1240,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,220.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1250,Coercion,Locks character switching,1,0,0,70,,0,11,55,30,15,0,5,,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1260,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,220.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1270,Recover,Recover HP,0,0,0,0,,2,0,0,0,0,0,2,100.0,5.0,100.0,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1300,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,150.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1310,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,20.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1320,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,30.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1330,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,40.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1400,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,200.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1410,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,28.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1420,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,38.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1430,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,48.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1500,Damage Reduction,Greatly reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,90.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1510,Magic Touch,Changes Ki Spheres into carrots,1,0,0,100,,0,1,0,0,0,0,4,63.0,4096.0,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1520,Damage Reduction,Greatly reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,60.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1600,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,200.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1610,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,15.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1620,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,20.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1630,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,25.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1640,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,40.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1700,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,220.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1710,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,25.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1720,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,30.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1730,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,35.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1740,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,52.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1750,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,0,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1800,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,200.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1810,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,33.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1820,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,40.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1830,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,50.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1840,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,0,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1900,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,190.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1910,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,35.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1920,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,43.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
1930,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,54.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2000,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,34.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2010,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,39.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2020,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,44.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2030,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,53.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2100,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,45.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2110,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,55.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2120,Masked Madness,Seals Super Attack,1,1,0,50,"{""source"":""126"",""compiled"":126}",0,11,100,0,0,0,11,0.0,0.0,0.0,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2130,Masked Madness,Seals Super Attack,1,1,0,70,"{""source"":""126"",""compiled"":126}",0,11,100,0,0,0,11,0.0,0.0,0.0,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2200,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,220.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2210,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,35.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2220,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,75.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2230,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,40.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2240,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,85.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2250,Energy Absorption,Absorbs Ki Blast Super Attacks,1,1,0,100,,0,1,0,0,0,0,12,80.0,1.0,1.0,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2300,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,200.0,,,{},0,2024-07-16 08:42:38.025669,2024-07-16 08:42:38.025669
2310,Turn Into Candy!,Changes Ki Spheres into sweet treats,1,0,0,66,,0,1,0,0,0,0,4,63.0,448.0,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2320,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,35.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2330,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,37.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2340,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,42.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2350,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,47.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2400,Super Saiyan,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,140.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2410,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,40.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2420,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,44.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2430,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,50.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2440,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,55.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2450,Space Distortion,Randomly changes all Ki Spheres,1,0,0,100,,0,1,0,0,0,0,6,,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2460,Evasion,"May evade enemies' attacks 
(including Super Attacks)",1,0,0,100,,0,1,0,0,0,0,8,40.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2500,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,30.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2510,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,35.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2520,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,40.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2530,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,60.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2540,Boss,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,140.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2550,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,0,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2560,Golden Aura,Nullifies Super Attack sealing effect,0,-1,0,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2600,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,330.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2610,Damage Reduction,Greatly reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,90.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2620,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,65.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2630,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,45.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2700,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,42.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2710,Damage Reduction,Greatly reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,97.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2720,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,30.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2730,Escalation,Greatly increases ATK & DEF,0,0,0,0,,1,0,0,0,0,0,1,123.0,15000.0,100.0,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2740,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,33.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2750,Escalation,Greatly increases ATK & DEF,0,0,0,0,,1,0,0,0,0,0,1,128.0,17000.0,100.0,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2760,Rampaging Demon,Grants immunity to being stunned,0,-1,0,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2770,Destructive Madness,Nullifies Super Attack sealing effect,0,-1,0,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2800,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,45.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2810,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,49.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2820,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,59.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2830,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,64.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2840,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,0,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2850,Golden Aura,Nullifies Super Attack sealing effect,0,-1,0,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2900,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,51.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2910,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,61.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2920,Damage Reduction,Greatly reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,71.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2930,Penetration,Increases damage dealt to enemies,0,0,0,0,,0,0,0,0,0,0,3,120.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2940,Coercion,Locks character switching,1,0,0,100,,0,11,80,20,0,0,5,,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2950,The Last Shadow Dragon,Grants immunity to being stunned,0,-1,0,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
2960,Infinite Evil,Nullifies Super Attack sealing effect,0,-1,0,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
3000,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,40.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
3100,Ultimate Awakening,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,47.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
3110,Ultimate Awakening,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,60.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
3120,Energy Eruption,Randomly changes all Ki Spheres,1,0,0,35,,0,1,0,0,0,0,6,,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
3130,True Power,Greatly increases ATK,0,0,0,0,,1,0,0,0,0,0,1,130.0,100.0,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
3140,True Power,Greatly increases ATK,0,0,0,0,,1,0,0,0,0,0,1,135.0,100.0,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
3200,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,44.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
3210,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,53.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
3220,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,56.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
3230,Emperor's Mental Prowess,Grants immunity to being stunned,0,-1,0,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
3240,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,65.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
3250,Turn Into Candy!,Changes Ki Spheres into sweet treats,1,0,0,100,,0,1,0,0,0,0,4,63.0,448.0,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
3260,Damage Reduction,Reduces damage received,0,0,0,0,,1,0,0,0,0,0,7,43.0,,,{},0,2024-07-16 08:42:38.139127,2024-07-16 08:42:38.139127
