id,causality_type,cau_val1,cau_val2,cau_val3,created_at,updated_at
49,3,192,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
50,1,80,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
51,3,290,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
52,3,175,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
53,0,4,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
54,0,5,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
55,0,3,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
56,0,1,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
57,1,30,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
58,3,150,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
59,3,266,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
60,3,233,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
61,2,40,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
62,0,2,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
63,3,250,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
64,3,297,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
65,3,180,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
66,16,4,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
67,16,3,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
68,1,40,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
69,3,333,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
70,1,20,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
71,3,275,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
72,3,350,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
73,2,60,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
74,2,70,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
75,3,600,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
76,34,0,4,1,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
77,34,0,4,2,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
78,34,0,4,3,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
79,34,0,4,4,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
80,34,0,4,5,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
81,34,0,4,6,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
82,34,0,4,7,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
83,34,0,6,1,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
84,34,0,6,2,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
85,34,0,6,3,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
86,34,0,6,4,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
87,34,0,6,5,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
88,34,0,6,6,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
89,34,0,6,7,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
90,3,225,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
91,38,256,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
92,38,1024,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
93,34,0,21,1,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
94,34,0,21,2,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
95,34,0,21,3,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
96,34,0,21,4,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
97,2,77,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
98,34,0,13,1,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
99,34,0,13,2,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
100,34,0,13,3,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
101,15,4,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
102,15,5,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
103,15,6,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
104,15,7,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
105,38,16,0,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
106,33,80,100,0,2024-07-30 10:30:26.764649,2024-07-30 10:30:26.764649
107,33,50,80,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
108,33,0,50,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
109,33,60,80,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
110,33,40,60,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
111,33,20,40,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
112,33,0,20,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
113,34,0,8,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
114,34,0,8,2,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
115,34,0,8,3,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
116,34,0,8,4,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
117,34,0,8,5,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
118,34,0,8,6,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
119,34,0,8,7,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
120,34,0,24,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
121,34,0,24,2,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
122,34,0,24,3,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
123,34,0,24,4,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
124,34,0,24,5,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
125,34,0,24,6,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
126,2,100,0,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
127,34,1,4,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
128,34,0,26,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
129,34,0,26,2,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
130,34,0,26,3,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
131,34,0,26,4,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
132,34,1,19,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
133,34,0,26,5,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
134,34,0,26,6,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
135,34,0,26,7,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
136,34,1,16,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
137,34,1,17,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
138,34,1,3,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
139,34,1,21,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
140,34,0,5,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
141,40,0,0,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
142,34,1,31,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
143,34,1,30,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
144,1,60,0,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
145,34,1,2,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
146,34,0,25,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
147,34,0,25,2,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
148,34,0,25,3,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
149,34,0,25,4,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
150,34,0,25,5,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
151,34,0,25,6,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
152,34,0,25,7,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
153,34,1,5,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
154,34,1,21,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
155,34,0,31,2,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
156,4,370,0,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
157,34,0,27,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
158,34,0,27,2,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
159,34,0,27,3,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
160,34,0,27,4,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
161,34,0,27,5,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
162,34,0,27,6,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
163,34,0,27,7,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
164,34,0,18,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
165,34,0,18,2,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
166,34,0,18,3,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
167,34,0,18,4,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
168,34,0,18,5,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
169,34,0,18,6,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
170,34,0,18,7,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
171,34,1,26,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
173,34,0,17,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
174,34,0,17,2,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
175,34,0,17,3,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
176,34,0,17,4,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
177,34,0,17,5,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
178,34,0,17,6,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
179,34,0,17,7,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
180,34,0,28,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
181,34,0,28,2,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
182,34,0,28,3,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
183,34,0,28,4,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
184,34,0,28,5,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
185,34,0,28,6,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
186,34,0,28,7,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
187,34,1,6,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
196,35,126976,0,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
197,35,4063232,0,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
200,5,4,0,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
202,34,0,30,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
203,34,0,31,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
204,3,450,0,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
205,39,64,0,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
206,38,32,0,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
207,2,90,0,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
208,1,80,0,0,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
209,34,0,29,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
210,34,0,29,2,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
211,34,0,29,3,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
212,34,1,36,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
214,34,0,34,1,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
215,34,0,34,2,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
216,34,0,34,3,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
217,34,0,34,4,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
218,34,0,34,5,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
219,34,0,34,6,2024-07-30 10:30:26.770804,2024-07-30 10:30:26.770804
220,34,0,34,7,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
221,42,63,4,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
222,42,63,6,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
223,42,63,8,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
224,41,2,57,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
225,41,2,79,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
226,41,2,494,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
228,41,2,112,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
229,41,2,411,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
230,41,2,78,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
231,41,2,495,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
232,34,0,32,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
233,34,0,32,2,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
234,34,0,32,3,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
235,34,0,32,4,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
236,34,0,32,5,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
237,34,0,32,6,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
238,34,0,32,7,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
239,2,58,0,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
240,41,0,22,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
241,41,0,10,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
242,41,0,102,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
243,41,0,414,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
245,34,1,24,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
246,34,0,33,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
247,34,0,33,2,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
248,34,0,33,3,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
249,34,0,33,4,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
250,34,0,33,5,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
251,41,0,499,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
252,1,70,0,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
254,33,0,25,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
255,33,25,50,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
256,33,50,75,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
257,33,75,100,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
258,34,1,9,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
259,3,160,0,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
260,2,49,0,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
261,34,0,21,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
262,34,0,21,2,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
263,34,0,21,3,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
264,34,0,21,4,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
265,34,0,21,5,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
266,34,0,21,6,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
267,34,0,21,7,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
268,34,1,38,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
269,41,0,84,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
270,41,0,246,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
271,41,0,457,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
272,41,0,496,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
273,38,48,1,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
274,41,2,1,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
275,34,0,38,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
276,34,0,38,2,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
277,34,0,38,3,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
278,34,0,38,4,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
279,34,0,38,5,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
280,34,0,38,6,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
281,34,0,38,7,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
282,41,2,22,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
283,41,2,20,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
284,1,66,0,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
285,34,1,38,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
286,2,66,0,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
287,34,0,21,3,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
288,41,1,6,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
289,41,1,78,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
290,41,1,80,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
291,41,1,112,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
292,41,1,341,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
293,41,1,402,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
294,41,1,411,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
295,41,1,495,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
296,55,2,0,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
297,3,300,0,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
298,41,2,502,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
299,41,2,483,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
300,41,2,501,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
301,42,63,3,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
302,42,63,5,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
303,42,63,3,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
304,42,63,5,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
305,41,2,504,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
306,41,0,504,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
307,2,50,0,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
308,2,58,0,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
309,1,58,0,0,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
311,41,0,8,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
312,41,0,56,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
313,41,0,113,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
314,41,0,129,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
315,41,0,227,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
316,41,0,229,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
317,41,0,230,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
318,41,0,244,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
319,41,0,311,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
320,41,0,366,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
321,41,0,444,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
322,41,0,474,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
323,41,0,475,1,2024-07-30 10:30:26.777185,2024-07-30 10:30:26.777185
324,41,0,498,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
325,34,2,40,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
326,34,2,40,2,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
327,34,2,40,3,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
328,34,1,21,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
329,41,0,231,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
330,41,0,232,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
331,41,0,507,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
332,34,1,21,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
333,41,1,6,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
334,41,1,78,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
335,41,1,80,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
336,41,1,112,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
337,41,1,341,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
338,41,1,402,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
339,41,1,411,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
340,41,1,495,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
341,15,2,0,0,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
342,34,1,21,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
343,41,2,83,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
344,34,1,5,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
345,41,2,82,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
346,16,3,0,0,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
347,34,1,21,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
348,41,0,1,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
349,41,0,2,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
350,41,2,3,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
351,41,2,4,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
352,41,2,5,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
353,41,2,6,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
354,41,0,7,1,2024-07-30 10:30:26.783234,2024-07-30 10:30:26.783234
