id,help_id,image_path,description,created_at,updated_at
13,6,,"{color: #FFFF00}Leader skills{color} are unique abilities which are activated by placing 
The character in the Leader slot.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
14,6,images/en/help/1_6.png,"When a Leader belonging to a Friend accompanies you on a 
quest, that character's Leader Skill will be activated as well.

The effects of Leader Skills will be active even if the Leader
is not participating in the attack.

*There are some events which have a condition where 
  ""The Leader Skill of the selected Friend will not be activated"".",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
15,7,,"{color: #FFFF00}Passive Skills{color} are special abilities that activate 
in battle under certain conditions. 

A Passive Skill is activated during the attacking turn of 
the character to whom it belongs. Activation conditions 
and the timing of effects differ from skill to skill. 

You can check a Passive Skill's effects and 
activation conditions in the ""Passive Skill"" 
section on the ""Character Details"" page. 

* A Passive Skill will have no effect on enemies who 
can nullify its effects, even if the activation conditions 
have been met (including effects that are guaranteed 
to be triggered). 
* In the case of skills that specify a particular 
character name, it is possible that future characters 
are also excluded from the list of applicable characters 
even if that is not specified in the skill description.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
16,7,images/en/help/1_7.png,,2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
17,8,,"Each character possesses a number of {color: #FFFF00}Link Skills{color}. 

When choosing the attack order during battle, if characters with 
the same Link Skills are placed next to each other and the 
requirement for each Link Skill is satisfied, these skills will 
automatically activate. 

But if the characters who are placed next to each other have 
the same name, their Link Skills will not activate.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
18,8,images/en/help/link_skill_01.png,"You can review the skill details under the ""Link Skills"" section of 
""Character Details.""",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
19,8,images/en/help/1_8_2.png,"Furthermore, tapping on a Link Skill opens up 
a list that shows the characters who possess 
that particular Link Skill.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
20,9,,"By adding a character to {color: #FFFF00}""Favorite""{color}, you can prevent the 
character from being used as a Training Partner, sold or 
exchanged for Trade Points at Baba's Shop. 

Tap the {color: #FFFF00}lock icon{color} on the top right corner of the character 
details page to favorite or un-favorite a character.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
21,9,images/en/help/1_9.png,"Characters you have favorited will be marked 
with a lock icon in your character list. 

{size : 24}{color : #FFFF00}{outline : #FF0000, 2}= Special Characters ={outline}{color}{size} 
There are characters who cannot be removed from 
""Favorite"" unless certain conditions are met. 

The condition(s) can be checked by tapping the lock icon.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
22,10,,"The objective is to advance towards the goal while defeating 
opponents you encounter along the way.

To advance forward, tap on one of the ""Randomized number 
buttons"" at the bottom of the screen and you will move the 
chosen amount of spaces.

*The numbers on the ""Randomized number buttons"" are 
decided randomly.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
23,10,images/en/help/2_1.png,"When the path forks, you must choose 
which direction you wish to go.

Be careful of what lies ahead as you move forward.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
24,11,,"Stages in Quest each have three of the following 
four difficulties: 
- {color: #3366FF}NORMAL{color} 
- {color: #FF9900}HARD{color} 
- {color: #FF0000}Z-HARD{color} 
- {color: #9966FF}SUPER{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
25,11,images/en/help/boken_help1.png,"In high-difficulty stages, the enemies will become stronger 
but the rewards obtained, such as EXP and Zeni, will increase.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
26,12,,"There are a variety of different tiles on the map. 

Generally, {color: #FF0000}red{color} tiles indicate danger, 
{color: #0000FF}blue{color} tiles indicate a reward and 
{color: #FFFF00}yellow{color} tiles indicate a random occurrence. 

The details of each tile are as follows:",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
27,12,,"{color: #FFFF00}▼""Battle"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
28,12,images/en/help/2_3_11.png,"If you stop on this tile, you will 
enter a battle with an enemy.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
29,12,,"{color: #FFFF00}▼""STOP"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
30,12,images/en/help/2_3_12.png,"You are forced to stop at the STOP tile,
and you will enter a battle with an enemy.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
31,12,,"{color: #FFFF00}▼""Attack"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
32,12,images/en/help/2_3_21.png,"If you stop on this tile, you will get attacked 
by an enemy and receive damage.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
33,12,,"{color: #FFFF00}▼""Zeni"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
34,12,images/en/help/2_3_22.png,"If you stop on this tile, you can obtain Zeni.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
35,12,,"{color: #FFFF00}▼""Hoi-Poi Capsule{color} {color: #0000FF}(Blue){color}{color: #FFFF00}"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
36,12,images/en/help/2_3_31.png,"If you stop on this tile, 
you can obtain a Support Item.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
37,12,,"{color: #FFFF00}▼""Hoi-Poi Capsule{color} {color: #FF0000}(Red){color}{color: #FFFF00}"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
38,12,images/en/help/2_3_32.png,"If you stop on this tile, 
you can obtain a Training Item.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
39,12,,"{color: #FFFF00}▼""Hoi-Poi Capsule{color} {color: #CC66FF}(Purple){color}{color: #FFFF00}"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
40,12,images/en/help/2_3_41.png,"If you stop on this tile, 
you can obtain an Awakening Medal.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
41,12,,"{color: #FFFF00}▼""Hoi-Poi Capsule{color} {color: #4DB56A}(Green){color}{color: #FFFF00}"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
42,12,images/en/help/MapIcon_s_14.png,"If you stop on this tile, 
you can obtain a Memory Medal.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
43,12,,"{color: #FFFF00}▼""Ki Boost"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
44,12,images/en/help/2_3_42.png,"If you stop on this tile,
1 of your team member's Ki will be boosted.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
45,12,,"{color: #FFFF00}▼""Baba"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
46,12,images/en/help/2_3_51.png,"If you stop on this tile, 
you can exchange Zeni for items.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
47,12,,"{color: #FFFF00}▼""Dragon Ball"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
48,12,images/en/help/2_3_52.png,"If you stop on this tile,
you can obtain a Dragon Ball.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
49,12,,"{color: #FFFF00}▼""Treasure"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
50,12,images/en/help/2_3_61.png,"If you stop on this tile,
you can obtain ""Treasure"".
You can exchange Treasures for
characters or items at Baba's Shop.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
51,12,,"{color: #FFFF00}▼""Potential Orb"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
52,12,images/en/help/MapIcon_s_13a.png,"If you stop on this tile, 
you can obtain a Potential Orb or Skill Orb. 

Potential Orbs can be used to activate a character's 
Hidden Potential, while Skill Orbs can be used to 
boost a character's stats or raise a character's 
Hidden Potential Skill level.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
53,12,,"{color: #FFFF00}▼""Link Skill Orb"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
54,12,images/en/help/MapIcon_s_15.png,"If you stop on this tile, you can obtain a Link Skill Orb. 
Link Skill Orbs can be used to level up Link Skills.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
55,12,,"{color: #FFFF00}▼""?"" Tile{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
56,12,images/en/help/2_3_62.png,"This tile indicates a random occurrence. 
With the exception of some ""?"" tiles, if you stop 
on this tile, one of the situations below occurs: 

　- Obtain Zeni 
　- Obtain an item 
　- Boost Ki 
　- Receive damage",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
57,13,,You must spend {color: #FFFF00}Stamina{color} to go on a Quest.,2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
58,13,images/en/help/boken_help2.png,"The required Stamina for each stage differs 
according to the difficulty level. 

1 Stamina (STA) is recovered every 5 minutes. 
You can also use STA-Restoring Items or 
1 Dragon Stone to restore your STA. 

Please navigate the following path for more information 
on STA-Restoring Items: ""Help"" > ""How to Play"" 
> ""Items"" > ""STA-Restoring Items"". 

When restoring STA with a Dragon Stone, 
the amount of STA restored is as below: 
- If your Maximum STA is 50 or more, 
your STA will be restored by the value 
equivalent to your Maximum STA. 
- If your Maximum STA is below 50, 
your STA will be restored by 50.

If you restore your STA by using a Dragon Stone, 
any restored STA that exceeds the value of 
your Maximum STA will still be retained. 
For example, if the maximum value of your STA is 100 
and your remaining STA is 50, the 100 STA restored will 
be added to your remaining 50 STA, which makes your 
overall STA become 150 temporarily. 

However, when selecting a stage to challenge, 
your original Maximum STA needs to exceed 
the STA required to challenge the stage. 

* When your Rank is raised, your STA will be fully restored. 
* If your Rank is raised more than 1 level in one go, your 
STA after your Rank is raised will be the remaining STA + 
the STA restored for each level raised.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
59,14,,"{color: #FFFF00}Dragon Balls{color} can be found in certain stages. 

To check the stages where Dragon Balls can be found, 
go to ""Team"" --> ""Shenron"" then tap on the 
Dragon Balls you haven't retrieved yet. 

When retrieving a Dragon Ball, you must land 
on the exact tile it's on to retrieve it, so plan 
carefully as you advance through the map.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
60,14,images/en/help/2_5_1.png,When you retrieve all 7 Dragon Balls you can {color: #FFFF00}make a wish{color}.,2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
61,14,images/en/help/2_5_2.png,"Check the list to see what wishes you can make.

Please note that once you have collected every Dragon Ball 
available at the moment, the Dragon Radar will not respond.

*The whereabouts of the Dragon Balls will not change unless 
you use up a wish.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
62,15,,"You can quit during a Quest (including map and battle) by going 
to ""MENU"" on the bottom right side of your screen and selecting 
{color: #FFFF00}""Abandon Quest.""{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
63,15,images/en/help/2_6.png,"If you select ""Abandon Quest"" during a battle, you will resign 
not only from the battle, but from the Quest as well.

By choosing to give up, you will lose all items obtained, except 
for the character Exp Points gained in battle.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
64,17,,"During battle, your {color: #FFFF00}Ki Meter{color} will rise according to the number of 
{color: #FFFF00}Ki Spheres{color} you've obtained, 
thus determining your attack strength.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
65,17,images/en/help/3_2.png,"
When you obtain Ki Spheres that are the same color as your 
Type, your Ki Meter will increase at {color: #FFFF00}double the usual rate{color} 
and you will regain a small amount of HP.

*The Ki in your Ki Meter is only valid for one turn, so you must 
obtain new Ki every turn.

*Your Ki Meter may already contain Ki due to your character's 
skill or the effect of a previously landed-on Tile.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
66,18,images/en/help/3_3_1.png,"Each character has a Type. Below is the type compatibility chart:

·{color: #FF3333}STR (Red){color}: Strong against{color: #FFCC00} PHY (Orange){color}, 
  weak against {color: #66CCCC}AGL (Blue){color}
·{color: #66CCCC}AGL (Blue){color}: Strong against{color: #FF3333} STR (Red){color}, 
  weak against {color: #00CC00}TEQ (Green){color}
·{color: #00CC00}TEQ (Green){color}: Strong against{color: #66CCCC} AGL (Blue){color}, 
  weak against {color: #CC66FF}INT (Purple){color}
·{color: #CC66FF}INT (Purple){color}: Strong against{color: #00CC00} TEQ (Green){color}, 
  weak against {color: #FFCC00}PHY (Orange){color}
·{color: #FFCC00}PHY (Orange){color}: Strong against{color: #CC66FF} INT (Purple){color}, 
  weak against {color: #FF3333}STR (Red){color}

When you're up against a weaker Type, you'll do more damage, 
but when you're up against a stronger Type, the enemy will 
guard against your attack and you'll do less damage.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
67,18,,"In addition, if the character is  ""Z-Awakened,"" then 
{color: #FFFF00}""Super""{color} or {color: #FFFF00}""Extreme""{color} is added to their Type.
With either of these powered up Types, your damage against 
a weaker Type is increased, along with your endurance against 
a stronger Type.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
68,18,images/en/help/3_3_2.png,"*When a battle takes place between two ""Super"" Types, or two 
""Extreme"" Types, the above chart still applies.

*When a ""Super"" Type attacks an ""Extreme"" Type, or an 
""Extreme"" Type attacks a ""Super"" Type, in both situations attack 
damage increases.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
69,19,,"You can switch which opponent you wish to attack by 
tapping the opponent's icon on the top of your 
battle screen.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
70,19,images/en/help/3_4.png,"The number on top of the enemy's icon 
indicates the number of turns left until the enemy's attack. 
The enemy will attack on the turn that this number reaches 0.

Fight strategically by taking the characters' Types and attack 
order into consideration.

You can also tap the enemy icons at the bottom of the battle 
screen to change the target you wish to attack.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
71,20,,"Your characters' attack order is displayed in the lower portion of 
the battle screen. The order begins {color: #FFFF00}on the left{color} and continues 
on to the right.

You can change the attack order of those characters whose 
Ki Sphere path has not yet been chosen.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
72,20,images/en/help/3_5_1.png,"When the enemy is the first to attack, they will attack the 
character on the far left. In all other cases, enemies will target 
the {color: #FFFF00}""character who attacked just before them.""{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
73,20,images/en/help/3_5_2.png,"Be aware of the placing of the enemies' attack icons and 
strategize against this by placing characters with higher 
defense against them.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
74,21,,"When your character's Ki Meter reaches a certain level, that 
character's {color: #FFFF00}Super Attack{color} will be activated.

The required amount of Ki can be checked on each character's 
Character Details screen.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
75,21,images/en/help/3_6.png,"For example, this character needs {color: #FFFF00}4{color} Ki Spheres to attack at 100% 
power, and {color: #FFFF00}12{color} Ki Spheres to launch their Super Attack, 
according to the image above.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
76,22,,"When the {color: #FFFF00}Dokkan Gauge{color} below your HP bar is full and your 
character's Super Attack is activated, you will enter 
{color: #FFFF00}Dokkan Mode{color}.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
77,22,images/en/help/3_7_1.png,"Dokkan Mode will strengthen your Super Attack and allow it to 
damage all your opponents.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
78,22,images/en/help/3_7_2.png,"The Dokkan Gauge increases as you obtain Ki Spheres.
When you obtain Ki spheres that are the same color as your Type, 
the Dokkan Gauge will increase {color: #FFFF00}twice as much as usual{color}.

*The Dokkan Gauge will reset once you leave a stage.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
79,23,,You can bring {color: #FFFF00}Support Items{color} with you on your Quest.,2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
80,23,images/en/help/4_1_1.png,"Items have a variety of effects such as recovering your HP or 
strengthening your attack. Try and choose the best items 
for each stage.
(However, the effects of all but a set number of items will not be 
repeated if you use the same item in the same turn.)

You can increase the number of item slots you possess by using 
wishes granted by the Dragon Balls.

In addition, please note that there is a limit to how many of each 
item you can bring on a Quest, and there are some items 
which cannot be used on the Map.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
81,24,,Gain more Exp Points by using {color: #FFFF00}Training Items{color} when Training.,2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
82,24,images/en/help/4_2.png,"You can get Training Items through various ways, 
such as Quests, login bonuses and Baba's Shop.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
83,25,,"{color: #FFFF00}Awakening Medals{color} are items that are required to Awaken 
your characters.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
84,25,images/en/help/4_3.png,"The type and quantity of items required for Awakening are 
different for each character.

You can get Awakening Medals from Quests, Login Bonuses, 
Baba's Shop, etc..",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
85,26,,"Selecting a player who is your {color: #FFFF00}Friend{color} when 
attempting Quests will earn you more Friend Points. 

Raising your Rank may increase the 
maximum number of Friends you can have. 

More Friends means a bigger advantage 
when tackling Quests! 

Please note that you will not be able to send 
a friend request in the following situations: 
- Your number of Friends has reached the limit. 
- The other player's number of Friends has reached the limit.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
86,27,,If you have {color: #FFFF00}Friend Points{color} you can try {color: #FFFF00}Friend Summon{color}.,2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
87,27,images/en/help/5_2_1.png,"Tap the ""Character List"" at the bottom of the 
Summon page to check the complete list of 
available characters in the Summon. 

You can obtain 100 Friend Points by going on a Quest 
with a player who is your Friend, and 50 Friend Points 
by going on a Quest with other players. 

Each player can only earn points for you once per day. 
Your points will not increase if you select 
the same player more than once. 

* Selecting a Special Friend will not earn you 
any Friend Points.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
88,28,,"You may transfer game data to another device by:
1. Using a third-party account
2. Using a Transfer Code

{size : 24}{color : #FFFF00}{outline : #FF0000, 2}1. Third-Party Account Linking{outline}{color}{size} 

1. Navigate to ""Data Linking & Back Up"" from ""Menu"" or 
tap ""Account Linking"" on the lower half of the title screen, 
then select a third-party service and log in to the 
third-party account to complete data linking.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
89,28,images/en/help/account_help_01.png,"2. When launching the game for the first time,
select ""Continue Game"" and log in to the linked
third-party account to complete data transfer.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
90,28,images/en/help/account_link02.png,"{color : #FFFF00}* Any incomplete purchases will be canceled.{color} 
{color : #FFFF00}* Dragon Stones cannot be transferred 
between different operating systems.{color} 
{color : #FFFF00}* Please note that your ""Daily Capsule"" subscription 
cannot be transferred between different operating systems.{color} 
{color : #FFFF00}* Please proceed with ""Google Account Linking"" or 
""Facebook Account Linking"" if you would like to transfer 
your data to a device of a different operating system.{color} 
* Please note that if the linked third-party account is deleted, 
you will not be able to transfer game data using the account. 
* If you have transferred data using a third-party account, 
any pre-existing Transfer Code will become invalid. 
* Please only attempt data linking and transfer in a place 
with a stable network connection. The data may 
become corrupted if the network connection is unstable. 
* You may link your game data to multiple 
third-party accounts at the same time. 
* A third-party account can only save the game data 
from one game account. 
{color : #FFFF00}* ""Sign in with Apple"" will only be displayed on 
devices that run iOS 13 or later.{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
91,29,,"If you restart the app during a Quest, your game 
will continue from where you left off. 

* If the autosave data is deleted, the items obtained 
during the Quest will be lost. In addition, the STA and 
items consumed in the Quest will be lost as well.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
92,30,,You can claim various rewards by completing {color: #FFFF00}missions{color}.,2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
93,30,images/en/help/help_mission_01.png,"{center: begin}Daily Missions{center} 
{center: begin}Normal Missions{center} 
{center: begin}Event Missions{center} 
{center: begin}Trial Missions{center} 
{center: begin}Portal of Memories{center} 

Missions are divided into the 5 types shown above. 

""Event Missions"" also include time-limited missions related 
to events. You can claim the rewards of completed missions at 
any time, except for Daily Missions. Please note you will not 
be able to claim the Daily Mission rewards if you do not 
claim them before the daily update of the missions.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
94,31,,"If an exclamation mark ""!"" shows on the Mission icon on the 
Home page, it indicates that you have rewards unclaimed.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
95,31,images/en/help/6_2.png,"The amount of unclaimed rewards can be identified on the 
Mission page.

In addition, a {color: #FFFF00}""NEW""{color} icon will appear if there are mission 
""Details"" you haven't checked on.

",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
96,32,,"If a mission is completed, it will be marked with {color: #FFFF00}""CLEARED!""{color} 
on the mission list, and its frame will become yellow. 
You can tap on it to claim the rewards.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
97,32,images/en/help/help_mission_cleare_01.png,"The rewards can be claimed directly. You do not 
have to claim them from the Gift Box. 

Mission progress can be checked from ""Progress"", 
which is located at the ""Mission"" page. 
(If it is a mission that requires you to fulfill the 
condition in a single attempt, the progress bar 
will show the best record instead.) 

You can claim the rewards of a completed mission at any time. 
However, please note you have to claim the Daily Mission 
rewards before the daily update of the missions.",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
100,34,,"{color : #FFFF00}Baba's Shop{color} is a place where you can acquire various items by 
using your Trade Points, Zeni and Treasure.  

{size:25}{color : #FFFF00}▼Trade Points{color}{size}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
101,34,images/en/help/7_1.png,"·The items you can attain by using Trade Points change over time. 
You can use Dragon Stones to update the items immediately. 

·The selection of available items is chosen randomly. 

·Initially, only a few item slots are available. 
You can use Trade Points to unlock more item slots. 

·Sometimes rare items or discounts can be found. 

{color : #FF0000}*The Zeni and Trade Points required for items may fluctuate 
without prior notice.{color}",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
102,35,,"You can exchange characters and items for {color : #FFFF00}Trade Points{color}.

",2024-07-16 08:42:44.495098,2024-07-16 08:42:44.495098
103,35,images/en/help/7_2_1.png,"·The amount of Trade Points you get from the exchange depends 
on the character or item you offer. {color : #FF0000}Please note that characters 
and items cannot be retrieved once exchanged.{color} 


·There are also certain items that Baba will not accept.",2024-07-16 08:42:44.501821,2024-07-16 08:42:44.501821
104,35,images/en/help/7_2_2.png,,2024-07-16 08:42:44.501821,2024-07-16 08:42:44.501821
105,36,,"There are also items that can be purchased with {color : #FFFF00}Zeni{color} at 
Baba's Shop.",2024-07-16 08:42:44.501821,2024-07-16 08:42:44.501821
106,36,,"·For certain items that can be purchased with Zeni, 
they will be restocked after a certain period of time 
when the purchase limit is reached. 

·The list of items that can be purchased with Zeni 
rarely changes.",2024-07-16 08:42:44.501821,2024-07-16 08:42:44.501821
107,36,images/en/help/7_3.png,,2024-07-16 08:42:44.501821,2024-07-16 08:42:44.501821
108,37,,"There are also items that can be purchased with {color : #FFFF00}Treasures{color} at 
Baba's Shop.",2024-07-16 08:42:44.501821,2024-07-16 08:42:44.501821
109,37,images/en/help/7_4.png,"·The required type and quantity of Treasures differ 
depending on the item. 
 
·Treasures can be obtained on the maps in ""Quest"" 
starting from Area 16 ""Reunited"" or through other 
means, such as from certain events.",2024-07-16 08:42:44.501821,2024-07-16 08:42:44.501821
110,37,,"·Some items have fixed periods of availability.

·New Treasure types will be available from time to time.",2024-07-16 08:42:44.501821,2024-07-16 08:42:44.501821
111,38,,"· Baba's Shop is a place where you can exchange 
unwanted items for Trade Points and purchase 
items you want with those points. 

· If you have collected more Awakening Medals or items than 
you need, exchange them for Trade Points at Baba's Shop. 

· You can also try your luck at Baba's Shop if you 
miss the chance to collect certain Awakening Medals 
in events, as they might appear there for trade. 
Keep an eye on the update timer for new stock!",2024-07-16 08:42:44.501821,2024-07-16 08:42:44.501821
