id,name,description,start_at,end_at,collecting_end_at,result_end_at,mission_reward_image_path,banner_image_path,home_banner_image_path,listbutton_image_path,entry_script_id,description_script_id,enable_battle_auto,created_at,updated_at
14,The 12th World Tournament,"トーナメントを勝ち上がって優勝を目指そう!!
ガシャチケットや龍石など豪華報酬が獲得できるぞ!!",2015-08-04 08:00:00,2015-08-10 12:59:59,2015-08-11 12:59:59,2015-08-25 05:59:59,images/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,,banners/en/budokai/banner/budokai.png,100,200,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
15,The 12th World Tournament,"トーナメントを勝ち上がって優勝を目指そう!!
ガシャチケットや龍石など豪華報酬が獲得できるぞ!!",2017-01-20 06:30:00,2017-01-25 05:59:59,2017-01-26 05:59:59,2017-02-09 05:59:59,images/en/budokai/header.png,banners/en/dummy_image/dummy_image.png,,banners/en/budokai/banner/budokai.png,100,200,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
16,The 13th World Tournament,"トーナメントを勝ち上がって優勝を目指そう!!
ガシャチケットや龍石など豪華報酬が獲得できるぞ!!",2017-03-17 06:30:00,2017-03-20 05:59:59,2017-03-21 05:59:59,2017-04-04 05:59:59,images/en/budokai/header.png,banners/en/dummy_image/dummy_image.png,,banners/en/budokai/banner/budokai.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
17,The 14th World Tournament,"トーナメントを勝ち上がって優勝を目指そう!!
ガシャチケットや龍石など豪華報酬が獲得できるぞ!!",2017-05-03 06:30:00,2017-05-08 05:59:59,2017-05-09 05:59:59,2017-05-23 05:59:59,images/en/budokai/header.png,banners/en/dummy_image/dummy_image.png,,banners/en/budokai/banner/budokai.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
18,The 15th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2017-07-20 06:30:00,2017-07-25 05:59:59,2017-07-27 05:59:59,2017-08-08 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
19,The 16th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2017-08-25 06:30:00,2017-08-29 05:59:59,2017-08-31 05:59:59,2017-09-14 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
20,The 17th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2017-10-06 06:30:00,2017-10-11 05:59:59,2017-10-13 05:59:59,2017-10-27 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
21,The 18th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2017-11-10 06:30:00,2017-11-14 05:59:59,2017-11-16 05:59:59,2017-11-30 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
22,The 19th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2018-01-26 06:30:00,2018-01-30 07:59:59,2018-02-01 05:59:59,2018-02-15 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
23,The 23rd World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2018-11-09 06:30:00,2018-11-12 05:59:59,2018-11-14 05:59:59,2018-11-28 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
24,The 24th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2018-12-21 06:30:00,2018-12-24 05:59:59,2018-12-26 05:59:59,2019-01-08 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
25,The 25th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2019-01-25 06:30:00,2019-01-28 05:59:59,2019-01-30 05:59:59,2019-02-13 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
26,The 26th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2019-03-15 06:30:00,2019-03-18 05:59:59,2019-03-20 05:59:59,2019-04-03 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
27,The 27th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2019-06-10 06:30:00,2019-06-13 05:59:59,2019-06-15 05:59:59,2019-06-29 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
28,The 28th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2019-07-02 06:30:00,2019-07-05 05:59:59,2019-07-07 05:59:59,2019-07-22 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
29,The 29th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2019-08-23 06:30:00,2019-08-26 05:59:59,2019-08-28 05:59:59,2019-09-05 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
30,The 30th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2019-09-27 06:30:00,2019-09-30 05:59:59,2019-10-02 05:59:59,2019-10-10 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
31,The 31st World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2019-12-06 06:30:00,2019-12-09 05:59:59,2019-12-11 05:59:59,2019-12-19 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
32,The 32nd World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2020-03-13 06:30:00,2020-03-16 05:59:59,2020-03-18 05:59:59,2020-03-26 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
33,The 33rd World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2020-07-03 06:30:00,2020-07-06 05:59:59,2020-07-08 05:59:59,2020-07-16 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
34,The 34th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2020-10-30 06:30:00,2020-11-02 05:59:59,2020-11-04 05:59:59,2020-11-16 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
35,The 35th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2021-01-01 06:30:00,2021-01-04 05:59:59,2021-01-06 05:59:59,2021-01-18 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
36,The 36th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2021-04-23 06:30:00,2021-04-26 05:59:59,2021-04-28 05:59:59,2021-05-10 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
37,The 37th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2021-07-02 06:30:00,2021-07-05 05:59:59,2021-07-07 05:59:59,2021-07-19 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
40,The 38th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2021-10-29 06:30:00,2021-11-01 05:59:59,2021-11-03 05:59:59,2021-11-15 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
41,The 39th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2022-01-21 00:00:00,2022-01-28 05:59:59,2022-01-28 06:59:59,2022-01-28 07:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
42,The 40th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2022-03-11 06:30:00,2022-03-14 05:59:59,2022-03-16 05:59:59,2022-03-28 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
43,The 41st World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2022-07-01 06:30:00,2022-07-04 05:59:59,2022-07-06 05:59:59,2022-07-18 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
44,The 42nd World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2022-11-18 06:30:00,2022-11-21 05:59:59,2022-11-23 05:59:59,2022-12-05 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
45,The 43rd World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2023-01-27 06:30:00,2023-01-30 05:59:59,2023-02-01 05:59:59,2023-02-13 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
46,The 44th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2023-04-21 06:30:00,2023-04-24 05:59:59,2023-04-26 05:59:59,2023-05-08 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
47,The 45th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2023-06-30 06:30:00,2023-07-03 05:59:59,2023-07-05 05:59:59,2023-07-17 05:59:59,images/en/budokai/header_1.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
48,The 46th World Tournament,"Fight your way through the tournament and reign supreme! 
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2023-12-29 06:30:00,2024-01-01 05:59:59,2024-01-03 05:59:59,2024-01-15 05:59:59,images/en/budokai/header_1.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
49,The 47th World Tournament,"Fight your way through the tournament and reign supreme! 
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2024-02-16 06:30:00,2024-02-19 05:59:59,2024-02-21 05:59:59,2024-03-04 05:59:59,images/en/budokai/header_1.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
50,The 48th World Tournament,"Fight your way through the tournament and reign supreme! 
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2024-03-22 06:30:00,2024-03-25 05:59:59,2024-03-27 05:59:59,2024-04-08 05:59:59,images/en/budokai/header_1.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
51,The 49th World Tournament,"Fight your way through the tournament and reign supreme! 
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2024-04-19 06:30:00,2024-04-22 05:59:59,2024-04-24 05:59:59,2024-05-06 05:59:59,images/en/budokai/header_1.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
52,The 50th World Tournament,"Fight your way through the tournament and reign supreme! 
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2024-06-28 06:30:00,2024-07-01 05:59:59,2024-07-03 05:59:59,2024-07-15 05:59:59,images/en/budokai/header_1.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
53,The 51st World Tournament,"Fight your way through the tournament and reign supreme! 
Awesome rewards like Summon Tickets and 
Dragon Stones are up for grabs!",2024-07-19 06:30:00,2024-07-22 05:59:59,2024-07-24 05:59:59,2024-08-05 05:59:59,images/en/budokai/header_1.png,banners/en/budokai/banner/budokai.png,banners/en/budokai/banner/myp_banner_budokai_001.png,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
921,The 21st World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2018-06-22 06:30:00,2018-06-26 05:59:59,2018-06-28 05:59:59,2018-07-12 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
922,The 22nd World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2018-08-24 06:30:00,2018-08-27 05:59:59,2018-08-29 05:59:59,2018-09-12 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
923,The 20th World Tournament,"Fight your way through the tournament and reign supreme!
Awesome rewards like Summon tickets and 
Dragon Stones are up for grabs!",2018-05-04 06:30:00,2018-05-08 05:59:59,2018-05-10 05:59:59,2018-05-24 05:59:59,images/en/budokai/header.png,banners/en/budokai/banner/budokai.png,,banners/en/event/eve_listbutton/myp_banner_event_budokais.png,100,0,0,2024-07-24 07:39:24.500424,2024-07-24 07:39:24.500424
