id,budokai_id,order,ranking
70,5,11,"20,001 - 30,000th place"
71,5,12,"30,001 - 50,000th place"
72,5,13,"50,001 - 75,000th place"
73,5,14,"75,001 - 100,000th place"
74,5,15,"100,001 - 200,000th place"
75,5,16,A rank of 3 repeated digits
76,5,17,A rank of 4 repeated digits
77,5,18,A rank of 5 repeated digits
78,6,1,1st
79,6,2,2nd
80,6,3,3rd
81,6,4,4 - 10th place
82,6,5,11 - 100th place
83,6,6,101 - 1000th place
84,6,7,1001 - 2500th place
85,6,8,"2,501 - 5,000th place"
86,6,9,"5,001 - 10,000th place"
87,6,10,"10,001 - 20,000th place"
88,6,11,"20,001 - 30,000th place"
89,6,12,"30,001 - 50,000th place"
90,6,13,"50,001 - 75,000th place"
91,6,14,"75,001 - 100,000th place"
92,6,15,"100,001 - 200,000th place"
93,6,16,A rank of 3 repeated digits
94,6,17,A rank of 4 repeated digits
95,6,18,A rank of 5 repeated digits
96,7,1,1st
97,7,2,2nd
98,7,3,3rd
99,7,4,4 - 10th place
100,7,5,11 - 100th place
101,7,6,101 - 1000th place
102,7,7,1001 - 2500th place
103,7,8,"2,501 - 5,000th place"
104,7,9,"5,001 - 10,000th place"
105,7,10,"10,001 - 20,000th place"
106,7,11,"20,001 - 30,000th place"
107,7,12,"30,001 - 50,000th place"
108,7,13,"50,001 - 75,000th place"
109,7,14,"75,001 - 100,000th place"
110,7,15,"100,001 - 200,000th place"
111,7,16,"200,001 - 400,000th place"
112,7,17,A rank of 3 repeated digits
113,7,18,A rank of 4 repeated digits
114,7,19,A rank of 5 repeated digits
115,8,1,1st
116,8,2,2nd
117,8,3,3rd
118,8,4,4 - 10th place
119,8,5,11 - 100th place
120,8,6,101 - 1000th place
121,8,7,1001 - 2500th place
122,8,8,"2,501 - 5,000th place"
123,8,9,"5,001 - 10,000th place"
124,8,10,"10,001 - 20,000th place"
125,8,11,"20,001 - 30,000th place"
126,8,12,"30,001 - 50,000th place"
127,8,13,"50,001 - 75,000th place"
128,8,14,"75,001 - 100,000th place"
129,8,15,"100,001 - 200,000th place"
130,8,16,"200,001 - 300,000th place"
131,8,17,"300,001 - 600,000th place"
132,8,18,A rank of 3 repeated digits
133,8,19,A rank of 4 repeated digits
134,8,20,A rank of 5 repeated digits
135,9,1,1st
136,9,2,2nd
137,9,3,3rd
138,9,4,4 - 10th place
139,9,5,11 - 100th place
140,9,6,101 - 1000th place
141,9,7,1001 - 2500th place
142,9,8,"2,501 - 5,000th place"
143,9,9,"5,001 - 10,000th place"
144,9,10,"10,001 - 20,000th place"
145,9,11,"20,001 - 30,000th place"
146,9,12,"30,001 - 50,000th place"
147,9,13,"50,001 - 75,000th place"
148,9,14,"75,001 - 100,000th place"
149,9,15,"100,001 - 200,000th place"
150,9,16,"200,001 - 300,000th place"
151,9,17,"300,001 - 600,000th place"
152,9,18,A rank of 3 repeated digits
153,9,19,A rank of 4 repeated digits
154,9,20,A rank of 5 repeated digits
155,10,1,1st
156,10,2,2nd
157,10,3,3rd
158,10,4,4 - 10th place
159,10,5,11 - 100th place
160,10,6,101 - 1000th place
161,10,7,1001 - 2500th place
162,10,8,"2,501 - 5,000th place"
163,10,9,"5,001 - 10,000th place"
164,10,10,"10,001 - 20,000th place"
165,10,11,"20,001 - 30,000th place"
166,10,12,"30,001 - 50,000th place"
167,10,13,"50,001 - 75,000th place"
168,10,14,"75,001 - 100,000th place"
169,10,15,"100,001 - 200,000th place"
170,10,16,"200,001 - 300,000th place"
171,10,17,"300,001 - 600,000th place"
172,10,18,A rank of 3 repeated digits
173,10,19,A rank of 4 repeated digits
174,10,20,A rank of 5 repeated digits
175,11,1,1st
176,11,2,2nd
177,11,3,3rd
178,11,4,4 - 10th place
179,11,5,11 - 100th place
180,11,6,101 - 1000th place
181,11,7,1001 - 2500th place
182,11,8,"2,501 - 5,000th place"
183,11,9,"5,001 - 10,000th place"
184,11,10,"10,001 - 20,000th place"
185,11,11,"20,001 - 30,000th place"
186,11,12,"30,001 - 50,000th place"
187,11,13,"50,001 - 75,000th place"
188,11,14,"75,001 - 100,000th place"
189,11,15,"100,001 - 200,000th place"
190,11,16,"200,001 - 300,000th place"
191,11,17,"300,001 - 600,000th place"
192,11,18,A rank of 3 repeated digits
193,11,19,A rank of 4 repeated digits
194,11,20,A rank of 5 repeated digits
195,12,1,No.1
196,12,2,No.2
197,12,3,No.3
198,12,4,4 - 10th place
199,12,5,11 - 100th place
200,12,6,101 - 1000th place
201,12,7,1001 - 2500th place
202,12,8,"2,501 - 5,000th place"
203,12,9,"5,001 - 10,000th place"
204,12,10,"10,001 - 20,000th place"
205,12,11,"20,001 - 30,000th place"
206,12,12,"30,001 - 50,000th place"
207,12,13,"50,001 - 75,000th place"
208,12,14,"75,001 - 100,000th place"
209,12,15,"100,001 - 200,000th place"
210,12,16,"200,001 - 300,000th place"
211,12,17,"300,001 - 600,000th place"
212,12,18,A rank of 3 repeated digits
213,12,19,A rank of 4 repeated digits
214,12,20,A rank of 5 repeated digits
215,13,1,No.1
216,13,2,No.2
217,13,3,No.3
218,13,4,4 - 10th place
219,13,5,11 - 100th place
220,13,6,101 - 1000th place
221,13,7,1001 - 2500th place
222,13,8,"2,501 - 5,000th place"
223,13,9,"5,001 - 10,000th place"
224,13,10,"10,001 - 20,000th place"
225,13,11,"20,001 - 30,000th place"
226,13,12,"30,001 - 50,000th place"
227,13,13,"50,001 - 75,000th place"
228,13,14,"75,001 - 100,000th place"
229,13,15,"100,001 - 200,000th place"
230,13,16,"200,001 - 300,000th place"
231,13,17,"300,001 - 600,000th place"
232,13,18,A rank of 3 repeated digits
233,13,19,A rank of 4 repeated digits
234,13,20,A rank of 5 repeated digits
235,14,1,No.1
236,14,2,No.2
237,14,3,No.3
238,14,4,4 - 10th place
239,14,5,11 - 100th place
240,14,6,101 - 1000th place
241,14,7,1001 - 2500th place
242,14,8,"2,501 - 5,000th place"
243,14,9,"5,001 - 10,000th place"
244,14,10,"10,001 - 20,000th place"
245,14,11,"20,001 - 30,000th place"
246,14,12,"30,001 - 50,000th place"
247,14,13,"50,001 - 75,000th place"
248,14,14,"75,001 - 100,000th place"
249,14,15,"100,001 - 200,000th place"
250,14,16,"200,001 - 300,000th place"
251,14,17,"300,001 - 600,000th place"
252,14,18,A rank of 3 repeated digits
253,14,19,A rank of 4 repeated digits
254,14,20,A rank of 5 repeated digits
255,15,1,No.1
256,15,2,No.2
257,15,3,No.3
258,15,4,4 - 10th place
259,15,5,11 - 100th place
260,15,6,101 - 1000th place
261,15,7,1001 - 2500th place
262,15,8,"2,501 - 5,000th place"
263,15,9,"5,001 - 10,000th place"
264,15,10,"10,001 - 20,000th place"
265,15,11,"20,001 - 30,000th place"
266,15,12,"30,001 - 50,000th place"
267,15,13,"50,001 - 75,000th place"
268,15,14,"75,001 - 100,000th place"
269,15,15,"100,001 - 200,000th place"
270,15,16,"200,001 - 300,000th place"
271,15,17,"300,001 - 600,000th place"
272,15,18,A rank of 3 repeated digits
273,15,19,A rank of 4 repeated digits
274,15,20,A rank of 5 repeated digits
275,16,1,No.1
276,16,2,No.2
277,16,3,No.3
278,16,4,4 - 10th place
279,16,5,11 - 100th place
280,16,6,101 - 1000th place
281,16,7,1001 - 2500th place
282,16,8,"2,501 - 5,000th place"
283,16,9,"5,001 - 10,000th place"
284,16,10,"10,001 - 20,000th place"
285,16,11,"20,001 - 30,000th place"
286,16,12,"30,001 - 50,000th place"
287,16,13,"50,001 - 75,000th place"
288,16,14,"75,001 - 100,000th place"
289,16,15,"100,001 - 200,000th place"
290,16,16,"200,001 - 300,000th place"
291,16,17,"300,001 - 600,000th place"
292,16,18,A rank of 3 repeated digits
293,16,19,A rank of 4 repeated digits
294,16,20,A rank of 5 repeated digits
295,17,1,No.1
296,17,2,No.2
297,17,3,No.3
298,17,4,4 - 10th place
299,17,5,11 - 100th place
300,17,6,101 - 1000th place
301,17,7,1001 - 2500th place
302,17,8,"2,501 - 5,000th place"
303,17,9,"5,001 - 10,000th place"
304,17,10,"10,001 - 20,000th place"
305,17,11,"20,001 - 30,000th place"
306,17,12,"30,001 - 50,000th place"
307,17,13,"50,001 - 75,000th place"
308,17,14,"75,001 - 100,000th place"
309,17,15,"100,001 - 200,000th place"
310,17,16,"200,001 - 300,000th place"
311,17,17,"300,001 - 600,000th place"
312,17,18,A rank of 3 repeated digits
313,17,19,A rank of 4 repeated digits
314,17,20,A rank of 5 repeated digits
1801,18,1,No.1
1802,18,2,No.2
1803,18,3,No.3
1804,18,4,4 - 10th place
1805,18,5,11 - 100th place
1806,18,6,101 - 1000th place
1807,18,7,1001 - 2500th place
1808,18,8,"2,501 - 5,000th place"
1809,18,9,"5,001 - 10,000th place"
1810,18,10,"10,001 - 20,000th place"
1811,18,11,"20,001 - 30,000th place"
1812,18,12,"30,001 - 50,000th place"
1813,18,13,"50,001 - 75,000th place"
1814,18,14,"75,001 - 100,000th place"
1815,18,15,"100,001 - 200,000th place"
1816,18,16,"200,001 - 500,000th place"
1817,18,17,"500,001 – 1,000,000th place"
1818,18,18,A rank of 3 repeated digits
1819,18,19,A rank of 4 repeated digits
1820,18,20,A rank of 5 repeated digits
1901,19,1,No.1
1902,19,2,No.2
1903,19,3,No.3
1904,19,4,4 - 10th place
1905,19,5,11 - 100th place
1906,19,6,101 - 1000th place
1907,19,7,1001 - 2500th place
1908,19,8,"2,501 - 5,000th place"
1909,19,9,"5,001 - 10,000th place"
1910,19,10,"10,001 - 20,000th place"
1911,19,11,"20,001 - 30,000th place"
1912,19,12,"30,001 - 50,000th place"
1913,19,13,"50,001 - 75,000th place"
1914,19,14,"75,001 - 100,000th place"
1915,19,15,"100,001 - 200,000th place"
1916,19,16,"200,001 - 500,000th place"
1917,19,17,"500,001 – 1,000,000th place"
1918,19,18,A rank of 3 repeated digits
1919,19,19,A rank of 4 repeated digits
1920,19,20,A rank of 5 repeated digits
2001,20,1,No.1
2002,20,2,No.2
2003,20,3,No.3
2004,20,4,4 - 10th place
2005,20,5,11 - 100th place
2006,20,6,101 - 1000th place
2007,20,7,1001 - 2500th place
2008,20,8,"2,501 - 5,000th place"
2009,20,9,"5,001 - 10,000th place"
2010,20,10,"10,001 - 20,000th place"
2011,20,11,"20,001 - 30,000th place"
2012,20,12,"30,001 - 50,000th place"
2013,20,13,"50,001 - 75,000th place"
2014,20,14,"75,001 - 100,000th place"
2015,20,15,"100,001 - 200,000th place"
2016,20,16,"200,001 - 500,000th place"
2017,20,17,"500,001 – 1,000,000th place"
2018,20,18,A rank of 3 repeated digits
2019,20,19,A rank of 4 repeated digits
2020,20,20,A rank of 5 repeated digits
2101,21,1,No.1
2102,21,2,No.2
2103,21,3,No.3
2104,21,4,4 - 10th place
2105,21,5,11 - 100th place
2106,21,6,101 - 1000th place
2107,21,7,1001 - 2500th place
2108,21,8,"2,501 - 5,000th place"
2109,21,9,"5,001 - 10,000th place"
2110,21,10,"10,001 - 20,000th place"
2111,21,11,"20,001 - 30,000th place"
2112,21,12,"30,001 - 50,000th place"
2113,21,13,"50,001 - 75,000th place"
2114,21,14,"75,001 - 100,000th place"
2115,21,15,"100,001 - 200,000th place"
2116,21,16,"200,001 - 500,000th place"
2117,21,17,"500,001 – 1,000,000th place"
2118,21,18,A rank of 3 repeated digits
2119,21,19,A rank of 4 repeated digits
2120,21,20,A rank of 5 repeated digits
2201,22,1,No.1
2202,22,2,No.2
2203,22,3,No.3
2204,22,4,4 - 10th place
2205,22,5,11 - 100th place
2206,22,6,101 - 1000th place
2207,22,7,1001 - 2500th place
2208,22,8,"2,501 - 5,000th place"
2209,22,9,"5,001 - 10,000th place"
2210,22,10,"10,001 - 20,000th place"
2211,22,11,"20,001 - 30,000th place"
2212,22,12,"30,001 - 50,000th place"
2213,22,13,"50,001 - 75,000th place"
2214,22,14,"75,001 - 100,000th place"
2215,22,15,"100,001 - 200,000th place"
2216,22,16,"200,001 - 500,000th place"
2217,22,17,"500,001 – 1,000,000th place"
2218,22,18,A rank of 3 repeated digits
2219,22,19,A rank of 4 repeated digits
2220,22,20,A rank of 5 repeated digits
2301,23,1,No.1
2302,23,2,2nd & 3rd place
2303,23,3,4 - 10th place
2304,23,4,11 – 20th place
2305,23,5,21 – 30th place
2306,23,6,31 – 50th place
2307,23,7,51 – 70th place
2308,23,8,71 – 100th place
2309,23,9,101 – 200th place
2310,23,10,201 – 500th place
2311,23,11,501 - 1000th place
2312,23,12,1001 - 2000th place
2313,23,13,"2,001 - 5,000th place"
2314,23,14,"5,001 - 10,000th place"
2315,23,15,"10,001 - 20,000th place"
2316,23,16,"20,001 - 50,000th place"
2317,23,17,"50,001 - 100,000th place"
2318,23,18,"100,001 - 200,000th place"
2319,23,19,"200,001 - 300,000th place"
2320,23,20,"300,001 - 400,000th place"
2321,23,21,"400,001 - 500,000th place"
2322,23,22,"500,001 - 700,000th place"
2323,23,23,"700,001 – 1,000,000th place"
2324,23,24,A rank of 3 repeated digits
2325,23,25,A rank of 4 repeated digits
2326,23,26,A rank of 5 repeated digits
2401,24,1,No.1
2402,24,2,2nd & 3rd place
2403,24,3,4 - 10th place
2404,24,4,11 – 20th place
2405,24,5,21 – 30th place
2406,24,6,31 – 50th place
2407,24,7,51 – 70th place
2408,24,8,71 – 100th place
2409,24,9,101 – 200th place
2410,24,10,201 – 500th place
2411,24,11,501 - 1000th place
2412,24,12,1001 - 2000th place
2413,24,13,"2,001 - 5,000th place"
2414,24,14,"5,001 - 10,000th place"
2415,24,15,"10,001 - 20,000th place"
2416,24,16,"20,001 - 50,000th place"
2417,24,17,"50,001 - 100,000th place"
2418,24,18,"100,001 - 200,000th place"
2419,24,19,"200,001 - 300,000th place"
2420,24,20,"300,001 - 400,000th place"
2421,24,21,"400,001 - 500,000th place"
2422,24,22,"500,001 - 700,000th place"
2423,24,23,"700,001 – 1,000,000th place"
2424,24,24,A rank of 3 repeated digits
2425,24,25,A rank of 4 repeated digits
2426,24,26,A rank of 5 repeated digits
2501,25,1,No.1
2502,25,2,2nd & 3rd place
2503,25,3,4 - 10th place
2504,25,4,11 – 20th place
2505,25,5,21 – 30th place
2506,25,6,31 – 50th place
2507,25,7,51 – 70th place
2508,25,8,71 – 100th place
2509,25,9,101 – 200th place
2510,25,10,201 – 500th place
2511,25,11,501 - 1000th place
2512,25,12,1001 - 2000th place
2513,25,13,"2,001 - 5,000th place"
2514,25,14,"5,001 - 10,000th place"
2515,25,15,"10,001 - 20,000th place"
2516,25,16,"20,001 - 50,000th place"
2517,25,17,"50,001 - 100,000th place"
2518,25,18,"100,001 - 200,000th place"
2519,25,19,"200,001 - 300,000th place"
2520,25,20,"300,001 - 400,000th place"
2521,25,21,"400,001 - 500,000th place"
2522,25,22,"500,001 - 700,000th place"
2523,25,23,"700,001 – 1,000,000th place"
2524,25,24,A rank of 3 repeated digits
2525,25,25,A rank of 4 repeated digits
2526,25,26,A rank of 5 repeated digits
2601,26,1,No.1
2602,26,2,2nd & 3rd place
2603,26,3,4 - 10th place
2604,26,4,11 – 20th place
2605,26,5,21 – 30th place
2606,26,6,31 – 50th place
2607,26,7,51 – 70th place
2608,26,8,71 – 100th place
2609,26,9,101 – 200th place
2610,26,10,201 – 500th place
2611,26,11,501 - 1000th place
2612,26,12,1001 - 2000th place
2613,26,13,"2,001 - 5,000th place"
2614,26,14,"5,001 - 10,000th place"
2615,26,15,"10,001 - 20,000th place"
2616,26,16,"20,001 - 50,000th place"
2617,26,17,"50,001 - 100,000th place"
2618,26,18,"100,001 - 200,000th place"
2619,26,19,"200,001 - 300,000th place"
2620,26,20,"300,001 - 400,000th place"
2621,26,21,"400,001 - 500,000th place"
2622,26,22,"500,001 - 700,000th place"
2623,26,23,"700,001 – 1,000,000th place"
2624,26,24,A rank of 3 repeated digits
2625,26,25,A rank of 4 repeated digits
2626,26,26,A rank of 5 repeated digits
2701,27,1,No.1
2702,27,2,2nd & 3rd place
2703,27,3,4 - 10th place
2704,27,4,11 – 20th place
2705,27,5,21 – 30th place
2706,27,6,31 – 50th place
2707,27,7,51 – 70th place
2708,27,8,71 – 100th place
2709,27,9,101 – 200th place
2710,27,10,201 – 500th place
2711,27,11,501 - 1000th place
2712,27,12,1001 - 2000th place
2713,27,13,"2,001 - 5,000th place"
2714,27,14,"5,001 - 10,000th place"
2715,27,15,"10,001 - 20,000th place"
2716,27,16,"20,001 - 50,000th place"
2717,27,17,"50,001 - 100,000th place"
2718,27,18,"100,001 - 200,000th place"
2719,27,19,"200,001 - 300,000th place"
2720,27,20,"300,001 - 400,000th place"
2721,27,21,"400,001 - 500,000th place"
2722,27,22,"500,001 - 700,000th place"
2723,27,23,"700,001 – 1,000,000th place"
2724,27,24,A rank of 3 repeated digits
2725,27,25,A rank of 4 repeated digits
2726,27,26,A rank of 5 repeated digits
2801,28,1,No.1
2802,28,2,2nd & 3rd place
2803,28,3,4 - 10th place
2804,28,4,11 – 20th place
2805,28,5,21 – 30th place
2806,28,6,31 – 50th place
2807,28,7,51 – 70th place
2808,28,8,71 – 100th place
2809,28,9,101 – 200th place
2810,28,10,201 – 500th place
2811,28,11,501 - 1000th place
2812,28,12,1001 - 2000th place
2813,28,13,"2,001 - 5,000th place"
2814,28,14,"5,001 - 10,000th place"
2815,28,15,"10,001 - 20,000th place"
2816,28,16,"20,001 - 50,000th place"
2817,28,17,"50,001 - 100,000th place"
2818,28,18,"100,001 - 200,000th place"
2819,28,19,"200,001 - 300,000th place"
2820,28,20,"300,001 - 400,000th place"
2821,28,21,"400,001 - 500,000th place"
2822,28,22,"500,001 - 700,000th place"
2823,28,23,"700,001 – 1,000,000th place"
2824,28,24,A rank of 3 repeated digits
2825,28,25,A rank of 4 repeated digits
2826,28,26,A rank of 5 repeated digits
2901,29,1,No.1
2902,29,2,2nd & 3rd place
2903,29,3,4 - 10th place
2904,29,4,11 – 20th place
2905,29,5,21 – 30th place
2906,29,6,31 – 50th place
2907,29,7,51 – 70th place
2908,29,8,71 – 100th place
2909,29,9,101 – 200th place
2910,29,10,201 – 500th place
2911,29,11,501 - 1000th place
2912,29,12,1001 - 2000th place
2913,29,13,"2,001 - 5,000th place"
2914,29,14,"5,001 - 10,000th place"
2915,29,15,"10,001 - 20,000th place"
2916,29,16,"20,001 - 50,000th place"
2917,29,17,"50,001 - 100,000th place"
2918,29,18,"100,001 - 200,000th place"
2919,29,19,"200,001 - 300,000th place"
2920,29,20,"300,001 - 400,000th place"
2921,29,21,"400,001 - 500,000th place"
2922,29,22,"500,001 - 700,000th place"
2923,29,23,"700,001 – 1,000,000th place"
2924,29,24,A rank of 3 repeated digits
2925,29,25,A rank of 4 repeated digits
2926,29,26,A rank of 5 repeated digits
3001,30,1,No.1
3002,30,2,2nd & 3rd place
3003,30,3,4 - 10th place
3004,30,4,11 – 20th place
3005,30,5,21 – 30th place
3006,30,6,31 – 50th place
3007,30,7,51 – 70th place
3008,30,8,71 – 100th place
3009,30,9,101 – 200th place
3010,30,10,201 – 500th place
3011,30,11,501 - 1000th place
3012,30,12,1001 - 2000th place
3013,30,13,"2,001 - 5,000th place"
3014,30,14,"5,001 - 10,000th place"
3015,30,15,"10,001 - 20,000th place"
3016,30,16,"20,001 - 50,000th place"
3017,30,17,"50,001 - 100,000th place"
3018,30,18,"100,001 - 200,000th place"
3019,30,19,"200,001 - 300,000th place"
3020,30,20,"300,001 - 400,000th place"
3021,30,21,"400,001 - 500,000th place"
3022,30,22,"500,001 - 700,000th place"
3023,30,23,"700,001 – 1,000,000th place"
3024,30,24,A rank of 3 repeated digits
3025,30,25,A rank of 4 repeated digits
3026,30,26,A rank of 5 repeated digits
3101,31,1,No.1
3102,31,2,2nd & 3rd place
3103,31,3,4 - 10th place
3104,31,4,11 – 20th place
3105,31,5,21 – 30th place
3106,31,6,31 – 50th place
3107,31,7,51 – 70th place
3108,31,8,71 – 100th place
3109,31,9,101 – 200th place
3110,31,10,201 – 500th place
3111,31,11,501 - 1000th place
3112,31,12,1001 - 2000th place
3113,31,13,"2,001 - 5,000th place"
3114,31,14,"5,001 - 10,000th place"
3115,31,15,"10,001 - 20,000th place"
3116,31,16,"20,001 - 50,000th place"
3117,31,17,"50,001 - 100,000th place"
3118,31,18,"100,001 - 200,000th place"
3119,31,19,"200,001 - 300,000th place"
3120,31,20,"300,001 - 400,000th place"
3121,31,21,"400,001 - 500,000th place"
3122,31,22,"500,001 - 700,000th place"
3123,31,23,"700,001 – 1,000,000th place"
3124,31,24,A rank of 3 repeated digits
3125,31,25,A rank of 4 repeated digits
3126,31,26,A rank of 5 repeated digits
3201,32,1,No.1
3202,32,2,2nd & 3rd place
3203,32,3,4 - 10th place
3204,32,4,11 – 20th place
3205,32,5,21 – 30th place
3206,32,6,31 – 50th place
3207,32,7,51 – 70th place
3208,32,8,71 – 100th place
3209,32,9,101 – 200th place
3210,32,10,201 – 500th place
3211,32,11,501 - 1000th place
3212,32,12,1001 - 2000th place
3213,32,13,"2,001 - 5,000th place"
3214,32,14,"5,001 - 10,000th place"
3215,32,15,"10,001 - 20,000th place"
3216,32,16,"20,001 - 50,000th place"
3217,32,17,"50,001 - 100,000th place"
3218,32,18,"100,001 - 200,000th place"
3219,32,19,"200,001 - 300,000th place"
3220,32,20,"300,001 - 400,000th place"
3221,32,21,"400,001 - 500,000th place"
3222,32,22,"500,001 - 700,000th place"
3223,32,23,"700,001 – 1,000,000th place"
3224,32,24,A rank of 3 repeated digits
3225,32,25,A rank of 4 repeated digits
3226,32,26,A rank of 5 repeated digits
3301,33,1,No.1
3302,33,2,2nd & 3rd place
3303,33,3,4 - 10th place
3304,33,4,11 – 20th place
3305,33,5,21 – 30th place
3306,33,6,31 – 50th place
3307,33,7,51 – 70th place
3308,33,8,71 – 100th place
3309,33,9,101 – 200th place
3310,33,10,201 – 500th place
3311,33,11,501 - 1000th place
3312,33,12,1001 - 2000th place
3313,33,13,"2,001 - 5,000th place"
3314,33,14,"5,001 - 10,000th place"
3315,33,15,"10,001 - 20,000th place"
3316,33,16,"20,001 - 50,000th place"
3317,33,17,"50,001 - 100,000th place"
3318,33,18,"100,001 - 200,000th place"
3319,33,19,"200,001 - 300,000th place"
3320,33,20,"300,001 - 400,000th place"
3321,33,21,"400,001 - 500,000th place"
3322,33,22,"500,001 - 700,000th place"
3323,33,23,"700,001 – 1,000,000th place"
3324,33,24,A rank of 3 repeated digits
3325,33,25,A rank of 4 repeated digits
3326,33,26,A rank of 5 repeated digits
3401,34,1,No.1
3402,34,2,2nd & 3rd place
3403,34,3,4 - 10th place
3404,34,4,11 – 20th place
3405,34,5,21 – 30th place
3406,34,6,31 – 50th place
3407,34,7,51 – 70th place
3408,34,8,71 – 100th place
3409,34,9,101 – 200th place
3410,34,10,201 – 500th place
3411,34,11,501 - 1000th place
3412,34,12,1001 - 2000th place
3413,34,13,"2,001 - 5,000th place"
3414,34,14,"5,001 - 10,000th place"
3415,34,15,"10,001 - 20,000th place"
3416,34,16,"20,001 - 50,000th place"
3417,34,17,"50,001 - 100,000th place"
3418,34,18,"100,001 - 200,000th place"
3419,34,19,"200,001 - 300,000th place"
3420,34,20,"300,001 - 400,000th place"
3421,34,21,"400,001 - 500,000th place"
3422,34,22,"500,001 - 700,000th place"
3423,34,23,"700,001 – 1,000,000th place"
3424,34,24,A rank of 3 repeated digits
3425,34,25,A rank of 4 repeated digits
3426,34,26,A rank of 5 repeated digits
3501,35,1,No.1
3502,35,2,2nd & 3rd place
3503,35,3,4 - 10th place
3504,35,4,11 – 20th place
3505,35,5,21 – 30th place
3506,35,6,31 – 50th place
3507,35,7,51 – 70th place
3508,35,8,71 – 100th place
3509,35,9,101 – 200th place
3510,35,10,201 – 500th place
3511,35,11,501 - 1000th place
3512,35,12,1001 - 2000th place
3513,35,13,"2,001 - 5,000th place"
3514,35,14,"5,001 - 10,000th place"
3515,35,15,"10,001 - 20,000th place"
3516,35,16,"20,001 - 50,000th place"
3517,35,17,"50,001 - 100,000th place"
3518,35,18,"100,001 - 200,000th place"
3519,35,19,"200,001 - 300,000th place"
3520,35,20,"300,001 - 400,000th place"
3521,35,21,"400,001 - 500,000th place"
3522,35,22,"500,001 - 700,000th place"
3523,35,23,"700,001 – 1,000,000th place"
3524,35,24,A rank of 3 repeated digits
3525,35,25,A rank of 4 repeated digits
3526,35,26,A rank of 5 repeated digits
3601,36,1,1st place
3602,36,2,2nd – 3rd place
3603,36,3,4th - 10th place
3604,36,4,11th – 20th place
3605,36,5,21st – 30th place
3606,36,6,31st – 50th place
3607,36,7,51st – 70th place
3608,36,8,71st – 100th place
3609,36,9,101st – 200th place
3610,36,10,201st – 500th place
3611,36,11,501st - 1000th place
3612,36,12,1001st - 2000th place
3613,36,13,"2,001st - 5,000th place"
3614,36,14,"5,001st - 10,000th place"
3615,36,15,"10,001st - 20,000th place"
3616,36,16,"20,001st - 50,000th place"
3617,36,17,"50,001st - 100,000th place"
3618,36,18,"100,001st - 200,000th place"
3619,36,19,"200,001st - 300,000th place"
3620,36,20,"300,001st - 400,000th place"
3621,36,21,"400,001st - 500,000th place"
3622,36,22,"500,001st - 700,000th place"
3623,36,23,"700,001st – 1,000,000th place"
3624,36,24,A rank of 3 repeated digits
3625,36,25,A rank of 4 repeated digits
3626,36,26,A rank of 5 repeated digits
3701,37,1,1st place
