id,category,name,pack_name,scene_name,red,green,blue,alpha,lite_flicker_rate
231,1,気弾出る/敵,battle_20301,ef_002,255,255,255,255,70
232,1,気弾ループ/敵,battle_20301,ef_003,255,255,255,255,70
233,1,気弾消える/敵,battle_20301,ef_004,255,255,255,255,70
240,1,気弾マズル/敵,battle_20401,ef_001,255,255,255,255,70
241,1,気弾出る/敵,battle_20401,ef_002,255,255,255,255,70
242,1,気弾ループ/敵,battle_20401,ef_003,255,255,255,255,70
243,1,気弾消える/敵,battle_20401,ef_004,255,255,255,255,70
300,1,気力出る,battle_30000,ef_001,255,255,255,255,70
301,1,気力ループ,battle_30000,ef_002,255,255,255,255,70
302,1,気力消える,battle_30000,ef_003,255,255,255,255,70
310,1,気力出る,battle_30100,ef_001,255,255,255,255,70
311,1,気力ループ,battle_30100,ef_002,255,255,255,255,70
312,1,気力消える,battle_30100,ef_003,255,255,255,255,70
320,1,気力出る,battle_30200,ef_001,255,255,255,255,70
321,1,気力ループ,battle_30200,ef_002,255,255,255,255,70
323,1,気力消える,battle_30200,ef_003,255,255,255,255,70
330,1,気力出る,battle_30300,ef_001,255,255,255,255,70
331,1,気力ループ,battle_30300,ef_002,255,255,255,255,70
332,1,気力消える,battle_30300,ef_003,255,255,255,255,70
340,1,気力出る,battle_30400,ef_001,255,255,255,255,70
341,1,気力ループ,battle_30400,ef_002,255,255,255,255,70
342,1,気力消える,battle_30400,ef_003,255,255,255,255,70
350,1,輪郭のぼやけたオーラ（黄）,battle_31000,ef_001,255,255,255,255,70
351,1,輪郭のぼやけたオーラ（赤）,battle_31001,ef_001,255,255,255,255,70
352,1,輪郭のぼやけたオーラ（紫）,battle_31002,ef_001,255,255,255,255,70
353,1,劇場版ゴッドSS用オーラ(青),battle_32000,ef_001,255,255,255,255,70
354,1,超サイヤ人ゴッドSS青オーラで界王拳使用時のオーラ,battle_33000,ef_001,255,255,255,255,70
355,1,超サイヤ人ゴッドSS青オーラで界王拳使用時のオーラ,battle_33000,ef_002,255,255,255,255,70
356,1,ゴクウブラックオーラ,battle_34000,ef_001,255,255,255,255,70
357,1,ゴクウブラック(超サイヤ人ロゼ)_オーラ,battle_35000,ef_001,255,255,255,255,70
358,1,超サイヤ人トランクス(未来)_オーラ,battle_36000,ef_001,255,255,255,255,70
359,1,S17b,battle_37000,ef_001,255,255,255,255,70
360,1,吸収,battle_37100,ef_001,255,255,255,255,70
361,1,超サイヤ人4ゴジータオーラ,battle_38000,ef_001,255,255,255,255,70
362,1,オーラ（青）,battle_39000,ef_001,255,255,255,255,70
363,1,ディスポ(超最高速モード)_オーラ,battle_31002,ef_002,255,255,255,255,70
364,1,トッポ(破壊神モード_オーラ,battle_31002,ef_003,255,255,255,255,70
365,1,超サイヤ人ゴッドSSベジータ(進化)_オーラ,battle_39100,ef_001,255,255,255,255,70
366,1,ジレン_オーラ,battle_39101,ef_001,255,255,255,255,70
367,1,人造人間17号_超激戦用バリア,battle_37000,ef_002,255,255,255,255,70
368,1,超サイヤ人ゴジータ,battle_39103,ef_001,255,255,255,255,70
369,1,超サイヤ人ゴッドSSゴジータ,battle_39104,ef_001,255,255,255,255,70
370,1,超サイヤ人ブロリー,battle_39105,ef_001,255,255,255,255,70
371,1,超サイヤ人トランクス（未来）_オーラ,battle_39106,ef_001,255,255,255,255,70
372,1,激怒悟空_汎用オーラ,battle_39107,ef_001,255,255,255,255,70
373,1,ビルス(激怒時)_オーラ,battle_39108,ef_001,255,255,255,255,70
375,1,超フルパワーサイヤ人4（ゼノ）_オーラ,battle_39110,ef_001,255,255,255,255,70
376,1,超サイヤ人ゴッドSSべジータ(暴走制御) _オーラ,battle_39111,ef_001,255,255,255,255,70
377,1,孫悟飯(ビースト) _オーラ,battle_39112,ef_001,255,255,255,255,70
400,1,気力出る,battle_40000,ef_001,255,255,255,255,70
401,1,気絶,battle_40000,ef_002,255,255,255,255,70
402,1,動き停止,battle_40000,ef_003,255,255,255,255,70
403,1,氷,battle_40000,ef_004,255,255,255,255,70
404,1,火傷,battle_40000,ef_005,255,255,255,255,70
405,1,毒,battle_40000,ef_006,255,255,255,255,70
406,1,封印/スキル,battle_40000,ef_007,255,255,255,255,70
407,1,封印/リンク,battle_40000,ef_008,255,255,255,255,70
408,1,封印/必殺技,battle_40000,ef_009,255,255,255,255,70
409,1,封印/アイテム＆サポート,battle_40000,ef_010,255,255,255,255,70
500,1,体力回復（小）,battle_50000,ef_001,255,255,255,255,70
501,1,体力回復（中）,battle_50000,ef_002,255,255,255,255,70
502,1,体力回復（大）,battle_50000,ef_003,255,255,255,255,70
503,1,状態異状回復,battle_50000,ef_004,255,255,255,255,70
600,1,スキル disable,battle_60000,ef_001,255,255,255,255,70
601,1,スキル 発動,battle_60000,ef_002,255,255,255,255,70
602,1,マーカーチェンジ（赤）,battle_60000,ef_003,255,255,255,255,70
603,1,マーカーチェンジ（緑）,battle_60000,ef_004,255,255,255,255,70
604,1,マーカーチェンジ（青）,battle_60000,ef_005,255,255,255,255,70
605,1,ドッカン玉変更,battle_60000,ef_006,255,255,255,255,70
606,1,アップ,battle_60000,ef_007,255,255,255,255,70
607,1,ダウン,battle_60000,ef_008,255,255,255,255,70
700,1,瞬間移動,battle_70000,ef_001,255,255,255,255,70
701,1,移動開始,battle_70000,ef_002,255,255,255,255,70
702,1,移動開始,battle_70000,ef_003,255,255,255,255,70
703,1,気力移動,battle_70000,ef_004,255,255,255,255,70
704,1,気力移動,battle_70000,ef_005,255,255,255,255,70
705,1,移動開始,battle_70000,ef_006,255,255,255,255,70
706,1,移動開始,battle_70000,ef_007,255,255,255,255,70
707,1,気力移動/敵,battle_70000,ef_008,255,255,255,255,70
708,1,気力移動/敵,battle_70000,ef_009,255,255,255,255,70
800,1,キャラドロップ,battle_80000,ef_005,255,255,255,255,70
801,1,サポートドロップ,battle_80000,ef_006,255,255,255,255,70
802,1,アイテムドロップ,battle_80000,ef_007,255,255,255,255,70
900,1,地面から岩が浮き上がる（開始）,battle_90000,ef_001,255,255,255,255,70
901,1,地面から岩が浮き上がるループ,battle_90000,ef_002,255,255,255,255,70
902,1,地面から岩が浮き上がるエンド,battle_90000,ef_003,255,255,255,255,70
903,1,ぶっ飛ばし演出,battle_90000,ef_004,255,255,255,255,70
904,1,破片が散る,battle_90000,ef_005,255,255,255,255,70
905,1,フィニッシュHIT,battle_90000,ef_006,255,255,255,255,70
906,1,集中線,battle_90000,ef_007,255,255,255,255,70
907,1,流線(黒),battle_90000,ef_015,8,8,8,255,70
908,1,衝撃波,battle_90000,ef_009,255,255,255,255,70
909,1,岩が飛び散る,battle_90000,ef_010,255,255,255,255,70
910,1,トランジション,battle_90000,ef_011,255,255,255,255,70
911,1,集中線(黒),battle_90000,ef_007,8,8,8,255,70
912,1,流線　斜め　奥行き有り（黒,battle_90000,ef_014,8,8,8,255,70
913,1,流線 斜め 奥行きあり（白バージョン）,battle_90000,ef_014,255,255,255,255,70
914,1,流線（白バージョン）,battle_90000,ef_015,255,255,255,255,70
920,1,流線　必殺技用,battle_90001,ef_001,255,255,255,255,70
921,1,流線　斜め　奥行きあり,battle_90001,ef_002,255,255,255,255,70
922,1,流線(縦),battle_90001,ef_003,255,255,255,255,70
923,1,流線　斜め　奥行きあり（縦）,battle_90001,ef_004,255,255,255,255,70
924,1,ふっ飛ばし流線,battle_90002,ef_001,255,255,255,255,70
1000,1,敵の乱入攻撃,battle_100000,ef_001,255,255,255,255,70
1001,1,リンク確定,battle_100000,ef_002,255,255,255,255,70
1101,1,チェイン数 数字,battle_110000,ef_001,255,255,255,255,70
1102,1,ダメージ数字,battle_110000,ef_002,255,255,255,255,70
1103,1,倍率数字,battle_110000,ef_003,255,255,255,255,70
1104,1,ラベルチェイン,battle_110000,ef_004,255,255,255,255,70
1105,1,ラベルクリティカル,battle_110000,ef_005,255,255,255,255,70
1106,1,ラベル トータルダメージ,battle_110000,ef_006,255,255,255,255,70
1108,1,ダメージ数値（会心演出用）,battle_115000,ef_001,255,255,255,255,70
1109,1,ダメージ数値（会心演出用）,battle_115000,ef_002,255,255,255,255,70
1110,1,ダメージ数値（会心演出用）,battle_115000,ef_003,255,255,255,255,70
1111,1,ダメージ数値（会心演出用）,battle_115000,ef_004,255,255,255,255,70
1120,1,必殺技上限解放,battle_116000,ef_001,255,255,255,255,70
1121,1,必殺技上限解放,battle_116000,ef_002,255,255,255,255,70
1122,1,必殺技上限解放,battle_116000,ef_003,255,255,255,255,70
1123,1,必殺技上限解放,battle_116000,ef_004,255,255,255,255,70
1124,1,必殺技上限解放,battle_116000,ef_005,255,255,255,255,70
1126,1,必殺技上限解放,battle_116000,ef_006,255,255,255,255,70
1200,1,パッシブカットイン,battle_120000,ef_001,255,255,255,255,70
1201,1,パッシブビリビリ,battle_120000,ef_002,255,255,255,255,70
1202,1,ドッカン発動,battle_120000,ef_003,255,255,255,255,70
1205,1,サポートアイテムカットイン,battle_120000,ef_005,255,255,255,255,70
1300,1,バトルスタート,battle_130000,ef_001,255,255,255,255,70
1301,1,KO,battle_130000,ef_002,255,255,255,255,70
1302,1,バトルエンド,battle_130000,ef_003,255,255,255,255,70
1303,1,ゲームオーバー,battle_130000,ef_004,255,255,255,255,70
1400,1,リンクした時のサムネイルの背景エフェクト,battle_140000,ef_001,255,255,255,255,70
1401,1,カットイン,battle_140000,ef_002,255,255,255,255,70
1402,1,サムネイルの上に表示,battle_140000,ef_003,255,255,255,255,70
1403,1,リンクの線,battle_140000,ef_004,255,255,255,255,70
1404,1,サムネイル移動の矢印,battle_140000,ef_005,255,255,255,255,70
1405,1,敵のサムネイルが光る,battle_140000,ef_006,255,255,255,255,70
1406,1,敵のサムネイルが光ってフッターにセットされる,battle_140000,ef_007,255,255,255,255,70
1407,1,次キャラの順番の矢印,battle_140000,ef_008,255,255,255,255,70
1408,1,ステータスUP サムネイル,battle_140000,ef_009,255,255,255,255,70
1409,1,ステータスDown  サムネイル,battle_140000,ef_010,255,255,255,255,70
1410,1,ステータス回復 サムネイル,battle_140000,ef_011,255,255,255,255,70
1411,1,リンクスキル発動,battle_140000,ef_012,255,255,255,255,70
1412,1,リンクスキルサムネイル,battle_140000,ef_013,255,255,255,255,70
1413,1,必殺技 発動,battle_140000,ef_014,255,255,255,255,70
1414,1,ドッカン 発動,battle_140000,ef_015,255,255,255,255,70
1500,1,必殺技共通,battle_150000,ef_001,255,255,255,255,70
1501,1,必殺技共通,battle_150000,ef_002,255,255,255,255,70
1502,1,必殺技共通,battle_150000,ef_003,255,255,255,255,70
1503,1,必殺技共通,battle_150000,ef_004,255,255,255,255,70
1504,1,必殺技共通,battle_150000,ef_005,255,255,255,255,70
1505,1,必殺技共通,battle_150000,ef_006,255,255,255,255,70
1506,1,必殺技共通,battle_150000,ef_007,255,255,255,255,70
1507,1,必殺技共通,battle_150000,ef_008,255,255,255,255,70
1508,1,必殺技共通,battle_150000,ef_009,255,255,255,255,70
1509,1,必殺技共通,battle_150000,ef_010,255,255,255,255,70
1510,1,必殺技共通,battle_150000,ef_011,255,255,255,255,70
1511,1,必殺技カード揺れエフェクトA,battle_153000,ef_008a,255,255,255,255,70
1512,1,必殺技カード揺れエフェクトB,battle_153000,ef_008b,255,255,255,255,70
1513,1,必殺技カード揺れエフェクトC,battle_153000,ef_008c,255,255,255,255,70
1550,1,必殺技用（地球破壊演出黄色,battle_150001,ef_001,255,255,255,255,70
1551,1,必殺技用（地球破壊演出青,battle_150001,ef_002,255,255,255,255,70
1552,1,必殺技用(地球からマグマ噴射,battle_150002,ef_001,255,255,255,255,70
1553,1,必殺技用(地球爆発,battle_150003,ef_001,255,255,255,255,70
1554,1,「全体攻撃」文字,battle_151000,ef_001,255,255,255,255,70
1555,1,「全体攻撃」文字,battle_151000,ef_002,255,255,255,255,70
1556,1,宇宙からの俯瞰視点で地球から光が放出,battle_150004,ef_001,255,255,255,255,70
1557,1,宇宙からの俯瞰視点で地球からエネルギー波が放出,battle_150004,ef_002,255,255,255,255,70
1558,1,宇宙からの引きの俯瞰視点で地球を光弾が貫く,battle_150004,ef_003,255,255,255,255,70
1559,1,無数の光弾が地球の周囲を飛び交う,battle_150004,ef_004,255,255,255,255,70
1560,1,宇宙からの俯瞰視点で地球から光が放出（青）,battle_150004,ef_005,255,255,255,255,70
1561,1,宇宙からの俯瞰視点で黄色い光弾が昇る,battle_150004,ef_006,255,255,255,255,70
1562,1,宇宙からの俯瞰視点で紫の太い光弾が昇る,battle_150004,ef_007,255,255,255,255,70
1563,1,必殺技用（エクスプロージョン）,battle_150005,ef_001,255,255,255,255,70
1564,1,必殺技用（エクスプロージョン）,battle_150005,ef_002,255,255,255,255,70
1565,1,必殺技用（大猿火の海）,battle_150006,ef_001,255,255,255,255,70
1566,1,宇宙からの俯瞰視点で地球から光が放出（紫）,battle_150004,ef_008,255,255,255,255,70
1567,1,必殺技用（エクスプロージョン）_リベンジデスボール,battle_150015,ef_001,255,255,255,255,70
1568,1,地球がエクスプロージョン（赤）,battle_150003,ef_002,255,255,255,255,70
1569,1,地球から波動砲,battle_150007,ef_001,255,255,255,255,70
1570,1,宇宙からの俯瞰視点で地球が光弾で大爆発する演出（青）,battle_150001,ef_003,255,255,255,255,70
1571,1,超必殺技スーパーゴーストカミカゼアタックで使用,battle_150005,ef_003,255,255,255,255,70
1572,1,超必殺技突撃ブウブウバレーボールで使用,battle_150005,ef_004,255,255,255,255,70
1573,1,宇宙からの俯瞰視点で青の太い光弾が昇る,battle_150007,ef_002,255,255,255,255,70
1574,1,宇宙からの俯瞰視点で複数の爆発演出（青）,battle_150001,ef_004,255,255,255,255,70
1575,1,必殺技用（回避）_回避テロップ,battle_152000,ef_001,255,255,255,255,70
1576,1,必殺技用（エクスプロージョン）,battle_150008,ef_001,255,255,255,255,70
1577,1,宇宙からの俯瞰視点で青のぶっ太い光弾が昇る,battle_150007,ef_003,255,255,255,255,70
1578,1,必殺技用（エクスプロージョン3）,battle_150016,ef_001,255,255,255,255,70
1579,1,必殺技用（エクスプロージョン4）,battle_150016,ef_002,255,255,255,255,70
1580,1,必殺技用（エクスプロージョン5）,battle_150016,ef_003,255,255,255,255,70
1581,1,地球から…,battle_150007,ef_004,255,255,255,255,70
1582,1,地球から…_反転バージョン,battle_150007,ef_005,255,255,255,255,70
1583,1,裁きの刃_エクスプロージョン,battle_150017,ef_001,255,255,255,255,70
1584,1,戦闘民族の誇り_エクスプロージョン,battle_150018,ef_001,255,255,255,255,70
1585,1,超サイヤ人4孫悟空_10倍かめはめ波Ver2_爆発,battle_150017,ef_002,255,255,255,255,70
1586,1,ダークリベリオントリガー_爆発,battle_150017,ef_003,255,255,255,255,70
1587,1,トリプかめはめ波_大爆発,battle_150019,ef_001,255,255,255,255,70
1588,1,バイオブロリー用,battle_150020,ef_001,255,255,255,255,70
1589,1,必殺技用（エクスプロージョン8）,battle_150021,ef_001,255,255,255,255,70
1590,1,必殺技用（エクスプロージョン9）,battle_150022,ef_001,255,255,255,255,70
1591,1,必殺技用（地球から光が放出）,battle_150023,ef_001,255,255,255,255,70
1592,1,必殺技用（地球から光が放出）,battle_150024,ef_001,255,255,255,255,70
1593,1,必殺技用（地球から光が放出）黄緑,battle_150023,ef_002,255,255,255,255,70
1594,1,必殺技用（地球から光が放出）,battle_150025,ef_001,255,255,255,255,70
1595,1,必殺技用（エクスプロージョン10）,battle_150026,ef_001,255,255,255,255,70
1596,1,キノコ雲爆発&青空,battle_150027,ef_001,255,255,255,255,70
1597,1,キノコ雲爆発&青空,battle_150027,ef_002,255,255,255,255,70
1598,1,必殺技用（地球から光が放出）赤紫,battle_150028,ef_001,255,255,255,255,70
1599,1,必殺技用（エクスプロージョン）大爆発5,battle_150005,ef_005,255,255,255,255,70
1600,1,ひび割れエフェクト,battle_160000,ef_001,255,255,255,255,70
1601,1,大爆発１,battle_150009,ef_001,255,255,255,255,70
1602,1,大爆発２,battle_150009,ef_002,255,255,255,255,70
1603,1,大爆発３,battle_150009,ef_003,255,255,255,255,70
1604,1,宇宙からの俯瞰視点で地球からエネルギー波が放出(右上),battle_150004,ef_009,255,255,255,255,70
1605,1,必中テロップ(アイコン奇数用),battle_152001,ef_001,255,255,255,255,70
1606,1,必中テロップ（アイコン偶数用）,battle_152001,ef_002,255,255,255,255,70
1650,1,必殺技用（エクスプロージョン12）,battle_150029,ef_001,255,255,255,255,70
1651,1,必殺技用（エクスプロージョン13）,battle_150030,ef_001,255,255,255,255,70
1652,1,必殺技用（エクスプロージョン14）,battle_150031,ef_001,255,255,255,255,70
1653,1,必殺技用（エクスプロージョン14）,battle_150031,ef_002,255,255,255,255,70
1654,1,必殺技用（エクスプロージョン14）,battle_150031,ef_003,255,255,255,255,70
1655,1,必殺技用（地球破壊演出）,battle_150001,ef_005,255,255,255,255,70
1656,1,必殺技用（エクスプロージョン4）,battle_150017,ef_004,255,255,255,255,70
1657,1,細い黒集中線,battle_90003,ef_001,255,255,255,255,70
1658,1,必殺技用（エクスプロージョン15）,battle_150032,ef_001,255,255,255,255,70
1659,1,溜めエフェクト2_キャラ前用(雷無し),battle_150033,ef_001,255,255,255,255,70
1660,1,気力アップ_雷無しver,battle_30500,ef_001,255,255,255,255,70
1661,1,気力アップ_雷無しver,battle_30500,ef_002,255,255,255,255,70
1662,1,気力アップ_雷無しver,battle_30500,ef_003,255,255,255,255,70
1663,1,必殺技用（エクスプロージョン16）,battle_150034,ef_001,255,255,255,255,70
1664,1,フュージョン・悟空とベジータ 変身演出,battle_300400,ef_001,255,255,255,255,70
1665,1,廃番,battle_300400,ef_001,255,255,255,255,70
1666,1,ポタラ・悟空とベジータ 変身演出,battle_300500,ef_001,255,255,255,255,70
1667,1,廃番,battle_300500,ef_001,255,255,255,255,70
1668,1,必殺技用（地球から光が放出）,battle_150014,ef_001,255,255,255,255,70
1669,1,必殺技用（エクスプロージョン17）,battle_150035,ef_001,255,255,255,255,70
1670,1,必殺技用（エクスプロージョン18）,battle_150036,ef_001,255,255,255,255,70
1671,1,必殺技用（エクスプロージョン19）,battle_150037,ef_001,255,255,255,255,70
1672,1,必殺技用（エクスプロージョン20）,battle_150038,ef_001,255,255,255,255,70
1673,1,必殺技用（エクスプロージョン21）,battle_150010,ef_001,255,255,255,255,70
1674,1,必殺技用（エクスプロージョン22）,battle_150011,ef_001,255,255,255,255,70
1675,1,身勝手の極意覚醒演出,battle_300600,ef_001,255,255,255,255,70
1676,1,必殺技用（エクスプロージョン21）_大爆発オレンジ,battle_150039,ef_001,255,255,255,255,70
1677,1,ターレス神聖樹演出_変身演出,battle_300700,ef_001,255,255,255,255,70
1678,1,ターレス神聖樹終了_終了演出,battle_300700,ef_002,255,255,255,255,70
1679,1,大爆発（紫・改修版）,battle_150040,ef_001,255,255,255,255,70
1680,1,必殺技用（エクスプロージョン23）,battle_150041,ef_001,255,255,255,255,70
1681,1,超サイヤ人ゴッドSSベジータ(進化)_進化演出,battle_300800,ef_001,255,255,255,255,70
1682,1,必殺技用（地球から光が放出）黄に青バチバチ,battle_150042,ef_001,255,255,255,255,70
1683,1,必殺技用（エクスプロージョン24）,battle_150043,ef_001,255,255,255,255,70
1684,1,必殺技用（エクスプロージョン25）,battle_150044,ef_001,255,255,255,255,70
1685,1,必殺技用（エクスプロージョン26）,battle_150045,ef_001,255,255,255,255,70
1686,1,必殺技用（エクスプロージョン26）(スラッグ用),battle_150045,ef_002,255,255,255,255,70
1687,1,必殺技用（エクスプロージョン27）,battle_150046,ef_001,255,255,255,255,70
1688,1,人造人間21号_気溜めエフェクト,battle_39102,ef_001,255,255,255,255,70
1689,1,必殺技用（エクスプロージョン28）,battle_150048,ef_001,255,255,255,255,70
1690,1,人造人間21号_変身演出,battle_300900,ef_001,255,255,255,255,70
1691,1,ガッ用のひび割れと集中線（通常端末用）,battle_90004,ef_001,255,255,255,255,70
1692,1,ガッ用のひび割れと集中線（縦長端末用）,battle_90004,ef_002,255,255,255,255,70
1700,1,KO,battle_170000,ef_001,255,255,255,255,70
1701,1,ゲームオーバー,battle_170000,ef_002,255,255,255,255,70
1702,1,OK,battle_170000,ef_003,255,255,255,255,70
1703,1,死亡エフェクト,battle_170000,ef_004,255,255,255,255,70
1800,1,エナジーボール 気,battle_180000,ef_001,255,255,255,255,70
1801,1,エナジーボール 気,battle_180000,ef_002,255,255,255,255,70
1802,1,エナジーボール 気,battle_180000,ef_003,255,255,255,255,70
1803,1,エナジーボール 気,battle_180000,ef_004,255,255,255,255,70
1804,1,エナジーボール 気,battle_180000,ef_005,255,255,255,255,70
1805,1,エナジーボール 気,battle_180000,ef_006,255,255,255,255,70
1806,1,エナジーボール 爆発（速）,battle_180000,ef_007,255,255,255,255,70
1807,1,エナジーボール 爆発（技）,battle_180000,ef_008,255,255,255,255,70
1808,1,エナジーボール 爆発（知）,battle_180000,ef_009,255,255,255,255,70
1809,1,エナジーボール 爆発（力）,battle_180000,ef_010,255,255,255,255,70
1810,1,エナジーボール 爆発（体）,battle_180000,ef_011,255,255,255,255,70
1811,1,エナジーボール 爆発（ドカン）,battle_180000,ef_012,255,255,255,255,70
1812,1,ハートボール,battle_180000,ef_013,255,255,255,255,70
1813,1,気力ボール,battle_180000,ef_014,255,255,255,255,70
1814,1,エナジーボール 出現（速）,battle_180000,ef_015,255,255,255,255,70
1815,1,エナジーボール 出現（技）,battle_180000,ef_016,255,255,255,255,70
1816,1,エナジーボール 出現（知）,battle_180000,ef_017,255,255,255,255,70
1817,1,エナジーボール 出現（力）,battle_180000,ef_018,255,255,255,255,70
1818,1,エナジーボール 出現（体）,battle_180000,ef_019,255,255,255,255,70
1819,1,エナジーボール 出現（ドカン）,battle_180000,ef_020,255,255,255,255,70
1820,1,バトルキャラ光球化,battle_180000,ef_021,255,255,255,255,70
1821,1,バトルキャラ光球化,battle_180000,ef_022,255,255,255,255,70
1822,1,バトルキャラ光球化(白）,battle_180000,ef_023,255,255,255,255,70
1823,1,バトルキャラ光球化(白）,battle_180000,ef_024,255,255,255,255,70
1824,1,エナジーボール最前列,battle_180000,ef_025,255,255,255,255,70
1825,1,エナジーボール最前列,battle_180000,ef_026,255,255,255,255,70
1826,1,敵にHITした際の光エフェクト,battle_180000,ef_027,255,255,255,255,70
1827,1,誘爆発,battle_180000,ef_028,255,255,255,255,70
1828,1,誘爆で白くなるエフェクト,battle_180000,ef_029,255,255,255,255,70
1830,1,エナジーボール 気（色覚サポート）,battle_180000,ef_031,255,255,255,255,70
1831,1,エナジーボール 気（色覚サポート）,battle_180000,ef_032,255,255,255,255,70
1832,1,エナジーボール 気（色覚サポート）,battle_180000,ef_033,255,255,255,255,70
1833,1,エナジーボール 気（色覚サポート）,battle_180000,ef_034,255,255,255,255,70
1834,1,エナジーボール 気（色覚サポート）,battle_180000,ef_035,255,255,255,255,70
1835,1,エナジーボール 気（魔人ブウのお菓子）,battle_180000,ef_036,255,255,255,255,70
1836,1,エナジーボール 気（魔人ブウのお菓子）,battle_180000,ef_037,255,255,255,255,70
1837,1,エナジーボール 気（魔人ブウのお菓子）,battle_180000,ef_038,255,255,255,255,70
1838,1,エナジーボール 気（N）,battle_180000,ef_039,255,255,255,255,70
1839,1,気玉取得によるスリップダメージ用アイコン　通常,battle_bomb,ef_001,255,255,255,255,70
1840,1,気玉取得によるスリップダメージ用アイコン　長押し時,battle_bomb,ef_002,255,255,255,255,70
1841,1,気玉取得によるスリップダメージ用アイコン　爆発時(青),battle_bomb,ef_003,255,255,255,255,70
1842,1,気玉取得によるスリップダメージ用アイコン　爆発時(緑),battle_bomb,ef_004,255,255,255,255,70
1843,1,気玉取得によるスリップダメージ用アイコン　爆発時(紫),battle_bomb,ef_005,255,255,255,255,70
1844,1,気玉取得によるスリップダメージ用アイコン　爆発時(赤),battle_bomb,ef_006,255,255,255,255,70
1845,1,気玉取得によるスリップダメージ用アイコン　爆発時(黄),battle_bomb,ef_007,255,255,255,255,70
1846,1,気玉取得によるスリップダメージ用アイコン　爆発時(虹),battle_bomb,ef_008,255,255,255,255,70
1900,1,HP回復,battle_190000,ef_001,255,255,255,255,70
1901,1,ドッカンバチバチ,battle_190000,ef_002,255,255,255,255,70
1902,1,ドッカンゲージマックス,battle_190000,ef_003,255,255,255,255,70
1903,1,HP999,battle_190000,ef_004,255,255,255,255,70
1904,1,moon,battle_190000,ef_005,255,255,255,255,70
1905,1,BG,battle_190000,ef_006,255,255,255,255,70
1906,1,必殺技用（地球消滅）_黄緑,battle_150103,ef_001,255,255,255,255,70
