id,name,kana
216,Super Saiyan Vegeta (Angel),
217,Super Saiyan Gotenks,
218,Giant Ape Goku (Youth),
219,Kami,
220,Mutaito,
221,Namu,
222,Bacterian,
223,Super Saiyan Vegeta (GT),
224,Towa,
225,Mira,
226,Demigra,
227,Super Saiyan Trunks (Xeno),
228,Supreme Kai of Time,
229,Trunks (Youth) (Future),
230,Super Saiyan Trunks (Future),
231,Gohan (Future),
232,Super Saiyan Gohan (Future),
233,Frieza (Full Power),
234,Super Zarbon,
235,Ginyu (Goku),
236,Super Saiyan 2 Goku (GT),
237,Meta-Rilldo,
238,Baby (Youth Form),
239,General Rilldo,
240,Hyper Meta-Rilldo,
241,Super Saiyan 2 Goku (Angel),
242,Majin Buu (Gotenks),
243,Great Saiyaman (SS2),
244,Super Saiyan 2 Trunks (Teen),
245,Nappa (Giant Ape),
246,Goku (Youth) (Giant Ape),
247,Vegeta (Giant Ape),
248,Raditz (Giant Ape),
249,Gohan (Youth) (Giant Ape),
250,Tarble,
251,Grand Supreme Kai,
252,Super Saiyan 3 Goku (GT),
253,Super Baby 2,
254,Goten Possessed (GT),
255,SS Goten Possessed (GT),
256,Baby Vegeta,
257,Gohan (GT),
258,Goten (GT),
259,Bardock (Giant Ape),
260,Fasha (Giant Ape),
261,Tora (Giant Ape),
262,Shugesh (Giant Ape),
263,Borgos (Giant Ape),
264,Super Vegito,
265,Piccolo Jr. (Giant Form),
266,Pan (GT) (Honey),
267,Hit,
268,Botamo,
269,Frost (Final Form),
270,Magetta,
271,Cabba,
272,Super Saiyan Cabba,
273,Super Saiyan 3 Gotenks,
274,Yamhan,
275,Champa,
276,Frost,
277,Frost (Assault Form),
278,Karoly,
279,Coolieza,
280,Pandel,
281,Barlot,
282,Chiaoman,
283,Bulpan,
284,Janembu,
285,Majin Buu (Ultimate Gohan),
286,Majin Buu (South Supreme Kai),
287,Turles (Giant Ape),
288,Androids #17 & #18,
289,Gotenks (Teen),
290,Super Saiyan Gotenks (Teen),
291,Super Paikuhan,
292,Baby Janemba,
293,Buu (Kid) (Babidi),
294,Omega Shenron,
295,Syn Shenron,
296,Haze Shenron,
297,Eis Shenron,
298,Nuova Shenron,
299,Rage Shenron,
300,Oceanus Shenron,
301,Naturon Shenron,
302,Super Saiyan 3 Vegeta (GT),
303,Tekka,
304,Pinich,
305,Goku Black,
306,Arale Norimaki,
307,Obotchaman,
308,Sourman,
309,Super Saiyan God SS Vegito,
310,Goku Black (Super Saiyan Rosé),
311,Trunks (Teen) (Future),
312,Mai (Future),
313,Zamasu,
314,Master Roshi (Santa),
315,Fusion Zamasu,
316,Super Saiyan 4 Goku,
317,Super Saiyan 4 Vegeta,
318,Super Saiyan 3 Goku (GT) (Golden Giant Ape),
319,Super Baby 2 (Giant Ape),
320,Super Baby 1,
321,Gohan Possessed (GT),
322,SS Gohan Possessed (GT),
323,Trunks Possessed (GT),
324,SS Trunks Possessed (GT),
325,Captain Ginyu (Ginyu Force),
326,Super Saiyan 3 Goku (Angel),
327,Masked Saiyan,
328,Super Saiyan 2 Bardock,
329,Monster Carrot,
330,Hell Fighter #17,
331,Super #17,
332,Goku Jr.,
333,Super Saiyan Goku Jr.,
334,Super Saiyan 3 Gotenks (Teen),
335,Bio-Broly,
336,Goku Black & Zamasu,
337,Goku Black (Super Saiyan Rosé) & Zamasu,
338,Super Saiyan 3 Broly,
339,Super Saiyan 4 Gogeta,
340,Super Saiyan Goku (Angel) (Super Kaioken),
341,Perfect Cell (Angel),
342,Frieza (Final Form) (Angel),
343,King Cold (Angel),
344,Kale (Berserk),
345,Super Saiyan 2 Caulifla,
346,Whirus,
347,Cellza,
348,Trunks (Kid) & Goten (Kid),
349,Ranfan,
350,Bergamo (Giant Form),
351,Majin Buu (Shape-Up),
352,Toppo,
353,Dr. Lychee,
354,Golden Frieza (Angel),
355,Yurin,
356,Goku (Ultra Instinct -Sign-),
357,Full Power Boujack (Galactic Warrior),
358,Grand Kai,
359,Vegito (Candy),
360,Super Saiyan Kefla,
361,Tien & Chiaotzu,
362,Man-Wolf,
363,Pamput,
364,Super Saiyan 2 Vegeta & Bulma,
365,Darkness Towa,
366,Super Saiyan 3 Trunks (Teen),
367,Super Saiyan 3 Gohan (Teen),
368,Super Saiyan 3 Bardock,
369,Tapion (Hirudegarn),
370,Tapion,
371,Hoi,
372,Minotia,
373,Goku & Vegeta,
374,Super Saiyan Goku & Super Saiyan Vegeta,
375,Super Vegito,
376,Goku (Angel) & Vegeta (Angel),
377,Super Saiyan Goku (Angel) & Super Saiyan Vegeta (Angel),
378,Super Gogeta,
379,Ginyu (Goku) (Ginyu Force),
380,Jiren,
381,Goku (Ultra Instinct),
382,Super Saiyan 2 Kefla,
383,Caulifla,
384,Kale,
385,Super Saiyan 2 Kale,
386,Super Saiyan 2 Cabba,
387,Super Ribrianne,
388,Turles,
389,Dragon Ball Heroines,
390,Beerus & Whis,
391,Super Saiyan God SS Evolved Vegeta,
392,Toppo (God of Destruction Mode),
393,Dyspo,
394,Dyspo (Super Speed Mode),
395,Ribrianne,
396,Ribrianne (Giant Form),
397,Elder Kai (Dozing),
398,Lord Slug,
399,Lord Slug (Giant Form),
400,Super Full Power Saiyan 4 Goku,
401,Frieza (Final Form) (GT),
402,Cell (Perfect Form) (GT),
403,Android #18 (GT),
404,Metal Cooler Army,
405,Bulla,
406,Android #21 (Normal),
407,"Android #21 (Transformed, Good)",
408,Android #21 (Transformed),
409,"Android #21 (Transformed, Evil)",
410,Great Saiyaman 1 & 2,
411,Cell (Perfect Form) & Cell Jr.,
412,Goku & Frieza (Final Form) (Angel),
413,Trunks (Kid) & Goten (Kid) & Marron,
414,Piccolo,
415,Super Saiyan 2 Goku,
416,Super Saiyan 3 Goku,
417,Super Saiyan God Goku,
418,Super Saiyan God SS Goku,
419,Frieza (2nd Form),
420,Frieza (3rd Form),
421,Frieza (Final Form),
422,Golden Frieza,
423,Majin Buu (Ultimate Gohan) (Absorption),
424,Majin Buu (Gotenks) (Absorption),
425,Majin Buu (Piccolo) (Absorption),
426,West Supreme Kai,
427,Super Saiyan Gotenks & Ghost,
428,Pasta,
430,Beerus (Monaka Costume),
431,Brianne de Chateau,
432,Super Saiyan 3 Goku (Xeno),
433,Super Saiyan 3 Vegeta (Xeno),
434,Supreme Kai of Time (Power of Time Unleashed),
435,Super Mira,
436,Demigra (Makyouka Form),
437,Dark Masked King,
438,Black Masked Saiyan,
439,Gohan (Teen) & Videl,
440,Yamcha & Puar,
441,Goku Black (Super Saiyan Rosé) (Transformation),
442,Bota Magetta,
443,Frost (Full Power),
444,Trunks (Teen) (Future) & Mai (Future),
445,Trunks (Kid) & Mai,
446,Super Saiyan Gogeta,
447,Super Saiyan God SS Gogeta (Transformation),
448,Super Saiyan God Vegeta,
449,Super Saiyan Broly (Full Power) (Transformation),
450,Broly (Wrathful),
451,Paragus & Broly,
452,Giru,
453,Vegeta Jr.,
454,Super Saiyan Vegeta Jr.,
455,Goku (GT) & Pan (GT) & Trunks (GT),
456,Majuub (Special Fusion),
457,Goku (Youth) & Arale Norimaki,
458,Super Vegeta (Transformation),
459,Super Saiyan 2 Vegeta (Transformation),
460,Super Saiyan God Vegeta (Transformation),
461,Super Saiyan God SS Vegeta (Transformation),
462,Duplicate Vegeta,
463,Duplicate Vegeta (Super Saiyan God SS),
464,Goku (Dokkan Butoden),
465,Vegeta (Dokkan Butoden),
466,Saonel & Pirina,
467,Vados,
468,Gohan (Teen) & Goten (Kid),
469,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),
470,Legendary Super Saiyan Broly (Transformation),
471,Caulifla & Kale,
472,Super Saiyan Caulifla & Super Saiyan Kale,
473,Super Saiyan 2 Caulifla & Super Saiyan 2 Kale,
474,Super Saiyan Trunks (Future) (Transformation),
475,Super Saiyan Trunks (Future) (Boost),
476,Fusion Zamasu (Special Fusion),
477,Fusion Zamasu (Mutation),
478,Gowasu,
479,Gowasu & Zamasu,
480,Gogeta,
481,Hacchan,
482,Ox King,
483,Super Saiyan Goku (Transformation),
484,Sealas,
485,Sealas (Fused),
486,Great Saiyaman 3,
487,Goku (Xeno),
488,Vegeta (Xeno),
489,Beat,
490,Great Saiyaman 4,
491,Ahms (2nd Form),
492,Ahms (3rd Form),
493,Mecha Frieza & King Cold,
494,Super Saiyan 2 Gohan (Youth) (Awakening),
495,Perfect Cell (Evolution),
496,Goku (Youth) & Bulma (Youth),
497,Super Vegeta/Super Trunks,
498,Super Trunks (Exchange),
499,Piccolo (Fused with Kami),
500,Ribrianne (Transformation),
501,Super Saiyan Goku/Super Saiyan Gohan (Youth),
502,Super Saiyan Gohan (Youth) (Exchange),
503,Androids #17 & #18/Android #16,
504,Android #16 (Exchange),
505,Trunks (Kid) (Great Saiyaman),
506,Invisible Man,
507,Super Saiyan Gohan (Future) (Transformation),
508,Cooler (Final Form) (Transformation),
509,Thouser (Cooler's Armored Squad),
510,Cumber,
511,Super Saiyan Cumber (Giant Ape Cumber),
512,Golden Cooler,
513,Super Saiyan God SS Goku (Kaioken),
514,Fu,
515,Super Fu,
516,Gotenks (Xeno),
517,Vegeks (Xeno),
518,Gohanks (Xeno),
519,Evil Saiyan,
520,Fusion Android #13 (Transformation),
521,Androids #14 & #15,
522,Babidi & Dabura,
523,Goku (Santa),
524,Super Saiyan 3 Goku (Angel) (Transformation),
525,Majin Vegeta (Boost),
526,Great Saiyaman (SS),
527,Great Saiyaman (Transformation),
528,Yamu & Spopovich,
529,Babarian,
530,Broly (Kid),
531,Raditz (Kid),
532,Super Saiyan God SS Vegito (Transformation),
533,Super Saiyan God SS Gogeta (Transformation),
534,Super Saiyan Trunks (Future) & Mai (Future),
535,Bardock & Gine,
536,Vegeta (Kid) & Raditz (Kid),
537,Zamasu (Goku),
538,Jackie Chun (Max Power),
539,Broly & Cheelai & Lemo,
540,Team Bardock,
541,Super Saiyan Bardock (Transformation),
542,Demon King Piccolo (Rejuvenated),
543,Nappa/Vegeta,
544,Vegeta (Exchange),
545,Super Saiyan Gotenks (Transformation),
546,Super Saiyan 3 Gotenks (Transformation),
547,Majin Buu (Pure Evil) (Exchange),
548,Buu (Super) (Absorption),
549,Majin Buu (Good)/Majin Buu (Pure Evil),
550,Kefla,
551,Super Saiyan Kefla (Transformation),
552,Super Saiyan 2 Kefla (Transformation),
553,Super Saiyan God SS Goku & Super Saiyan God SS Vegeta,
554,Super Saiyan God SS Goku (Kaioken) & Super Saiyan God SS Evolved Vegeta,
555,Jiren (Full Power),
556,Toppo (Pride Troopers),
557,Goku & Gohan (Kid),
558,Kahseral (Pride Troopers),
559,Supreme Kai & Kibito,
560,Great Saiyaman 2/1,
561,Goku & Vegeta (Angel),
562,Great Saiyaman 1 (Exchange),
563,Super Vegito (Special Fusion),
564,Majin Buu (Ultimate Gohan) (Absorption),
565,Goku (Transformation),
566,Hercule/Majin Buu (Good),
567,Majin Buu (Good) (Exchange),
568,Ultimate Gohan (Boost),
569,Kibito Kai (Special Fusion),
570,Vegeta (Angel),
571,Super Saiyan 2 Vegeta (Angel),
572,Launch (Transformation),
573,Mo Kekko,
574,Golden Frieza & Sorbet,
575,Golden Frieza (Angel) (Transformation),
576,Grandpa Gohan & Pan (GT),
577,Mira (Final Form) (Absorption),
578,Team Turles,
579,Vegeta (GT) (Giant Ape),
580,Super Saiyan 4 Vegito (Xeno),
581,Super Saiyan 4 Broly,
582,Super Saiyan 4 Bardock,
583,Super Saiyan 4 Gohan,
584,Demon Goddess Towa,
585,Demon God Dabura (Xeno),
586,Demon God Salsa,
587,Babidi & Majin Buu (Good),
588,Full Power Boujack (Transformation),
589,Gohan (Kid) (Santa),
590,Annin,
591,Super Janemba (Transformation),
592,Ultimate Gohan & Piccolo,
593,Golden Frieza (Angel) & Ultimate Gohan,
594,Goku (Ultra Instinct),
595,Super Saiyan God SS Evolved Vegeta,
596,Darcoli,
597,Iwne,
598,Heles,
599,Mosco,
600,Quitela,
601,Arack,
602,Liquiir,
603,Sidra,
604,Rumsshi,
605,Belmod,
606,Geene,
607,Krillin & Android #18,
608,Master Roshi & Tien,
609,Ganos (Transformation),
610,The Preecho,
611,Golden Frieza (Angel) & Android #17,
612,Android #17 (Team Universe 7),
613,Super Saiyan Trunks (Kid) & Super Saiyan Goten (Kid),
614,Great Saiyaman & Videl,
615,Tapion & Minotia,
616,Gohan (GT) & Goten (GT),
617,Trunks (GT) & Goten (GT),
618,Legion of Shadow Dragons,
619,Baby,
620,Ginger,
621,Sansyo,
622,Nikky,
623,Garlic Jr.,
624,Super Garlic Jr.,
625,Goku & Piccolo,
626,Frieza (Final Form) & Army of the Dead,
627,Piccolo & Krillin,
628,Super Gogeta (Fusion),
629,Kyawei,
630,Marcarita,
631,Zarbon & Dodoria,
632,Krillin/Vegeta,
633,Vegeta (Exchange),
634,Krillin & Gohan (Kid),
635,Vegeta/Goku,
636,Krillin & Gohan (Kid) (Outfit Change),
637,Super Saiyan 2 Kefla (Special Fusion),
638,Nappa (Teen),
639,Hit & Super Saiyan God Goku,
640,Goku (Exchange),
641,Hacchan (Berserk),
642,Hacchan & Android #17,
643,Konkon,
644,Chacha,
645,Akkah,
646,Aoh,
647,Super Saiyan Trunks (Teen) (Transformation),
648,Supreme Kai of Time (Brainwashed),
649,Dark King Mechikabura (Power of Time Unleashed),
650,Super Saiyan God Trunks (Xeno),
651,Demon Goddess Putine,
652,Pan (Xeno),
653,Robelu,
654,Super Saiyan Goku (Xeno),
655,Super Saiyan Vegeta (Xeno),
656,Super Saiyan Vegeks (Xeno),
657,Super Saiyan 3 Gohanks (Xeno),
658,Super Saiyan 3 Gotenks (Xeno),
659,Androids #17 (Future) & #18 (Future),
660,Dr. Gero & Android #19,
661,Super Saiyan Gohan (Future) & Trunks (Youth) (Future),
662,Super Saiyan Gohan (Future) & Trunks (Youth) (Future)/Super Saiyan Gohan (Future),
663,Super Saiyan Gohan (Future) (Exchange),
664,Super Saiyan 3 Goku (Transformation),
665,Super Saiyan God Goku & Super Saiyan God Vegeta,
666,Super Saiyan God SS Goku & Super Saiyan God SS Vegeta (Transformation),
667,Super Saiyan 4 Goku & Super Saiyan 4 Vegeta,
668,Super Saiyan 4 Gogeta (Fusion),
669,Gohan (Teen) & Goten (Kid) & Trunks (Kid),
670,Goku & Chi-Chi,
671,Vegeta & Bulma,
672,Vegeta & Bulma (Outfit Change),
673,Goku Jr. & Vegeta Jr.,
674,Super Saiyan Goku Jr. & Super Saiyan Vegeta Jr.,
675,Ginyu (Goku) (Body Change),
676,Jeice & Burter,
677,Recoome & Guldo,
678,Para Para Brothers,
679,Goten (Teen),
680,Annin (Giant Form),
681,Goku & Piccolo/Piccolo,
682,Piccolo (Exchange),
683,Super Saiyan Gohan (Youth) (Exchange),
684,Cell (2nd Form) (Absorption),
685,Cell (Perfect Form) (Absorption),
686,Androids #16 & #18,
687,Super Saiyan Goku & Super Saiyan Gohan (Youth),
688,Baby (Larval Form),
689,Super Saiyan God SS Goku/Super Saiyan God SS Vegeta,
690,Super Saiyan God SS Vegeta (Exchange),
691,Super Saiyan God SS Vegeta & Super Saiyan Trunks (Future),
692,Gohan (Kid)/Goku,
693,Goku (Exchange),
694,Cell Max,
695,Trunks (GT) & Giru,
696,Cheelai,
697,Krillin & Gohan (Youth),
698,Super Saiyan Goku & Super Saiyan Vegeta (Morale Boost),
699,Colonel Blue,
700,Gamma 1,
701,Gamma 2,
702,Dabura (Angel),
703,Krillin (Angel),
704,Yamcha (Angel),
705,Super Full Power Saiyan 4 Limit Breaker Goku (Xeno),
706,Super Full Power Saiyan 4 Limit Breaker Vegeta (Xeno),
707,Super Hearts,
708,Ultimate Hearts (Transformation),
709,Golden Metal Cooler,
710,Janemba (Modified),
711,Lagss,
712,Hatchiyack (Giant Form),
713,Trunks (Teen) & Goten (Teen),
714,Piccolo (Power Awakening),
715,Super Saiyan 3 Goku & Super Saiyan 2 Vegeta,
716,Goku & Vegeta,
717,Goku (GT) & Super Saiyan 4 Vegeta,
718,Super Saiyan Vegeta (GT),
719,Super Saiyan 3 Gotenks & Piccolo,
720,Eis Shenron & Nuova Shenron,
721,Majin Vegeta,
722,Super Saiyan Goku (Transformation),
723,Super Saiyan 2 Vegeta (Transformation),
724,Vegeta & Nappa,
725,Android #17 & Hell Fighter #17,
726,Super #17 (Special Fusion),
727,Dr. Myuu & Dr. Gero,
728,Super Saiyan 2 Kale (Transformation),
729,Goku (Standby Mode),
730,Bear Thief,
731,Dr. Wheelo,
732,Amond & Rasin,
733,Daiz & Cacao,
734,Super Saiyan 4 Goku & Majuub,
735,Super Full Power Saiyan 4 Goku,
736,Gohan (Kid) (Giant Ape),
737,Super Saiyan God SS Vegito (Special Fusion),
738,Infinite Zamasu (Omnipresence),
739,Super Trunks,
740,Super Saiyan Trunks (Teen) & Super Saiyan Broly,
741,Super Saiyan Trunks (Future) (Standby Mode),
742,Giant Ape Baby,
743,Arbee,
744,Kinkarn,
745,Skud,
746,Zirloin & Rabanra & Zarbuto,
747,Police,
748,Pilaf,
749,Pilaf & Shu & Mai,
750,Ribrianne & Kakunsa & Rozie,
752,Oolong & Launch,
753,Super Full Power Saiyan 4 Limit Breaker Vegito (Xeno),
754,Super Full Power Saiyan 4 Limit Breaker Broly,
755,Crimson Masked Saiyan (Super Saiyan Rosé 3),
756,Crimson Masked Saiyan (Super Saiyan Rosé Full Power) (Transformation),
757,Super Saiyan God SS Vegeta (Berserk Controlled),
758,Dark King Fu,
759,Piccolo & Gohan (Kid),
760,Gohan (Kid) (Exchange),
761,Colonel Violet,
762,"Android #21 (Transformed, Good) (Transformation)",
763,"Android #21 (Transformed, Evil)",
764,Android #18 (Linked State),
765,Cell (Perfect Form) (GT) & Frieza (Final Form) (GT),
766,Super Saiyan Goku & Super Saiyan Vegeta & Super Saiyan Trunks (Teen),
767,Super Saiyan 3 Goku (Standby Mode),
768,Hirudegarn,
769,Hirudegarn (Perfect Form) (Transformation),
770,Piccolo & Gohan (Kid)/Gohan (Kid),
771,Super Saiyan God SS Gogeta (Transformation),
772,Super Saiyan Broly (Full Power) (Transformation),
773,Beerus (Pajamas),
774,Beerus (Pajamas) (Awake),
775,Goku Black (Super Saiyan Rosé) (Cloning),
776,Gohan (Beast),
777,Gamma 1 & Gamma 2,
778,Gamma 1 & Gamma 2/Gamma 1,
779,Gamma 1 & Gamma 2/Gamma 1 (Standby Mode),
780,Gamma 1 (Exchange),
781,Buyon,
784,Super Saiyan Vegeta (Transformation),
785,Colonel Silver,
786,General White,
787,Goku (Youth) & Krillin (Youth) & Bulma (Youth),
788,Korin,
789,Super Saiyan 2 Trunks (Future),
9001,Doflamingo,
9998,Hercule Statue,
9999,No Card,
10001,RR Robot 1,
10002,RR Robot 2,
10003,Anilaza,
10004,Abo,
10005,Scorpulon,
10006,Angila,
10007,Angol,
10008,Imeckan Soldier,
10009,Rabbit Mobster A,
10010,Rabbit Mobster B,
10011,Onion,
10012,Ghastel,
10013,Kakunsa,
10014,Kado,
10015,Kahseral,
10016,Cabira,
10017,Kyukonman,
10018,Gryll,
10019,Gryll (Duplicate),
10020,Gurumes,
10021,Krillin Clone,
10022,Trunks Clone,
10023,Piccolo Clone,
10024,Vegeta Clone,
10025,Yamcha Clone,
10026,Tien Clone,
10027,Goku Clone,
10028,Gohan Clone,
10029,Majin Buu Clone,
10030,Susha,
10031,Goz,
10032,Gola,
10033,0,
10034,Saonel,
10035,Shula,
10036,Zoonama,
10037,Slug Soldier,
10038,Super Sigma,
10039,Super Sigma 2,
10040,Super Sigma 3,
10041,Super Hatchiyack,
10042,Dr. Kochin,
10043,Dr. Myuu,
10044,Wings,
10045,Toolo,
10046,Trunks (GT),
10047,Tobi,
10048,Natt,
10049,Nezi,
10050,Bio-Man,
10051,Bio-Warrior,
10052,Basil,
10053,Punch Machine,
10054,Bizu,
10055,Videl Possessed (GT),
10056,Piccolo (Brainwashed),
10057,Reich Pilaf,
10058,Pirina,
10059,Hirudegarn (Upper Body),
10060,Hirudegarn (Lower Body),
10061,Shorty,
10062,Frieza Soldier 2,
10063,Frieza Soldier 3,
10064,Frieza Soldier 4,
10065,Frieza Soldier 5,
10066,Bongo,
10067,Bon Para,
10068,Mamba,
10069,Mutchy,
10070,Mutchy Mutchy,
10071,Mez,
10072,Medamatcha,
10073,Major Metallitron,
10074,Melee,
10075,Moah,
10076,Monna (Giant Form),
10077,Torga,
10078,Lavender,
10079,Ribet,
10080,Lucifer,
10081,Luud,
10082,Luud (Pan),
10083,Ledgic,
10084,Rozie,
10085,Master Roshi (Cursed),
10086,Jinkouman (Training),
10087,Oceanus Shenron (Princess Oto),
10088,North Supreme Kai,
10089,South Supreme Kai,
10090,Aka,
10091,Goliamite,
10092,Lord Yao,
10093,Poacher A,
10094,Poacher B,
10095,Giant Bio-Broly,
10096,Kai,
10097,Assassin from Universe 9,
10098,Super Saiyan Goten (GT),
10099,Super Naturon Shenron,
10100,Salt,
10101,Mustard,
10102,Spice,
10103,Vinegar,
10104,Jackie Chun Statue,
10105,Beelzebub,
10106,Icarus,
10107,Super Hercule Statue (Diamond),
