id,card_id,attack,hp,element,rarity,series,number,description,open_at,created_at,updated_at
1001820,1001820,2450,3700,2,0,3,109,"Can be recruited from the Super Strike Event ""Gentle Destroyer"".",2021-09-06 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1001860,1001860,2900,4350,4,0,14,507,Can be recruited from Summons.,2024-02-23 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1001890,1001890,2150,3200,1,0,1,24,Can be recruited from Friend Summons.,2021-05-25 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1001900,1001900,2400,3600,3,0,1,25,Can be recruited from Friend Summons.,2021-05-25 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1001910,1001910,2150,3200,2,0,1,26,Can be recruited from Friend Summons.,2021-05-25 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1001930,1001930,4250,6350,21,1,4,132,Can be recruited from Summons.,2021-12-15 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1001940,1001940,2900,4350,4,0,4,142,Can be recruited from Summons.,2021-12-15 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1001960,1001960,2750,4150,1,0,5,181,Can be recruited from Summons.,2022-02-08 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1001980,1001980,2700,4050,0,0,4,143,Can be recruited from Summons.,2021-12-15 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1001990,1001990,2400,3600,1,0,13,468,Can be recruited from Summons.,2023-12-19 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002000,1002000,3100,4650,0,0,13,467,Can be recruited from Summons.,2023-12-19 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002030,1002030,2950,4450,3,0,13,471,1st World Tournament Overall Ranking Reward,2023-12-19 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002050,1002050,3750,5600,22,1,4,129,Can be recruited from Summons.,2021-12-15 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002060,1002060,2500,3750,3,0,4,146,Can be recruited from Summons.,2021-12-15 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002070,1002070,2300,3450,0,0,4,147,Can be recruited from Summons.,2021-12-15 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002100,1002100,4300,6450,22,1,4,133,Can be recruited from Summons.,2021-12-15 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002180,1002180,2200,3300,4,0,6,209,Currently unable to be recruited.,2022-05-19 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002200,1002200,2750,4150,4,0,4,141,Can be recruited from Summons.,2021-12-15 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002240,1002240,3000,4500,0,0,11,391,Distributed during a campaign.,2023-06-27 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002250,1002250,4300,6400,13,1,11,379,Can be recruited from the World Tournament Ticket Summon.,2023-06-27 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002280,1002280,2700,4100,4,0,13,474,"Can be recruited from the Super Strike Event ""King Piccolo's Successor"".",2023-12-19 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002300,1002300,2750,4100,0,0,11,404,Can be recruited from the World Tournament Ticket Summon.,2023-06-27 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002310,1002310,2900,4300,2,0,11,403,Can be recruited from the World Tournament Ticket Summon.,2023-06-27 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002340,1002340,2550,3800,3,0,11,393,[Acclaimed Ability] Krillin's Dokkan Awakened form.,2023-06-27 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002360,1002360,2900,4300,0,0,11,402,Can be recruited from the World Tournament Ticket Summon.,2023-06-27 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002400,1002400,2650,4000,0,0,5,172,Can be recruited from Summons.,2022-02-08 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002410,1002410,2300,3450,4,0,3,103,"Can be recruited from the Dokkan Event ""The Inimitable Fusion"".",2021-09-06 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002560,1002560,4350,6500,23,1,10,353,[Galaxy's Most Evil] Boujack's Dokkan Awakened form.,2023-04-24 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002590,1002590,2600,3900,3,0,4,148,Can be recruited from Summons.,2021-12-15 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002600,1002600,2300,3450,2,0,6,210,Can be recruited from Summons.,2022-05-19 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002610,1002610,2350,3500,3,0,6,211,Can be recruited from Summons.,2022-05-19 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002660,1002660,2900,4350,1,0,6,217,Can be recruited from Summons.,2022-05-19 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002680,1002680,2300,3450,4,0,5,178,Currently unable to be recruited.,2022-02-08 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002700,1002700,4400,6600,10,1,10,346,Can be recruited from Summons.,2023-04-24 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002710,1002710,4150,6200,14,1,1,11,Currently unable to be recruited.,2021-05-25 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002790,1002790,2650,4000,0,0,3,111,Can be recruited from Summons.,2021-09-06 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002800,1002800,7400,8900,22,2,12,415,Can be recruited from Dokkan Festivals.,2023-10-23 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002860,1002860,2450,3700,0,0,3,101,[Overflowing Resolve] Goku's Dokkan Awakened form.,2021-09-06 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002880,1002880,4000,6000,11,1,2,49,"Can be recruited from the Super Strike Event ""The Divine Demonic Namekian Warrior"".",2021-07-26 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002890,1002890,2600,3900,3,0,2,62,"Can be recruited from the Super Strike Event ""The Time-Traveling Warrior"".",2021-07-26 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1002980,1002980,2200,3300,2,0,14,505,Can be recruited from Summons.,2024-02-23 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1003000,1003000,2850,4300,3,0,15,547,Can be recruited from Summons.,2024-04-22 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1003140,1003140,3050,4600,2,0,13,470,1st World Tournament Overall Ranking Reward,2023-12-19 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1003150,1003150,2200,3300,0,0,13,476,Can be recruited from the World Tournament Ticket Summon.,2023-12-19 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1003160,1003160,2050,3100,1,0,11,395,Can be recruited from the World Tournament Ticket Summon.,2023-06-27 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1003190,1003190,4200,6300,14,1,12,420,Can be recruited from Summons.,2023-10-23 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1003210,1003210,7800,9350,10,2,2,43,[Stunning Metamorphosis] Super Saiyan 3 Goku's Dokkan Awakened form.,2021-07-26 06:30:00,2024-07-16 08:39:35.068351,2024-07-16 08:39:35.068351
1003220,1003220,2650,4000,2,0,3,98,Can be recruited from Summons.,2021-09-06 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003280,1003280,3950,5900,10,1,2,50,Can be recruited from Summons.,2021-07-26 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003290,1003290,4100,6150,14,1,3,86,Can be recruited from Summons.,2021-09-06 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003300,1003300,7000,8400,21,2,14,489,Can be recruited from Dokkan Festivals.,2024-02-23 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003320,1003320,7400,8900,24,2,1,7,Can be recruited from Dokkan Festivals.,2021-05-25 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003340,1003340,2650,4000,4,0,10,355,3rd World Tournament Overall Ranking Reward,2023-04-24 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003350,1003350,4200,6300,14,1,6,199,[White Hot Face-Off] Super Saiyan Goku's Dokkan Awakened form.,2022-05-19 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003370,1003370,4100,6150,11,1,6,203,Can be recruited from Summons.,2022-05-19 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003460,1003460,2450,3700,3,0,4,136,"Can be recruited from the Super Strike Event ""Guardian of the Sanctuary"".",2021-12-15 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003520,1003520,2000,3000,2,0,2,63,Can be recruited from Summons.,2021-07-26 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003570,1003570,2900,4350,3,0,5,180,Can be recruited from Summons.,2022-02-08 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003580,1003580,2350,3500,0,0,2,64,[Rocky Road to Peace] Gohan (Teen)'s Dokkan Awakened form.,2021-07-26 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003590,1003590,2000,3000,3,0,2,65,[Blazing Justice] Videl's Dokkan Awakened form.,2021-07-26 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003670,1003670,3850,5800,14,1,7,237,Can be recruited from Summons.,2022-08-22 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003720,1003720,4050,6100,11,1,3,90,Can be recruited from Summons.,2021-09-06 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003760,1003760,4400,6600,22,1,10,349,[Terror Perfected] Perfect Cell's Dokkan Awakened form.,2023-04-24 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003780,1003780,7150,8600,22,2,2,46,Can be recruited from Summons.,2021-07-26 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003790,1003790,7150,8600,23,2,2,45,Can be recruited from Summons.,2021-07-26 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003840,1003840,2400,3600,2,0,6,207,Currently unable to be recruited.,2022-05-19 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003880,1003880,2000,3000,2,0,1,27,Can be recruited from Summons.,2021-05-25 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003900,1003900,2950,4400,0,0,6,216,Currently unable to be recruited.,2022-05-19 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003910,1003910,2250,3400,3,0,1,23,Can be recruited from Summons.,2021-05-25 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003920,1003920,3800,5700,20,1,7,242,Can be recruited from Summons.,2022-08-22 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003930,1003930,3800,5700,24,1,7,244,"Can be recruited from the Story Event ""The Tree of Might"".",2022-08-22 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003940,1003940,3800,5700,23,1,7,243,Can be recruited from Summons.,2022-08-22 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003950,1003950,2350,3500,1,0,7,257,Can be recruited from Summons.,2022-08-22 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003960,1003960,2350,3500,1,0,7,258,"Can be recruited from the Story Event ""The Tree of Might"".",2022-08-22 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1003990,1003990,2600,3900,3,0,3,100,Currently unable to be recruited.,2021-09-06 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004010,1004010,3050,4550,1,0,10,358,1st World Tournament Overall Ranking Reward,2023-04-24 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004180,1004180,2000,3000,1,0,11,394,Can be recruited from the World Tournament Ticket Summon.,2023-06-27 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004280,1004280,2600,3900,1,0,3,99,Can be recruited from Summons.,2021-09-06 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004370,1004370,4200,6300,10,1,3,88,Can be recruited from Summons.,2021-09-06 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004400,1004400,4200,6300,20,1,14,501,[Cell Fusion] Cell (1st Form)'s Dokkan Awakened form.,2024-02-23 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004460,1004460,2200,3300,2,0,4,139,Can be recruited from Summons.,2021-12-15 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004480,1004480,4400,6600,13,1,13,456,Can be recruited from Summons.,2023-12-19 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004520,1004520,3600,5400,13,1,9,316,"Can be recruited from the Story Event ""Defeat the Legendary Super Saiyan"".",2023-01-23 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004540,1004540,2700,4050,0,0,14,516,"Can be recruited from the Dokkan Event ""The Horrific Cell Games"".",2024-02-23 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004570,1004570,2700,4050,1,0,5,182,"Can be recruited from the Dokkan Event ""Pure Destruction and Carnage"".",2022-02-08 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004740,1004740,3100,4600,2,0,10,359,Can be recruited from Baba's Shop.,2023-04-24 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004750,1004750,4100,6150,12,1,3,85,4th World Tournament Overall Ranking Reward,2021-09-06 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004760,1004760,2900,4300,3,0,10,362,"Can be recruited from the Limit Event ""Hero Extermination Plan: Evil Powers Strike Back"".",2023-04-24 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004800,1004800,2100,3150,4,0,5,176,"Can be recruited from the Super Strike Event ""Success? Fail? A Fusion of Super Forces"".",2022-02-08 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004810,1004810,2100,3150,1,0,5,177,"Can be recruited from the Super Strike Event ""Success? Fail? A Fusion of Super Forces"".",2022-02-08 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004830,1004830,2250,3400,2,0,6,212,Can be recruited from Summons.,2022-05-19 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004870,1004870,2000,3000,1,0,6,213,Can be recruited from Summons.,2022-05-19 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1004930,1004930,4250,6350,21,1,10,354,Can be recruited from Baba's Shop.,2023-04-24 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005030,1005030,7300,8800,13,2,12,408,[The Power to Shake the Universe] Super Saiyan 3 Goku's Dokkan Awakened form.,2023-10-23 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005050,1005050,7450,8950,22,2,3,84,[Wickedness Personified] Super Janemba's Dokkan Awakened form.,2021-09-06 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005090,1005090,3850,5750,11,1,4,125,Can be recruited from Summons.,2021-12-15 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005100,1005100,3850,5750,12,1,4,126,Can be recruited from Summons.,2021-12-15 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005110,1005110,2750,4100,1,0,12,442,"Can be recruited from the Story Event ""Lord Slug"".",2023-10-23 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005170,1005170,4250,6400,23,1,13,462,Can be recruited from the World Tournament Ticket Summon.,2023-12-19 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005210,1005210,4600,6900,14,1,13,454,Can be recruited from Summons.,2023-12-19 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005270,1005270,7550,9050,13,2,3,80,Can be recruited from Dokkan Festivals.,2021-09-06 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005280,1005280,7500,9000,13,2,12,412,[Almighty Fusion] Super Gogeta's Dokkan Awakened form.,2023-10-23 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005290,1005290,3000,4500,0,0,6,215,5th World Tournament Overall Ranking Reward,2022-05-19 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005320,1005320,7300,8750,11,2,6,195,[Enigmatic Power] Whis' Dokkan Awakened form.,2022-05-19 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005590,1005590,2250,3400,2,0,13,478,Can be recruited from the World Tournament Ticket Summon.,2023-12-19 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005610,1005610,3850,5800,14,1,2,51,"Can be recruited from the Story Event ""Fight Against Despair!""",2021-07-26 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005700,1005700,2050,3100,4,0,2,73,"Can be recruited from the Super Strike Event ""Vicious Mechanical Monarch"".",2021-07-26 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005770,1005770,4250,6400,11,1,15,530,[Undying Superpower] Goku (GT)'s Dokkan Awakened form.,2024-04-22 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005780,1005780,2900,4350,0,0,15,545,Can be recruited from Summons.,2024-04-22 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005830,1005830,2750,4100,4,0,6,218,Can be recruited from Summons.,2022-05-19 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005840,1005840,4250,6350,11,1,6,201,[Carnage Awakens] Beerus' Dokkan Awakened form.,2022-05-19 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
1005920,1005920,2550,3850,3,0,15,551,"Can be recruited from the Dragon Ball Story ""Dragon Ball GT: Ultimate DB Saga"".",2024-04-22 06:30:00,2024-07-16 08:39:35.080665,2024-07-16 08:39:35.080665
