id,type,card_id,awaked_card_id,num,card_awakening_set_id,optimal_awakening_step,optimal_awakening_type,description,priority,open_at,created_at,updated_at
36,CardAwakeningRoute::Zet,1001080,1001081,1,8,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
37,CardAwakeningRoute::Zet,1002150,1002151,1,8,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
38,CardAwakeningRoute::Zet,1000080,1000081,1,9,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
39,CardAwakeningRoute::Zet,1000160,1000161,1,9,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
40,CardAwakeningRoute::Zet,1000220,1000221,1,9,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
41,CardAwakeningRoute::Zet,1001070,1001071,1,9,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
42,CardAwakeningRoute::Zet,1001420,1001421,1,9,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
43,CardAwakeningRoute::Zet,1001600,1001601,1,9,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
44,CardAwakeningRoute::Zet,1001760,1001761,1,9,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
45,CardAwakeningRoute::Zet,1000100,1000101,1,10,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
46,CardAwakeningRoute::Zet,1000120,1000121,1,10,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
47,CardAwakeningRoute::Zet,1000150,1000151,1,10,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
48,CardAwakeningRoute::Zet,1000850,1000851,1,10,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
49,CardAwakeningRoute::Zet,1000930,1000931,1,10,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
50,CardAwakeningRoute::Zet,1001020,1001021,1,10,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
51,CardAwakeningRoute::Zet,1001500,1001501,1,10,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
52,CardAwakeningRoute::Zet,1000140,1000141,1,11,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
53,CardAwakeningRoute::Zet,1000810,1000811,1,11,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
54,CardAwakeningRoute::Zet,1000820,1000821,1,11,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
55,CardAwakeningRoute::Zet,1000900,1000901,1,11,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
56,CardAwakeningRoute::Zet,2000040,2000041,1,11,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
57,CardAwakeningRoute::Zet,1001740,1001741,1,11,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
58,CardAwakeningRoute::Zet,1002210,1002211,1,11,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
59,CardAwakeningRoute::Zet,1002600,1002601,1,11,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
60,CardAwakeningRoute::Zet,1002050,1002051,1,11,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
61,CardAwakeningRoute::Zet,1000180,1000181,1,12,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
62,CardAwakeningRoute::Zet,1000190,1000191,1,12,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
63,CardAwakeningRoute::Zet,1000210,1000211,1,12,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
64,CardAwakeningRoute::Zet,1000950,1000951,1,12,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
65,CardAwakeningRoute::Zet,1000980,1000981,1,12,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
66,CardAwakeningRoute::Zet,1001100,1001101,1,12,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
67,CardAwakeningRoute::Zet,1001380,1001381,1,12,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
68,CardAwakeningRoute::Zet,2000280,2000281,1,12,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
69,CardAwakeningRoute::Zet,1000200,1000201,1,13,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
70,CardAwakeningRoute::Zet,1000240,1000241,1,13,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
71,CardAwakeningRoute::Zet,1000940,1000941,1,13,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
72,CardAwakeningRoute::Zet,1000960,1000961,1,13,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
73,CardAwakeningRoute::Zet,1001050,1001051,1,13,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
74,CardAwakeningRoute::Zet,1001060,1001061,1,13,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
75,CardAwakeningRoute::Zet,1001730,1001731,1,13,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
76,CardAwakeningRoute::Zet,2000190,2000191,1,13,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
77,CardAwakeningRoute::Zet,1002140,1002141,1,13,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
78,CardAwakeningRoute::Zet,1002200,1002201,1,13,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
79,CardAwakeningRoute::Zet,1000860,1000861,1,14,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
80,CardAwakeningRoute::Zet,1000870,1000871,1,14,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
81,CardAwakeningRoute::Zet,1001430,1001431,1,14,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
82,CardAwakeningRoute::Zet,1000270,1000271,1,15,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
83,CardAwakeningRoute::Zet,1000300,1000301,1,15,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
84,CardAwakeningRoute::Zet,1000460,1000461,1,15,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
85,CardAwakeningRoute::Zet,1000580,1000581,1,15,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
86,CardAwakeningRoute::Zet,1001280,1001281,1,15,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
87,CardAwakeningRoute::Zet,1001350,1001351,1,15,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
88,CardAwakeningRoute::Zet,2000270,2000271,1,15,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
89,CardAwakeningRoute::Zet,1000280,1000281,1,16,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
90,CardAwakeningRoute::Zet,1000310,1000311,1,16,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
91,CardAwakeningRoute::Zet,1001200,1001201,1,16,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
92,CardAwakeningRoute::Zet,1001370,1001371,1,16,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
93,CardAwakeningRoute::Zet,1000290,1000291,1,17,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
94,CardAwakeningRoute::Zet,1000560,1000561,1,17,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
95,CardAwakeningRoute::Zet,1001150,1001151,1,17,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
96,CardAwakeningRoute::Zet,1001180,1001181,1,17,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
97,CardAwakeningRoute::Zet,1001340,1001341,1,17,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
98,CardAwakeningRoute::Zet,1001670,1001671,1,17,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
99,CardAwakeningRoute::Zet,1001560,1001561,1,17,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
100,CardAwakeningRoute::Zet,1000320,1000321,1,18,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:34.990951,2024-07-30 10:30:34.990951
101,CardAwakeningRoute::Zet,1000330,1000331,1,18,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
102,CardAwakeningRoute::Zet,1000430,1000431,1,18,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
103,CardAwakeningRoute::Zet,1000570,1000571,1,18,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
104,CardAwakeningRoute::Zet,1001170,1001171,1,18,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
105,CardAwakeningRoute::Zet,1001190,1001191,1,18,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
106,CardAwakeningRoute::Zet,2000020,2000021,1,18,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
107,CardAwakeningRoute::Zet,1000340,1000341,1,19,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
108,CardAwakeningRoute::Zet,1000410,1000411,1,19,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
109,CardAwakeningRoute::Zet,1000490,1000491,1,19,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
110,CardAwakeningRoute::Zet,1000540,1000541,1,19,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
111,CardAwakeningRoute::Zet,1000630,1000631,1,19,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
112,CardAwakeningRoute::Zet,1001030,1001031,1,19,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
113,CardAwakeningRoute::Zet,1001250,1001251,1,19,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
114,CardAwakeningRoute::Zet,1001320,1001321,1,19,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
115,CardAwakeningRoute::Zet,1000350,1000351,1,20,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
116,CardAwakeningRoute::Zet,1000360,1000361,1,20,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
117,CardAwakeningRoute::Zet,1000380,1000381,1,20,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
118,CardAwakeningRoute::Zet,1000400,1000401,1,20,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
119,CardAwakeningRoute::Zet,1000480,1000481,1,20,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
120,CardAwakeningRoute::Zet,1000520,1000521,1,20,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
121,CardAwakeningRoute::Zet,1000600,1000601,1,20,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
122,CardAwakeningRoute::Zet,1000970,1000971,1,20,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
123,CardAwakeningRoute::Zet,1001260,1001261,1,20,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
124,CardAwakeningRoute::Zet,1001270,1001271,1,20,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
125,CardAwakeningRoute::Zet,1001290,1001291,1,20,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
126,CardAwakeningRoute::Zet,1001750,1001751,1,20,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
127,CardAwakeningRoute::Zet,1000370,1000371,1,21,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
128,CardAwakeningRoute::Zet,1000470,1000471,1,21,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
129,CardAwakeningRoute::Zet,1000510,1000511,1,21,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
130,CardAwakeningRoute::Zet,1000550,1000551,1,21,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
131,CardAwakeningRoute::Zet,1001140,1001141,1,21,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
132,CardAwakeningRoute::Zet,1001210,1001211,1,21,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
133,CardAwakeningRoute::Zet,1001230,1001231,1,21,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
134,CardAwakeningRoute::Zet,1001300,1001301,1,21,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
135,CardAwakeningRoute::Zet,1000390,1000391,1,22,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
136,CardAwakeningRoute::Zet,1000420,1000421,1,22,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
137,CardAwakeningRoute::Zet,1000610,1000611,1,22,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
138,CardAwakeningRoute::Zet,1000620,1000621,1,22,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
139,CardAwakeningRoute::Zet,1001130,1001131,1,22,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
140,CardAwakeningRoute::Zet,1001310,1001311,1,22,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
141,CardAwakeningRoute::Zet,1001330,1001331,1,22,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
142,CardAwakeningRoute::Zet,2000670,2000671,1,22,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
143,CardAwakeningRoute::Zet,1000440,1000441,1,23,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
144,CardAwakeningRoute::Zet,1000450,1000451,1,23,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
145,CardAwakeningRoute::Zet,1000530,1000531,1,23,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
146,CardAwakeningRoute::Zet,1001220,1001221,1,23,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
147,CardAwakeningRoute::Zet,1001240,1001241,1,23,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
148,CardAwakeningRoute::Zet,1001360,1001361,1,23,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
149,CardAwakeningRoute::Zet,1001540,1001541,1,23,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
150,CardAwakeningRoute::Zet,1002160,1002161,1,23,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
151,CardAwakeningRoute::Zet,1000500,1000501,1,24,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
152,CardAwakeningRoute::Zet,1000590,1000591,1,24,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
153,CardAwakeningRoute::Zet,1001160,1001161,1,24,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
154,CardAwakeningRoute::Zet,2000260,2000261,1,24,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
155,CardAwakeningRoute::Zet,1001550,1001551,1,24,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
156,CardAwakeningRoute::Zet,1002060,1002061,1,24,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
157,CardAwakeningRoute::Zet,1000640,1000641,1,25,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
158,CardAwakeningRoute::Zet,1000690,1000691,1,25,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
159,CardAwakeningRoute::Zet,1000700,1000701,1,25,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
160,CardAwakeningRoute::Zet,1000710,1000711,1,25,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
161,CardAwakeningRoute::Zet,1000720,1000721,1,25,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
162,CardAwakeningRoute::Zet,3000210,3000211,1,25,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
163,CardAwakeningRoute::Zet,3000240,3000241,1,25,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
164,CardAwakeningRoute::Zet,3000260,3000261,1,25,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
165,CardAwakeningRoute::Zet,3000290,3000291,1,25,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
166,CardAwakeningRoute::Zet,3000560,3000561,1,25,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
167,CardAwakeningRoute::Zet,3000590,3000591,1,25,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
168,CardAwakeningRoute::Zet,3001110,3001111,1,25,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
169,CardAwakeningRoute::Zet,3001140,3001141,1,25,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
170,CardAwakeningRoute::Zet,1001910,1001911,1,25,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
171,CardAwakeningRoute::Zet,1000650,1000651,1,26,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
172,CardAwakeningRoute::Zet,1000660,1000661,1,26,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
173,CardAwakeningRoute::Zet,1000670,1000671,1,26,,0,,0,2010-04-01 00:00:00,2024-07-30 10:30:35.003536,2024-07-30 10:30:35.003536
