id,card_id,category,filename
354,1000821,20004,
355,1001041,20002,
356,1001041,20004,
357,1001121,20002,
358,1001121,20004,
359,1001281,20002,
360,1001281,20004,
361,1001341,20002,
362,1001341,20004,
363,1001371,20002,
364,1001371,20004,
365,1001120,20002,
366,1001120,20004,
367,2000020,20002,
368,2000020,20004,
369,2000021,20002,
370,2000021,20004,
371,1002240,20002,
372,1002240,20004,
373,1002241,20002,
374,1002241,20004,
375,1002300,20002,
376,1002300,20004,
377,1002301,20002,
378,1002301,20004,
379,1002310,20002,
380,1002310,20004,
381,1002311,20002,
382,1002311,20004,
383,1001990,20002,
384,1001990,20004,
385,1001991,20002,
386,1001991,20004,
387,1002320,20002,
388,1002320,20004,
389,1002321,20002,
390,1002321,20004,
391,1003540,20002,
392,1003540,20004,
393,1003541,20002,
394,1003541,20004,
395,1002030,20002,
396,1002030,20004,
397,1002031,20002,
398,1002031,20004,
399,1002210,20002,
400,1002210,20004,
401,1002211,20002,
402,1002211,20004,
403,1002950,20002,
404,1002950,20004,
405,1002951,20002,
406,1002951,20004,
407,1003590,20002,
408,1003590,20004,
409,1003591,20002,
410,1003591,20004,
411,3000411,20002,
412,3000421,20002,
413,3000431,20002,
414,3000441,20002,
415,3000451,20002,
416,3000411,20004,
417,3000421,20004,
418,3000431,20004,
419,3000441,20004,
420,3000451,20004,
421,3000311,10001,a0002
422,3000311,10002,b0013
423,3000311,10003,ak1000
424,3000311,10003,ak1001
425,3000311,10004,ak1000
426,3000311,10004,ak1001
427,3000321,10001,a0002
428,3000321,10002,b0013
429,3000321,10003,ak1000
430,3000321,10003,ak1001
431,3000321,10004,ak1000
432,3000321,10004,ak1001
433,3000331,10001,a0002
434,3000331,10002,b0013
435,3000331,10003,ak1000
436,3000331,10003,ak1001
437,3000331,10004,ak1000
438,3000331,10004,ak1001
439,3000341,10001,a0002
440,3000341,10002,b0013
441,3000341,10003,ak1000
442,3000341,10003,ak1001
443,3000341,10004,ak1000
444,3000341,10004,ak1001
445,3000351,10001,a0002
446,3000351,10002,b0013
447,3000351,10003,ak1000
448,3000351,10003,ak1001
449,3000351,10004,ak1000
450,3000351,10004,ak1001
451,3000361,10001,a0002
452,3000361,10002,b0013
453,3000361,10003,ak1000
454,3000361,10003,ak1001
455,3000361,10004,ak1000
456,3000361,10004,ak1001
457,3000371,10001,a0002
458,3000371,10002,b0013
459,3000371,10003,ak1000
460,3000371,10003,ak1001
461,3000371,10004,ak1000
462,3000371,10004,ak1001
463,3000381,10001,a0002
464,3000381,10002,b0013
465,3000381,10003,ak1000
466,3000381,10003,ak1001
467,3000381,10004,ak1000
468,3000381,10004,ak1001
469,3000391,10001,a0002
470,3000391,10002,b0013
471,3000391,10003,ak1000
472,3000391,10003,ak1001
473,3000391,10004,ak1000
474,3000391,10004,ak1001
475,3000401,10001,a0002
476,3000401,10002,b0013
477,3000401,10003,ak1000
478,3000401,10003,ak1001
479,3000401,10004,ak1000
480,3000401,10004,ak1001
481,3001110,10002,ak1000
482,3001110,10002,ak1001
483,3001110,10004,bk1000
484,3001110,10004,bk1001
485,3001111,10002,ak1000
486,3001111,10002,ak1001
487,3001111,10004,bk1000
488,3001111,10004,bk1001
489,3001120,10002,ak1000
490,3001120,10002,ak1001
491,3001120,10004,bk1000
492,3001120,10004,bk1001
493,3001121,10002,ak1000
494,3001121,10002,ak1001
495,3001121,10004,bk1000
496,3001121,10004,bk1001
497,3001130,10002,ak1000
498,3001130,10002,ak1001
499,3001130,10004,bk1000
500,3001130,10004,bk1001
501,3001131,10002,ak1000
502,3001131,10002,ak1001
503,3001131,10004,bk1000
504,3001131,10004,bk1001
505,3001140,10002,ak1000
506,3001140,10002,ak1001
507,3001140,10004,bk1000
508,3001140,10004,bk1001
509,3001141,10002,ak1000
510,3001141,10002,ak1001
511,3001141,10004,bk1000
512,3001141,10004,bk1001
513,3001150,10002,ak1000
514,3001150,10002,ak1001
515,3001150,10004,bk1000
516,3001150,10004,bk1001
517,3001151,10002,ak1000
518,3001151,10002,ak1001
519,3001151,10004,bk1000
520,3001151,10004,bk1001
521,1003880,10002,ak1000
522,1003880,10002,ak1001
523,1003880,10004,bk1000
524,1003880,10004,bk1001
525,1003881,10002,ak1000
526,1003881,10002,ak1001
527,1003881,10004,bk1000
528,1003881,10004,bk1001
529,1003440,20002,
530,1003440,20004,
531,1003441,20002,
532,1003441,20004,
533,1003490,20002,
534,1003490,20004,
535,1003491,20002,
536,1003491,20004,
537,1003060,10002,ak1000
538,1003060,10002,ak1001
539,1003061,10004,bk1000
540,1003061,10004,bk1001
541,1003060,20002,
542,1003060,20004,
543,1003061,20002,
544,1003061,20004,
545,1002360,20002,
546,1002360,20004,
547,1002361,20002,
548,1002361,20004,
549,1003160,20002,
550,1003160,20004,
551,1003161,20002,
552,1003161,20004,
553,1003150,20002,
554,1003150,20004,
555,1003151,20002,
556,1003151,20004,
557,1002380,20002,
558,1002380,20004,
559,1002381,20002,
560,1002381,20004,
561,1002370,20002,
562,1002370,20004,
563,1002371,20002,
564,1002371,20004,
565,1003980,20002,
566,1003980,20004,
567,1003981,20002,
568,1003981,20004,
569,1002250,20002,
570,1002250,20004,
571,1002251,20002,
572,1002251,20004,
573,1002330,20002,
574,1002330,20004,
575,1002331,20002,
576,1002331,20004,
577,1001770,20002,
578,1001770,20004,
579,1001771,20002,
580,1001771,20004,
581,1004310,20002,
582,1004310,20004,
583,1004311,20002,
584,1004311,20004,
585,1004320,20002,
586,1004320,20004,
587,1004321,20002,
588,1004321,20004,
589,1002040,20002,
590,1002040,20004,
591,1002041,20002,
592,1002041,20004,
593,1003650,10002,ak1000
594,1003650,10002,ak1001
595,1003650,10004,bk1000
596,1003650,10004,bk1001
597,1003651,10002,ak1000
598,1003651,10002,ak1001
599,1003651,10004,bk1000
600,1003651,10004,bk1001
601,1004660,20002,
602,1004660,20004,
603,1004661,20002,
604,1004661,20004,
605,1003730,20002,
606,1003730,20004,
607,1003731,20002,
608,1003731,20004,
609,1004670,20002,
610,1004670,20004,
611,1004671,20002,
612,1004671,20004,
613,1004190,10002,ak1000
614,1004190,10002,ak1001
615,1004190,10004,bk1000
616,1004190,10004,bk1001
617,1004191,10002,ak1000
618,1004191,10002,ak1001
619,1004191,10004,bk1000
620,1004191,10004,bk1001
621,1004660,20002,
622,1004660,20004,
623,1004661,20002,
624,1004661,20004,
625,1004180,20002,
626,1004180,20004,
627,1004181,20002,
628,1004181,20004,
629,1004670,20002,
630,1004670,20004,
631,1004671,20002,
632,1004671,20004,
633,1004660,20002,
634,1004660,20004,
635,1004661,20002,
636,1004661,20004,
637,1004430,20002,
638,1004430,20004,
639,1004431,20002,
640,1004431,20004,
641,1004870,20002,
642,1004870,20004,
643,1004871,20002,
644,1004871,20004,
645,1005460,20002,
646,1005460,20004,
647,1005461,20002,
648,1005461,20004,
649,1005470,20002,
650,1005470,20004,
651,1005471,20002,
652,1005471,20004,
653,1002820,20002,
654,1002820,20004,
655,1002821,20002,
656,1002821,20004,
657,1002790,20002,
658,1002790,20004,
659,1002791,20002,
660,1002791,20004,
661,1003450,20002,
662,1003450,20004,
663,1003451,20002,
664,1003451,20004,
665,1005590,20002,
666,1005590,20004,
667,1005591,20002,
668,1005591,20004,
669,1005600,20002,
670,1005600,20004,
671,1005601,20002,
672,1005601,20004,
673,1006050,20002,
674,1006050,20004,
675,1006051,20002,
676,1006051,20004,
677,1006060,20002,
678,1006060,20004,
679,1006061,20002,
680,1006061,20004,
681,1006070,20002,
682,1006070,20004,
683,1006071,20002,
684,1006071,20004,
685,1006120,20002,
686,1006120,20004,
687,1006121,20002,
688,1006121,20004,
689,1005930,20002,
690,1005930,20004,
691,1005931,20002,
692,1005931,20004,
693,1005890,20002,
694,1005890,20004,
695,1005891,20002,
696,1005891,20004,
697,1005880,20002,
698,1005880,20004,
699,1005881,20002,
700,1005881,20004,
701,1005910,20002,
702,1005910,20004,
703,1005911,20002,
704,1005911,20004,
705,1003100,20002,
706,1003100,20004,
707,1003101,20002,
708,1003101,20004,
709,1005850,20002,
710,1005850,20004,
711,1005851,20002,
712,1005851,20004,
713,1005860,20002,
714,1005860,20004,
715,1005861,20002,
716,1005861,20004,
717,1005970,20002,
718,1005970,20004,
719,1005971,20002,
720,1005971,20004,
721,1005980,20002,
722,1005980,20004,
723,1005981,20002,
724,1005981,20004,
725,1006920,20002,
726,1006920,20004,
727,1006921,20002,
728,1006921,20004,
729,1006930,20002,
730,1006930,20004,
731,1006931,20002,
732,1006931,20004,
733,1005950,20002,
734,1005950,20004,
735,1005951,20002,
736,1005951,20004,
737,1003110,20002,
738,1003110,20004,
739,1003111,20002,
740,1003111,20004,
741,1005960,20002,
742,1005960,20004,
743,1005961,20002,
744,1005961,20004,
745,3000611,20002,
746,3000611,20004,
747,3000621,20002,
748,3000621,20004,
749,3000631,20002,
750,3000631,20004,
751,3000641,20002,
752,3000641,20004,
753,3000651,20002,
754,3000651,20004,
755,3000661,20002,
756,3000661,20004,
757,3000671,20002,
758,3000671,20004,
759,3000681,20002,
760,3000681,20004,
761,3000691,20002,
762,3000691,20004,
763,3000701,20002,
764,3000701,20004,
765,3000711,20002,
766,3000711,20004,
767,3000721,20002,
768,3000721,20004,
769,3000731,20002,
770,3000731,20004,
771,3000741,20002,
772,3000741,20004,
773,3000751,20002,
774,3000751,20004,
775,3000761,20002,
776,3000761,20004,
777,3000771,20002,
778,3000771,20004,
779,3000781,20002,
780,3000781,20004,
781,3000791,20002,
782,3000791,20004,
783,3000801,20002,
784,3000801,20004,
785,9000060,10002,ak1000
786,9000060,10002,ak1001
787,9000060,10004,bk1000
788,9000060,10004,bk1001
789,9000061,10002,ak1000
790,9000061,10002,ak1001
791,9000061,10004,bk1000
792,9000061,10004,bk1001
793,9000070,10002,ak1000
794,9000070,10002,ak1001
795,9000070,10004,bk1000
796,9000070,10004,bk1001
797,9000071,10002,ak1000
798,9000071,10002,ak1001
799,9000071,10004,bk1000
800,9000071,10004,bk1001
801,9000080,10002,ak1000
802,9000080,10002,ak1001
803,9000080,10004,bk1000
804,9000080,10004,bk1001
805,9000081,10002,ak1000
806,9000081,10002,ak1001
807,9000081,10004,bk1000
808,9000081,10004,bk1001
809,9000090,10002,ak1000
810,9000090,10002,ak1001
811,9000090,10004,bk1000
812,9000090,10004,bk1001
813,9000091,10002,ak1000
814,9000091,10002,ak1001
815,9000091,10004,bk1000
816,9000091,10004,bk1001
817,9000100,10002,ak1000
818,9000100,10002,ak1001
819,9000100,10004,bk1000
820,9000100,10004,bk1001
821,9000101,10002,ak1000
822,9000101,10002,ak1001
823,9000101,10004,bk1000
824,9000101,10004,bk1001
825,1005900,10002,ak1000
826,1005900,10002,ak1001
827,1005900,10004,bk1000
828,1005900,10004,bk1001
829,1005901,10002,ak1000
830,1005901,10002,ak1001
831,1005901,10004,bk1000
832,1005901,10004,bk1001
833,4005130,20002,
834,4005130,20004,
835,4005131,20002,
836,4005131,20004,
837,4002820,20002,
838,4002820,20004,
839,4002821,20002,
840,4002821,20004,
841,4002830,20002,
842,4002830,20004,
843,4002831,20002,
844,4002831,20004,
845,4005140,20002,
846,4005140,20004,
847,4005141,20002,
848,4005141,20004,
849,4002840,20002,
850,4002840,20004,
851,4002841,20002,
852,4002841,20004,
853,1007580,20002,
854,1007580,20004,
855,1007581,20002,
856,1007581,20004,
857,1007590,20002,
858,1007590,20004,
859,1007591,20002,
860,1007591,20004,
861,1007600,20002,
862,1007600,20004,
863,1007601,20002,
864,1007601,20004,
865,9000140,20002,
866,9000140,20004,
867,9000141,20002,
868,9000141,20004,
869,3001061,20002,
870,3001061,20004,
871,3001071,20002,
872,3001071,20004,
873,3001081,20002,
874,3001081,20004,
875,3001091,20002,
876,3001091,20004,
877,3001101,20002,
878,3001101,20004,
879,4002810,20002,
880,4002810,20004,
881,4002811,20002,
882,4002811,20004,
883,4006480,20002,
884,4006480,20004,
885,4006481,20002,
886,4006481,20004,
887,4006490,20002,
888,4006490,20004,
889,4006491,20002,
890,4006491,20004,
891,4006500,20002,
892,4006500,20004,
893,4006501,20002,
894,4006501,20004,
895,4006510,20002,
896,4006510,20004,
897,4006511,20002,
898,4006511,20004,
899,1008360,20002,
900,1008360,20004,
901,1008361,20002,
902,1008361,20004,
903,1007670,20002,
904,1007670,20004,
905,1007671,20002,
906,1007671,20004,
907,4007670,20002,
908,4007670,20004,
909,4007671,20002,
910,4007671,20004,
911,4005170,20002,
912,4005170,20004,
913,4005171,20002,
914,4005171,20004,
915,1003700,20002,
916,1003700,20004,
917,1003701,20002,
918,1003701,20004,
919,1007020,20002,
920,1007020,20004,
921,1007021,20002,
922,1007021,20004,
923,1007080,20002,
924,1007080,20004,
925,1007081,20002,
926,1007081,20004,
927,4005150,20002,
928,4005150,20004,
929,4005151,20002,
930,4005151,20004,
931,1006370,20002,
932,1006370,20004,
933,1006371,20002,
934,1006371,20004,
935,1009010,20002,
936,1009010,20004,
937,1009011,20002,
938,1009011,20004,
939,1009020,20002,
940,1009020,20004,
941,1009021,20002,
942,1009021,20004,
943,1009040,20002,
944,1009040,20004,
945,1009041,20002,
946,1009041,20004,
947,1008990,20002,
948,1008990,20004,
949,1008991,20002,
950,1008991,20004,
951,1009000,20002,
952,1009000,20004,
953,1009001,20002,
954,1009001,20004,
955,1008970,20002,
956,1008970,20004,
957,1008971,20002,
958,1008971,20004,
959,1008980,20002,
960,1008980,20004,
961,1008981,20002,
962,1008981,20004,
963,1008950,20002,
964,1008950,20004,
965,1008951,20002,
966,1008951,20004,
967,1009050,20002,
968,1009050,20004,
969,1009051,20002,
970,1009051,20004,
971,1009030,20002,
972,1009030,20004,
973,1009031,20002,
974,1009031,20004,
975,9009030,20002,
976,9009030,20004,
977,9009031,20002,
978,9009031,20004,
979,1009060,20002,
980,1009060,20004,
981,1009061,20002,
982,1009061,20004,
983,1004520,20002,
984,1004520,20004,
985,1004521,20002,
986,1004521,20004,
987,1009670,20002,
988,1009670,20004,
989,1009671,20002,
990,1009671,20004,
991,1004240,20002,
992,1004240,20004,
993,1004241,20002,
994,1004241,20004,
995,1008880,10002,ak1000
996,1008880,10002,ak1001
997,1008880,10004,bk1000
998,1008880,10004,bk1001
999,1008881,10002,ak1000
1000,1008881,10002,ak1001
1001,1008881,10004,bk1000
1002,1008881,10004,bk1001
1003,9207080,20002,
1004,9207080,20004,
1005,9207081,20002,
1006,9207081,20004,
1007,9207020,20002,
1008,9207020,20004,
1009,9207021,20002,
1010,9207021,20004,
1011,1009520,20002,
1012,1009520,20004,
1013,1009521,20002,
1014,1009521,20004,
1015,1008960,20002,
1016,1008960,20004,
1017,1008961,20002,
1018,1008961,20004,
1019,9008960,20002,
1020,9008960,20004,
1021,9008961,20002,
1022,9008961,20004,
1023,9009800,20002,
1024,9009800,20004,
1025,9009801,20002,
1026,9009801,20004,
1027,9008460,10002,ak1000
1028,9008460,10002,ak1001
1029,9008460,10004,bk1000
1030,9008460,10004,bk1001
1031,9008461,10002,ak1000
1032,9008461,10002,ak1001
1033,9008461,10004,bk1000
1034,9008461,10004,bk1001
1035,9008470,10002,ak1000
1036,9008470,10002,ak1001
1037,9008470,10004,bk1000
1038,9008470,10004,bk1001
1039,9008471,10002,ak1000
1040,9008471,10002,ak1001
1041,9008471,10004,bk1000
1042,9008471,10004,bk1001
1043,1008490,10002,ak1000
1044,1008490,10002,ak1001
1045,1008490,10004,bk1000
1046,1008490,10004,bk1001
1047,1008491,10002,ak1000
1048,1008491,10002,ak1001
1049,1008491,10004,bk1000
1050,1008491,10004,bk1001
1051,1008480,20002,
1052,1008480,20004,
1053,1008481,20002,
1054,1008481,20004,
1055,1009870,20002,
1056,1009870,20004,
1057,1009871,20002,
1058,1009871,20004,
1059,4008290,20002,
1060,4008290,20004,
1061,4008291,20002,
1062,4008291,20004,
1063,4006520,20002,
1064,4006520,20004,
1065,4006521,20002,
1066,4006521,20004,
1067,9010080,20002,
1068,9010080,20004,
1069,9010081,20002,
1070,9010081,20004,
1071,1010100,10002,ak1000
1072,1010100,10002,ak1001
1073,1010100,10004,bk1000
1074,1010100,10004,bk1001
1075,1010101,10002,ak1000
1076,1010101,10002,ak1001
1077,1010101,10004,bk1000
1078,1010101,10004,bk1001
1079,1010090,20002,
1080,1010090,20004,
1081,1010091,20002,
1082,1010091,20004,
1083,1010120,10002,ak1000
1084,1010120,10002,ak1001
1085,1010120,10004,bk1000
1086,1010120,10004,bk1001
1087,1010121,10002,ak1000
1088,1010121,10002,ak1001
1089,1010121,10004,bk1000
1090,1010121,10004,bk1001
1091,1004100,10002,ak1000
1092,1004100,10002,ak1001
1093,1004100,10004,bk1000
1094,1004100,10004,bk1001
1095,1004101,10002,ak1000
1096,1004101,10002,ak1001
1097,1004101,10004,bk1000
1098,1004101,10004,bk1001
1099,1009800,20002,
1100,1009800,20004,
1101,1009801,20002,
1102,1009801,20004,
1103,1010330,10002,ak1000
1104,1010330,10002,ak1001
1105,1010330,10004,bk1000
1106,1010330,10004,bk1001
1107,1010331,10002,ak1000
1108,1010331,10002,ak1001
1109,1010331,10004,bk1000
1110,1010331,10004,bk1001
1111,1000780,20002,
1112,1000780,20004,
1113,1000781,20002,
1114,1000781,20004,
1115,3000261,20002,
1116,3000261,20004,
1117,3000271,20002,
1118,3000271,20004,
1119,3000281,20002,
1120,3000281,20004,
1121,3000291,20002,
1122,3000291,20004,
1123,1010510,20002,
1124,1010510,20004,
1125,1010511,20002,
1126,1010511,20004,
1127,1010620,20002,
1128,1010620,20004,
1129,1010621,20002,
1130,1010621,20004,
1131,1010610,20002,
1132,1010610,20004,
1133,1010611,20002,
1134,1010611,20004,
1135,9002790,20002,
1136,9002790,20004,
1137,9002791,20002,
1138,9002791,20004,
1139,1010350,20002,
1140,1010350,20004,
1141,1010351,20002,
1142,1010351,20004,
1143,1010360,20002,
1144,1010360,20004,
1145,1010361,20002,
1146,1010361,20004,
1147,9010370,20002,
1148,9010370,20004,
1149,9010371,20002,
1150,9010371,20004,
1151,9010380,20002,
1152,9010380,20004,
1153,9010381,20002,
1154,9010381,20004,
1155,9010390,20002,
1156,9010390,20004,
1157,9010391,20002,
1158,9010391,20004,
1159,9010400,20002,
1160,9010400,20004,
1161,9010401,20002,
1162,9010401,20004,
1163,9008300,20002,
1164,9008300,20004,
1165,9008301,20002,
1166,9008301,20004,
1167,9008310,20002,
1168,9008310,20004,
1169,9008311,20002,
1170,9008311,20004,
1171,9008320,20002,
1172,9008320,20004,
1173,9008321,20002,
1174,9008321,20004,
1175,1010880,20002,
1176,1010880,20004,
1177,1010881,20002,
1178,1010881,20004,
1179,1010890,20002,
1180,1010890,20004,
1181,1010891,20002,
1182,1010891,20004,
1183,1010900,20002,
1184,1010900,20004,
1185,1010901,20002,
1186,1010901,20004,
1187,9011240,20002,
1188,9011240,20004,
1189,9011241,20002,
1190,9011241,20004,
1191,4008300,20002,
1192,4008300,20004,
1193,4008301,20002,
1194,4008301,20004,
1195,4008310,20002,
1196,4008310,20004,
1197,4008311,20002,
1198,4008311,20004,
1199,1010810,20002,
1200,1010810,20004,
1201,1010811,20002,
1202,1010811,20004,
1203,4008320,20002,
1204,4008320,20004,
1205,4008321,20002,
1206,4008321,20004,
1207,4008330,20002,
1208,4008330,20004,
1209,4008331,20002,
1210,4008331,20004,
1211,4008340,20002,
1212,4008340,20004,
1213,4008341,20002,
1214,4008341,20004,
1215,9006960,20002,
1216,9006960,20004,
1217,9006961,20002,
1218,9006961,20004,
1219,9106960,20002,
1220,9106960,20004,
1221,9106961,20002,
1222,9106961,20004,
1223,9206960,20002,
1224,9206960,20004,
1225,9206961,20002,
1226,9206961,20004,
1227,9306960,20002,
1228,9306960,20004,
1229,9306961,20002,
1230,9306961,20004,
1231,9406960,20002,
1232,9406960,20004,
1233,9406961,20002,
1234,9406961,20004,
1235,9007000,20002,
1236,9007000,20004,
1237,9007001,20002,
1238,9007001,20004,
1239,1011030,20002,
1240,1011030,20004,
1241,1011031,20002,
1242,1011031,20004,
1243,1011420,20002,
1244,1011420,20004,
1245,1011421,20002,
1246,1011421,20004,
1247,1011430,20002,
