target_type,target_id,skill_group_id
LeaderSkillSet,100122,7
LeaderSkillSet,100123,7
LeaderSkillSet,100123,18
LeaderSkillSet,100124,1
LeaderSkillSet,100124,8
LeaderSkillSet,100125,1
LeaderSkillSet,100125,8
LeaderSkillSet,100126,1
LeaderSkillSet,100126,7
LeaderSkillSet,100127,3
LeaderSkillSet,100127,7
LeaderSkillSet,100128,7
LeaderSkillSet,100128,18
LeaderSkillSet,100129,1
LeaderSkillSet,100129,8
LeaderSkillSet,100130,1
LeaderSkillSet,100130,8
LeaderSkillSet,100131,2
LeaderSkillSet,100131,8
LeaderSkillSet,100132,4
LeaderSkillSet,100132,8
LeaderSkillSet,100133,1
LeaderSkillSet,100133,8
LeaderSkillSet,100134,4
LeaderSkillSet,100134,8
LeaderSkillSet,100135,3
LeaderSkillSet,100135,7
LeaderSkillSet,100136,1
LeaderSkillSet,100136,8
LeaderSkillSet,100137,7
LeaderSkillSet,100137,18
LeaderSkillSet,100138,1
LeaderSkillSet,100138,8
LeaderSkillSet,100139,1
LeaderSkillSet,100139,3
LeaderSkillSet,100139,8
LeaderSkillSet,100140,1
LeaderSkillSet,100140,7
LeaderSkillSet,100142,1
LeaderSkillSet,100142,3
LeaderSkillSet,100142,8
LeaderSkillSet,100143,1
LeaderSkillSet,100143,8
LeaderSkillSet,100144,4
LeaderSkillSet,100144,8
LeaderSkillSet,100145,1
LeaderSkillSet,100145,8
LeaderSkillSet,100146,1
LeaderSkillSet,100146,7
LeaderSkillSet,100148,1
LeaderSkillSet,100148,8
LeaderSkillSet,100149,1
LeaderSkillSet,100149,7
LeaderSkillSet,100150,1
LeaderSkillSet,100150,7
LeaderSkillSet,100151,1
LeaderSkillSet,100151,3
LeaderSkillSet,100151,8
LeaderSkillSet,100152,1
LeaderSkillSet,100152,8
LeaderSkillSet,100153,5
LeaderSkillSet,100154,3
LeaderSkillSet,100154,7
LeaderSkillSet,100155,1
LeaderSkillSet,100155,8
LeaderSkillSet,100156,7
LeaderSkillSet,100156,18
LeaderSkillSet,100157,3
LeaderSkillSet,100157,7
LeaderSkillSet,100158,1
LeaderSkillSet,100158,3
LeaderSkillSet,100158,8
LeaderSkillSet,100159,1
LeaderSkillSet,100159,3
LeaderSkillSet,100159,8
LeaderSkillSet,100160,1
LeaderSkillSet,100160,8
LeaderSkillSet,100161,3
LeaderSkillSet,100161,7
LeaderSkillSet,100162,1
LeaderSkillSet,100162,7
LeaderSkillSet,100163,1
LeaderSkillSet,100163,7
LeaderSkillSet,100167,2
LeaderSkillSet,100167,8
LeaderSkillSet,100168,4
LeaderSkillSet,100168,8
LeaderSkillSet,100169,1
LeaderSkillSet,100169,7
LeaderSkillSet,100170,1
LeaderSkillSet,100170,3
LeaderSkillSet,100170,8
LeaderSkillSet,100171,1
LeaderSkillSet,100171,8
LeaderSkillSet,100172,4
LeaderSkillSet,100172,8
LeaderSkillSet,100173,5
LeaderSkillSet,100174,1
LeaderSkillSet,100174,8
LeaderSkillSet,100175,1
LeaderSkillSet,100175,8
LeaderSkillSet,100176,4
LeaderSkillSet,100176,8
LeaderSkillSet,100177,1
LeaderSkillSet,100177,7
LeaderSkillSet,100179,1
LeaderSkillSet,100179,3
LeaderSkillSet,100179,8
LeaderSkillSet,100180,1
LeaderSkillSet,100180,3
LeaderSkillSet,100180,8
LeaderSkillSet,100182,1
LeaderSkillSet,100182,3
LeaderSkillSet,100182,8
LeaderSkillSet,100183,5
LeaderSkillSet,100184,6
LeaderSkillSet,100185,1
LeaderSkillSet,100185,8
LeaderSkillSet,100186,1
LeaderSkillSet,100186,8
LeaderSkillSet,100188,1
LeaderSkillSet,100188,8
LeaderSkillSet,100192,1
LeaderSkillSet,100192,7
LeaderSkillSet,100193,1
LeaderSkillSet,100193,3
LeaderSkillSet,100193,8
LeaderSkillSet,100194,1
LeaderSkillSet,100194,7
LeaderSkillSet,100195,1
LeaderSkillSet,100195,8
LeaderSkillSet,100196,1
LeaderSkillSet,100196,8
LeaderSkillSet,100197,3
LeaderSkillSet,100197,7
LeaderSkillSet,100198,1
LeaderSkillSet,100198,8
LeaderSkillSet,100199,4
LeaderSkillSet,100199,8
LeaderSkillSet,100200,4
LeaderSkillSet,100200,8
LeaderSkillSet,100202,4
LeaderSkillSet,100202,7
LeaderSkillSet,100203,1
LeaderSkillSet,100203,7
LeaderSkillSet,100204,3
LeaderSkillSet,100204,7
LeaderSkillSet,100205,4
LeaderSkillSet,100205,8
LeaderSkillSet,100206,7
LeaderSkillSet,100206,18
LeaderSkillSet,100207,4
LeaderSkillSet,100207,8
LeaderSkillSet,100208,1
LeaderSkillSet,100208,8
LeaderSkillSet,100209,1
LeaderSkillSet,100209,2
LeaderSkillSet,100209,8
LeaderSkillSet,100210,1
LeaderSkillSet,100210,3
LeaderSkillSet,100210,8
LeaderSkillSet,100213,1
LeaderSkillSet,100213,8
LeaderSkillSet,100214,1
LeaderSkillSet,100214,8
LeaderSkillSet,100215,4
LeaderSkillSet,100215,8
LeaderSkillSet,100216,1
LeaderSkillSet,100216,7
LeaderSkillSet,100217,3
LeaderSkillSet,100217,7
LeaderSkillSet,100218,2
LeaderSkillSet,100218,8
LeaderSkillSet,100219,4
LeaderSkillSet,100219,8
LeaderSkillSet,100220,1
LeaderSkillSet,100220,8
LeaderSkillSet,100221,1
LeaderSkillSet,100221,7
LeaderSkillSet,100222,3
LeaderSkillSet,100222,7
LeaderSkillSet,100224,1
LeaderSkillSet,100224,7
LeaderSkillSet,100225,1
LeaderSkillSet,100225,7
LeaderSkillSet,100226,4
LeaderSkillSet,100226,7
LeaderSkillSet,100227,1
LeaderSkillSet,100227,8
LeaderSkillSet,100228,4
LeaderSkillSet,100228,8
LeaderSkillSet,100230,4
LeaderSkillSet,100230,8
LeaderSkillSet,100231,1
LeaderSkillSet,100231,8
LeaderSkillSet,100232,7
LeaderSkillSet,100232,18
LeaderSkillSet,100233,5
LeaderSkillSet,100234,1
LeaderSkillSet,100234,8
LeaderSkillSet,100235,1
LeaderSkillSet,100235,8
LeaderSkillSet,100236,1
LeaderSkillSet,100236,7
LeaderSkillSet,100237,3
LeaderSkillSet,100237,7
LeaderSkillSet,100238,7
LeaderSkillSet,100238,31
LeaderSkillSet,100239,1
LeaderSkillSet,100239,7
LeaderSkillSet,100240,4
LeaderSkillSet,100240,7
LeaderSkillSet,100241,1
LeaderSkillSet,100241,2
LeaderSkillSet,100241,3
LeaderSkillSet,100241,8
LeaderSkillSet,100242,1
LeaderSkillSet,100242,7
LeaderSkillSet,100243,1
LeaderSkillSet,100243,8
LeaderSkillSet,100245,1
LeaderSkillSet,100245,3
LeaderSkillSet,100245,8
LeaderSkillSet,100246,1
LeaderSkillSet,100246,3
LeaderSkillSet,100246,8
LeaderSkillSet,100247,1
LeaderSkillSet,100247,8
LeaderSkillSet,100248,1
LeaderSkillSet,100248,8
LeaderSkillSet,100249,4
LeaderSkillSet,100249,7
LeaderSkillSet,100250,7
LeaderSkillSet,100250,18
LeaderSkillSet,100251,3
LeaderSkillSet,100251,7
LeaderSkillSet,100252,1
LeaderSkillSet,100252,2
LeaderSkillSet,100252,8
LeaderSkillSet,100253,1
LeaderSkillSet,100253,2
LeaderSkillSet,100253,8
LeaderSkillSet,100256,1
LeaderSkillSet,100256,8
LeaderSkillSet,100257,1
LeaderSkillSet,100257,8
LeaderSkillSet,100258,1
LeaderSkillSet,100258,7
LeaderSkillSet,100259,1
LeaderSkillSet,100259,8
LeaderSkillSet,100260,1
LeaderSkillSet,100260,8
LeaderSkillSet,100261,3
LeaderSkillSet,100261,7
LeaderSkillSet,100262,2
LeaderSkillSet,100262,3
LeaderSkillSet,100262,8
LeaderSkillSet,100266,1
LeaderSkillSet,100266,8
LeaderSkillSet,100267,1
LeaderSkillSet,100267,3
LeaderSkillSet,100267,8
LeaderSkillSet,100268,1
LeaderSkillSet,100268,8
LeaderSkillSet,100269,1
LeaderSkillSet,100269,8
LeaderSkillSet,100270,1
LeaderSkillSet,100270,3
LeaderSkillSet,100270,8
LeaderSkillSet,100271,4
LeaderSkillSet,100271,8
LeaderSkillSet,100279,1
LeaderSkillSet,100279,2
LeaderSkillSet,100279,3
LeaderSkillSet,100279,4
LeaderSkillSet,100279,8
LeaderSkillSet,100280,1
LeaderSkillSet,100280,8
LeaderSkillSet,100281,1
LeaderSkillSet,100281,3
LeaderSkillSet,100281,7
LeaderSkillSet,100282,3
LeaderSkillSet,100282,7
LeaderSkillSet,100283,2
LeaderSkillSet,100283,3
LeaderSkillSet,100283,8
LeaderSkillSet,100286,1
LeaderSkillSet,100286,7
LeaderSkillSet,100287,3
LeaderSkillSet,100287,7
LeaderSkillSet,100288,1
LeaderSkillSet,100288,3
LeaderSkillSet,100288,8
LeaderSkillSet,100289,1
LeaderSkillSet,100289,3
LeaderSkillSet,100289,8
LeaderSkillSet,100290,1
LeaderSkillSet,100290,3
LeaderSkillSet,100290,8
LeaderSkillSet,100291,5
LeaderSkillSet,100292,1
LeaderSkillSet,100292,8
LeaderSkillSet,100293,4
LeaderSkillSet,100293,7
LeaderSkillSet,100294,1
LeaderSkillSet,100294,8
LeaderSkillSet,100295,4
LeaderSkillSet,100295,8
LeaderSkillSet,100296,1
LeaderSkillSet,100296,7
LeaderSkillSet,100298,6
LeaderSkillSet,100299,26
LeaderSkillSet,100300,1
LeaderSkillSet,100300,8
LeaderSkillSet,100302,1
LeaderSkillSet,100302,3
LeaderSkillSet,100302,7
LeaderSkillSet,100303,1
LeaderSkillSet,100303,3
LeaderSkillSet,100303,7
LeaderSkillSet,100304,1
LeaderSkillSet,100304,2
LeaderSkillSet,100304,3
LeaderSkillSet,100304,7
LeaderSkillSet,100306,7
LeaderSkillSet,100306,18
LeaderSkillSet,100307,1
LeaderSkillSet,100307,8
LeaderSkillSet,100313,4
LeaderSkillSet,100313,8
LeaderSkillSet,100314,4
LeaderSkillSet,100314,8
LeaderSkillSet,100315,7
LeaderSkillSet,100315,18
LeaderSkillSet,100316,1
LeaderSkillSet,100316,3
LeaderSkillSet,100316,8
LeaderSkillSet,100317,4
LeaderSkillSet,100317,8
LeaderSkillSet,100318,1
LeaderSkillSet,100318,3
LeaderSkillSet,100318,8
LeaderSkillSet,100319,1
LeaderSkillSet,100319,7
LeaderSkillSet,100320,1
LeaderSkillSet,100320,3
LeaderSkillSet,100320,8
LeaderSkillSet,100321,1
LeaderSkillSet,100321,4
LeaderSkillSet,100321,8
LeaderSkillSet,100322,1
LeaderSkillSet,100322,8
LeaderSkillSet,100323,4
LeaderSkillSet,100323,8
LeaderSkillSet,100324,4
LeaderSkillSet,100324,7
LeaderSkillSet,100325,1
LeaderSkillSet,100325,8
LeaderSkillSet,100326,1
LeaderSkillSet,100326,7
LeaderSkillSet,100327,4
LeaderSkillSet,100327,7
LeaderSkillSet,100328,5
LeaderSkillSet,100329,1
LeaderSkillSet,100329,7
LeaderSkillSet,100330,1
LeaderSkillSet,100330,4
LeaderSkillSet,100330,8
LeaderSkillSet,100331,1
LeaderSkillSet,100331,7
LeaderSkillSet,100332,1
LeaderSkillSet,100332,4
LeaderSkillSet,100332,8
LeaderSkillSet,100333,3
LeaderSkillSet,100333,7
LeaderSkillSet,100334,1
LeaderSkillSet,100334,3
LeaderSkillSet,100334,8
LeaderSkillSet,100335,1
LeaderSkillSet,100335,8
LeaderSkillSet,100336,1
LeaderSkillSet,100336,8
LeaderSkillSet,100337,1
LeaderSkillSet,100337,2
LeaderSkillSet,100337,8
LeaderSkillSet,100338,1
LeaderSkillSet,100338,7
LeaderSkillSet,100340,5
LeaderSkillSet,100345,1
LeaderSkillSet,100345,7
LeaderSkillSet,100346,1
LeaderSkillSet,100346,3
LeaderSkillSet,100346,8
LeaderSkillSet,100347,1
LeaderSkillSet,100347,7
