id,z_battle_stage_id,level,z_battle_first_reward_set_id,main_reward_id
334,10,1,334,1128
335,10,21,335,1133
336,10,41,336,1138
337,10,51,337,1143
338,10,101,338,1144
339,11,1,339,1150
340,11,2,340,1154
341,11,3,341,1157
342,11,4,342,1160
343,11,5,343,1164
344,11,6,344,1167
345,11,7,345,1170
346,11,8,346,1173
347,11,9,347,1176
348,11,10,348,1182
349,11,11,349,1184
350,11,12,350,1188
351,11,13,351,1191
352,11,14,352,1194
353,11,15,353,1198
354,11,16,354,1201
355,11,17,355,1204
356,11,18,356,1207
357,11,19,357,1210
358,11,20,358,1216
359,11,21,359,1218
360,11,22,360,1222
361,11,23,361,1225
362,11,24,362,1228
363,11,25,363,1232
364,11,26,364,1234
365,11,27,365,1238
366,11,28,366,1241
367,11,29,367,1244
368,11,30,368,1250
369,11,31,369,1251
370,12,1,370,1253
371,12,2,371,1257
372,12,3,372,1260
373,12,4,373,1263
374,12,5,374,1267
375,12,6,375,1270
376,12,7,376,1273
377,12,8,377,1276
378,12,9,378,1279
379,12,10,379,1285
380,12,11,380,1287
381,12,12,381,1291
382,12,13,382,1294
383,12,14,383,1297
384,12,15,384,1301
385,12,16,385,1304
386,12,17,386,1307
387,12,18,387,1310
388,12,19,388,1313
389,12,20,389,1319
390,12,21,390,1321
391,12,22,391,1325
392,12,23,392,1328
393,12,24,393,1331
394,12,25,394,1335
395,12,26,395,1337
396,12,27,396,1341
397,12,28,397,1344
398,12,29,398,1347
399,12,30,399,1353
400,12,31,400,1354
401,13,1,401,1356
402,13,2,402,1360
403,13,3,403,1363
404,13,4,404,1366
405,13,5,405,1370
406,13,6,406,1373
407,13,7,407,1376
408,13,8,408,1379
409,13,9,409,1382
410,13,10,410,1388
411,13,11,411,1390
412,13,12,412,1394
413,13,13,413,1397
414,13,14,414,1400
415,13,15,415,1404
416,13,16,416,1407
417,13,17,417,1410
418,13,18,418,1413
419,13,19,419,1416
420,13,20,420,1422
421,13,21,421,1424
422,13,22,422,1428
423,13,23,423,1431
424,13,24,424,1434
425,13,25,425,1438
426,13,26,426,1440
427,13,27,427,1444
428,13,28,428,1447
429,13,29,429,1450
430,13,30,430,1456
431,13,31,431,1457
432,14,1,432,1459
433,14,2,433,1463
434,14,3,434,1466
435,14,4,435,1469
436,14,5,436,1473
437,14,6,437,1476
438,14,7,438,1479
439,14,8,439,1482
440,14,9,440,1485
441,14,10,441,1491
442,14,11,442,1493
443,14,12,443,1497
444,14,13,444,1500
445,14,14,445,1503
446,14,15,446,1507
447,14,16,447,1510
448,14,17,448,1513
449,14,18,449,1516
450,14,19,450,1519
451,14,20,451,1525
452,14,21,452,1527
453,14,22,453,1531
454,14,23,454,1534
455,14,24,455,1537
456,14,25,456,1541
457,14,26,457,1543
458,14,27,458,1547
459,14,28,459,1550
460,14,29,460,1553
461,14,30,461,1559
462,14,31,462,1560
463,15,1,463,1562
464,15,2,464,1570
465,15,3,465,1575
466,15,4,466,1580
467,15,5,467,1586
468,15,6,468,1591
469,15,7,469,1596
470,15,8,470,1601
471,15,9,471,1606
472,15,10,472,1614
473,15,11,473,1616
474,15,12,474,1624
475,15,13,475,1629
476,15,14,476,1634
477,15,15,477,1640
478,15,16,478,1645
479,15,17,479,1650
480,15,18,480,1655
481,15,19,481,1660
482,15,20,482,1668
483,15,21,483,1670
484,15,22,484,1678
485,15,23,485,1683
486,15,24,486,1688
487,15,25,487,1694
488,15,26,488,1696
489,15,27,489,1704
490,15,28,490,1709
491,15,29,491,1714
492,15,30,492,1722
493,15,31,493,1723
494,16,1,494,1725
495,16,2,495,1729
496,16,3,496,1732
497,16,4,497,1735
498,16,5,498,1739
499,16,6,499,1742
500,16,7,500,1745
501,16,8,501,1748
502,16,9,502,1751
503,16,10,503,1757
504,16,11,504,1759
505,16,12,505,1763
506,16,13,506,1766
507,16,14,507,1769
508,16,15,508,1773
509,16,16,509,1776
510,16,17,510,1779
511,16,18,511,1782
512,16,19,512,1785
513,16,20,513,1791
514,16,21,514,1793
515,16,22,515,1797
516,16,23,516,1800
517,16,24,517,1803
518,16,25,518,1807
519,16,26,519,1809
520,16,27,520,1813
521,16,28,521,1816
522,16,29,522,1819
523,16,30,523,1825
524,16,31,524,1826
525,17,1,525,1828
526,17,2,526,1832
527,17,3,527,1835
528,17,4,528,1838
529,17,5,529,1842
530,17,6,530,1845
531,17,7,531,1848
532,17,8,532,1851
533,17,9,533,1854
534,17,10,534,1860
535,17,11,535,1862
536,17,12,536,1866
537,17,13,537,1869
538,17,14,538,1872
539,17,15,539,1876
540,17,16,540,1879
541,17,17,541,1882
542,17,18,542,1885
543,17,19,543,1888
544,17,20,544,1894
545,17,21,545,1896
546,17,22,546,1900
547,17,23,547,1903
548,17,24,548,1906
549,17,25,549,1910
550,17,26,550,1912
551,17,27,551,1916
552,17,28,552,1919
553,17,29,553,1922
554,17,30,554,1928
555,17,31,555,1929
556,18,1,556,1931
557,18,2,557,1935
558,18,3,558,1938
559,18,4,559,1941
560,18,5,560,1945
561,18,6,561,1948
562,18,7,562,1951
563,18,8,563,1954
564,18,9,564,1957
565,18,10,565,1963
566,18,11,566,1965
567,18,12,567,1969
568,18,13,568,1972
569,18,14,569,1975
570,18,15,570,1979
571,18,16,571,1982
572,18,17,572,1985
573,18,18,573,1988
574,18,19,574,1991
575,18,20,575,1997
576,18,21,576,1999
577,18,22,577,2003
578,18,23,578,2006
579,18,24,579,2009
580,18,25,580,2013
581,18,26,581,2015
582,18,27,582,2019
583,18,28,583,2022
584,18,29,584,2025
585,18,30,585,2031
586,18,31,586,2032
587,19,1,587,2033
588,19,11,588,2034
589,19,17,589,2035
590,19,20,590,2036
591,19,21,591,2037
592,19,23,592,2038
593,19,25,593,2039
594,19,27,594,2040
595,19,28,595,2041
596,19,29,596,2042
597,19,30,597,2043
598,19,31,598,2044
599,19,32,599,2045
600,19,33,600,2046
601,19,34,601,2047
602,19,35,602,2048
603,19,36,603,2049
604,19,37,604,2050
605,19,38,605,2051
606,19,39,606,2052
607,19,40,607,2053
608,19,41,608,2054
609,19,51,609,2055
610,19,71,610,2061
611,19,91,611,2067
612,19,101,612,2073
613,21,1,613,2079
614,21,2,614,2085
615,21,3,615,2089
616,21,4,616,2093
617,21,5,617,2098
618,21,6,618,2102
619,21,7,619,2106
620,21,8,620,2110
621,21,9,621,2114
622,21,10,622,2121
623,21,11,623,2123
624,21,12,624,2129
625,21,13,625,2133
626,21,14,626,2137
627,21,15,627,2142
628,21,16,628,2146
629,21,17,629,2150
630,21,18,630,2154
631,21,19,631,2158
632,21,20,632,2165
633,21,21,633,2167
634,21,22,634,2174
635,21,23,635,2179
636,21,24,636,2184
637,21,25,637,2191
638,21,26,638,2194
639,21,27,639,2201
640,21,28,640,2206
641,21,29,641,2211
642,21,30,642,2222
643,21,31,643,2224
644,20,1,644,2226
645,20,2,645,2230
646,20,3,646,2233
647,20,4,647,2236
648,20,5,648,2240
649,20,6,649,2243
650,20,7,650,2246
651,20,8,651,2249
652,20,9,652,2252
653,20,10,653,2258
654,20,11,654,2260
655,20,12,655,2264
656,20,13,656,2267
657,20,14,657,2270
658,20,15,658,2274
659,20,16,659,2277
660,20,17,660,2280
661,20,18,661,2283
662,20,19,662,2286
663,20,20,663,2292
664,20,21,664,2294
665,20,22,665,2298
666,20,23,666,2301
667,20,24,667,2304
668,20,25,668,2308
669,20,26,669,2310
670,20,27,670,2314
671,20,28,671,2317
672,20,29,672,2320
673,20,30,673,2326
674,20,31,674,2327
675,22,1,675,2329
676,22,2,676,2333
677,22,3,677,2336
678,22,4,678,2339
679,22,5,679,2343
680,22,6,680,2346
681,22,7,681,2349
682,22,8,682,2352
683,22,9,683,2355
684,22,10,684,2361
685,22,11,685,2363
686,22,12,686,2367
687,22,13,687,2370
688,22,14,688,2373
689,22,15,689,2377
690,22,16,690,2380
691,22,17,691,2383
692,22,18,692,2386
693,22,19,693,2389
694,22,20,694,2395
695,22,21,695,2397
696,22,22,696,2401
697,22,23,697,2404
698,22,24,698,2407
699,22,25,699,2411
700,22,26,700,2413
701,22,27,701,2417
702,22,28,702,2420
703,22,29,703,2423
704,22,30,704,2429
705,22,31,705,2430
706,23,1,706,2432
707,23,2,707,2436
708,23,3,708,2439
709,23,4,709,2442
710,23,5,710,2446
711,23,6,711,2449
712,23,7,712,2452
713,23,8,713,2455
714,23,9,714,2458
715,23,10,715,2464
716,23,11,716,2466
717,23,12,717,2470
718,23,13,718,2473
719,23,14,719,2476
720,23,15,720,2480
721,23,16,721,2483
722,23,17,722,2486
723,23,18,723,2489
724,23,19,724,2492
725,23,20,725,2498
726,23,21,726,2500
727,23,22,727,2504
728,23,23,728,2507
729,23,24,729,2510
730,23,25,730,2514
731,23,26,731,2516
732,23,27,732,2520
733,23,28,733,2523
734,23,29,734,2526
735,23,30,735,2532
736,23,31,736,2533
737,24,1,737,2535
738,24,2,738,2539
739,24,3,739,2542
740,24,4,740,2545
741,24,5,741,2549
742,24,6,742,2552
743,24,7,743,2555
744,24,8,744,2558
745,24,9,745,2561
746,24,10,746,2567
747,24,11,747,2569
748,24,12,748,2573
749,24,13,749,2576
750,24,14,750,2579
751,24,15,751,2583
752,24,16,752,2586
753,24,17,753,2589
754,24,18,754,2592
755,24,19,755,2595
756,24,20,756,2601
757,24,21,757,2603
758,24,22,758,2607
759,24,23,759,2610
760,24,24,760,2613
761,24,25,761,2617
762,24,26,762,2619
763,24,27,763,2623
764,24,28,764,2626
765,24,29,765,2629
766,24,30,766,2635
767,24,31,767,2636
768,25,1,768,2638
769,25,2,769,2642
770,25,3,770,2645
771,25,4,771,2648
772,25,5,772,2652
773,25,6,773,2655
774,25,7,774,2658
775,25,8,775,2661
776,25,9,776,2664
777,25,10,777,2670
778,25,11,778,2672
779,25,12,779,2676
780,25,13,780,2679
781,25,14,781,2682
782,25,15,782,2686
783,25,16,783,2689
784,25,17,784,2692
785,25,18,785,2695
786,25,19,786,2698
787,25,20,787,2704
788,25,21,788,2706
789,25,22,789,2710
790,25,23,790,2713
791,25,24,791,2716
792,25,25,792,2720
793,25,26,793,2722
794,25,27,794,2726
795,25,28,795,2729
796,25,29,796,2732
797,25,30,797,2738
798,25,31,798,2739
799,26,1,799,2741
800,26,2,800,2745
801,26,3,801,2748
802,26,4,802,2751
803,26,5,803,2755
804,26,6,804,2758
805,26,7,805,2761
806,26,8,806,2764
807,26,9,807,2767
808,26,10,808,2773
809,26,11,809,2775
810,26,12,810,2779
811,26,13,811,2782
812,26,14,812,2785
813,26,15,813,2789
814,26,16,814,2792
815,26,17,815,2795
816,26,18,816,2798
817,26,19,817,2801
818,26,20,818,2807
819,26,21,819,2809
820,26,22,820,2813
821,26,23,821,2816
822,26,24,822,2819
823,26,25,823,2823
824,26,26,824,2825
825,26,27,825,2829
826,26,28,826,2832
827,26,29,827,2835
828,26,30,828,2841
829,26,31,829,2842
830,27,1,830,2849
831,27,2,831,2864
832,27,3,832,2877
833,27,4,833,2890
834,27,5,834,2903
835,27,6,835,2916
836,27,7,836,2929
837,27,8,837,2942
838,27,9,838,2955
839,27,10,839,2973
840,27,11,840,2980
841,27,12,841,2995
842,27,13,842,3008
843,27,14,843,3021
844,27,15,844,3039
845,27,16,845,3048
846,27,17,846,3061
847,27,18,847,3074
848,27,19,848,3087
849,27,20,849,3105
850,27,21,850,3112
851,27,22,851,3127
852,27,23,852,3140
853,27,24,853,3153
854,27,25,854,3171
855,27,26,855,3178
856,27,27,856,3193
857,27,28,857,3206
858,27,29,858,3219
859,27,30,859,3237
860,27,31,860,3238
861,28,1,861,3240
862,28,2,862,3244
863,28,3,863,3247
864,28,4,864,3250
865,28,5,865,3254
866,28,6,866,3257
867,28,7,867,3260
868,28,8,868,3263
869,28,9,869,3266
870,28,10,870,3272
871,28,11,871,3274
872,28,12,872,3278
873,28,13,873,3281
874,28,14,874,3284
875,28,15,875,3288
876,28,16,876,3291
877,28,17,877,3294
878,28,18,878,3297
879,28,19,879,3300
880,28,20,880,3306
881,28,21,881,3308
882,28,22,882,3312
883,28,23,883,3315
884,28,24,884,3318
885,28,25,885,3322
886,28,26,886,3324
887,28,27,887,3328
888,28,28,888,3331
889,28,29,889,3334
890,28,30,890,3340
891,28,31,891,3341
892,29,1,892,3343
893,29,2,893,3345
894,29,3,894,3347
895,29,4,895,3349
896,29,5,896,3352
897,29,6,897,3354
898,29,7,898,3356
899,29,8,899,3358
900,29,9,900,3360
901,29,10,901,3363
902,29,11,902,3365
903,29,12,903,3367
904,29,13,904,3369
905,29,14,905,3371
906,29,15,906,3374
907,29,16,907,3376
908,29,17,908,3378
909,29,18,909,3380
910,29,19,910,3382
911,29,20,911,3385
912,29,21,912,3387
913,29,22,913,3389
914,29,23,914,3391
915,29,24,915,3393
916,29,25,916,3396
917,29,26,917,3398
918,29,27,918,3400
919,29,28,919,3402
920,29,29,920,3404
921,29,30,921,3407
922,29,31,922,3408
923,29,32,922,3408
924,29,33,922,3408
925,29,34,922,3408
926,29,35,923,3423
927,29,36,922,3408
928,29,37,922,3408
929,29,38,922,3408
930,29,39,922,3408
931,29,40,923,3423
932,29,41,922,3408
933,29,42,922,3408
934,29,43,922,3408
935,29,44,922,3408
936,29,45,923,3423
937,29,46,922,3408
938,29,47,922,3408
939,29,48,922,3408
940,29,49,922,3408
941,29,50,923,3423
942,29,51,924,3439
943,29,52,924,3439
944,29,53,924,3439
945,29,54,924,3439
946,29,55,925,3454
947,29,56,924,3439
948,29,57,924,3439
949,29,58,924,3439
950,29,59,924,3439
951,29,60,925,3454
952,29,61,924,3439
953,29,62,924,3439
954,29,63,924,3439
955,29,64,924,3439
956,29,65,925,3454
957,29,66,924,3439
958,29,67,924,3439
959,29,68,924,3439
960,29,69,924,3439
961,29,70,925,3454
962,29,71,924,3439
963,29,72,924,3439
964,29,73,924,3439
965,29,74,924,3439
966,29,75,925,3454
967,29,76,924,3439
968,29,77,924,3439
969,29,78,924,3439
970,29,79,924,3439
971,29,80,925,3454
972,29,81,924,3439
973,29,82,924,3439
974,29,83,924,3439
975,29,84,924,3439
976,29,85,925,3454
977,29,86,924,3439
978,29,87,924,3439
979,29,88,924,3439
980,29,89,924,3439
981,29,90,925,3454
982,29,91,924,3439
983,29,92,924,3439
984,29,93,924,3439
985,29,94,924,3439
986,29,95,925,3454
987,29,96,924,3439
988,29,97,924,3439
989,29,98,924,3439
990,29,99,924,3439
991,29,100,925,3454
992,29,101,926,3470
993,30,1,927,3476
994,30,2,928,3480
995,30,3,929,3483
996,30,4,930,3486
997,30,5,931,3490
998,30,6,932,3493
999,30,7,933,3496
1000,30,8,934,3499
1001,30,9,935,3502
1002,30,10,936,3508
1003,30,11,937,3510
1004,30,12,938,3514
1005,30,13,939,3517
1006,30,14,940,3520
1007,30,15,941,3524
1008,30,16,942,3527
1009,30,17,943,3530
1010,30,18,944,3533
1011,30,19,945,3536
1012,30,20,946,3542
1013,30,21,947,3544
1014,30,22,948,3548
1015,30,23,949,3551
1016,30,24,950,3554
1017,30,25,951,3558
1018,30,26,952,3560
1019,30,27,953,3564
1020,30,28,954,3567
1021,30,29,955,3570
1022,30,30,956,3576
1023,30,31,957,3577
1024,31,1,958,3579
1025,31,2,959,3583
1026,31,3,960,3586
1027,31,4,961,3589
1028,31,5,962,3593
1029,31,6,963,3596
1030,31,7,964,3599
1031,31,8,965,3602
1032,31,9,966,3605
1033,31,10,967,3611
1034,31,11,968,3613
1035,31,12,969,3617
1036,31,13,970,3620
1037,31,14,971,3623
1038,31,15,972,3627
1039,31,16,973,3630
1040,31,17,974,3633
1041,31,18,975,3636
1042,31,19,976,3639
1043,31,20,977,3645
1044,31,21,978,3647
1045,31,22,979,3651
1046,31,23,980,3654
1047,31,24,981,3657
1048,31,25,982,3661
1049,31,26,983,3663
1050,31,27,984,3667
1051,31,28,985,3670
1052,31,29,986,3673
1053,31,30,987,3679
1054,31,31,988,3680
1086,32,1,1020,3785
1087,32,2,1021,3789
1088,32,3,1022,3792
1089,32,4,1023,3795
1090,32,5,1024,3799
1091,32,6,1025,3802
1092,32,7,1026,3805
1093,32,8,1027,3808
1094,32,9,1028,3811
1095,32,10,1029,3817
1096,32,11,1030,3819
1097,32,12,1031,3823
1098,32,13,1032,3826
1099,32,14,1033,3829
1100,32,15,1034,3833
1101,32,16,1035,3836
1102,32,17,1036,3839
1103,32,18,1037,3842
1104,32,19,1038,3845
1105,32,20,1039,3851
1106,32,21,1040,3853
1107,32,22,1041,3857
1108,32,23,1042,3860
1109,32,24,1043,3863
1110,32,25,1044,3867
1111,32,26,1045,3869
1112,32,27,1046,3873
1113,32,28,1047,3876
1114,32,29,1048,3879
1115,32,30,1049,3885
1116,32,31,1050,3886
1117,33,1,1051,3888
1118,33,2,1052,3892
1119,33,3,1053,3895
1120,33,4,1054,3898
1121,33,5,1055,3902
1122,33,6,1056,3905
1123,33,7,1057,3908
1124,33,8,1058,3911
1125,33,9,1059,3914
1126,33,10,1060,3920
1127,33,11,1061,3922
1128,33,12,1062,3926
1129,33,13,1063,3929
1130,33,14,1064,3932
1131,33,15,1065,3936
1132,33,16,1066,3939
1133,33,17,1067,3942
1134,33,18,1068,3945
1135,33,19,1069,3948
1136,33,20,1070,3954
1137,33,21,1071,3956
1138,33,22,1072,3960
1139,33,23,1073,3963
1140,33,24,1074,3966
1141,33,25,1075,3970
1142,33,26,1076,3972
1143,33,27,1077,3976
1144,33,28,1078,3979
1145,33,29,1079,3982
1146,33,30,1080,3988
1147,33,31,1081,3989
1148,34,1,1082,3991
1149,34,2,1083,3997
1150,34,3,1084,4001
1151,34,4,1085,4005
1152,34,5,1086,4010
1153,34,6,1087,4014
1154,34,7,1088,4018
1155,34,8,1089,4022
1156,34,9,1090,4026
1157,34,10,1091,4033
1158,34,11,1092,4035
1159,34,12,1093,4041
1160,34,13,1094,4045
1161,34,14,1095,4049
1162,34,15,1096,4054
1163,34,16,1097,4058
1164,34,17,1098,4062
1165,34,18,1099,4066
1166,34,19,1100,4070
1167,34,20,1101,4077
1168,34,21,1102,4079
1169,34,22,1103,4086
1170,34,23,1104,4091
1171,34,24,1105,4096
1172,34,25,1106,4103
1173,34,26,1107,4106
1174,34,27,1108,4113
1175,34,28,1109,4118
1176,34,29,1110,4123
1177,34,30,1111,4134
1178,34,31,1112,4136
1179,35,1,1113,4138
1180,35,2,1114,4142
1181,35,3,1115,4145
1182,35,4,1116,4148
1183,35,5,1117,4152
1184,35,6,1118,4155
1185,35,7,1119,4158
1186,35,8,1120,4161
1187,35,9,1121,4164
1188,35,10,1122,4170
1189,35,11,1123,4172
1190,35,12,1124,4176
1191,35,13,1125,4179
1192,35,14,1126,4182
1193,35,15,1127,4186
1194,35,16,1128,4189
1195,35,17,1129,4192
1196,35,18,1130,4195
1197,35,19,1131,4198
1198,35,20,1132,4204
1199,35,21,1133,4206
1200,35,22,1134,4210
1201,35,23,1135,4213
1202,35,24,1136,4216
1203,35,25,1137,4220
1204,35,26,1138,4222
1205,35,27,1139,4226
1206,35,28,1140,4229
1207,35,29,1141,4232
1208,35,30,1142,4238
1209,35,31,1143,4239
1210,36,1,1144,4241
1211,36,2,1145,4245
1212,36,3,1146,4248
1213,36,4,1147,4251
1214,36,5,1148,4255
1215,36,6,1149,4258
1216,36,7,1150,4261
1217,36,8,1151,4264
1218,36,9,1152,4267
1219,36,10,1153,4273
1220,36,11,1154,4275
1221,36,12,1155,4279
1222,36,13,1156,4282
1223,36,14,1157,4285
1224,36,15,1158,4289
1225,36,16,1159,4292
1226,36,17,1160,4295
1227,36,18,1161,4298
1228,36,19,1162,4301
1229,36,20,1163,4307
1230,36,21,1164,4309
1231,36,22,1165,4313
1232,36,23,1166,4316
1233,36,24,1167,4319
1234,36,25,1168,4323
1235,36,26,1169,4325
1236,36,27,1170,4329
1237,36,28,1171,4332
1238,36,29,1172,4335
1239,36,30,1173,4341
1240,36,31,1174,4342
1241,37,1,1175,4344
1242,37,2,1176,4348
1243,37,3,1177,4351
1244,37,4,1178,4354
1245,37,5,1179,4358
1246,37,6,1180,4361
1247,37,7,1181,4364
1248,37,8,1182,4367
1249,37,9,1183,4370
1250,37,10,1184,4376
1251,37,11,1185,4378
1252,37,12,1186,4382
1253,37,13,1187,4385
1254,37,14,1188,4388
1255,37,15,1189,4392
1256,37,16,1190,4395
1257,37,17,1191,4398
1258,37,18,1192,4401
1259,37,19,1193,4404
1260,37,20,1194,4410
1261,37,21,1195,4412
1262,37,22,1196,4416
1263,37,23,1197,4419
1264,37,24,1198,4422
1265,37,25,1199,4426
1266,37,26,1200,4428
1267,37,27,1201,4432
1268,37,28,1202,4435
1269,37,29,1203,4438
1270,37,30,1204,4444
1271,37,31,1205,4445
1272,38,1,1206,4447
1273,38,2,1207,4451
1274,38,3,1208,4454
1275,38,4,1209,4457
1276,38,5,1210,4461
1277,38,6,1211,4464
1278,38,7,1212,4467
1279,38,8,1213,4470
1280,38,9,1214,4473
1281,38,10,1215,4479
1282,38,11,1216,4481
1283,38,12,1217,4485
1284,38,13,1218,4488
1285,38,14,1219,4491
1286,38,15,1220,4495
1287,38,16,1221,4498
1288,38,17,1222,4501
1289,38,18,1223,4504
1290,38,19,1224,4507
1291,38,20,1225,4513
1292,38,21,1226,4515
1293,38,22,1227,4519
1294,38,23,1228,4522
1295,38,24,1229,4525
1296,38,25,1230,4529
1297,38,26,1231,4531
1298,38,27,1232,4535
1299,38,28,1233,4538
1300,38,29,1234,4541
1301,38,30,1235,4547
1302,38,31,1236,4548
1303,39,1,1237,4550
1304,39,2,1238,4556
1305,39,3,1239,4560
1306,39,4,1240,4564
1307,39,5,1241,4569
1308,39,6,1242,4573
1309,39,7,1243,4577
1310,39,8,1244,4581
1311,39,9,1245,4585
