id,card_id,priority,created_at,updated_at
92,1015471,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
94,1015671,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
95,1015971,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
97,1016001,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
99,1016511,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
104,1016571,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
105,1017081,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
108,1017121,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
111,1017181,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
114,1017491,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
115,1018271,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
116,1018121,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
117,1018191,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
118,1005581,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
119,1005401,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
120,1005391,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
121,1005551,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
122,1005541,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
123,1010791,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
124,1009911,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
125,1009901,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
126,1009891,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
127,1009931,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
128,1010801,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
129,1009921,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
130,1010491,0,2024-05-17 11:40:42.800942,2024-05-17 11:40:42.800942
131,1010481,0,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
132,1009861,0,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
133,1007191,0,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
134,1004881,0,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
135,1009501,0,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
136,1017741,0,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
137,1017661,0,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
139,1011191,0,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
140,1017411,0,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
141,1017421,0,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
142,1008581,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
143,1008561,0,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
144,1007611,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
145,1015891,0,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
146,1015901,0,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
147,1019341,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
148,1019141,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
149,1018541,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
150,1008741,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
151,1008751,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
152,1019631,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
153,1019591,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
154,1012701,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
155,1019741,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
156,1020151,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
157,1009111,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
158,1019871,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
159,1013731,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
160,1013411,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
161,1013421,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
162,1020181,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
163,1020191,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
164,1015421,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
165,1013881,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
166,1013911,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
167,1020091,0,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
169,1008131,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
170,1004391,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
171,1007121,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
172,1020621,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
173,1020771,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
174,1020811,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
175,1020501,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
177,1018501,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
178,1018411,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
179,1021451,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
180,1021441,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
181,1020991,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
182,1010291,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
183,1021051,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
184,1008611,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
185,1008621,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
186,1008541,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
187,1006661,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
188,1021331,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
189,1021291,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
190,1021491,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
191,1021501,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
192,1016461,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
193,1016491,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
194,1018931,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
195,1018951,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
196,1021641,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
197,1021541,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
198,1021701,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
199,1021691,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
200,1008071,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
201,1005661,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
202,1005671,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
203,1021671,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
204,1021811,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
205,1018721,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
206,1018701,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
207,1012421,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
208,1021921,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
209,1021941,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
210,1018221,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
211,1021101,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
212,1016301,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
213,1006331,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
214,1022221,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
215,1008551,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
216,1008571,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
217,1006741,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
218,1005751,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
219,1022651,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
224,1006771,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
225,1011371,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
226,1010941,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
227,1017721,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
228,1017681,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
229,1010331,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
230,1014141,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
231,1014151,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
232,1014161,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
233,1014171,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
234,1013011,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
235,1013031,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
236,1013051,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
237,1013071,1,2024-05-17 11:40:42.806108,2024-05-17 11:40:42.806108
238,1013091,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
239,1009781,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
240,1009771,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
241,1013211,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
242,1022881,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
243,1023001,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
244,1022831,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
245,1010811,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
246,1007681,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
247,1010781,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
250,1013431,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
251,1013531,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
252,1020391,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
253,1020401,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
257,1017931,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
258,1017951,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
259,1023111,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
260,1018561,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
261,1018521,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
262,1008871,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
263,1009511,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
264,1014741,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
265,1014661,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
267,1007741,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
268,1016751,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
269,1016731,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
270,1016781,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
271,1016771,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
272,1016741,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
273,1016761,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
274,1023361,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
276,1010561,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
277,1005801,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
278,1015201,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
279,1015591,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
280,1019491,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
281,1023691,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
282,1023701,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
283,1023641,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
284,1023711,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
285,1023671,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
286,1023661,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
287,1023651,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
288,1023681,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
289,1008421,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
290,1008431,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
291,1010571,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
292,1010581,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
293,1010831,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
294,1009251,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
295,1009261,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
296,1009241,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
297,1011851,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
298,1023461,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
299,1023491,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
300,1023911,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
301,1016031,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
302,1016051,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
303,1023931,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
304,1023951,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
305,1023771,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
306,1024021,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
307,1023981,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
308,1019091,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
309,1019171,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
310,1019221,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
311,1019201,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
312,1019241,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
313,1024061,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
314,1024011,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
315,1019851,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
316,1019901,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
317,1024291,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
318,1024381,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
319,1019861,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
320,1019881,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
321,1019891,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
322,1023631,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
323,1024441,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
324,1024271,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
326,1024041,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
327,1009731,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
328,1009741,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
329,1009721,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
330,1021081,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
331,1024031,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
332,1024991,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
333,1024091,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
334,1014191,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
335,1014181,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
336,1014461,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
337,1014061,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
339,1025131,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
340,1025141,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
341,1009101,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
342,1025111,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
343,1025211,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
344,1025161,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
345,1025171,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
346,1025181,1,2024-05-17 11:40:42.811518,2024-05-17 11:40:42.811518
347,1025191,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
348,1025201,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
349,1018061,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
350,1015311,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
351,1015291,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
352,1025151,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
353,1025071,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
354,1010991,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
355,1010971,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
356,1010981,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
357,1010951,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
358,1010961,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
359,1025511,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
360,1025531,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
361,1023161,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
362,1025471,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
363,1025091,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
364,1010301,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
365,1010311,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
366,1010321,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
367,1017281,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
368,1017301,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
369,1018301,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
370,1018321,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
371,1018331,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
372,1018341,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
373,1018361,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
374,1018461,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
375,1017261,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
376,1017371,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
377,1018401,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
378,1020891,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
379,1023331,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
380,1025801,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
381,1010251,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
382,1010271,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
383,1026051,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
384,1025601,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
385,1009941,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
386,1011151,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
387,1011391,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
388,1013321,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
389,1026331,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
390,1026201,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
391,1026341,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
392,1026351,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
393,1014111,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
394,1020171,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
395,1026251,1,2024-05-17 11:40:42.816627,2024-05-17 11:40:42.816627
