id,z_battle_stage_id,level,act,eventkagi_num,z_battle_normal_reward_table_group_id,main_reward_id,created_at,updated_at
175,28,15,5,2,156,254,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
176,28,20,7,3,157,255,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
177,28,25,10,3,158,256,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
178,28,30,15,3,159,257,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
179,29,5,3,1,160,258,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
180,29,10,5,2,161,259,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
181,29,15,5,2,162,260,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
182,29,20,7,3,163,261,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
183,29,25,10,3,164,262,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
184,29,30,15,3,165,263,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
185,29,101,15,3,166,264,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
186,29,200,15,3,166,264,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
187,29,300,15,3,166,264,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
188,29,400,15,3,166,264,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
189,29,500,15,3,166,264,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
190,29,600,15,3,166,264,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
191,29,700,15,3,166,264,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
192,29,800,15,3,166,264,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
193,29,900,15,3,166,264,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
194,30,5,3,1,167,269,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
195,30,10,5,2,168,270,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
196,30,15,5,2,169,271,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
197,30,20,7,3,170,272,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
198,30,25,10,3,171,273,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
199,30,30,15,3,172,274,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
200,31,5,3,1,173,275,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
201,31,10,5,2,174,276,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
202,31,15,5,2,175,277,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
203,31,20,7,3,176,278,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
204,31,25,10,3,177,279,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
205,31,30,15,3,178,280,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
212,32,5,3,1,185,287,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
213,32,10,5,2,186,288,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
214,32,15,5,2,187,289,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
215,32,20,7,3,188,290,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
216,32,25,10,3,189,291,2024-06-26 10:52:42.721125,2024-06-26 10:52:42.721125
217,32,30,15,3,190,292,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
218,33,5,3,1,191,293,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
219,33,10,5,2,192,294,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
220,33,15,5,2,193,295,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
221,33,20,7,3,194,296,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
222,33,25,10,3,195,297,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
223,33,30,15,3,196,298,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
224,34,5,3,1,197,299,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
225,34,10,5,2,198,301,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
226,34,15,5,2,199,303,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
227,34,20,7,3,200,305,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
228,34,25,10,3,201,307,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
229,34,30,15,3,202,309,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
230,35,5,3,1,203,311,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
231,35,10,5,2,204,312,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
232,35,15,5,2,205,313,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
233,35,20,7,3,206,314,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
234,35,25,10,3,207,315,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
235,35,30,15,3,208,316,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
236,36,5,3,1,209,317,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
237,36,10,5,2,210,318,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
238,36,15,5,2,211,319,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
239,36,20,7,3,212,320,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
240,36,25,10,3,213,321,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
241,36,30,15,3,214,322,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
242,37,5,3,1,215,323,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
243,37,10,5,2,216,324,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
244,37,15,5,2,217,325,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
245,37,20,7,3,218,326,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
246,37,25,10,3,219,327,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
247,37,30,15,3,220,328,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
248,38,5,3,1,221,329,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
249,38,10,5,2,222,330,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
250,38,15,5,2,223,331,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
251,38,20,7,3,224,332,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
252,38,25,10,3,225,333,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
253,38,30,15,3,226,334,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
254,39,5,3,1,227,335,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
255,39,10,5,2,228,337,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
256,39,15,5,2,229,339,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
257,39,20,7,3,230,341,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
258,39,25,10,3,231,343,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
259,39,30,15,3,232,345,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
260,40,5,3,1,233,347,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
261,40,10,5,2,234,348,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
262,40,15,5,2,235,349,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
263,40,20,7,3,236,350,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
264,40,25,10,3,237,351,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
265,40,30,15,3,238,352,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
266,41,5,3,1,239,353,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
267,41,10,5,2,240,355,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
268,41,15,5,2,241,357,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
269,41,20,7,3,242,359,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
270,41,25,10,3,243,361,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
271,41,30,15,3,244,363,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
272,42,5,3,1,245,365,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
273,42,10,5,2,246,366,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
274,42,15,5,2,247,367,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
275,42,20,7,3,248,368,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
276,42,25,10,3,249,369,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
277,42,30,15,3,250,370,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
278,43,5,3,1,251,371,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
279,43,10,5,2,252,372,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
280,43,15,5,2,253,373,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
281,43,20,7,3,254,374,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
282,43,25,10,3,255,375,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
283,43,30,15,3,256,376,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
284,44,5,3,1,257,377,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
285,44,10,5,2,258,378,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
286,44,15,5,2,259,379,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
287,44,20,7,3,260,380,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
288,44,25,10,3,261,381,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
289,44,30,15,3,262,382,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
290,45,5,3,1,263,383,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
291,45,10,5,2,264,384,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
292,45,15,5,2,265,385,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
293,45,20,7,3,266,386,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
294,45,25,10,3,267,387,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
295,45,30,15,3,268,388,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
296,46,5,3,1,269,389,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
297,46,10,5,2,270,390,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
298,46,15,5,2,271,391,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
299,46,20,7,3,272,392,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
300,46,25,10,3,273,393,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
301,46,30,15,3,274,394,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
302,47,5,3,1,275,395,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
303,47,10,5,2,276,397,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
304,47,15,5,2,277,399,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
305,47,20,7,3,278,401,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
306,47,25,10,3,279,403,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
307,47,30,15,3,280,405,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
308,48,5,3,1,281,407,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
309,48,10,5,2,282,408,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
310,48,15,5,2,283,409,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
311,48,20,7,3,284,410,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
312,48,25,10,3,285,411,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
313,48,30,15,3,286,412,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
326,49,10,15,3,299,437,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
328,50,5,3,1,301,440,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
329,50,10,5,2,302,443,2024-06-26 10:52:42.745770,2024-06-26 10:52:42.745770
330,50,15,5,2,303,446,2024-06-26 10:52:42.759980,2024-06-26 10:52:42.759980
