id,achievement_category_id,name,description,rarity,width,height,text_color,frame_image_name,link_to,priority,open_at,end_at
37,2,Dragon Ball GT: A Hero's Legacy,"Clear all stages of the Story Event 
""Dragon Ball GT: A Hero's Legacy"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:332,28332000,2022-03-09 00:00:00,2038-01-01 00:00:00
38,2,"Super Warrior Slam! 
Victory Will Be Mine!","Clear all stages of the Story Event 
""Super Warrior Slam! Victory Will Be Mine"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:333,28333000,2022-03-09 00:00:00,2038-01-01 00:00:00
39,2,Goku and Friends Are Back!!,"Clear all stages of the Story Event 
""Goku and Friends Are Back!!"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:334,28334000,2022-03-09 00:00:00,2038-01-01 00:00:00
40,2,"Dragon Ball Super: 
Universe Survival Saga","Clear all stages of the Story Event ""Dragon Ball Super: 
Universe Survival Saga"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:335,28335000,2022-03-09 00:00:00,2038-01-01 00:00:00
41,2,"The Low-Class Warrior: 
Raditz's Pride","Clear all stages of the Story Event 
""The Low-Class Warrior: Raditz's Pride"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:336,28336000,2022-03-09 00:00:00,2038-01-01 00:00:00
42,2,Vegeta the Indomitable Warrior,"Clear all stages of the Story Event 
""Vegeta the Indomitable Warrior"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:337,28337000,2022-03-09 00:00:00,2038-01-01 00:00:00
43,2,Wrath of the Dragon,"Clear all stages of the Dragon Ball Story 
""Wrath of the Dragon"" on all difficulties.",0,0,0,0,normal_bronze,internal:DBStoryAreaSelect:914,28914000,2024-04-09 06:30:00,2038-01-01 00:00:00
44,2,Fierce Battle for Planet Namek!,"Clear all stages of the Dragon Ball Story 
""Fierce Battle for Planet Namek!"" on all difficulties.",0,0,0,0,normal_bronze,internal:DBStoryAreaSelect:905,28905000,2022-10-20 06:30:00,2038-01-01 00:00:00
45,2,"Epic Battle! The Mighty Ones 
of the Otherworld","Clear all stages of the Story Event 
""Epic Battle! The Mighty Ones of 
the Otherworld"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:340,28340000,2022-03-09 00:00:00,2038-01-01 00:00:00
46,2,"Universe Survival Saga ~Tournament 
of Power Commencement~","Clear all stages of the Story Event 
""Universe Survival Saga 'Tournament of 
Power Commencement'"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:341,28341000,2022-03-09 00:00:00,2038-01-01 00:00:00
47,2,Lord Slug,"Clear all stages of the Story Event 
""Lord Slug"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:343,28343000,2022-03-09 00:00:00,2038-01-01 00:00:00
48,2,"Universe Survival Saga ~Final Battle 
of the Tournament of Power~","Clear all stages of the Story Event 
""Universe Survival Saga 'Final Battle of 
the Tournament of Power'"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:344,28344000,2022-03-09 00:00:00,2038-01-01 00:00:00
49,2,"Dragon Ball GT: 
Ultimate Android Saga","Clear all stages of the Story Event ""Dragon Ball GT: 
Ultimate Android Saga"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:345,28345000,2022-03-09 00:00:00,2038-01-01 00:00:00
50,2,"Face-off with the 
Fearsome Ginyu Force","Clear all stages of the Dragon Ball Story 
""Face-off with the Fearsome Ginyu Force"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:DBStoryAreaSelect:908,28908000,2023-06-20 06:30:00,2038-01-01 00:00:00
51,2,A Lone Warrior's Last Battle,"Clear all stages of the Story Event 
""A Lone Warrior's Last Battle"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:347,28347000,2022-03-09 00:00:00,2038-01-01 00:00:00
52,2,"The Unknown Battle 
of Gods and Majin","Clear all stages of the Story Event 
""The Unknown Battle of Gods and Majin"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:348,28348000,2022-03-09 00:00:00,2038-01-01 00:00:00
53,2,Fight! 10 Billion Power Warriors,"Clear all stages of the Story Event 
""Fight! 10 Billion Power Warriors"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:349,28349000,2022-03-09 00:00:00,2038-01-01 00:00:00
54,2,Videl's Flying Technique Tutorial,"Clear all stages of the Story Event 
""Videl's Flying Technique Tutorial"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:351,28351000,2022-03-09 00:00:00,2038-01-01 00:00:00
55,2,Curse of the Blood Rubies,"Clear all stages of the Story Event 
""Curse of the Blood Rubies"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:352,28352000,2022-03-09 00:00:00,2038-01-01 00:00:00
56,2,Sleeping Princess in Devil's Castle,"Clear all stages of the Story Event 
""Sleeping Princess in Devil's Castle"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:353,28353000,2022-03-09 00:00:00,2038-01-01 00:00:00
57,2,Mystical Adventure,"Clear all stages of the Story Event 
""Mystical Adventure"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:354,28354000,2022-03-09 00:00:00,2038-01-01 00:00:00
58,2,Dragon Ball Super: Broly,"Clear all stages of the Story Event 
""Dragon Ball Super: Broly"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:355,28355000,2022-03-09 00:00:00,2038-01-01 00:00:00
59,2,"Desert Rescue! 
Giru Saves the Day!","Clear all stages of the Story Event ""Desert Rescue! 
Giru Saves the Day!"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:356,28356000,2022-03-09 00:00:00,2038-01-01 00:00:00
60,2,"Dragon Ball GT: 
7 Shadow Dragons Saga","Clear all stages of the Story Event ""Dragon Ball GT: 
7 Shadow Dragons Saga"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:357,28357000,2022-03-09 00:00:00,2038-01-01 00:00:00
61,2,"Vegeta's Demise?! 
The Secret of Planet Potaufeu","Clear all stages of the Story Event ""Vegeta's Demise?! 
The Secret of Planet Potaufeu"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:361,28361000,2022-03-09 00:00:00,2038-01-01 00:00:00
62,2,"Cataclysmic Clash!
Final Showdown with Frieza","Clear all stages of the Dragon Ball Story 
""Cataclysmic Clash! Final Showdown with Frieza"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:DBStoryAreaSelect:916,28916000,2024-06-12 06:30:00,2038-01-01 00:00:00
63,2,Assemble! Warriors of Universe 6,"Clear all stages of the Story Event ""Assemble! 
Warriors of Universe 6"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:363,28363000,2022-03-09 00:00:00,2038-01-01 00:00:00
64,2,"Galactic Crisis! 
Super Guy in the Galaxy","Clear all stages of the Dragon Ball Story 
""Galactic Crisis! Super Guy in the Galaxy"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:DBStoryAreaSelect:904,28904000,2022-08-01 06:30:00,2038-01-01 00:00:00
65,2,Defeat the Legendary Super Saiyan,"Clear all stages of the Dragon Ball Story 
""Defeat the Legendary Super Saiyan"" on all difficulties.",0,0,0,0,normal_bronze,internal:DBStoryAreaSelect:907,28907000,2023-04-14 06:30:00,2038-01-01 00:00:00
66,2,New Enemies! Androids in Action,"Clear all stages of the Story Event 
""New Enemies! Androids in Action"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:366,28366000,2022-03-09 00:00:00,2038-01-01 00:00:00
67,2,"Universe's Strongest?! 
Challenge the ""Great Pontas""!","Clear all stages of the Story Event 
""Universe's Strongest?! Challenge 
the 'Great Pontas'!"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:175,28367000,2022-03-09 00:00:00,2038-01-01 00:00:00
68,2,Emerge! Mysterious Monster Cell,"Clear all stages of the Story Event 
""Emerge! Mysterious Monster Cell"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:368,28368000,2022-03-09 00:00:00,2038-01-01 00:00:00
69,2,"Ultimate Confrontation! 
The Cell Games","Clear all stages of the Story Event 
""Ultimate Confrontation! The Cell Games"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:369,28369000,2022-03-09 00:00:00,2038-01-01 00:00:00
70,2,Fight Against Despair!,"Clear all stages of the Story Event 
""Fight Against Despair!"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:371,28371000,2022-03-09 00:00:00,2038-01-01 00:00:00
71,2,Super Android 13!,"Clear all stages of the Story Event 
""Super Android 13!"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:372,28372000,2022-03-09 00:00:00,2038-01-01 00:00:00
72,2,The Strongest Rivals,"Clear all stages of the Dragon Ball Story 
""The Strongest Rivals"" on all difficulties.",0,0,0,0,normal_bronze,internal:DBStoryAreaSelect:906,28906000,2022-09-22 06:00:00,2038-01-01 00:00:00
73,2,"A Turbulent Start! 
World Tournament Reborn","Clear all stages of the Story Event ""A Turbulent Start! 
World Tournament Reborn"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:374,28374000,2022-03-09 00:00:00,2038-01-01 00:00:00
74,2,Saiyan Trio Led by Fate,"Clear all stages of the Story Event 
""Saiyan Trio Led by Fate"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:375,28375000,2022-03-09 00:00:00,2038-01-01 00:00:00
75,2,Zero Mortals Plan,"Clear all stages of the Story Event 
""Zero Mortals Plan"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:376,28376000,2022-03-09 00:00:00,2038-01-01 00:00:00
76,2,"Evil Revived! 
The Most Fearsome Majin","Clear all stages of the Story Event ""Evil Revived! 
The Most Fearsome Majin"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:378,28378000,2022-03-09 00:00:00,2038-01-01 00:00:00
77,2,Proud Justice! Pride Troopers,"Clear all stages of the Story Event 
""Proud Justice! Pride Troopers"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:379,28379000,2022-03-09 00:00:00,2038-01-01 00:00:00
78,2,Go Forth!! Hero of Justice,"Clear all stages of the Story Event 
""Go Forth!! Hero of Justice"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:381,28381000,2022-03-09 00:00:00,2038-01-01 00:00:00
79,2,"Showdown! 
The Ultimate Final Battle","Clear all stages of the Story Event 
""Showdown! The Ultimate Final Battle"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:382,28382000,2022-03-09 00:00:00,2038-01-01 00:00:00
80,2,"Surpass Goku! 
The Reinvention of Vegeta","Clear all stages of the Story Event ""Surpass Goku! 
The Reinvention of Vegeta"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:383,28383000,2022-03-09 00:00:00,2038-01-01 00:00:00
81,2,"The Emperor Returns! 
Training for Vengeance","Clear all stages of the Story Event 
""The Emperor Returns! Training for 
Vengeance"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:384,28384000,2022-03-09 00:00:00,2038-01-01 00:00:00
82,2,Master Roshi's New Challenge,"Clear all stages of the Story Event 
""Master Roshi's New Challenge"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:385,28385000,2022-03-09 00:00:00,2038-01-01 00:00:00
83,2,"The Power of Trust! 
The Miracle of Universe 7","Clear all stages of the Story Event 
""The Power of Trust! The Miracle 
of Universe 7"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:386,28386000,2022-03-09 00:00:00,2038-01-01 00:00:00
84,2,Fusion Reborn,"Clear all stages of the Story Event 
""Fusion Reborn"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:387,28387000,2022-03-09 00:00:00,2038-01-01 00:00:00
85,2,"Demonic Threat! 
Garlic Jr. Attacks","Clear all stages of the Story Event 
""Demonic Threat! Garlic Jr. Attacks"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:388,28388000,2022-03-09 00:00:00,2038-01-01 00:00:00
86,2,"Ruler of the Universe and the Warrior 
Race: Legend of the Super Saiyan","Clear all stages of the Story Event 
""Ruler of the Universe and the Warrior Race: 
Legend of the Super Saiyan"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:389,28389000,2022-03-09 00:00:00,2038-01-01 00:00:00
87,2,"Fated History! 
The Saiyan in Rebellion","Clear all stages of the Story Event ""Fated History! 
The Saiyan in Rebellion"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:391,28391000,2022-03-09 00:00:00,2038-01-01 00:00:00
88,2,"Ruler of the Universe and the 
Warrior Race: Emperor's Intentions","Clear all stages of the Story Event 
""Ruler of the Universe and the Warrior Race: 
Emperor's Intentions"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:392,28392000,2022-03-09 00:00:00,2038-01-01 00:00:00
89,2,Hero Extermination Plan,"Clear all stages of the Limit Event 
""Hero Extermination Plan"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:319,27319000,2022-03-09 00:00:00,2038-01-01 00:00:00
90,2,"Hero Extermination Plan 
Evil Powers Strike Back","Clear all stages of the Limit Event 
""Hero Extermination Plan 
Evil Powers Strike Back"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:320,27320000,2022-03-09 00:00:00,2038-01-01 00:00:00
91,2,The Bizarre Rabbit Mob!,"Clear all stages of the Limit Event 
""The Bizarre Rabbit Mob!"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:329,27329000,2022-03-09 00:00:00,2038-01-01 00:00:00
92,2,The Mysterious Mask,"Clear all stages of the Super Strike Event 
""The Mysterious Mask"" on all difficulties.",1,0,0,1,normal_silver,internal:EventTopScene:411,26411000,2022-04-21 06:30:00,2038-01-01 00:00:00
93,2,Berserker of Destruction,"Clear all stages of the Dokkan Event 
""Berserker of Destruction"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:501,25501000,2022-03-09 00:00:00,2038-01-01 00:00:00
94,2,The Horrific Cell Games,"Clear all stages of the Dokkan Event 
""The Horrific Cell Games"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:502,25502000,2022-03-09 00:00:00,2038-01-01 00:00:00
95,2,Pure Destruction and Carnage,"Clear all stages of the Dokkan Event 
""Pure Destruction and Carnage"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:503,25503000,2022-03-09 00:00:00,2038-01-01 00:00:00
96,2,Surpassing All,"Clear all stages of the Dokkan Event 
""Surpassing All"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:504,25504000,2022-03-09 00:00:00,2038-01-01 00:00:00
97,2,The Inimitable Fusion,"Clear all stages of the Dokkan Event 
""The Inimitable Fusion"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:505,25505000,2022-03-09 00:00:00,2038-01-01 00:00:00
98,2,A Fiend Possessed,"Clear all stages of the Dokkan Event 
""A Fiend Possessed"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:506,25506000,2022-03-09 00:00:00,2038-01-01 00:00:00
99,2,The Evil Emperor of the Universe,"Clear all stages of the Dokkan Event 
""The Evil Emperor of the Universe"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:507,25507000,2022-03-09 00:00:00,2038-01-01 00:00:00
100,2,Ultimate Awakened Power,"Clear all stages of the Dokkan Event 
""Ultimate Awakened Power"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:508,25508000,2022-03-09 00:00:00,2038-01-01 00:00:00
101,2,Power at the Pinnacle,"Clear all stages of the Dokkan Event 
""Power at the Pinnacle"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:510,25510000,2022-03-09 00:00:00,2038-01-01 00:00:00
102,2,7th Universe's God of Destruction,"Clear all stages of the Dokkan Event 
""7th Universe's God of Destruction"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:511,25511000,2022-03-09 00:00:00,2038-01-01 00:00:00
103,2,Supreme Fusion! Blazing Potara,"Clear all stages of the Dokkan Event 
""Supreme Fusion! Blazing Potara"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:512,25512000,2022-03-09 00:00:00,2038-01-01 00:00:00
104,2,The Unparalleled Paragon of Hope,"Clear all stages of the Dokkan Event 
""The Unparalleled Paragon of Hope"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:513,25513000,2022-03-09 00:00:00,2038-01-01 00:00:00
105,2,"Beyond God - 
The Ultimate Secret","Clear all stages of the Dokkan Event 
""Beyond God - The Ultimate Secret"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:514,25514000,2022-03-09 00:00:00,2038-01-01 00:00:00
106,2,The Terrifying Transforming Majin,"Clear all stages of the Dokkan Event 
""The Terrifying Transforming Majin"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:515,25515000,2022-03-09 00:00:00,2038-01-01 00:00:00
107,2,The Golden Emperor's Vengeance,"Clear all stages of the Dokkan Event 
""The Golden Emperor's Vengeance"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:516,25516000,2022-03-09 00:00:00,2038-01-01 00:00:00
108,2,The Shadow Dragons of Despair,"Clear all stages of the Dokkan Event 
""The Shadow Dragons of Despair"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:517,25517000,2022-03-09 00:00:00,2038-01-01 00:00:00
109,2,"The Darkness 
Shrouding the Future","Clear all stages of the Dokkan Event 
""The Darkness Shrouding the Future"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:518,25518000,2022-03-09 00:00:00,2038-01-01 00:00:00
110,2,Blazing Blue Fusion,"Clear all stages of the Dokkan Event 
""Blazing Blue Fusion"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:519,25519000,2022-03-09 00:00:00,2038-01-01 00:00:00
111,2,Beautiful Rose-Colored Terror,"Clear all stages of the Dokkan Event 
""Beautiful Rose-Colored Terror"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:520,25520000,2022-03-09 00:00:00,2038-01-01 00:00:00
112,2,Miracle Sword of Light,"Clear all stages of the Dokkan Event 
""Miracle Sword of Light"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:522,25522000,2022-03-09 00:00:00,2038-01-01 00:00:00
113,2,"Eternal God, Distorter of Worlds","Clear all stages of the Dokkan Event 
""Eternal God, Distorter of Worlds"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:523,25523000,2022-03-09 00:00:00,2038-01-01 00:00:00
114,2,Surpassing Even the Gods,"Clear all stages of the Dokkan Event 
""Surpassing Even the Gods"" on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:524,25524000,2022-03-09 00:00:00,2038-01-01 00:00:00
115,2,"Scarlet Flames of 
the Ultimate Saiyan","Clear all stages of the Dokkan Event 
""Scarlet Flames of the Ultimate Saiyan"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:525,25525000,2022-03-09 00:00:00,2038-01-01 00:00:00
116,2,"Crimson Blaze of Glory! 
The Invincible Saiyan","Clear all stages of the Dokkan Event 
""Crimson Blaze of Glory! The Invincible Saiyan"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:526,25526000,2022-03-09 00:00:00,2038-01-01 00:00:00
117,2,The Ultimate Transformation,"Clear all stages of the Dokkan Event 
""The Ultimate Transformation"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:527,25527000,2022-03-09 00:00:00,2038-01-01 00:00:00
118,2,Warrior Returned from Otherworld,"Clear all stages of the Dokkan Event 
""Warrior Returned from Otherworld"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:528,25528000,2022-03-09 00:00:00,2038-01-01 00:00:00
