id,script_name,cut_in_card_id,special_name_no,special_motion,lite_flicker_rate,energy_color,special_category_id
163,sp0003,0,0,0,70,,1.0
164,sp1009,0,0,0,70,,3.0
165,sp0035,0,0,0,70,,1.0
166,sp0024,0,0,0,70,,1.0
167,sp0036,0,0,0,70,,1.0
168,sp0022,0,0,0,70,,1.0
169,sp1001,0,0,0,70,,2.0
170,sp0025,0,0,0,70,,1.0
171,sp0037,0,0,0,70,,
172,sp0004,0,0,0,70,,1.0
173,sp0029,0,0,0,70,,1.0
174,sp0026,0,0,0,70,,1.0
175,sp0031,0,0,0,70,,1.0
176,sp0033,0,0,0,70,,1.0
177,sp0034,0,0,0,70,,1.0
178,sp0038,0,0,0,70,,2.0
179,sp0001,0,0,0,70,,1.0
180,sp0022,0,0,0,70,,1.0
181,sp0003,0,0,0,70,,1.0
182,sp1009,0,0,0,70,,3.0
183,sp0035,0,0,0,70,,1.0
184,sp0024,0,0,0,70,,1.0
185,sp0036,0,0,0,70,,1.0
186,sp0022,0,0,0,70,,1.0
187,sp1001,0,0,0,70,,2.0
188,sp0025,0,0,0,70,,1.0
189,sp0037,0,0,0,70,,
190,sp0004,0,0,0,70,,1.0
191,sp0029,0,0,0,70,,1.0
192,sp0026,0,0,0,70,,1.0
193,sp0031,0,0,0,70,,1.0
194,sp0033,0,0,0,70,,1.0
195,sp0034,0,0,0,70,,1.0
196,sp0038,0,0,0,70,,2.0
197,sp0001,0,0,0,70,,1.0
198,sp0022,0,0,0,70,,1.0
199,sp0005,0,0,0,70,,
200,sp0007,0,0,0,70,,
201,sp0010,0,0,0,70,,1.0
202,sp0032,0,0,0,70,,
203,sp1011,0,0,0,70,,2.0
204,sp1002,0,0,0,70,,2.0
205,sp0041,0,0,0,70,,1.0
206,sp0009,0,0,0,70,,1.0
207,sp0042,0,0,0,70,,3.0
208,sp0030,0,0,0,70,,1.0
209,sp0016,0,0,0,70,,1.0
210,sp1010,0,0,0,70,,3.0
211,sp0043,0,0,0,70,,1.0
212,sp1003,0,0,0,70,,2.0
213,sp1004,0,0,0,70,,2.0
214,sp0001,0,0,0,70,,1.0
215,sp0018,0,0,0,70,,1.0
216,sp1012,0,0,0,70,,3.0
217,sp0046,0,0,0,70,,
218,sp1003,0,0,0,70,,2.0
219,sp1004,0,0,0,70,,2.0
220,sp0001,0,0,0,70,,1.0
221,sp0018,0,0,0,70,,1.0
222,sp1012,0,0,0,70,,3.0
223,sp0046,0,0,0,70,,
224,sp0039,0,0,0,70,,1.0
225,sp1083,0,0,0,70,,2.0
226,sp0040,0,0,0,70,,1.0
227,sp0017,0,0,0,70,,1.0
228,sp1005,0,0,0,70,,2.0
229,sp1006,0,0,0,70,,2.0
230,sp1007,0,0,0,70,,2.0
231,sp0047,0,0,0,70,,3.0
232,sp0044,0,0,0,70,,
233,sp0019,0,0,0,70,,1.0
234,sp0048,0,0,0,70,,3.0
235,sp0020,0,0,0,70,,1.0
236,sp1003,0,0,0,70,,2.0
237,sp0001,0,0,0,70,,1.0
238,sp0015,0,0,0,70,,1.0
239,sp0001,0,0,0,70,,1.0
240,sp0002,0,0,0,70,,1.0
241,sp0003,0,0,0,70,,1.0
242,sp1009,0,0,0,70,,3.0
243,sp0035,0,0,0,70,,1.0
244,sp0024,0,0,0,70,,1.0
245,sp0036,0,0,0,70,,1.0
246,sp0022,0,0,0,70,,1.0
247,sp1001,0,0,0,70,,2.0
248,sp0004,0,0,0,70,,1.0
249,sp0029,0,0,0,70,,1.0
250,sp0013,0,0,0,70,,1.0
251,sp0026,0,0,0,70,,1.0
252,sp0031,0,0,0,70,,1.0
253,sp0033,0,0,0,70,,1.0
254,sp0034,0,0,0,70,,1.0
255,sp0038,0,0,0,70,,2.0
256,sp0001,0,0,0,70,,1.0
257,sp0022,0,0,0,70,,1.0
258,sp1002,0,0,0,70,,2.0
259,sp0041,0,0,0,70,,1.0
260,sp0009,0,0,0,70,,1.0
261,sp0042,0,0,0,70,,3.0
262,sp0030,0,0,0,70,,1.0
263,sp0016,0,0,0,70,,1.0
264,sp0043,0,0,0,70,,1.0
265,sp0040,0,0,0,70,,1.0
266,sp1004,0,0,0,70,,2.0
267,sp0025,0,0,0,70,,1.0
268,sp0037,0,0,0,70,,
269,sp0003,0,0,0,70,,1.0
270,sp0035,0,0,0,70,,1.0
271,sp0024,0,0,0,70,,1.0
272,sp0036,0,0,0,70,,1.0
273,sp0022,0,0,0,70,,1.0
274,sp1001,0,0,0,70,,2.0
275,sp0004,0,0,0,70,,1.0
276,sp0029,0,0,0,70,,1.0
277,sp0026,0,0,0,70,,1.0
278,sp0031,0,0,0,70,,1.0
279,sp0033,0,0,0,70,,1.0
280,sp0034,0,0,0,70,,1.0
281,sp0038,0,0,0,70,,2.0
282,sp1002,0,0,0,70,,2.0
283,sp0041,0,0,0,70,,1.0
284,sp0009,0,0,0,70,,1.0
285,sp0042,0,0,0,70,,3.0
286,sp0030,0,0,0,70,,1.0
287,sp0016,0,0,0,70,,1.0
288,sp1010,0,0,0,70,,3.0
289,sp0043,0,0,0,70,,1.0
290,sp0040,0,0,0,70,,1.0
291,sp1004,0,0,0,70,,2.0
292,sp0022,0,0,0,70,,1.0
293,sp1001,0,0,0,70,,2.0
294,sp1001,0,0,0,70,,2.0
295,sp0036,0,0,0,70,,1.0
296,sp0036,0,0,0,70,,1.0
297,sp0022,0,0,0,70,,1.0
298,sp0022,0,0,0,70,,1.0
299,sp9999,0,0,0,70,,1.0
300,sp0001,0,0,0,70,,1.0
301,sp0001,0,0,0,70,,1.0
302,sp0001,0,0,0,70,,1.0
303,sp0001,0,0,0,70,,1.0
304,sp0044,0,0,0,70,,
305,sp0044,0,0,0,70,,
306,sp0044,0,0,0,70,,
307,sp0044,0,0,0,70,,
308,sp0019,0,0,0,70,,1.0
309,sp0019,0,0,0,70,,1.0
310,sp0019,0,0,0,70,,1.0
311,sp0019,0,0,0,70,,1.0
312,sp0048,0,0,0,70,,3.0
313,sp0048,0,0,0,70,,3.0
314,sp0048,0,0,0,70,,3.0
315,sp0048,0,0,0,70,,3.0
316,sp1009,7000160,0,0,70,,3.0
317,sp1009,7000160,0,0,70,,3.0
318,sp0036,0,0,0,70,,1.0
319,sp0036,0,0,0,70,,1.0
320,sp0049,7000170,0,0,70,,1.0
321,sp0049,7000170,0,0,70,,1.0
322,sp0001,0,0,0,70,,1.0
323,sp0001,0,0,0,70,,1.0
324,sp1008,0,0,0,70,,2.0
325,sp1008,0,0,0,70,,2.0
326,sp0001,0,0,0,70,,1.0
327,sp0001,0,0,0,70,,1.0
328,sp0024,0,0,0,70,,1.0
329,sp0024,0,0,0,70,,1.0
330,sp0013,0,0,0,70,,1.0
331,sp0013,0,0,0,70,,1.0
332,sp0025,0,0,0,70,,1.0
333,sp0025,0,0,0,70,,1.0
334,sp0001,0,0,0,70,,1.0
335,sp0001,0,0,0,70,,1.0
336,sp0028,0,0,0,70,,1.0
337,sp0028,0,0,0,70,,1.0
338,sp0021,0,0,0,70,,1.0
339,sp0021,0,0,0,70,,1.0
340,sp0050,0,0,0,70,,1.0
341,sp0050,0,0,0,70,,1.0
342,sp0051,0,0,0,70,,1.0
343,sp0051,0,0,0,70,,1.0
344,sp0053,0,0,0,70,,1.0
345,sp0053,0,0,0,70,,1.0
346,sp0001,0,0,0,70,,1.0
347,sp0001,0,0,0,70,,1.0
348,sp0002,0,0,0,70,,1.0
349,sp0002,0,0,0,70,,1.0
350,sp0037,0,0,0,70,,
351,sp0037,0,0,0,70,,
352,sp0002,0,0,0,70,,1.0
353,sp0002,0,0,0,70,,1.0
354,sp0052,0,0,0,70,,
355,sp0052,0,0,0,70,,
356,sp0003,0,0,0,70,,1.0
357,sp0003,0,0,0,70,,1.0
358,sp0001,0,0,0,70,,1.0
359,sp0001,0,0,0,70,,1.0
360,sp0054,0,0,0,70,,1.0
361,sp0054,0,0,0,70,,1.0
362,sp0055,0,0,0,70,,1.0
363,sp0055,0,0,0,70,,1.0
364,sp0057,0,0,0,70,,1.0
365,sp0057,0,0,0,70,,1.0
366,sp0058,0,0,0,70,,1.0
367,sp0058,0,0,0,70,,1.0
368,sp1013,0,0,0,70,,2.0
369,sp1013,0,0,0,70,,2.0
370,sp0001,0,0,0,70,,1.0
371,sp0001,0,0,0,70,,1.0
372,sp0023,0,0,0,70,,1.0
373,sp0023,0,0,0,70,,1.0
374,sp0054,0,0,0,70,,1.0
375,sp0054,0,0,0,70,,1.0
376,sp0027,0,0,0,70,,1.0
377,sp0027,0,0,0,70,,1.0
378,sp0001,0,0,0,70,,1.0
379,sp0001,0,0,0,70,,1.0
380,sp0001,0,0,0,70,,1.0
381,sp0001,0,0,0,70,,1.0
382,sp0056,0,0,0,70,,1.0
383,sp0056,0,0,0,70,,1.0
384,sp0059,0,0,0,70,,1.0
385,sp0059,0,0,0,70,,1.0
386,sp0061,0,0,0,70,,1.0
387,sp0061,0,0,0,70,,1.0
388,sp0060,0,0,0,70,,1.0
389,sp0060,0,0,0,70,,1.0
390,sp0008,0,0,0,70,,1.0
391,sp0008,0,0,0,70,,1.0
392,sp0063,0,0,0,70,,1.0
393,sp0063,0,0,0,70,,1.0
394,sp0062,0,0,0,70,,2.0
395,sp0062,0,0,0,70,,2.0
396,sp0064,0,0,0,70,,1.0
397,sp0064,0,0,0,70,,1.0
398,sp0001,0,0,0,70,,1.0
399,sp0001,0,0,0,70,,1.0
400,sp0074,0,0,0,70,,1.0
401,sp0074,0,0,0,70,,1.0
402,sp0065,0,0,0,70,,1.0
403,sp0065,0,0,0,70,,1.0
404,sp0066,0,0,0,70,,1.0
405,sp0066,0,0,0,70,,1.0
406,sp0067,0,0,0,70,,
407,sp0067,0,0,0,70,,
408,sp0068,0,0,0,70,,1.0
409,sp0068,0,0,0,70,,1.0
410,sp0069,0,0,0,70,,1.0
411,sp0069,0,0,0,70,,1.0
412,sp0001,0,0,0,70,,1.0
413,sp0001,0,0,0,70,,1.0
414,sp0015,0,0,0,70,,1.0
415,sp0015,0,0,0,70,,1.0
416,sp0070,0,0,0,70,,1.0
417,sp0070,0,0,0,70,,1.0
418,sp0071,0,0,0,70,,
419,sp0071,0,0,0,70,,
420,sp0072,0,0,0,70,,1.0
421,sp0072,0,0,0,70,,1.0
422,sp0035,0,0,0,70,,1.0
423,sp0035,0,0,0,70,,1.0
424,sp1014,0,0,0,70,,2.0
425,sp1014,0,0,0,70,,2.0
426,sp0008,0,0,0,70,,1.0
427,sp0008,0,0,0,70,,1.0
428,sp0342,0,0,0,70,,3.0
429,sp0342,0,0,0,70,,3.0
430,sp0001,0,0,0,70,,1.0
431,sp0001,0,0,0,70,,1.0
432,sp0065,0,0,0,70,,1.0
433,sp0065,0,0,0,70,,1.0
434,sp1015,0,0,0,70,,2.0
435,sp1015,0,0,0,70,,2.0
436,sp0036,0,0,0,70,,1.0
437,sp0036,0,0,0,70,,1.0
438,sp0024,0,0,0,70,,1.0
439,sp0024,0,0,0,70,,1.0
440,sp0005,0,0,0,70,,
441,sp0005,0,0,0,70,,
442,sp0075,0,0,0,70,,
443,sp0075,0,0,0,70,,
444,sp0077,0,0,0,70,,1.0
445,sp0077,0,0,0,70,,1.0
446,sp0076,0,0,0,70,,
447,sp0076,0,0,0,70,,
448,sp0078,0,0,0,70,,1.0
449,sp0078,0,0,0,70,,1.0
450,sp0008,0,0,0,70,,1.0
451,sp0008,0,0,0,70,,1.0
452,sp0078,0,0,0,70,,1.0
453,sp0078,0,0,0,70,,1.0
454,sp0046,0,0,0,70,,
455,sp0046,0,0,0,70,,
456,sp0039,0,0,0,70,,1.0
457,sp0039,0,0,0,70,,1.0
458,sp0435,0,0,0,70,,1.0
459,sp0435,0,0,0,70,,1.0
460,sp0067,0,0,0,70,,
461,sp0067,0,0,0,70,,
462,sp0067,0,0,0,70,,
463,sp0067,0,0,0,70,,
464,sp0067,0,0,0,70,,
465,sp0067,0,0,0,70,,
466,sp0067,0,0,0,70,,
467,sp0067,0,0,0,70,,
468,sp0067,0,0,0,70,,
469,sp0067,0,0,0,70,,
470,sp0067,0,0,0,70,,
471,sp0067,0,0,0,70,,
472,sp0067,0,0,0,70,,
473,sp0067,0,0,0,70,,
474,sp0067,0,0,0,70,,
475,sp0067,0,0,0,70,,
476,sp0001,0,0,0,70,,1.0
477,sp0001,0,0,0,70,,1.0
478,sp0079,0,0,0,70,,3.0
479,sp0079,0,0,0,70,,3.0
480,sp0080,0,0,0,70,,3.0
481,sp0080,0,0,0,70,,3.0
482,sp0068,0,0,0,70,,1.0
483,sp0068,0,0,0,70,,1.0
484,sp0069,0,0,0,70,,1.0
485,sp0069,0,0,0,70,,1.0
486,sp0031,0,0,0,70,,1.0
487,sp0031,0,0,0,70,,1.0
488,sp0026,0,0,0,70,,1.0
489,sp0026,0,0,0,70,,1.0
490,sp0014,0,0,0,70,,1.0
491,sp0014,0,0,0,70,,1.0
492,sp0082,0,0,0,70,,1.0
493,sp0082,0,0,0,70,,1.0
494,sp0008,0,0,0,70,,1.0
495,sp0008,0,0,0,70,,1.0
496,sp0083,0,0,0,70,,1.0
497,sp0083,0,0,0,70,,1.0
498,sp0008,0,0,0,70,,1.0
499,sp0008,0,0,0,70,,1.0
500,sp0081,0,0,0,70,,
501,sp0081,0,0,0,70,,
502,sp0083,0,0,0,70,,1.0
503,sp0083,0,0,0,70,,1.0
504,sp0053,0,0,0,70,,1.0
505,sp0053,0,0,0,70,,1.0
506,sp0094,0,0,0,70,,
507,sp0094,0,0,0,70,,
508,sp0065,0,0,0,70,,1.0
509,sp0065,0,0,0,70,,1.0
510,sp0056,0,0,0,70,,1.0
511,sp0056,0,0,0,70,,1.0
512,sp0067,0,0,0,70,,
513,sp0067,0,0,0,70,,
514,sp0088,0,0,0,70,,1.0
515,sp0088,0,0,0,70,,1.0
516,sp0089,0,0,0,70,,1.0
517,sp0089,0,0,0,70,,1.0
518,sp0090,0,0,0,70,,1.0
519,sp0090,0,0,0,70,,1.0
520,sp1017,0,0,0,70,,3.0
521,sp1017,0,0,0,70,,3.0
522,sp0091,0,0,0,70,,1.0
523,sp0091,0,0,0,70,,1.0
524,sp0092,0,0,0,70,,3.0
525,sp0092,0,0,0,70,,3.0
526,sp0001,0,0,0,70,,1.0
527,sp0001,0,0,0,70,,1.0
528,sp1014,0,0,0,70,,2.0
529,sp1014,0,0,0,70,,2.0
530,sp0008,0,0,0,70,,1.0
531,sp0008,0,0,0,70,,1.0
532,sp0078,0,0,0,70,,1.0
533,sp0078,0,0,0,70,,1.0
534,sp0001,0,0,0,70,,1.0
535,sp0001,0,0,0,70,,1.0
536,sp1001,0,0,0,70,,2.0
537,sp1001,0,0,0,70,,2.0
538,sp0035,0,0,0,70,,1.0
539,sp0035,0,0,0,70,,1.0
540,sp0095,0,0,0,70,,1.0
541,sp0095,0,0,0,70,,1.0
542,sp0099,0,0,0,70,,3.0
543,sp0099,0,0,0,70,,3.0
544,sp0098,0,0,0,70,,
545,sp0098,0,0,0,70,,
546,sp0084,0,0,0,70,,1.0
547,sp0084,0,0,0,70,,1.0
548,sp0085,0,0,0,70,,1.0
549,sp0085,0,0,0,70,,1.0
550,sp1016,0,0,0,70,,2.0
551,sp1016,0,0,0,70,,2.0
552,sp0086,0,0,0,70,,1.0
553,sp0086,0,0,0,70,,1.0
554,sp0087,0,0,0,70,,1.0
555,sp0087,0,0,0,70,,1.0
556,sp0008,0,0,0,70,,1.0
557,sp0008,0,0,0,70,,1.0
558,sp0096,0,0,0,70,,
559,sp0096,0,0,0,70,,
560,sp0012,0,0,0,70,,1.0
561,sp0012,0,0,0,70,,1.0
562,sp1018,0,0,0,70,,2.0
563,sp1018,0,0,0,70,,2.0
564,sp0078,0,0,0,70,,1.0
565,sp0078,0,0,0,70,,1.0
566,sp1001,0,0,0,70,,2.0
567,sp1001,0,0,0,70,,2.0
568,sp0043,0,0,0,70,,1.0
569,sp0043,0,0,0,70,,1.0
570,sp0001,0,0,0,70,,1.0
571,sp0001,0,0,0,70,,1.0
572,sp0094,0,0,0,70,,
573,sp0094,0,0,0,70,,
574,sp0001,0,0,0,70,,1.0
575,sp0001,0,0,0,70,,1.0
576,sp0001,0,0,0,70,,1.0
577,sp0001,0,0,0,70,,1.0
578,sp0099,0,0,0,70,,3.0
579,sp0099,0,0,0,70,,3.0
580,sp0001,0,0,0,70,,1.0
581,sp0001,0,0,0,70,,1.0
582,sp0066,0,0,0,70,,1.0
583,sp0066,0,0,0,70,,1.0
584,sp0100,0,0,0,70,,1.0
585,sp0100,0,0,0,70,,1.0
586,sp0101,0,0,0,70,,1.0
587,sp0101,0,0,0,70,,1.0
588,sp1019,0,0,0,70,,
589,sp1019,0,0,0,70,,
590,sp0103,0,0,0,70,,1.0
591,sp0103,0,0,0,70,,1.0
592,sp0102,0,0,0,70,,1.0
593,sp0102,0,0,0,70,,1.0
594,sp0101,0,0,0,70,,1.0
595,sp0101,0,0,0,70,,1.0
596,sp0101,0,0,0,70,,1.0
597,sp0101,0,0,0,70,,1.0
598,sp1014,0,0,0,70,,2.0
599,sp1014,0,0,0,70,,2.0
600,sp0008,0,0,0,70,,1.0
601,sp0008,0,0,0,70,,1.0
602,sp1020,0,0,0,70,,2.0
603,sp1020,0,0,0,70,,2.0
604,sp1021,0,0,0,70,,2.0
605,sp1021,0,0,0,70,,2.0
606,sp0104,0,0,0,70,,3.0
607,sp0104,0,0,0,70,,3.0
608,sp0012,0,0,0,70,,1.0
609,sp0012,0,0,0,70,,1.0
610,sp1020,0,0,0,70,,2.0
611,sp1020,0,0,0,70,,2.0
612,sp1021,0,0,0,70,,2.0
613,sp1021,0,0,0,70,,2.0
614,sp1001,0,0,0,70,,
615,sp1001,0,0,0,70,,
616,sp1001,0,0,0,70,,
617,sp0008,0,0,0,70,,1.0
618,sp0008,0,0,0,70,,1.0
619,sp0105,0,0,0,70,,1.0
620,sp0105,0,0,0,70,,1.0
621,sp1022,0,0,0,70,,3.0
622,sp1022,0,0,0,70,,3.0
623,sp0022,0,0,0,70,,1.0
624,sp0022,0,0,0,70,,1.0
625,sp0022,0,0,0,70,,1.0
626,sp0022,0,0,0,70,,1.0
627,sp0068,0,0,0,70,,1.0
628,sp0068,0,0,0,70,,1.0
629,sp0073,0,0,0,70,,3.0
630,sp0073,0,0,0,70,,3.0
631,sp0035,0,0,0,70,,1.0
632,sp0035,0,0,0,70,,1.0
633,sp0001,0,0,0,70,,1.0
634,sp0001,0,0,0,70,,1.0
635,sp0075,0,0,0,70,,
636,sp0075,0,0,0,70,,
637,sp0083,0,0,0,70,,1.0
638,sp0083,0,0,0,70,,1.0
639,sp0059,0,0,0,70,,1.0
640,sp0059,0,0,0,70,,1.0
641,sp0106,0,0,0,70,,1.0
642,sp0106,0,0,0,70,,1.0
643,sp0069,0,0,0,70,,1.0
644,sp0069,0,0,0,70,,1.0
645,sp0107,0,0,0,70,,1.0
646,sp0107,0,0,0,70,,1.0
647,sp0002,0,0,0,70,,1.0
648,sp0002,0,0,0,70,,1.0
649,sp0083,0,0,0,70,,1.0
650,sp0083,0,0,0,70,,1.0
651,sp0001,0,0,0,70,,1.0
652,sp0001,0,0,0,70,,1.0
653,sp0059,0,0,0,70,,1.0
654,sp0059,0,0,0,70,,1.0
655,sp0001,0,0,0,70,,1.0
656,sp0001,0,0,0,70,,1.0
657,sp0001,0,0,0,70,,1.0
658,sp0001,0,0,0,70,,1.0
659,sp0001,0,0,0,70,,1.0
660,sp0001,0,0,0,70,,1.0
661,sp0054,0,0,0,70,,1.0
662,sp0054,0,0,0,70,,1.0
663,sp0093,0,0,0,70,,1.0
664,sp0093,0,0,0,70,,1.0
665,sp1025,0,0,0,70,,2.0
666,sp1025,0,0,0,70,,2.0
667,sp0108,0,0,0,70,,1.0
668,sp0108,0,0,0,70,,1.0
669,sp0109,0,0,0,70,,1.0
670,sp0109,0,0,0,70,,1.0
671,sp0110,0,0,0,70,,1.0
672,sp0110,0,0,0,70,,1.0
673,sp0110,0,0,0,70,,1.0
674,sp0110,0,0,0,70,,1.0
675,sp0093,0,0,0,70,,1.0
676,sp0093,0,0,0,70,,1.0
677,sp1024,0,0,0,70,,2.0
678,sp1024,0,0,0,70,,2.0
679,sp0112,0,0,0,70,,1.0
680,sp0112,0,0,0,70,,1.0
681,sp0054,0,0,0,70,,1.0
682,sp0054,0,0,0,70,,1.0
683,sp0095,0,0,0,70,,1.0
684,sp0095,0,0,0,70,,1.0
685,sp0111,0,0,0,70,,3.0
686,sp0111,0,0,0,70,,3.0
687,sp0107,0,0,0,70,,1.0
688,sp0107,0,0,0,70,,1.0
689,sp0001,0,0,0,70,,1.0
690,sp0001,0,0,0,70,,1.0
691,sp0114,0,0,0,70,,1.0
692,sp0114,0,0,0,70,,1.0
693,sp0115,0,0,0,70,,1.0
694,sp0115,0,0,0,70,,1.0
695,sp0116,0,0,0,70,,1.0
696,sp0116,0,0,0,70,,1.0
697,sp0117,0,0,0,70,,3.0
698,sp0117,0,0,0,70,,3.0
699,sp1001,0,0,0,70,,2.0
700,sp1001,0,0,0,70,,2.0
701,sp1030,0,0,0,70,,2.0
702,sp1030,0,0,0,70,,2.0
703,sp1031,0,0,0,70,,
704,sp1031,0,0,0,70,,
705,sp1029,0,0,0,70,,2.0
706,sp1029,0,0,0,70,,2.0
