id,z_battle_normal_reward_table_group_id,created_at,updated_at
280,199,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
281,200,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
282,200,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
283,201,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
284,201,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
285,202,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
286,202,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
287,203,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
288,204,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
289,205,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
290,206,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
291,207,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
292,208,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
293,209,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
294,210,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
295,211,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
296,212,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
297,213,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
298,214,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
299,215,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
300,216,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
301,217,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
302,218,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
303,219,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
304,220,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
305,221,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
306,222,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
307,223,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
308,224,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
309,225,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
310,226,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
311,227,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
312,227,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
313,228,2024-07-16 08:41:59.585599,2024-07-16 08:41:59.585599
314,228,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
315,229,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
316,229,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
317,230,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
318,230,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
319,231,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
320,231,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
321,232,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
322,232,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
323,233,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
324,234,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
325,235,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
326,236,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
327,237,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
328,238,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
329,239,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
330,239,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
331,240,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
332,240,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
333,241,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
334,241,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
335,242,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
336,242,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
337,243,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
338,243,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
339,244,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
340,244,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
341,245,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
342,246,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
343,247,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
344,248,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
345,249,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
346,250,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
347,251,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
348,252,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
349,253,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
350,254,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
351,255,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
352,256,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
353,257,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
354,258,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
355,259,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
356,260,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
357,261,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
358,262,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
359,263,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
360,264,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
361,265,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
362,266,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
363,267,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
364,268,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
365,269,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
366,270,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
367,271,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
368,272,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
369,273,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
370,274,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
371,275,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
372,275,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
373,276,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
374,276,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
375,277,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
376,277,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
377,278,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
378,278,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
379,279,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
380,279,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
381,280,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
382,280,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
383,281,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
384,282,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
385,283,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
386,284,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
387,285,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
388,286,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
413,299,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
415,301,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
416,301,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
417,301,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
418,302,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
419,302,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
420,302,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
421,303,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
422,303,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
423,303,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
424,304,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
425,304,2024-07-16 08:41:59.590466,2024-07-16 08:41:59.590466
