id,type,category,chapter_id,db_story_id,name,prev_area_id,all_clear_bonus_stones,bgm_id,event_image_path,banner_image_path,listbutton_image_path,is_listbutton_visible,event_priority,announcement_id,is_quest_num_visible,first_released_at
31,Area::MainArea,0,5.0,,Reunion at Kame House,,,,,,banners/en/event/eve_listbutton/myp_banner_bouken.png,1,0,103752.0,1,
32,Area::MainArea,0,5.0,,Object of Rancor,,,,,,banners/en/event/eve_listbutton/myp_banner_bouken.png,1,0,103850.0,1,
33,Area::MainArea,0,5.0,,Those Who Fight,,,,,,banners/en/event/eve_listbutton/myp_banner_bouken.png,1,0,103926.0,1,
34,Area::MainArea,0,6.0,,Showdown Against Frieza's Army,,,,,,banners/en/event/eve_listbutton/myp_banner_bouken.png,1,0,104042.0,1,
101,Area::EventArea,5,,,Get AGL Awakening Medals!,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,50,5.0,1,
102,Area::EventArea,5,,,Get TEQ Awakening Medals!,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,50,5.0,1,
103,Area::EventArea,5,,,Get INT Awakening Medals!,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,50,5.0,1,
104,Area::EventArea,5,,,Get STR Awakening Medals!,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,50,5.0,1,
105,Area::EventArea,5,,,Get PHY Awakening Medals!,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,50,5.0,1,
106,Area::EventArea,5,,,Get AGL Awakening Medals!,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,50,,1,
107,Area::EventArea,5,,,Get TEQ Awakening Medals!,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,50,,1,
108,Area::EventArea,5,,,Get INT Awakening Medals!,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,50,,1,
109,Area::EventArea,5,,,Get STR Awakening Medals!,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,50,,1,
110,Area::EventArea,5,,,Get PHY Awakening Medals!,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,50,,1,
111,Area::EventArea,6,,,Battle for Awakening Medals,,,,banners/en/event/eve_header/quest_top_banner_111_1.png,banners/en/event/eve_banner/quest_list_banner_111_1.png,banners/en/dummy_image/dummy_image.png,0,50,5.0,1,
115,Area::EventArea,6,,,Big Bucks Hercule Challenge,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,50,100586.0,1,
116,Area::EventArea,6,,,Big Bucks Hercule Challenge,,,,banners/en/event/eve_header/quest_top_banner_116.png,banners/en/event/eve_banner/quest_list_banner_116.png,banners/en/event/eve_listbutton/myp_banner_event_116.png,1,920,100586.0,1,
120,Area::EventArea,6,,,Training at Korin Tower,,,,banners/en/event/eve_header/quest_top_banner_120_2.png,banners/en/event/eve_banner/quest_list_banner_120.png,banners/en/event/eve_listbutton/myp_banner_event_120.png,1,80,12.0,1,
125,Area::EventArea,3,,,The Winding Snaky Way to King Kai,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,,0,70,100030.0,1,
126,Area::EventArea,3,,,The Winding Snaky Way to King Kai,,1.0,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,,0,70,100030.0,1,
130,Area::EventArea,1,,,Training in the Clouds,,,,banners/en/event/eve_header/quest_top_banner_130_1.png,banners/en/event/eve_banner/quest_list_banner_130_1.png,banners/en/event/eve_listbutton/myp_banner_event_130.png,1,60,100151.0,1,
131,Area::EventArea,6,,,Hercule's World Tournament,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_131.png,banners/en/dummy_image/dummy_image.png,1,100,100255.0,1,
132,Area::EventArea,6,,,Turtle School Training!,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_132.png,banners/en/dummy_image/dummy_image.png,1,100,100256.0,1,
133,Area::EventArea,2,,,Adventure of Gratitude,,,,banners/en/event/eve_header/quest_top_banner_133.png,banners/en/event/eve_banner/quest_list_banner_133.png,banners/en/event/eve_listbutton/myp_banner_event_133.png,1,600,100257.0,1,
134,Area::EventArea,6,,,The Genius Bulma's Battle Prep,,,,banners/en/event/eve_header/quest_top_banner_134_2.png,banners/en/event/eve_banner/quest_list_banner_134_2.png,banners/en/event/eve_listbutton/myp_banner_event_134.png,1,200,100251.0,1,
135,Area::EventArea,4,,,Pan's Secret Adventure,,,,banners/en/event/eve_header/quest_top_banner_135.png,banners/en/event/eve_banner/quest_list_banner_135.png,banners/en/event/eve_listbutton/myp_banner_event_135.png,1,100,100372.0,1,
136,Area::EventArea,2,,,Anime 30th Anniv.! Warrior Saga,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,200130.0,1,
137,Area::EventArea,2,,,Dragon Ball Fusions: The Fused World,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_137.png,banners/en/dummy_image/dummy_image.png,0,100,100471.0,1,
138,Area::EventArea,2,,,The Peculiar Penguin Village,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_138.png,banners/en/dummy_image/dummy_image.png,1,100,100493.0,1,
139,Area::EventArea,2,,,Captain Yamcha's Grand Slam!,,,,banners/en/event/eve_header/quest_top_banner_139.png,banners/en/event/eve_banner/quest_list_banner_139.png,banners/en/event/eve_listbutton/myp_banner_event_139.png,1,500,100448.0,1,
140,Area::EventArea,5,,,Activate Your Hidden Potential,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_140.png,banners/en/dummy_image/dummy_image.png,1,100,100463.0,1,
141,Area::EventArea,5,,,Activate Your Hidden Potential,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_141.png,banners/en/dummy_image/dummy_image.png,1,100,100464.0,1,
142,Area::EventArea,5,,,Activate Your Hidden Potential,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_142.png,banners/en/dummy_image/dummy_image.png,1,100,100465.0,1,
143,Area::EventArea,5,,,Activate Your Hidden Potential,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_143.png,banners/en/dummy_image/dummy_image.png,1,100,100466.0,1,
144,Area::EventArea,5,,,Activate Your Hidden Potential,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_144.png,banners/en/dummy_image/dummy_image.png,1,100,100467.0,1,
146,Area::EventArea,5,,,Activate Your Hidden Potential,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_146.png,banners/en/dummy_image/dummy_image.png,1,100,100587.0,1,
147,Area::EventArea,2,,,Tale of Super Warriors,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100550.0,1,
149,Area::EventArea,5,,,Activate Your Hidden Potential,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,1,100,,0,
150,Area::EventArea,2,,,Looking For Mr. Right!,,,,banners/en/event/eve_header/quest_top_banner_150.png,banners/en/event/eve_banner/quest_list_banner_150.png,banners/en/event/eve_listbutton/myp_banner_event_150.png,1,600,100583.0,0,
151,Area::EventArea,2,,,"Epic Battle! Arise, Otherworld Challengers",,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100569.0,1,
152,Area::EventArea,2,,,Majin Buu's Candy Mischief!,,,,banners/en/event/eve_header/quest_top_banner_152.png,banners/en/event/eve_banner/quest_list_banner_152.png,banners/en/event/eve_listbutton/myp_banner_event_152.png,1,1842,100682.0,1,
153,Area::EventArea,2,,,Ginyu Force Special Training,,,,banners/en/event/eve_header/quest_top_banner_153.png,banners/en/event/eve_banner/quest_list_banner_153.png,banners/en/event/eve_listbutton/myp_banner_event_153.png,0,1251,100970.0,0,
154,Area::EventArea,2,,,Ginyu Force Special Training,,,,banners/en/event/eve_header/quest_top_banner_154.png,banners/en/event/eve_banner/quest_list_banner_154.png,banners/en/event/eve_listbutton/myp_banner_event_154.png,0,1251,100971.0,0,
155,Area::EventArea,2,,,Ginyu Force Special Training,,,,banners/en/event/eve_header/quest_top_banner_155.png,banners/en/event/eve_banner/quest_list_banner_155.png,banners/en/event/eve_listbutton/myp_banner_event_155.png,0,1251,100972.0,0,
156,Area::EventArea,2,,,Ginyu Force Special Training,,,,banners/en/event/eve_header/quest_top_banner_156.png,banners/en/event/eve_banner/quest_list_banner_156.png,banners/en/event/eve_listbutton/myp_banner_event_156.png,0,1251,100973.0,0,
157,Area::EventArea,2,,,Ginyu Force Special Training,,,,banners/en/event/eve_header/quest_top_banner_157.png,banners/en/event/eve_banner/quest_list_banner_157.png,banners/en/event/eve_listbutton/myp_banner_event_157.png,0,1251,100974.0,0,
158,Area::EventArea,2,,,Ginyu Force Special Training,,,,banners/en/event/eve_header/quest_top_banner_158.png,banners/en/event/eve_banner/quest_list_banner_158.png,banners/en/event/eve_listbutton/myp_banner_event_158.png,0,1251,100975.0,0,
159,Area::EventArea,2,,,Go Goku! Six Days to Galaxy's Edge,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,600,100927.0,1,
160,Area::EventArea,2,,,Spread Love! Magical Girl Fighters!,,,,banners/en/event/eve_header/quest_top_banner_160_2.png,banners/en/event/eve_banner/quest_list_banner_160_2.png,banners/en/event/eve_listbutton/myp_banner_event_160_2.png,1,600,100830.0,1,
161,Area::EventArea,2,,,Leave It to Us! Little Rangers!,,,,banners/en/event/eve_header/quest_top_banner_161.png,banners/en/event/eve_banner/quest_list_banner_161.png,banners/en/event/eve_listbutton/myp_banner_event_161.png,1,600,101051.0,0,
162,Area::EventArea,2,,,DRAGON BALL FighterZ: Super Warrior Arc,,,,banners/en/event/eve_header/quest_top_banner_162_A.png,banners/en/event/eve_banner/quest_list_banner_162.png,banners/en/event/eve_listbutton/myp_banner_event_162.png,1,600,101071.0,1,
163,Area::EventArea,2,,,Launch's Treasure Hunt,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_163.png,banners/en/dummy_image/dummy_image.png,0,1800,200306.0,0,
164,Area::EventArea,2,,,Launch's Treasure Hunt,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_163.png,banners/en/dummy_image/dummy_image.png,0,1800,200306.0,0,
165,Area::EventArea,2,,,Launch's Treasure Hunt,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_163.png,banners/en/dummy_image/dummy_image.png,0,1800,200306.0,0,
166,Area::EventArea,2,,,Launch's Treasure Hunt,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_163.png,banners/en/dummy_image/dummy_image.png,0,1800,200306.0,0,
167,Area::EventArea,2,,,Launch's Treasure Hunt,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_163.png,banners/en/dummy_image/dummy_image.png,0,1800,200306.0,0,
168,Area::EventArea,2,,,Launch's Treasure Hunt,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_163.png,banners/en/dummy_image/dummy_image.png,0,1800,200306.0,0,
169,Area::EventArea,2,,,Launch's Treasure Hunt,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_163.png,banners/en/dummy_image/dummy_image.png,0,1800,200306.0,0,
171,Area::EventArea,2,,,Ghostly Prank,,,,banners/en/event/eve_header/quest_top_banner_171.png,banners/en/event/eve_banner/quest_list_banner_171.png,banners/en/event/eve_listbutton/myp_banner_event_171.png,1,1842,101091.0,1,
172,Area::EventArea,2,,,The Universe Is in Peril! Birth of the Shadow Dragons,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_172.png,banners/en/dummy_image/dummy_image.png,1,1160,101409.0,1,
173,Area::EventArea,2,,,Wish Upon an Eternal Dragon,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_173.png,banners/en/dummy_image/dummy_image.png,1,1150,101403.0,1,
175,Area::EventArea,7,,,"Universe's Strongest?! Challenge the ""Great Pontas""!",,,,banners/en/event/eve_header/quest_top_banner_175.png,banners/en/event/eve_banner/quest_list_banner_175_1.png,banners/en/event/eve_listbutton/myp_banner_event_175_1.png,1,200,101114.0,1,
177,Area::EventArea,4,,,4th Anniversary! Pan's Secret Adventure,,,,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,1,1160,101374.0,1,
178,Area::EventArea,2,,,World Tournament! Who Will Be Hercule's Successor?,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_178.png,banners/en/dummy_image/dummy_image.png,1,1101,101373.0,1,
179,Area::EventArea,2,,,Clash! Dokkan Butoden,,,,banners/en/event/eve_header/quest_top_banner_179_B.png,banners/en/event/eve_banner/quest_list_banner_179.png,banners/en/event/eve_listbutton/myp_banner_event_179_B.png,1,600,101269.0,1,
181,Area::EventArea,2,,,Super Dragon Ball Heroes World Mission,,,,banners/en/event/eve_header/quest_top_banner_181.png,banners/en/event/eve_banner/quest_list_banner_181_1.png,banners/en/event/eve_listbutton/myp_banner_event_181.png,1,1100,101429.0,1,
182,Area::EventArea,2,,,Evolution of the Ultimate Life Form,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_182.png,banners/en/event/eve_listbutton/myp_banner_event_182.png,1,1820,101487.0,1,
183,Area::EventArea,2,,,Tricks Won't Work! Tile Breaking Challenge,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_183.png,banners/en/dummy_image/dummy_image.png,1,1830,101461.0,0,
184,Area::EventArea,2,,,Tricks Won't Work! Tile Breaking Challenge,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_183.png,banners/en/dummy_image/dummy_image.png,1,1830,101461.0,0,
185,Area::EventArea,2,,,Tricks Won't Work! Tile Breaking Challenge,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_183.png,banners/en/dummy_image/dummy_image.png,1,1830,101461.0,0,
186,Area::EventArea,2,,,Tricks Won't Work! Tile Breaking Challenge,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_183.png,banners/en/dummy_image/dummy_image.png,1,1830,101461.0,0,
187,Area::EventArea,2,,,Tricks Won't Work! Tile Breaking Challenge,,,,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_183.png,banners/en/dummy_image/dummy_image.png,1,1830,101461.0,0,
188,Area::EventArea,2,,,Perfect Disguise?! SOS to the Fortune-Teller,,,,banners/en/event/eve_header/quest_top_banner_188_B.png,banners/en/event/eve_banner/quest_list_banner_188.png,banners/en/event/eve_listbutton/myp_banner_event_188_B.png,1,1842,101538.0,1,
189,Area::EventArea,2,,,SDBH World Mission: Prison Planet Saga,,,,banners/en/event/eve_header/quest_top_banner_189.png,banners/en/event/eve_banner/quest_list_banner_189.png,banners/en/event/eve_listbutton/myp_banner_event_189.png,1,1250,101640.0,1,
191,Area::EventArea,4,,,"In Search of Greater Power! 
God-Level Intensive Training",,,,banners/en/event/eve_header/quest_top_banner_191.png,banners/en/event/eve_banner/quest_list_banner_191.png,banners/en/event/eve_listbutton/myp_banner_event_191.png,1,1810,101854.0,1,
192,Area::EventArea,2,,,"A Promising Recruit?! 
Frieza's Army Enlistment Test",,,,banners/en/event/eve_header/quest_top_banner_192.png,banners/en/event/eve_banner/quest_list_banner_192.png,banners/en/event/eve_listbutton/myp_banner_event_192.png,0,1800,101855.0,0,
193,Area::EventArea,2,,,Battle-Smart Brawlers! Team Bardock,,,,banners/en/event/eve_header/quest_top_banner_193.png,banners/en/event/eve_banner/quest_list_banner_193.png,banners/en/event/eve_listbutton/myp_banner_event_193.png,0,1250,101719.0,0,
194,Area::EventArea,2,,,Battle-Smart Brawlers! Team Bardock,,,,banners/en/event/eve_header/quest_top_banner_194.png,banners/en/event/eve_banner/quest_list_banner_194.png,banners/en/event/eve_listbutton/myp_banner_event_194.png,0,1250,101720.0,0,
195,Area::EventArea,2,,,Battle-Smart Brawlers! Team Bardock,,,,banners/en/event/eve_header/quest_top_banner_195.png,banners/en/event/eve_banner/quest_list_banner_195.png,banners/en/event/eve_listbutton/myp_banner_event_195.png,0,1250,101715.0,0,
196,Area::EventArea,2,,,Battle-Smart Brawlers! Team Bardock,,,,banners/en/event/eve_header/quest_top_banner_196.png,banners/en/event/eve_banner/quest_list_banner_196.png,banners/en/event/eve_listbutton/myp_banner_event_196.png,0,1250,101716.0,0,
197,Area::EventArea,2,,,Battle-Smart Brawlers! Team Bardock,,,,banners/en/event/eve_header/quest_top_banner_197.png,banners/en/event/eve_banner/quest_list_banner_197.png,banners/en/event/eve_listbutton/myp_banner_event_197.png,0,1250,101717.0,0,
198,Area::EventArea,2,,,Battle-Smart Brawlers! Team Bardock,,,,banners/en/event/eve_header/quest_top_banner_198.png,banners/en/event/eve_banner/quest_list_banner_198.png,banners/en/event/eve_listbutton/myp_banner_event_198.png,0,1250,101718.0,0,
199,Area::EventArea,4,,,"In Search of Greater Power! 
God-Level Intensive Training",,,,banners/en/event/eve_header/quest_top_banner_199.png,banners/en/event/eve_banner/quest_list_banner_199.png,banners/en/event/eve_listbutton/myp_banner_event_199.png,1,1810,101854.0,1,
201,Area::EventArea,2,,,Accelerate! Bulma's Wild Chase!,,,,banners/en/event/eve_header/quest_top_banner_201_2.png,banners/en/event/eve_banner/quest_list_banner_201.png,banners/en/event/eve_listbutton/myp_banner_event_201_2.png,1,1900,101736.0,1,
202,Area::EventArea,6,,,Awakened Power! A Trial Towards New Horizons,,,,banners/en/event/eve_header/quest_top_banner_202A.png,banners/en/event/eve_banner/quest_list_banner_202A.png,banners/en/event/eve_listbutton/myp_banner_event_202A.png,0,2000,102031.0,1,
203,Area::EventArea,4,,,Full of Stamina! Saiyan Gluttons,,,,banners/en/event/eve_header/quest_top_banner_203.png,banners/en/event/eve_banner/quest_list_banner_203.png,banners/en/event/eve_listbutton/myp_banner_event_203.png,1,1900,101935.0,0,
204,Area::EventArea,2,,,Launch's Treasure Hunt,,,,banners/en/event/eve_header/quest_top_banner_204.png,banners/en/event/eve_banner/quest_list_banner_204.png,banners/en/event/eve_listbutton/myp_banner_event_204.png,1,1860,101937.0,1,
205,Area::EventArea,2,,,Launch's Treasure Hunt,,,,banners/en/event/eve_header/quest_top_banner_204.png,banners/en/event/eve_banner/quest_list_banner_204.png,banners/en/event/eve_listbutton/myp_banner_event_204.png,1,1860,101937.0,1,
206,Area::EventArea,2,,,Launch's Treasure Hunt,,,,banners/en/event/eve_header/quest_top_banner_204.png,banners/en/event/eve_banner/quest_list_banner_204.png,banners/en/event/eve_listbutton/myp_banner_event_204.png,1,1860,101937.0,1,
207,Area::EventArea,2,,,Launch's Treasure Hunt,,,,banners/en/event/eve_header/quest_top_banner_204.png,banners/en/event/eve_banner/quest_list_banner_204.png,banners/en/event/eve_listbutton/myp_banner_event_204.png,1,1860,101937.0,1,
208,Area::EventArea,2,,,Launch's Treasure Hunt,,,,banners/en/event/eve_header/quest_top_banner_204.png,banners/en/event/eve_banner/quest_list_banner_204.png,banners/en/event/eve_listbutton/myp_banner_event_204.png,1,1860,101937.0,1,
209,Area::EventArea,6,,,Hercule's World Tournament,,,,banners/en/event/eve_header/quest_top_banner_131_K.png,banners/en/event/eve_banner/quest_list_banner_131.png,banners/en/dummy_image/dummy_image.png,1,1850,101932.0,0,
211,Area::EventArea,2,,,"Pan, Gohan and the Full Moon Monster",,,,banners/en/event/eve_header/quest_top_banner_211.png,banners/en/event/eve_banner/quest_list_banner_211.png,banners/en/event/eve_listbutton/myp_banner_event_211.png,1,1860,101995.0,1,
212,Area::EventArea,2,,,SDBH: Dark Empire Saga,,,,banners/en/event/eve_header/quest_top_banner_212.png,banners/en/event/eve_banner/quest_list_banner_212.png,banners/en/event/eve_listbutton/myp_banner_event_212.png,1,1860,102029.0,1,
213,Area::EventArea,4,,,Majin Buu's Shape-Up Training,,,,banners/en/event/eve_header/quest_top_banner_213.png,banners/en/event/eve_banner/quest_list_banner_213.png,banners/en/event/eve_listbutton/myp_banner_event_213.png,1,1860,102309.0,1,
214,Area::EventArea,4,,,6th Anniversary! Pan's Secret Adventure,,,,banners/en/event/eve_header/quest_top_banner_214.png,banners/en/event/eve_banner/quest_list_banner_214.png,banners/en/event/eve_listbutton/myp_banner_event_214.png,1,1860,102323.0,1,
215,Area::EventArea,2,,,Mass Revival and Mass Chaos! Parade of the Dead,,,,banners/en/event/eve_header/quest_top_banner_215.png,banners/en/event/eve_banner/quest_list_banner_215.png,banners/en/event/eve_listbutton/myp_banner_event_215.png,1,1900,102185.0,1,
216,Area::EventArea,4,,,Great Feast! Goku's Food Battle,,,,banners/en/event/eve_header/quest_top_banner_216.png,banners/en/event/eve_banner/quest_list_banner_216.png,banners/en/event/eve_listbutton/myp_banner_event_216.png,1,1820,102232.0,1,
217,Area::EventArea,4,,,Astonishing Power-Up! Grand Elder Guru's Guidance,,,,banners/en/event/eve_header/quest_top_banner_217.png,banners/en/event/eve_banner/quest_list_banner_217.png,banners/en/event/eve_listbutton/myp_banner_event_217.png,1,2500,102510.0,0,
218,Area::EventArea,4,,,Secret Technique! Awakened Fusion Fighter,,,,banners/en/event/eve_header/quest_top_banner_218.png,banners/en/event/eve_banner/quest_list_banner_218.png,banners/en/event/eve_listbutton/myp_banner_event_218.png,1,1900,102603.0,1,
219,Area::EventArea,4,,,Full of Crisis! Bulma on Duty,,,,banners/en/event/eve_header/quest_top_banner_219.png,banners/en/event/eve_banner/quest_list_banner_219.png,banners/en/event/eve_listbutton/myp_banner_event_219.png,1,1900,102511.0,0,
221,Area::EventArea,2,,,To the Universe! Journey to Planet Namek,,,,banners/en/event/eve_header/quest_top_banner_221.png,banners/en/event/eve_banner/quest_list_banner_221.png,banners/en/event/eve_listbutton/myp_banner_event_221.png,1,1900,102473.0,1,
222,Area::EventArea,4,,,"Courage to the Max! 
Warriors Gathered Before the Kai",,,,banners/en/event/eve_header/quest_top_banner_222.png,banners/en/event/eve_banner/quest_list_banner_222.png,banners/en/event/eve_listbutton/myp_banner_event_222.png,1,1900,102488.0,0,
