id,type,mission_id,wday,wday_start_at,wday_hours_to_end,dot_character_point
1753,MissionPeriod::DailyMissionPeriod,22479,,,,1
1794,MissionPeriod::DailyMissionPeriod,22803,,,,1
1795,MissionPeriod::DailyMissionPeriod,23006,,,,1
1796,MissionPeriod::DailyMissionPeriod,23007,,,,1
1797,MissionPeriod::DailyMissionPeriod,23008,,,,1
1798,MissionPeriod::DailyMissionPeriod,23009,,,,1
1799,MissionPeriod::DailyMissionPeriod,23010,,,,1
1800,MissionPeriod::DailyMissionPeriod,23162,,,,1
1801,MissionPeriod::DailyMissionPeriod,23163,,,,1
1802,MissionPeriod::DailyMissionPeriod,23164,,,,1
1803,MissionPeriod::DailyMissionPeriod,23165,,,,1
1804,MissionPeriod::DailyMissionPeriod,23166,,,,1
1805,MissionPeriod::DailyMissionPeriod,23386,,,,1
1823,MissionPeriod::DailyMissionPeriod,23702,,,,1
1830,MissionPeriod::DailyMissionPeriod,23961,,,,1
1831,MissionPeriod::DailyMissionPeriod,23962,,,,1
1832,MissionPeriod::DailyMissionPeriod,24022,,,,1
1833,MissionPeriod::DailyMissionPeriod,24023,,,,1
12302,MissionPeriod::DailyMissionPeriod,12302,,,,0
12303,MissionPeriod::DailyMissionPeriod,12303,,,,0
12304,MissionPeriod::DailyMissionPeriod,12304,,,,0
12305,MissionPeriod::DailyMissionPeriod,12305,,,,0
12306,MissionPeriod::DailyMissionPeriod,12306,,,,0
12307,MissionPeriod::DailyMissionPeriod,12307,,,,0
12308,MissionPeriod::DailyMissionPeriod,12308,,,,0
14819,MissionPeriod::DailyMissionPeriod,14819,,,,0
80001,MissionPeriod::DailyMissionPeriod,80001,,,,0
80002,MissionPeriod::DailyMissionPeriod,80002,,,,0
80003,MissionPeriod::DailyMissionPeriod,80003,,,,0
80004,MissionPeriod::DailyMissionPeriod,80004,,,,0
80005,MissionPeriod::DailyMissionPeriod,80005,,,,0
80006,MissionPeriod::DailyMissionPeriod,80006,,,,0
80007,MissionPeriod::DailyMissionPeriod,80007,,,,0
80008,MissionPeriod::DailyMissionPeriod,80008,,,,0
80009,MissionPeriod::DailyMissionPeriod,80009,,,,0
80010,MissionPeriod::DailyMissionPeriod,80010,,,,0
80011,MissionPeriod::DailyMissionPeriod,80011,,,,0
80012,MissionPeriod::DailyMissionPeriod,80012,,,,0
80013,MissionPeriod::DailyMissionPeriod,80013,,,,0
80014,MissionPeriod::DailyMissionPeriod,80014,,,,0
80015,MissionPeriod::DailyMissionPeriod,80015,,,,0
80016,MissionPeriod::DailyMissionPeriod,80016,,,,0
80017,MissionPeriod::DailyMissionPeriod,80017,,,,0
80018,MissionPeriod::DailyMissionPeriod,80018,,,,0
80019,MissionPeriod::DailyMissionPeriod,80019,,,,0
80020,MissionPeriod::DailyMissionPeriod,80020,,,,0
80021,MissionPeriod::DailyMissionPeriod,80021,,,,0
80022,MissionPeriod::DailyMissionPeriod,80022,,,,0
80023,MissionPeriod::DailyMissionPeriod,80023,,,,0
80024,MissionPeriod::DailyMissionPeriod,80024,,,,0
80025,MissionPeriod::DailyMissionPeriod,80025,,,,0
80026,MissionPeriod::DailyMissionPeriod,80026,,,,0
80027,MissionPeriod::DailyMissionPeriod,80027,,,,0
80028,MissionPeriod::DailyMissionPeriod,80028,,,,0
80029,MissionPeriod::DailyMissionPeriod,80029,,,,0
80030,MissionPeriod::DailyMissionPeriod,80030,,,,0
80031,MissionPeriod::DailyMissionPeriod,80031,,,,0
80032,MissionPeriod::DailyMissionPeriod,80032,,,,0
80033,MissionPeriod::DailyMissionPeriod,80033,,,,0
80034,MissionPeriod::DailyMissionPeriod,80034,,,,0
80035,MissionPeriod::DailyMissionPeriod,80035,,,,0
80036,MissionPeriod::DailyMissionPeriod,80036,,,,0
80037,MissionPeriod::DailyMissionPeriod,80037,,,,0
80038,MissionPeriod::DailyMissionPeriod,80038,,,,0
80039,MissionPeriod::DailyMissionPeriod,80039,,,,0
80040,MissionPeriod::DailyMissionPeriod,80040,,,,0
80041,MissionPeriod::DailyMissionPeriod,80041,,,,0
80042,MissionPeriod::DailyMissionPeriod,80042,,,,0
80043,MissionPeriod::DailyMissionPeriod,80043,,,,0
80044,MissionPeriod::DailyMissionPeriod,80044,,,,0
80045,MissionPeriod::DailyMissionPeriod,80045,,,,0
80046,MissionPeriod::DailyMissionPeriod,80046,,,,0
80047,MissionPeriod::DailyMissionPeriod,80047,,,,0
80048,MissionPeriod::DailyMissionPeriod,80048,,,,0
80049,MissionPeriod::DailyMissionPeriod,80049,,,,0
80050,MissionPeriod::DailyMissionPeriod,80050,,,,0
80051,MissionPeriod::DailyMissionPeriod,80051,,,,0
80052,MissionPeriod::DailyMissionPeriod,80052,,,,0
80053,MissionPeriod::DailyMissionPeriod,80053,,,,0
80054,MissionPeriod::DailyMissionPeriod,80054,,,,0
80055,MissionPeriod::DailyMissionPeriod,80055,,,,0
80056,MissionPeriod::DailyMissionPeriod,80056,,,,0
80057,MissionPeriod::DailyMissionPeriod,80057,,,,0
80058,MissionPeriod::DailyMissionPeriod,80058,,,,0
80059,MissionPeriod::DailyMissionPeriod,80059,,,,0
80060,MissionPeriod::DailyMissionPeriod,80060,,,,0
80061,MissionPeriod::DailyMissionPeriod,80061,,,,0
80062,MissionPeriod::DailyMissionPeriod,80062,,,,0
80063,MissionPeriod::DailyMissionPeriod,80063,,,,0
80064,MissionPeriod::DailyMissionPeriod,80064,,,,0
80065,MissionPeriod::DailyMissionPeriod,80065,,,,0
80066,MissionPeriod::DailyMissionPeriod,80066,,,,0
80067,MissionPeriod::DailyMissionPeriod,80067,,,,0
80068,MissionPeriod::DailyMissionPeriod,80068,,,,0
80069,MissionPeriod::DailyMissionPeriod,80069,,,,0
80070,MissionPeriod::DailyMissionPeriod,80070,,,,0
80071,MissionPeriod::DailyMissionPeriod,80071,,,,0
80072,MissionPeriod::DailyMissionPeriod,80072,,,,0
80073,MissionPeriod::DailyMissionPeriod,80073,,,,0
80074,MissionPeriod::DailyMissionPeriod,80074,,,,0
80075,MissionPeriod::DailyMissionPeriod,80075,,,,0
80076,MissionPeriod::DailyMissionPeriod,80076,,,,0
80077,MissionPeriod::DailyMissionPeriod,80077,,,,0
80078,MissionPeriod::DailyMissionPeriod,80078,,,,0
80079,MissionPeriod::DailyMissionPeriod,80079,,,,0
80080,MissionPeriod::DailyMissionPeriod,80080,,,,0
80081,MissionPeriod::DailyMissionPeriod,80081,,,,0
80082,MissionPeriod::DailyMissionPeriod,80082,,,,0
80083,MissionPeriod::DailyMissionPeriod,80083,,,,0
80084,MissionPeriod::DailyMissionPeriod,80084,,,,0
80085,MissionPeriod::DailyMissionPeriod,80085,,,,0
80086,MissionPeriod::DailyMissionPeriod,80086,,,,0
80087,MissionPeriod::DailyMissionPeriod,80087,,,,0
80088,MissionPeriod::DailyMissionPeriod,80088,,,,0
80089,MissionPeriod::DailyMissionPeriod,80089,,,,0
80090,MissionPeriod::DailyMissionPeriod,80090,,,,0
80091,MissionPeriod::DailyMissionPeriod,80091,,,,0
80092,MissionPeriod::DailyMissionPeriod,80092,,,,0
80093,MissionPeriod::DailyMissionPeriod,80093,,,,0
80094,MissionPeriod::DailyMissionPeriod,80094,,,,0
80095,MissionPeriod::DailyMissionPeriod,80095,,,,0
80096,MissionPeriod::DailyMissionPeriod,80096,,,,0
80097,MissionPeriod::DailyMissionPeriod,80097,,,,0
80098,MissionPeriod::DailyMissionPeriod,80098,,,,0
80099,MissionPeriod::DailyMissionPeriod,80099,,,,0
80100,MissionPeriod::DailyMissionPeriod,80100,,,,0
80101,MissionPeriod::DailyMissionPeriod,80101,,,,0
80102,MissionPeriod::DailyMissionPeriod,80102,,,,0
80103,MissionPeriod::DailyMissionPeriod,80103,,,,0
80104,MissionPeriod::DailyMissionPeriod,80104,,,,0
80105,MissionPeriod::DailyMissionPeriod,80105,,,,0
80106,MissionPeriod::DailyMissionPeriod,80106,,,,0
80107,MissionPeriod::DailyMissionPeriod,80107,,,,0
80108,MissionPeriod::DailyMissionPeriod,80108,,,,0
80109,MissionPeriod::DailyMissionPeriod,80109,,,,0
80110,MissionPeriod::DailyMissionPeriod,80110,,,,0
80111,MissionPeriod::DailyMissionPeriod,80111,,,,0
80112,MissionPeriod::DailyMissionPeriod,80112,,,,0
80113,MissionPeriod::DailyMissionPeriod,80113,,,,0
80114,MissionPeriod::DailyMissionPeriod,80114,,,,0
80115,MissionPeriod::DailyMissionPeriod,80115,,,,0
80116,MissionPeriod::DailyMissionPeriod,80116,,,,0
