id,collection_category_id,name,priority,card_id,background_id
271,2,"Gotenks 
(Teen)",94000,1007430,4
272,3,"Super Saiyan 
Gotenks (Teen)",87100,1007440,1
273,3,Super Paikuhan,83300,1007420,3
274,3,Baby Janemba,92400,1007710,5
275,7,"Buu 
(Kid) (Babidi)",64700,1007720,2
276,3,Omega Shenron,90500,1006410,3
277,1,Syn Shenron,99400,1008720,4
278,9,Haze Shenron,61400,1006340,1
279,3,Eis Shenron,93100,1006350,2
280,3,Nuova Shenron,90600,1006360,1
281,1,Rage Shenron,99200,1006370,4
282,9,Oceanus Shenron,61300,1006380,5
283,4,Naturon Shenron,77800,1006400,2
284,3,"Super Saiyan 3 
Vegeta (GT)",83900,1008760,3
285,4,Tekka,76700,1008900,4
286,6,Pinich,70400,1008910,5
287,2,Goku Black,94700,1008840,4
288,5,Arale Norimaki,73300,1008950,2
289,1,Obotchaman,98700,1009050,5
290,3,Sourman,82600,1009030,4
291,3,"Super Saiyan God 
SS Vegito",89500,1009320,4
292,2,"Goku Black 
(Super Saiyan Rosé)",94500,1009340,5
293,4,"Trunks 
(Teen) (Future)",74100,1008860,1
294,7,"Mai 
(Future)",65900,1008880,2
295,3,Zamasu,93300,1009160,3
296,2,"Master Roshi 
(Santa)",97800,1009850,1
297,2,"Fusion 
Zamasu",98300,1009600,1
298,3,"Super Saiyan 4 
Goku",88700,1009420,3
299,3,"Super Saiyan 4 
Vegeta",84200,1009820,5
300,3,"Super Saiyan 3 Goku 
(GT) (Golden Giant Ape)",88100,1008291,3
301,3,"Super Baby 2 
(Giant Ape)",82900,1006521,2
302,3,Super Baby 1,83100,1006021,5
303,3,"Gohan 
Possessed (GT)",79200,1006270,1
304,3,"SS Gohan 
Possessed (GT)",86200,1006300,1
305,4,"Trunks 
Possessed (GT)",73900,1006290,3
306,3,"SS Trunks 
Possessed (GT)",85600,1006320,3
307,2,"Captain Ginyu 
(Ginyu Force)",96900,1009631,4
308,3,"Super Saiyan 3 
Goku (Angel)",88800,1010240,1
309,2,Masked Saiyan,97600,1010280,1
310,3,"Super Saiyan 2 
Bardock",85100,1010321,3
311,4,Monster Carrot,75100,1009800,2
312,6,"Hell Fighter 
#17",66300,1010550,2
313,3,Super #17,83400,1005990,4
314,3,Janemba,92500,1002790,5
315,3,Goku Jr.,80200,1010350,2
316,3,"Super Saiyan 
Goku Jr.",87700,1010361,2
317,3,"Super Saiyan 3 
Gotenks (Teen)",87000,1007741,1
318,6,Bio-Broly,72600,1008010,1
319,2,"Goku Black & 
Zamasu",94600,1011131,1
320,2,"Goku Black 
(Super Saiyan Rosé) 
＆ Zamasu",94400,1011141,1
321,3,"Super Saiyan 3 
Broly",84800,1011160,1
322,3,"Super Saiyan Goku 
(Angel) (Super Kaioken)",89200,1010660,4
323,6,"Perfect Cell 
(Angel)",72800,1010680,5
324,6,"Frieza 
(Final Form) (Angel)",68800,1012220,5
325,2,"King Cold 
(Angel)",93800,1010700,1
326,3,"Super Saiyan 2 
Caulifla",90100,1011750,5
327,2,"Kale 
(Berserk)",95100,1011760,4
328,3,"Super Saiyan 4 
Gogeta",90200,1011290,1
329,6,Whirus,70100,1011820,4
330,3,Cellza,81500,1011830,2
331,4,"Trunks (Kid) & 
Goten (Kid)",74600,1011641,5
332,9,Ranfan,61800,1011220,4
333,6,"Bergamo 
(Giant Form)",66400,1011580,4
334,7,"Majin Buu 
(Shape-Up)",64900,1011940,5
335,4,Toppo,75600,1011590,3
336,2,"Golden Frieza 
(Angel)",94900,1012020,2
337,8,Yurin,62300,1011920,1
338,3,"Goku 
(Ultra Instinct -Sign-)",80600,1012370,2
339,6,"Full Power Boujack 
(Galactic Warrior)",68300,1012161,2
340,4,Grand Kai,78500,1012230,5
341,6,"Vegito 
(Candy)",66600,1012290,1
342,3,Super Saiyan Kefla,89700,1012690,4
343,1,Darkness Towa,99500,1012550,5
344,3,"Super Saiyan 3 
Trunks (Teen)",85400,1012570,5
345,3,"Super Saiyan 3 
Gohan (Teen)",86500,1008180,2
346,4,"Tien & 
Chiaotzu",76500,1012131,5
347,1,Man-Wolf,98800,1006140,1
348,6,Pamput,71100,1006150,4
349,3,"Super Saiyan 2 
Vegeta & Bulma",84400,1012651,3
350,3,"Super Saiyan 3 
Bardock",85000,1011770,2
351,4,"Tapion 
(Hirudegarn)",78000,1012410,5
352,4,Tapion,78100,1012860,1
353,6,Hoi,66100,1012470,3
354,7,Minotia,63600,1012480,2
355,3,"Goku & 
Vegeta",80400,1012880,2
356,3,"Super Saiyan Goku & 
Super Saiyan Vegeta",87900,1012901,2
357,3,"Goku (Angel) & 
Vegeta (Angel)",80300,1012910,4
358,3,"Super Saiyan Goku (Angel) & 
Super Saiyan Vegeta (Angel)",87800,1012931,4
359,2,"Ginyu 
(Goku) (Ginyu Force)",97000,1013101,1
360,3,Super Ribrianne,82700,1013470,3
361,3,"Super Saiyan 2 
Kefla",89600,1013431,4
362,2,Caulifla,97500,1013630,3
363,2,Kale,95200,1013650,2
364,3,"Super Saiyan 2 
Kale",89800,1013660,2
365,3,"Super Saiyan 2 
Cabba",89900,1013531,1
366,3,Jiren,92000,1013480,3
367,4,"Dragon Ball 
Heroines",74900,1013781,3
368,6,"Beerus & 
Whis",70200,1013771,3
369,4,"Toppo 
(God of Destruction Mode)",75500,1013881,3
370,4,Dyspo,76900,1012610,5
371,4,"Dyspo 
(Super Speed Mode)",76800,1013911,5
372,9,Ribrianne,61600,1012300,4
373,9,"Ribrianne 
(Giant Form)",61500,1013951,4
374,9,"Elder Kai 
(Dozing)",60800,1013400,4
375,3,Lord Slug,82400,1013700,4
376,3,"Lord Slug 
(Giant Form)",82300,1013711,4
377,4,"Super Full Power 
Saiyan 4 Goku",77200,1014120,1
378,6,"Frieza 
(Final Form) (GT)",68900,1014320,4
379,3,"Cell 
(Perfect Form) (GT)",81700,1014340,2
380,3,"Android #18 
(GT)",91300,1005810,3
381,7,"Metal Cooler 
Army",63000,1014471,2
382,6,Bulla,69700,1012090,1
383,3,"Android #21 
(Transformed)",90900,1014650,3
384,3,"Android #21 
(Normal)",91000,1014630,2
385,3,"Android #21
(Transformed, Good)",90800,1014641,2
386,2,"Great Saiyaman 
1 & 2",95500,1013360,4
387,3,"Cell (Perfect Form) & 
Cell Jr.",81600,1014941,4
388,4,"Trunks (Kid) & 
Goten (Kid) & Marron",74500,1014100,4
389,3,"Goku & Frieza 
(Final Form) (Angel)",80500,1014950,1
390,5,West Supreme Kai,73600,1015190,5
391,3,"Super Saiyan 
Gotenks & Ghost",87300,1015270,2
392,6,Pasta,72200,1015350,2
393,6,"Brianne 
de Chateau",69400,1014200,2
394,3,"Gohan (Teen) 
& Videl",79500,1015591,2
395,3,"Super Saiyan 3 
Goku (Xeno)",88000,1015491,3
396,3,"Super Saiyan 3 
Vegeta (Xeno)",83800,1015501,4
397,4,"Supreme Kai of 
Time (Power of 
Time Unleashed)",75900,1015511,1
398,3,Super Mira,82800,1015521,3
399,7,"Demigra 
(Makyouka Form)",65300,1015531,4
400,1,"Dark Masked 
King",99600,1015541,2
401,2,"Black Masked 
Saiyan",95300,1015551,5
402,6,Bota Magetta,66010,1015800,2
403,6,"Frost 
(Full Power)",67690,1015791,3
404,8,Yamcha & Puar,62490,1015181,4
405,4,"Trunks
(Teen) (Future)
& Mai (Future)",74050,1014081,3
406,4,"Trunks 
(Kid) & 
Mai",74450,1015860,1
407,3,"Super Saiyan 
Gogeta",90290,1015960,5
408,3,"Super Saiyan 
God Vegeta",84100,1016051,3
409,6,Broly (Wrathful),67590,1014511,5
410,6,"Paragus & 
Broly",71790,1016081,2
411,2,Giru,96350,1016290,2
412,6,Vegeta Jr.,66750,1011330,4
413,3,"Super Saiyan 
Vegeta Jr.",83650,1011341,4
414,3,"Goku (GT) & 
Pan (GT) & 
Trunks (GT)",80350,1016350,2
415,3,"Goku (Youth) & 
Arale Norimaki",80330,1016231,5
416,6,Duplicate Vegeta,69750,1016190,5
417,6,"Duplicate Vegeta 
(Super Saiyan 
God SS)",69740,1016201,5
418,3,"Goku 
(Dokkan Butoden)",80650,1016710,4
419,6,"Vegeta 
(Dokkan Butoden)",67050,1016720,5
420,3,Saonel & Pirina,93350,1016920,1
421,1,Vados,99350,1017030,5
422,3,"Gohan (Teen) 
& Goten (Kid)",79550,1016790,1
423,3,"Super Saiyan 
Gohan (Teen) & 
Super Saiyan 
Goten (Kid)",86650,1016801,1
424,2,"Caulifla & 
Kale",97450,1016820,5
425,3,"Super Saiyan 
Caulifla & 
Super Saiyan Kale",90150,1016831,5
426,3,"Super Saiyan 2 
Caulifla & 
Super Saiyan 2 Kale",90050,1016841,5
427,2,Gowasu,93750,1017010,4
428,2,"Gowasu & 
Zamasu",93740,1017021,4
430,2,Gogeta,94350,1017230,3
431,6,Hacchan,72050,1016960,3
432,2,Ox King,96450,1006080,4
433,6,Beat,70950,1017250,3
434,2,"Great 
Saiyaman 4",95370,1017260,3
435,1,"Ahms
(2nd Form)",99860,1017360,5
436,1,"Ahms
(3rd Form)",99850,1017370,5
437,3,Sealas,92960,1017290,3
438,2,"Great 
Saiyaman 3",95380,1017270,1
439,3,Goku (Xeno),80750,1017390,4
440,6,Vegeta (Xeno),67080,1017400,2
441,7,"Mecha Frieza 
& King Cold",63150,1017321,3
442,3,"Goku (Youth) & 
Bulma (Youth)",80320,1017381,5
443,3,"Super Vegeta/ 
Super Trunks",83690,1017661,3
444,3,"Super Saiyan Goku/ 
Super Saiyan Gohan 
(Youth)",87950,1017741,1
445,9,"Oceanus Shenron 
(Princess Oto)",61290,1017690,2
446,3,"Androids 
#17 & #18/ 
Android #16",91450,1018031,4
447,4,"Trunks (Kid) 
(Great Saiyaman)",74650,1018210,5
448,3,Invisible Man,82650,1018170,5
449,3,"Thouser 
(Cooler's 
Armored Squad)",93390,1018061,4
450,3,"Super Saiyan God 
SS Goku (Kaioken)",88450,1018530,3
451,2,Cumber,97350,1018450,4
452,3,"Super Saiyan Cumber 
(Giant Ape Cumber)",90040,1018461,4
453,2,Golden Cooler,95050,1018290,1
454,6,Fu,69730,1018310,2
455,3,Super Fu,83250,1018321,2
456,2,Gotenks (Xeno),93950,1018380,5
457,6,Vegeks (Xeno),67350,1018350,3
458,2,Gohanks (Xeno),93940,1018370,2
459,1,Evil Saiyan,100100,1018390,3
460,3,"Androids 
#14 & #15",91850,1018510,4
461,3,Goku (Santa),80950,1018550,1
462,2,"Great Saiyaman 
(SS)",95650,1018581,3
463,8,"Yamu & 
Spopovich",62550,1018701,5
464,6,Broly (Kid),67550,1018920,2
465,3,"Super Saiyan 
Trunks (Future) 
& Mai (Future)",85750,1019281,5
466,6,"Bardock & 
Gine",72950,1019041,3
467,6,"Vegeta (Kid) & 
Raditz (Kid)",66950,1018951,5
468,3,"Zamasu 
(Goku)",93250,1019071,3
469,6,Team Bardock,72930,1019101,2
470,6,"Broly & 
Cheelai & 
Lemo",67520,1019001,4
471,3,"Jackie Chun 
(Max Power)",92550,1018900,4
472,5,"Nappa/ 
Vegeta",73750,1019401,5
473,7,"Majin Buu (Good)/ 
Majin Buu 
(Pure Evil)",64450,1019591,1
474,6,"Babidi & 
Dabura",71950,1018591,5
475,2,Kefla,95090,1019730,3
476,2,Kakunsa,98350,1012310,5
477,9,Rozie,60750,1012320,2
478,3,"Super Saiyan God 
SS Goku & 
Super Saiyan God 
SS Vegeta",88475,1019970,4
479,3,"Super Saiyan God 
SS Goku (Kaioken) & 
Super Saiyan God 
SS Evolved Vegeta",88430,1019991,4
480,2,Kahseral,98700,1020160,4
481,2,"Kahseral 
(Pride Troopers)",98690,1020171,4
482,3,"Jiren 
(Full Power)",91990,1014700,1
483,4,"Toppo 
(Pride Troopers)",75510,1020011,2
484,3,"Goku & 
Vegeta (Angel)",80390,1020440,3
485,2,"Great Saiyaman 
2/1",95390,1019491,1
486,7,"Hercule/ 
Majin Buu 
(Good)",63790,1020771,0
487,2,"Supreme Kai & 
Kibito",98590,1020131,2
488,3,"Super 
Hatchiyack",83300,1020431,4
489,6,"Vegeta 
(Angel)",67070,1020200,4
490,3,"Super Saiyan 2 
Vegeta (Angel)",84450,1020211,4
491,3,"Goku & 
Gohan (Kid)",80550,1019701,1
492,2,"Golden Frieza 
& Sorbet",94950,1021081,1
493,3,"Grandpa Gohan 
& Pan (GT)",78990,1021101,3
494,4,Team Turles,78650,1020751,3
495,6,"Vegeta (GT) 
(Giant Ape)",67090,1021391,2
496,3,"Super Saiyan 4 
Vegito (Xeno)",89550,1020640,4
497,3,"Super Saiyan 4 
Broly",84790,1020660,1
498,3,"Super Saiyan 4 
Bardock",84990,1020680,3
499,3,"Super Saiyan 4 
Gohan",86490,1020690,2
500,7,"Demon Goddess 
Towa",65250,1020540,2
501,7,"Demon God 
Dabura (Xeno)",65450,1020900,5
502,7,"Demon God 
Salsa",65470,1020880,1
503,3,"Gohan (Kid) 
(Santa)",79750,1021510,1
504,1,Annin,99450,1020060,2
505,6,"Babidi & 
Majin Buu (Good)",71940,1021001,4
506,1,"Ultimate Gohan 
& Piccolo",99680,1021351,1
507,2,"Golden Frieza 
(Angel) & 
Ultimate Gohan",94890,1021371,3
508,3,"Goku 
(Ultra Instinct)",80610,1020230,3
509,3,"Super Saiyan God 
SS Evolved Vegeta",84040,1020320,2
510,2,"Krillin & 
Android #18",95850,1021630,2
511,2,"Master Roshi 
& Tien",97650,1021530,1
512,2,"Golden 
Frieza (Angel) 
& Android #17",94880,1021431,4
513,3,"Android #17 
(Team Universe 7)",91610,1021481,2
514,3,"Super Saiyan 
Trunks (Kid) & 
Super Saiyan 
Goten (Kid)",86050,1021680,4
515,2,"Great Saiyaman 
& Videl",95550,1021851,3
516,4,"Tapion & 
Minotia",77950,1021950,3
517,3,"Gohan (GT) & 
Goten (GT)",79150,1022041,1
518,4,"Trunks (GT) & 
Goten (GT)",73880,1022021,5
519,4,Trunks (GT),73890,1022660,5
520,3,"Legion of 
Shadow Dragons",92750,1021881,2
521,2,Garlic Jr.,98680,1022050,2
522,3,"Super 
Garlic Jr.",90350,1022061,2
523,3,"Goku & 
Piccolo",80530,1022100,2
524,6,"Frieza 
(Final Form) & 
Army of the Dead",68790,1021901,3
525,6,"Piccolo & 
Krillin",70850,1022311,3
526,2,Kyawei,96650,1022710,1
527,7,Marcarita,64150,1022670,5
528,3,"Zarbon & 
Dodoria",93650,1023001,1
529,2,Krillin/Vegeta,95830,1022881,2
530,2,"Krillin & 
Gohan (Kid)",95840,1022920,5
531,6,Vegeta/Goku,66925,1023041,2
532,5,Nappa (Teen),73775,1023130,2
533,6,"Hit & 
Super Saiyan God 
Goku",70550,1023070,3
534,6,"Hacchan 
(Berserk)",72040,1023150,4
535,6,"Hacchan & 
Android #17",72030,1023161,4
536,7,"Demon Goddess 
Putine",64250,1023320,4
537,3,"Super Saiyan God 
Trunks (Xeno)",85350,1023230,1
538,6,Pan (Xeno),71450,1023250,2
539,1,"Dark King 
Mechikabura 
(Power of Time 
Unleashed)",99650,1023180,5
540,4,"Supreme Kai 
of Time 
(Brainwashed)",75950,1023210,3
541,9,Robelu,60725,1023200,4
542,3,"Super Saiyan 
Goku (Xeno)",89350,1023301,4
543,3,"Super Saiyan 
Vegeta (Xeno)",84650,1023311,2
544,3,"Super Saiyan 
Vegeks (Xeno)",84750,1023271,3
545,3,"Super Saiyan 3 
Gohanks (Xeno)",86940,1023291,2
546,3,"Super Saiyan 3 
Gotenks (Xeno)",86950,1023281,5
547,3,"Androids 
#17 (Future) & 
#18 (Future)",91475,1023350,1
548,4,"Dr. Gero & 
Android #19",75750,1023370,2
