id,budokai_ranking_gift_set_id,description,item_type,item_id,quantity,card_exp_init
66,2,Weight (10t) PHY x 5,TrainingItem,804,5,0
67,2,Senzu Beans x 10,SupportItem,6,10,0
68,3,(Infinite Potential) Uub x 3,Card,1002030,3,0
69,3,(Reaching New Heights) Goku x 3,Card,1003140,3,0
70,3,Awakening Medals - 137 in total,AwakeningItem,19,1,0
71,3,Training Items - 50 in total,AwakeningItem,20,1,0
72,3,Senzu Beans x 10,AwakeningItem,14,5,0
73,3,West Kai Awakening Medals x 5,AwakeningItem,15,5,0
74,3,South Kai Awakening Medals x 5,AwakeningItem,16,5,0
75,3,East Kai Awakening Medals x 5,AwakeningItem,17,5,0
76,3,North Kai Awakening Medals x 5,AwakeningItem,18,5,0
77,3,Kami Awakening Medals x 5,AwakeningItem,9,5,0
78,3,Grand Elder Guru Awakening Medals x 5,AwakeningItem,10,5,0
79,3,Babidi Awakening Medals x 5,AwakeningItem,11,5,0
80,3,Bibidi Awakening Medals x 5,AwakeningItem,12,5,0
81,3,Korin Awakening Medals x 5,AwakeningItem,13,5,0
82,3,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0
83,3,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0
84,3,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0
85,3,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0
86,3,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0
87,3,Gregory Awakening Medals x 20,AwakeningItem,1,20,0
88,3,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0
89,3,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0
90,3,Z-Sword AGL x 5,TrainingItem,900,5,0
91,3,Z-Sword TEQ x 5,TrainingItem,901,5,0
92,3,Z-Sword INT x 5,TrainingItem,902,5,0
93,3,Z-Sword STR x 5,TrainingItem,903,5,0
94,3,Z-Sword PHY x 5,TrainingItem,904,5,0
95,3,Weight (10t) AGL x 5,TrainingItem,800,5,0
96,3,Weight (10t) TEQ x 5,TrainingItem,801,5,0
97,3,Weight (10t) INT x 5,TrainingItem,802,5,0
98,3,Weight (10t) STR x 5,TrainingItem,803,5,0
99,3,Weight (10t) PHY x 5,TrainingItem,804,5,0
100,3,Senzu Beans x 10,SupportItem,6,10,0
101,4,(Infinite Potential) Uub,Card,1002030,1,0
102,4,(Reaching New Heights) Goku x 3,Card,1003140,3,0
103,4,Awakening Medals - 135 in total,AwakeningItem,14,5,0
104,4,Training Items - 50 in total,AwakeningItem,15,5,0
105,4,Senzu Beans x 10,AwakeningItem,16,5,0
106,4,East Kai Awakening Medals x 5,AwakeningItem,17,5,0
107,4,North Kai Awakening Medals x 5,AwakeningItem,18,5,0
108,4,Kami Awakening Medals x 5,AwakeningItem,9,5,0
109,4,Grand Elder Guru Awakening Medals x 5,AwakeningItem,10,5,0
110,4,Babidi Awakening Medals x 5,AwakeningItem,11,5,0
111,4,Bibidi Awakening Medals x 5,AwakeningItem,12,5,0
112,4,Korin Awakening Medals x 5,AwakeningItem,13,5,0
113,4,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0
114,4,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0
115,4,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0
116,4,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0
117,4,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0
118,4,Gregory Awakening Medals x 20,AwakeningItem,1,20,0
119,4,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0
120,4,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0
121,4,Z-Sword AGL x 5,TrainingItem,900,5,0
122,4,Z-Sword TEQ x 5,TrainingItem,901,5,0
123,4,Z-Sword INT x 5,TrainingItem,902,5,0
124,4,Z-Sword STR x 5,TrainingItem,903,5,0
125,4,Z-Sword PHY x 5,TrainingItem,904,5,0
126,4,Weight (10t) AGL x 5,TrainingItem,800,5,0
127,4,Weight (10t) TEQ x 5,TrainingItem,801,5,0
128,4,Weight (10t) INT x 5,TrainingItem,802,5,0
129,4,Weight (10t) STR x 5,TrainingItem,803,5,0
130,4,Weight (10t) PHY x 5,TrainingItem,804,5,0
131,4,Senzu Beans x 10,SupportItem,6,10,0
132,5,(Infinite Potential) Uub,Card,1002030,1,0
133,5,(Reaching New Heights) Goku x 2,Card,1003140,2,0
134,5,Awakening Medals - 110 in total,AwakeningItem,9,5,0
135,5,Training Items - 50 in total,AwakeningItem,10,5,0
136,5,Senzu Beans x 10,AwakeningItem,11,5,0
137,5,Bibidi Awakening Medals x 5,AwakeningItem,12,5,0
138,5,Korin Awakening Medals x 5,AwakeningItem,13,5,0
139,5,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0
140,5,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0
141,5,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0
142,5,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0
143,5,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0
144,5,Gregory Awakening Medals x 20,AwakeningItem,1,20,0
145,5,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0
146,5,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0
147,5,Z-Sword AGL x 5,TrainingItem,900,5,0
148,5,Z-Sword TEQ x 5,TrainingItem,901,5,0
149,5,Z-Sword INT x 5,TrainingItem,902,5,0
150,5,Z-Sword STR x 5,TrainingItem,903,5,0
151,5,Z-Sword PHY x 5,TrainingItem,904,5,0
152,5,Weight (10t) AGL x 5,TrainingItem,800,5,0
153,5,Weight (10t) TEQ x 5,TrainingItem,801,5,0
154,5,Weight (10t) INT x 5,TrainingItem,802,5,0
155,5,Weight (10t) STR x 5,TrainingItem,803,5,0
156,5,Weight (10t) PHY x 5,TrainingItem,804,5,0
157,5,Senzu Beans x 10,SupportItem,6,10,0
158,6,(Reaching New Heights) Goku x 2,Card,1003140,2,0
159,6,Awakening Medals - 110 in total,AwakeningItem,9,5,0
160,6,Training Items - 50 in total,AwakeningItem,10,5,0
161,6,Senzu Beans x 10,AwakeningItem,11,5,0
162,6,Fake_Data,AwakeningItem,12,5,0
163,6,Korin Awakening Medals x 5,AwakeningItem,13,5,0
164,6,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0
165,6,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0
166,6,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0
167,6,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0
168,6,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0
169,6,Gregory Awakening Medals x 20,AwakeningItem,1,20,0
170,6,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0
171,6,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0
172,6,Z-Sword AGL x 5,TrainingItem,900,5,0
173,6,Z-Sword TEQ x 5,TrainingItem,901,5,0
174,6,Z-Sword INT x 5,TrainingItem,902,5,0
175,6,Z-Sword STR x 5,TrainingItem,903,5,0
176,6,Z-Sword PHY x 5,TrainingItem,904,5,0
177,6,Weight (10t) AGL x 5,TrainingItem,800,5,0
178,6,Weight (10t) TEQ x 5,TrainingItem,801,5,0
179,6,Weight (10t) INT x 5,TrainingItem,802,5,0
180,6,Weight (10t) STR x 5,TrainingItem,803,5,0
181,6,Weight (10t) PHY x 5,TrainingItem,804,5,0
182,6,Senzu Beans x 10,SupportItem,6,10,0
183,7,(Reaching New Heights) Goku,Card,1003140,1,0
184,7,Training Items - 50 in total,TrainingItem,900,5,0
185,7,Awakening Medals - 85 in total,TrainingItem,901,5,0
186,7,Senzu Beans x 10,TrainingItem,902,5,0
187,7,Fake_Data,TrainingItem,903,5,0
188,7,Z-Sword PHY x 5,TrainingItem,904,5,0
189,7,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0
190,7,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0
191,7,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0
192,7,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0
193,7,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0
194,7,Gregory Awakening Medals x 20,AwakeningItem,1,20,0
195,7,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0
196,7,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0
197,7,Weight (10t) AGL x 5,TrainingItem,800,5,0
198,7,Weight (10t) TEQ x 5,TrainingItem,801,5,0
199,7,Weight (10t) INT x 5,TrainingItem,802,5,0
200,7,Weight (10t) STR x 5,TrainingItem,803,5,0
201,7,Weight (10t) PHY x 5,TrainingItem,804,5,0
202,7,Senzu Beans x 10,SupportItem,6,10,0
203,8,Training Items - 50 in total,TrainingItem,900,5,0
204,8,Awakening Medals - 85 in total,TrainingItem,901,5,0
205,8,Senzu Beans x 10,TrainingItem,902,5,0
206,8,Fake_Data,TrainingItem,903,5,0
207,8,Fake_Data,TrainingItem,904,5,0
208,8,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0
209,8,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0
210,8,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0
211,8,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0
212,8,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0
213,8,Gregory Awakening Medals x 20,AwakeningItem,1,20,0
214,8,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0
215,8,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0
216,8,Weight (10t) AGL x 5,TrainingItem,800,5,0
217,8,Weight (10t) TEQ x 5,TrainingItem,801,5,0
218,8,Weight (10t) INT x 5,TrainingItem,802,5,0
219,8,Weight (10t) STR x 5,TrainingItem,803,5,0
220,8,Weight (10t) PHY x 5,TrainingItem,804,5,0
221,8,Senzu Beans x 10,SupportItem,6,10,0
222,9,Awakening Medals - 85 in total,AwakeningItem,4,5,0
223,9,Training Items - 25 in total,AwakeningItem,5,5,0
224,9,Senzu Beans x 10,AwakeningItem,6,5,0
225,9,Fake_Data,AwakeningItem,7,5,0
226,9,Fake_Data,AwakeningItem,8,5,0
227,9,Gregory Awakening Medals x 20,AwakeningItem,1,20,0
228,9,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0
229,9,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0
230,9,Weight (10t) AGL x 5,TrainingItem,800,5,0
231,9,Weight (10t) TEQ x 5,TrainingItem,801,5,0
232,9,Weight (10t) INT x 5,TrainingItem,802,5,0
233,9,Weight (10t) STR x 5,TrainingItem,803,5,0
234,9,Weight (10t) PHY x 5,TrainingItem,804,5,0
235,9,Senzu Beans x 10,SupportItem,6,10,0
236,10,Awakening Medals - 60 in total,AwakeningItem,1,20,0
237,10,Training Items - 25 in total,AwakeningItem,2,20,0
238,10,Senzu Beans x 10,AwakeningItem,3,20,0
239,10,Fake_Data,TrainingItem,800,5,0
240,10,Fake_Data,TrainingItem,801,5,0
241,10,Weight (10t) INT x 5,TrainingItem,802,5,0
242,10,Weight (10t) STR x 5,TrainingItem,803,5,0
243,10,Weight (10t) PHY x 5,TrainingItem,804,5,0
244,10,Senzu Beans x 10,SupportItem,6,10,0
245,11,Training Items - 25 in total,TrainingItem,800,5,0
246,11,Senzu Beans x 10,TrainingItem,801,5,0
247,11,Fake_Data,TrainingItem,802,5,0
248,11,Fake_Data,TrainingItem,803,5,0
249,11,Fake_Data,TrainingItem,804,5,0
250,11,Senzu Beans x 10,SupportItem,6,10,0
251,12,(Deadly Awakening) Super Saiyan Goku,Card,1003500,1,0
252,12,(Reaching New Heights) Goku,Card,1003140,1,0
253,12,Supreme Kai's World x 5,TrainingField,8,5,0
254,13,(Deadly Awakening) Super Saiyan Goku,Card,1003500,1,0
255,13,Supreme Kai's World x 5,TrainingField,8,5,0
256,14,(Infinite Potential) Uub,Card,1002030,1,0
257,14,Supreme Kai's World x 5,TrainingField,8,5,0
258,15,(Solitary Warrior) Bardock x 2,Card,1001510,2,0
259,15,(Going Galactic) Goku (GT) x 3,Card,1002960,3,0
260,15,Awakening Medals - 137 in total,AwakeningItem,19,1,0
261,15,"Training Items - 50 in total, Senzu Beans x 10",AwakeningItem,20,1,0
262,15,Fake_Data,AwakeningItem,14,5,0
263,15,West Kai Awakening Medals x 5,AwakeningItem,15,5,0
264,15,South Kai Awakening Medals x 5,AwakeningItem,16,5,0
265,15,East Kai Awakening Medals x 5,AwakeningItem,17,5,0
266,15,North Kai Awakening Medals x 5,AwakeningItem,18,5,0
267,15,Kami Awakening Medals x 5,AwakeningItem,9,5,0
268,15,Grand Elder Guru Awakening Medals x 5,AwakeningItem,10,5,0
269,15,Babidi Awakening Medals x 5,AwakeningItem,11,5,0
270,15,Bibidi Awakening Medals x 5,AwakeningItem,12,5,0
271,15,Korin Awakening Medals x 5,AwakeningItem,13,5,0
272,15,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0
273,15,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0
274,15,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0
275,15,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0
276,15,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0
277,15,Gregory Awakening Medals x 20,AwakeningItem,1,20,0
278,15,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0
279,15,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0
280,15,Z-Sword AGL x 5,TrainingItem,900,5,0
281,15,Z-Sword TEQ x 5,TrainingItem,901,5,0
282,15,Z-Sword INT x 5,TrainingItem,902,5,0
283,15,Z-Sword STR x 5,TrainingItem,903,5,0
284,15,Z-Sword PHY x 5,TrainingItem,904,5,0
285,15,Weight (10t) AGL x 5,TrainingItem,800,5,0
286,15,Weight (10t) TEQ x 5,TrainingItem,801,5,0
287,15,Weight (10t) INT x 5,TrainingItem,802,5,0
288,15,Weight (10t) STR x 5,TrainingItem,803,5,0
289,15,Weight (10t) PHY x 5,TrainingItem,804,5,0
290,15,Senzu Beans x 10,SupportItem,6,10,0
291,16,(Solitary Warrior) Bardock,Card,1001510,1,0
292,16,(Going Galactic) Goku (GT) x 3,Card,1002960,3,0
293,16,Awakening Medals - 137 in total,AwakeningItem,19,1,0
294,16,Training Items - 50 in total,AwakeningItem,20,1,0
295,16,Senzu Beans x 10,AwakeningItem,14,5,0
296,16,West Kai Awakening Medals x 5,AwakeningItem,15,5,0
297,16,South Kai Awakening Medals x 5,AwakeningItem,16,5,0
298,16,East Kai Awakening Medals x 5,AwakeningItem,17,5,0
299,16,North Kai Awakening Medals x 5,AwakeningItem,18,5,0
300,16,Kami Awakening Medals x 5,AwakeningItem,9,5,0
301,16,Grand Elder Guru Awakening Medals x 5,AwakeningItem,10,5,0
302,16,Babidi Awakening Medals x 5,AwakeningItem,11,5,0
303,16,Bibidi Awakening Medals x 5,AwakeningItem,12,5,0
304,16,Korin Awakening Medals x 5,AwakeningItem,13,5,0
305,16,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0
306,16,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0
307,16,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0
308,16,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0
309,16,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0
310,16,Gregory Awakening Medals x 20,AwakeningItem,1,20,0
311,16,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0
312,16,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0
313,16,Z-Sword AGL x 5,TrainingItem,900,5,0
314,16,Z-Sword TEQ x 5,TrainingItem,901,5,0
315,16,Z-Sword INT x 5,TrainingItem,902,5,0
316,16,Z-Sword STR x 5,TrainingItem,903,5,0
317,16,Z-Sword PHY x 5,TrainingItem,904,5,0
318,16,Weight (10t) AGL x 5,TrainingItem,800,5,0
319,16,Weight (10t) TEQ x 5,TrainingItem,801,5,0
320,16,Weight (10t) INT x 5,TrainingItem,802,5,0
321,16,Weight (10t) STR x 5,TrainingItem,803,5,0
322,16,Weight (10t) PHY x 5,TrainingItem,804,5,0
323,16,Senzu Beans x 10,SupportItem,6,10,0
324,17,(Going Galactic) Goku (GT) x 3,Card,1002960,3,0
325,17,Awakening Medals - 137 in total,AwakeningItem,19,1,0
326,17,Training Items - 50 in total,AwakeningItem,20,1,0
327,17,Senzu Beans x 10,AwakeningItem,14,5,0
328,17,Fake_Data,AwakeningItem,15,5,0
329,17,South Kai Awakening Medals x 5,AwakeningItem,16,5,0
330,17,East Kai Awakening Medals x 5,AwakeningItem,17,5,0
331,17,North Kai Awakening Medals x 5,AwakeningItem,18,5,0
332,17,Kami Awakening Medals x 5,AwakeningItem,9,5,0
333,17,Grand Elder Guru Awakening Medals x 5,AwakeningItem,10,5,0
334,17,Babidi Awakening Medals x 5,AwakeningItem,11,5,0
335,17,Bibidi Awakening Medals x 5,AwakeningItem,12,5,0
336,17,Korin Awakening Medals x 5,AwakeningItem,13,5,0
337,17,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0
338,17,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0
339,17,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0
340,17,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0
341,17,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0
342,17,Gregory Awakening Medals x 20,AwakeningItem,1,20,0
343,17,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0
344,17,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0
345,17,Z-Sword AGL x 5,TrainingItem,900,5,0
346,17,Z-Sword TEQ x 5,TrainingItem,901,5,0
347,17,Z-Sword INT x 5,TrainingItem,902,5,0
348,17,Z-Sword STR x 5,TrainingItem,903,5,0
349,17,Z-Sword PHY x 5,TrainingItem,904,5,0
350,17,Weight (10t) AGL x 5,TrainingItem,800,5,0
351,17,Weight (10t) TEQ x 5,TrainingItem,801,5,0
352,17,Weight (10t) INT x 5,TrainingItem,802,5,0
353,17,Weight (10t) STR x 5,TrainingItem,803,5,0
354,17,Weight (10t) PHY x 5,TrainingItem,804,5,0
355,17,Senzu Beans x 10,SupportItem,6,10,0
356,18,(Going Galactic) Goku (GT) x 2,Card,1002960,2,0
357,18,Awakening Medals - 135 in total,AwakeningItem,14,5,0
358,18,Training Items - 50 in total,AwakeningItem,15,5,0
359,18,Senzu Beans x 10,AwakeningItem,16,5,0
360,18,Fake_Data,AwakeningItem,17,5,0
361,18,North Kai Awakening Medals x 5,AwakeningItem,18,5,0
362,18,Kami Awakening Medals x 5,AwakeningItem,9,5,0
363,18,Grand Elder Guru Awakening Medals x 5,AwakeningItem,10,5,0
364,18,Babidi Awakening Medals x 5,AwakeningItem,11,5,0
365,18,Bibidi Awakening Medals x 5,AwakeningItem,12,5,0
366,18,Korin Awakening Medals x 5,AwakeningItem,13,5,0
367,18,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0
368,18,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0
369,18,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0
370,18,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0
371,18,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0
372,18,Gregory Awakening Medals x 20,AwakeningItem,1,20,0
373,18,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0
374,18,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0
375,18,Z-Sword AGL x 5,TrainingItem,900,5,0
376,18,Z-Sword TEQ x 5,TrainingItem,901,5,0
377,18,Z-Sword INT x 5,TrainingItem,902,5,0
378,18,Z-Sword STR x 5,TrainingItem,903,5,0
379,18,Z-Sword PHY x 5,TrainingItem,904,5,0
380,18,Weight (10t) AGL x 5,TrainingItem,800,5,0
381,18,Weight (10t) TEQ x 5,TrainingItem,801,5,0
382,18,Weight (10t) INT x 5,TrainingItem,802,5,0
383,18,Weight (10t) STR x 5,TrainingItem,803,5,0
384,18,Weight (10t) PHY x 5,TrainingItem,804,5,0
385,18,Senzu Beans x 10,SupportItem,6,10,0
386,19,(Going Galactic) Goku (GT) x 2,Card,1002960,2,0
387,19,Awakening Medals - 110 in total,AwakeningItem,9,5,0
388,19,Training Items - 50 in total,AwakeningItem,10,5,0
389,19,Senzu Beans x 10,AwakeningItem,11,5,0
390,19,Fake_Data,AwakeningItem,12,5,0
391,19,Korin Awakening Medals x 5,AwakeningItem,13,5,0
392,19,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0
393,19,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0
394,19,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0
395,19,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0
396,19,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0
397,19,Gregory Awakening Medals x 20,AwakeningItem,1,20,0
398,19,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0
399,19,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0
400,19,Z-Sword AGL x 5,TrainingItem,900,5,0
401,19,Z-Sword TEQ x 5,TrainingItem,901,5,0
402,19,Z-Sword INT x 5,TrainingItem,902,5,0
403,19,Z-Sword STR x 5,TrainingItem,903,5,0
404,19,Z-Sword PHY x 5,TrainingItem,904,5,0
405,19,Weight (10t) AGL x 5,TrainingItem,800,5,0
406,19,Weight (10t) TEQ x 5,TrainingItem,801,5,0
407,19,Weight (10t) INT x 5,TrainingItem,802,5,0
408,19,Weight (10t) STR x 5,TrainingItem,803,5,0
409,19,Weight (10t) PHY x 5,TrainingItem,804,5,0
410,19,Senzu Beans x 10,SupportItem,6,10,0
411,20,(Going Galactic) Goku (GT),Card,1002960,1,0
412,20,Awakening Medals - 110 in total,AwakeningItem,9,5,0
413,20,Training Items - 50 in total,AwakeningItem,10,5,0
414,20,Senzu Beans x 10,AwakeningItem,11,5,0
415,20,Fake_Data,AwakeningItem,12,5,0
416,20,Korin Awakening Medals x 5,AwakeningItem,13,5,0
417,20,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0
418,20,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0
419,20,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0
420,20,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0
421,20,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0
422,20,Gregory Awakening Medals x 20,AwakeningItem,1,20,0
423,20,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0
424,20,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0
425,20,Z-Sword AGL x 5,TrainingItem,900,5,0
426,20,Z-Sword TEQ x 5,TrainingItem,901,5,0
427,20,Z-Sword INT x 5,TrainingItem,902,5,0
428,20,Z-Sword STR x 5,TrainingItem,903,5,0
429,20,Z-Sword PHY x 5,TrainingItem,904,5,0
430,20,Weight (10t) AGL x 5,TrainingItem,800,5,0
431,20,Weight (10t) TEQ x 5,TrainingItem,801,5,0
432,20,Weight (10t) INT x 5,TrainingItem,802,5,0
433,20,Weight (10t) STR x 5,TrainingItem,803,5,0
434,20,Weight (10t) PHY x 5,TrainingItem,804,5,0
435,20,Senzu Beans x 10,SupportItem,6,10,0
436,21,(Going Galactic) Goku (GT),Card,1002960,1,0
437,21,Training Items - 50 in total,TrainingItem,900,5,0
