id,rank,exp_total,act_max,friends_capacity
781,781,758278980,244,100
782,782,761208755,244,100
783,783,764146145,244,100
784,784,767091160,244,100
785,785,770043810,245,100
786,786,773004105,245,100
787,787,775972055,245,100
788,788,778947670,245,100
789,789,781930960,245,100
790,790,784921935,246,100
791,791,787920605,246,100
792,792,790926980,246,100
793,793,793941070,246,100
794,794,796962885,246,100
795,795,799992435,247,100
796,796,803029730,247,100
797,797,806074780,247,100
798,798,809127595,247,100
799,799,812188185,247,100
800,800,815256560,250,100
801,801,818332730,250,100
802,802,821416705,250,100
803,803,824508495,250,100
804,804,827608110,250,100
805,805,830715560,251,100
806,806,833830855,251,100
807,807,836954005,251,100
808,808,840085020,251,100
809,809,843223910,251,100
810,810,846370685,252,100
811,811,849525355,252,100
812,812,852687930,252,100
813,813,855858420,252,100
814,814,859036835,252,100
815,815,862223185,253,100
816,816,865417480,253,100
817,817,868619730,253,100
818,818,871829945,253,100
819,819,875048135,253,100
820,820,878274310,254,100
821,821,881508480,254,100
822,822,884750655,254,100
823,823,888000845,254,100
824,824,891259060,254,100
825,825,894525310,255,100
826,826,897799605,255,100
827,827,901081955,255,100
828,828,904372370,255,100
829,829,907670860,255,100
830,830,910977435,256,100
831,831,914292105,256,100
832,832,917614880,256,100
833,833,920945770,256,100
834,834,924284785,256,100
835,835,927631935,257,100
836,836,930987230,257,100
837,837,934350680,257,100
838,838,937722295,257,100
839,839,941102085,257,100
840,840,944490060,258,100
841,841,947886230,258,100
842,842,951290605,258,100
843,843,954703195,258,100
844,844,958124010,258,100
845,845,961553060,259,100
846,846,964990355,259,100
847,847,968435905,259,100
848,848,971889720,259,100
849,849,975351810,259,100
850,850,978822185,260,100
851,851,982300855,260,100
852,852,985787830,260,100
853,853,989283120,260,100
854,854,992786735,260,100
855,855,996298685,261,100
856,856,999818980,261,100
857,857,1003347630,261,100
858,858,1006884645,261,100
859,859,1010430035,261,100
860,860,1013983810,262,100
861,861,1017545980,262,100
862,862,1021116555,262,100
863,863,1024695545,262,100
864,864,1028282960,262,100
865,865,1031878810,263,100
866,866,1035483105,263,100
867,867,1039095855,263,100
868,868,1042717070,263,100
869,869,1046346760,263,100
870,870,1049984935,264,100
871,871,1053631605,264,100
872,872,1057286780,264,100
873,873,1060950470,264,100
874,874,1064622685,264,100
875,875,1068303435,265,100
876,876,1071992730,265,100
877,877,1075690580,265,100
878,878,1079396995,265,100
879,879,1083111985,265,100
880,880,1086835560,266,100
881,881,1090567730,266,100
882,882,1094308505,266,100
883,883,1098057895,266,100
884,884,1101815910,266,100
885,885,1105582560,267,100
886,886,1109357855,267,100
887,887,1113141805,267,100
888,888,1116934420,267,100
889,889,1120735710,267,100
890,890,1124545685,268,100
891,891,1128364355,268,100
892,892,1132191730,268,100
893,893,1136027820,268,100
894,894,1139872635,268,100
895,895,1143726185,269,100
896,896,1147588480,269,100
897,897,1151459530,269,100
898,898,1155339345,269,100
899,899,1159227935,269,100
900,900,1163125310,272,100
901,901,1167031480,272,100
902,902,1170946455,272,100
903,903,1174870245,272,100
904,904,1178802860,272,100
905,905,1182744310,273,100
906,906,1186694605,273,100
907,907,1190653755,273,100
908,908,1194621770,273,100
909,909,1198598660,273,100
910,910,1202584435,274,100
911,911,1206579105,274,100
912,912,1210582680,274,100
913,913,1214595170,274,100
914,914,1218616585,274,100
915,915,1222646935,275,100
916,916,1226686230,275,100
917,917,1230734480,275,100
918,918,1234791695,275,100
919,919,1238857885,275,100
920,920,1242933060,276,100
921,921,1247017230,276,100
922,922,1251110405,276,100
923,923,1255212595,276,100
924,924,1259323810,276,100
925,925,1263444060,277,100
926,926,1267573355,277,100
927,927,1271711705,277,100
928,928,1275859120,277,100
929,929,1280015610,277,100
930,930,1284181185,278,100
931,931,1288355855,278,100
932,932,1292539630,278,100
933,933,1296732520,278,100
934,934,1300934535,278,100
935,935,1305145685,279,100
936,936,1309365980,279,100
937,937,1313595430,279,100
938,938,1317834045,279,100
939,939,1322081835,279,100
940,940,1326338810,280,100
941,941,1330604980,280,100
942,942,1334880355,280,100
943,943,1339164945,280,100
944,944,1343458760,280,100
945,945,1347761810,281,100
946,946,1352074105,281,100
947,947,1356395655,281,100
948,948,1360726470,281,100
949,949,1365066560,281,100
950,950,1369415935,282,100
951,951,1373774605,282,100
952,952,1378142580,282,100
953,953,1382519870,282,100
954,954,1386906485,282,100
955,955,1391302435,283,100
956,956,1395707730,283,100
957,957,1400122380,283,100
958,958,1404546395,283,100
959,959,1408979785,283,100
960,960,1413422560,284,100
961,961,1417874730,284,100
962,962,1422336305,284,100
963,963,1426807295,284,100
964,964,1431287710,284,100
965,965,1435777560,285,100
966,966,1440276855,285,100
967,967,1444785605,285,100
968,968,1449303820,285,100
969,969,1453831510,285,100
970,970,1458368685,286,100
971,971,1462915355,286,100
972,972,1467471530,286,100
973,973,1472037220,286,100
974,974,1476612435,286,100
975,975,1481197185,287,100
976,976,1485791480,287,100
977,977,1490395330,287,100
978,978,1495008745,287,100
979,979,1499631735,287,100
980,980,1504264310,288,100
981,981,1508906480,288,100
982,982,1513558255,288,100
983,983,1518219645,288,100
984,984,1522890660,288,100
985,985,1527571310,289,100
986,986,1532261605,289,100
987,987,1536961555,289,100
988,988,1541671170,289,100
989,989,1546390460,289,100
990,990,1551119435,290,100
991,991,1555858105,290,100
992,992,1560606480,290,100
993,993,1565364570,290,100
994,994,1570132385,290,100
995,995,1574909935,291,100
996,996,1579697230,291,100
997,997,1584494280,291,100
998,998,1589301095,291,100
999,999,1594117685,296,100
