id,num,awakening_item_id,quantity,card_awakening_set_id,created_at,updated_at
59,3,10,5,14,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
60,4,17,1,14,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
61,1,3,10,15,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
62,2,1,10,15,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
63,3,5,5,15,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
64,1,1,10,16,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
65,2,2,10,16,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
66,3,8,5,16,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
67,1,2,10,17,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
68,2,3,10,17,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
69,3,7,5,17,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
70,1,2,10,18,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
71,2,3,10,18,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
72,3,4,5,18,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
73,1,3,10,19,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
74,2,1,10,19,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
75,3,8,5,19,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
76,1,1,10,20,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
77,2,2,10,20,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
78,3,7,5,20,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
79,1,3,10,21,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
80,2,1,10,21,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
81,3,6,5,21,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
82,1,1,10,22,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
83,2,2,10,22,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
84,3,4,5,22,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
85,1,2,10,23,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
86,2,3,10,23,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
87,3,5,5,23,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
88,1,1,10,24,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
89,2,2,10,24,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
90,3,6,5,24,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
91,1,3,3,25,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
92,2,1,3,25,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
93,1,1,3,26,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
94,2,2,3,26,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
95,1,2,3,27,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
96,2,3,3,27,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
97,1,18,1,28,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
98,1,2,50,29,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
99,2,7,20,29,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
100,3,10,10,29,2024-07-24 07:39:25.766161,2024-07-24 07:39:25.766161
101,4,17,3,29,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
102,5,19,1,29,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
103,1,2,50,30,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
104,2,8,20,30,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
105,3,13,10,30,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
106,4,14,3,30,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
107,5,20,1,30,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
108,1,2,50,31,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
109,2,5,20,31,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
110,3,9,10,31,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
111,4,15,3,31,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
112,5,19,1,31,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
113,1,2,20,32,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
114,2,6,10,32,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
115,3,12,5,32,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
116,4,16,1,32,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
117,1,3,50,33,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
118,2,4,20,33,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
119,3,11,10,33,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
120,4,18,3,33,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
121,5,20,1,33,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
122,1,2,20,34,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
123,2,8,10,34,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
124,3,13,5,34,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
125,4,14,1,34,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
126,1,3,50,35,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
127,2,6,20,35,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
128,3,12,10,35,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
129,4,16,3,35,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
130,5,19,1,35,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
131,1,3033,1,36,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
132,2,3032,1,36,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
133,3,3031,1,36,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
134,4,3034,1,36,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
135,5,3035,1,36,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
136,1,2,20,37,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
137,2,3,10,37,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
138,3,5,5,37,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
139,4,9,1,37,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
140,1,3,50,38,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
141,2,5,20,38,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
142,3,9,10,38,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
143,4,15,3,38,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
144,5,20,1,38,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
145,1,1,50,39,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
146,2,6,20,39,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
147,3,12,10,39,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
148,4,16,3,39,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
149,5,19,1,39,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
150,1,3047,20,40,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
151,2,3042,10,40,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
152,3,3041,5,40,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
153,4,3046,5,40,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
154,5,3043,1,40,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
155,1,3042,10,41,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
156,2,3041,5,41,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
157,3,3044,5,41,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
158,4,3045,5,41,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
159,5,3043,3,41,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
160,1,2,10,42,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
161,2,3,10,42,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
162,3,6,5,42,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
163,1,1,50,43,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
164,2,8,20,43,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
165,3,13,10,43,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
166,4,14,3,43,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
167,5,19,1,43,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
168,1,1,10,44,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
169,2,3,10,44,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
170,3,4,5,44,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
171,1,2,10,45,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
172,2,3,10,45,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
173,3,8,5,45,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
174,1,2,50,46,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
175,2,6,20,46,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
176,3,12,10,46,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
177,4,16,3,46,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
178,5,20,1,46,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
179,1,2,50,47,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
180,2,4,20,47,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
181,3,11,10,47,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
182,4,18,3,47,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
183,5,19,1,47,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
184,1,3048,25,48,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
185,2,3049,7,48,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
186,3,3050,7,48,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
187,4,3051,7,48,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
188,5,3052,3,48,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
189,1,3049,25,49,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
190,2,3048,7,49,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
191,3,3050,7,49,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
192,4,3051,7,49,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
193,5,3052,3,49,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
194,1,3050,25,50,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
195,2,3048,7,50,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
196,3,3049,7,50,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
197,4,3051,7,50,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
198,5,3052,3,50,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
199,1,3051,25,51,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
200,2,3048,7,51,2024-07-24 07:39:25.773305,2024-07-24 07:39:25.773305
201,3,3049,7,51,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
202,4,3050,7,51,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
203,5,3052,3,51,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
204,1,3048,10,52,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
205,2,3049,10,52,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
206,3,3050,10,52,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
207,4,3051,10,52,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
208,5,3052,3,52,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
209,1,3061,12,53,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
210,2,3062,12,53,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
211,3,3063,12,53,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
212,4,3064,12,53,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
213,5,3066,12,53,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
214,1,3061,7,54,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
215,2,3062,7,54,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
216,3,3063,7,54,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
217,4,3064,7,54,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
218,5,3065,7,54,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
219,1,1,5,55,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
220,2,2,5,55,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
221,3,3,5,55,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
222,4,1001,3,55,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
223,5,1002,3,55,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
224,1,1,15,56,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
225,2,2,15,56,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
226,3,3,15,56,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
227,4,1001,7,56,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
228,5,1002,7,56,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
229,1,102,20,57,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
230,2,103,20,57,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
231,3,104,20,57,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
232,4,105,20,57,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
233,5,101,20,57,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
234,1,3071,15,58,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
235,2,3072,15,58,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
236,3,3073,15,58,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
237,4,3074,15,58,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
238,5,3075,20,58,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
239,1,3085,10,59,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
240,2,3081,1,59,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
241,3,3084,1,59,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
242,4,3087,1,59,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
243,5,3088,1,59,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
244,1,3085,20,60,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
245,2,3082,1,60,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
246,3,3083,1,60,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
247,4,3086,1,60,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
248,5,3089,1,60,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
249,1,3141,10,61,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
250,2,3142,10,61,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
251,1,3145,10,62,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
252,2,3146,10,62,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
253,3,3147,10,62,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
254,4,3143,3,62,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
255,5,3144,5,62,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
256,1,3151,50,63,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
257,1,3151,35,64,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
258,1,3151,8,65,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
259,1,4031,3,66,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
260,1,5011,3,67,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
261,1,5011,10,68,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
262,1,3181,10,69,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
263,1,3181,3,70,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
264,1,5021,10,71,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
265,1,5021,3,72,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
266,1,5031,10,73,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
267,1,5031,3,74,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
268,1,1,24,75,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
269,2,8,13,75,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
270,3,13,7,75,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
271,4,14,2,75,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
272,1,1,24,76,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
273,2,6,13,76,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
274,3,12,7,76,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
275,4,16,2,76,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
276,1,1,24,77,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
277,2,4,13,77,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
278,3,11,7,77,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
279,4,18,2,77,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
280,1,5041,10,78,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
281,1,5041,3,79,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
282,1,30001,7,80,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
283,1,30002,7,81,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
284,1,30003,7,82,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
285,1,5051,10,83,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
286,1,5061,10,84,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
287,1,32101,10,85,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
288,2,32102,8,85,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
289,3,32103,10,85,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
290,4,32104,10,85,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
291,5,32105,8,85,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
292,1,31001,7,86,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
293,2,13,7,86,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
294,3,14,7,86,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
295,4,1001,7,86,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
296,5,1002,7,86,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
297,1,5071,3,87,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
298,1,5071,10,88,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
299,1,30004,7,89,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
300,1,30005,7,90,2024-07-24 07:39:25.780317,2024-07-24 07:39:25.780317
301,1,32201,7,91,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
302,2,32202,7,91,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
303,3,32203,5,91,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
304,4,32204,5,91,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
305,5,32206,1,91,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
306,1,32201,5,92,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
307,2,32202,5,92,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
308,3,32203,10,92,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
309,4,32204,10,92,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
310,5,32205,1,92,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
311,1,5091,1,93,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
312,1,5092,1,94,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
313,1,5081,10,95,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
314,1,5081,10,96,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
315,1,5081,10,97,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
316,1,31002,7,98,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
317,2,12,7,98,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
318,3,16,7,98,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
319,4,1001,7,98,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
320,5,1002,7,98,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
321,1,31003,7,99,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
322,2,10,7,99,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
323,3,17,7,99,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
324,4,1001,7,99,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
325,5,1002,7,99,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
326,1,30006,7,100,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
327,1,30007,7,101,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
328,1,32301,7,102,2024-07-24 07:39:25.786899,2024-07-24 07:39:25.786899
