id,leader_skill_set_id,exec_timing_type,target_type,sub_target_type_set_id,causality_conditions,efficacy_type,efficacy_values,calc_option,created_at,updated_at
23,100005,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
24,100005,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
25,100005,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
26,100006,1,2,0,,16,"[3,25,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
27,100006,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
28,100006,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
29,100006,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
30,100006,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
31,100007,1,2,0,,16,"[0,25,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
32,100007,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
33,100007,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
34,100007,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
35,100007,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
36,100008,1,2,0,,16,"[1,25,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
37,100008,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
38,100008,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
39,100008,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
40,100008,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
41,100009,1,2,0,,16,"[1,25,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
42,100009,1,2,0,,16,"[3,25,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
43,100009,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
44,100009,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
45,100009,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
46,100010,1,2,0,,16,"[0,25,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
47,100010,1,2,0,,16,"[4,25,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
48,100010,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
49,100010,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
50,100010,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
51,100011,1,2,0,"{""source"":""42"",""compiled"":42}",1,"[20,0,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
52,100011,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
53,100011,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
54,100011,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
55,100011,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
56,100012,1,2,0,"{""source"":""42"",""compiled"":42}",5,"[1,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
57,100012,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
58,100012,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
59,100012,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
60,100012,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
61,100013,1,2,0,"{""source"":""15"",""compiled"":15}",1,"[25,0,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
62,100013,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
63,100013,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
64,100013,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
65,100013,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
66,100014,1,2,0,,19,"[2,25,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
67,100014,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
68,100014,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
69,100014,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
70,100014,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
71,100015,1,4,0,,2,"[25,0,0]",3,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
72,100015,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
73,100015,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
74,100015,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
75,100015,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
76,100016,1,2,0,"{""source"":""15"",""compiled"":15}",1,"[25,0,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
77,100016,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
78,100016,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
79,100016,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
80,100016,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
81,100017,1,2,0,,44,"[3,20,20]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
82,100017,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
83,100017,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
84,100017,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
85,100017,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
86,100018,1,2,0,,16,"[2,25,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
87,100018,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
88,100018,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
89,100018,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
90,100018,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
91,100019,1,2,0,,19,"[0,25,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
92,100019,1,2,0,,19,"[1,25,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
93,100019,1,2,0,,19,"[2,25,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
94,100019,1,2,0,,19,"[3,25,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
95,100019,1,2,0,,19,"[4,25,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
96,100020,1,2,0,"{""source"":""21"",""compiled"":21}",1,"[15,0,0]",2,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
97,100020,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
98,100020,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
99,100020,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
100,100020,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0,2024-05-17 11:41:04.194442,2024-05-17 11:41:04.194442
101,100021,1,4,0,,16,"[1,25,0]",3,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
102,100021,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
103,100021,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
104,100021,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
105,100021,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
106,100022,1,4,0,,16,"[0,25,0]",3,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
107,100022,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
108,100022,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
109,100022,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
110,100022,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
111,100023,1,2,0,,16,"[2,25,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
112,100023,1,2,0,,16,"[3,25,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
113,100023,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
114,100023,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
115,100023,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
116,100024,1,2,0,,44,"[4,20,20]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
117,100024,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
118,100024,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
119,100024,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
120,100024,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
121,100025,1,2,0,,20,"[3,2,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
122,100025,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
123,100025,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
124,100025,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
125,100025,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
126,100026,1,2,0,,20,"[0,2,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
127,100026,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
128,100026,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
129,100026,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
130,100026,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
131,100027,1,2,0,,16,"[2,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
132,100027,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
133,100027,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
134,100027,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
135,100027,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
136,100028,1,2,0,,20,"[0,1,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
137,100028,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
138,100028,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
139,100028,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
140,100028,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
141,100029,1,2,0,,16,"[4,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
142,100029,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
143,100029,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
144,100029,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
145,100029,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
146,100030,1,2,0,,19,"[0,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
147,100030,1,2,0,,19,"[1,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
148,100030,1,2,0,,19,"[2,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
149,100030,1,2,0,,19,"[3,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
150,100030,1,2,0,,19,"[4,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
151,100031,1,2,0,,19,"[0,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
152,100031,1,2,0,,19,"[1,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
153,100031,1,2,0,,19,"[2,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
154,100031,1,2,0,,19,"[3,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
155,100031,1,2,0,,19,"[4,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
156,100032,1,2,0,,19,"[0,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
157,100032,1,2,0,,19,"[1,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
158,100032,1,2,0,,19,"[2,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
159,100032,1,2,0,,19,"[3,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
160,100032,1,2,0,,19,"[4,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
161,100033,1,2,0,,16,"[1,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
162,100033,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
163,100033,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
164,100033,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
165,100033,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
166,100034,1,2,0,,16,"[0,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
167,100034,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
168,100034,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
169,100034,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
170,100034,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
171,100035,1,2,0,,16,"[4,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
172,100035,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
173,100035,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
174,100035,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
175,100035,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
176,100036,1,2,0,,17,"[4,20,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
177,100036,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
178,100036,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
179,100036,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
180,100036,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
181,100037,1,2,0,,19,"[0,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
182,100037,1,2,0,,19,"[1,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
183,100037,1,2,0,,19,"[2,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
184,100037,1,2,0,,19,"[3,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
185,100037,1,2,0,,19,"[4,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
186,100038,1,2,0,,13,"[90,0,0]",3,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
187,100038,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
188,100038,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
189,100038,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
190,100038,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
191,100039,1,2,0,,16,"[1,15,0]",2,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
192,100039,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
193,100039,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
194,100039,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
195,100039,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
196,100040,1,4,0,,17,"[3,30,0]",3,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
197,100040,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
198,100040,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
199,100040,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
200,100040,1,4,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.206566,2024-05-17 11:41:04.206566
201,100041,1,2,0,,13,"[90,0,0]",3,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
202,100041,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
203,100041,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
204,100041,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
205,100041,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
206,100042,1,2,0,,17,"[1,20,0]",2,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
207,100042,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
208,100042,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
209,100042,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
210,100042,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
211,100043,1,2,0,,16,"[1,25,0]",2,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
212,100043,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
213,100043,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
214,100043,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
215,100043,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
216,100044,1,2,0,,20,"[2,1,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
217,100044,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
218,100044,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
219,100044,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
220,100044,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
221,100045,1,2,0,,19,"[0,15,0]",2,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
222,100045,1,2,0,,19,"[1,15,0]",2,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
223,100045,1,2,0,,19,"[2,15,0]",2,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
224,100045,1,2,0,,19,"[3,15,0]",2,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
225,100045,1,2,0,,19,"[4,15,0]",2,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
226,100046,1,2,0,,13,"[90,0,0]",3,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
227,100046,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
228,100046,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
229,100046,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
230,100046,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
231,100047,1,2,0,,16,"[3,15,0]",2,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
232,100047,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
233,100047,1,2,0,,0,"[0,0,0]",0,2024-05-17 11:41:04.217963,2024-05-17 11:41:04.217963
