id,budokai_id,round,created_at,updated_at
67,16,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
171,17,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
172,17,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
173,17,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
174,17,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
181,18,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
182,18,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
183,18,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
184,18,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
191,19,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
192,19,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
193,19,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
194,19,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
201,20,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
202,20,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
203,20,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
204,20,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
211,21,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
212,21,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
213,21,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
214,21,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
221,22,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
222,22,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
223,22,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
224,22,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
231,23,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
232,23,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
233,23,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
234,23,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
241,24,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
242,24,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
243,24,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
244,24,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
251,25,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
252,25,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
253,25,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
254,25,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
261,26,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
262,26,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
263,26,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
264,26,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
271,27,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
272,27,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
273,27,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
274,27,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
281,28,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
282,28,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
283,28,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
284,28,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
291,29,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
292,29,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
293,29,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
294,29,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
301,30,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
302,30,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
303,30,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
304,30,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
311,31,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
312,31,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
313,31,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
314,31,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
321,32,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
322,32,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
323,32,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
324,32,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
331,33,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
332,33,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
333,33,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
334,33,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
341,34,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
342,34,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
343,34,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
344,34,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
351,35,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
352,35,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
353,35,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
354,35,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
361,36,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
362,36,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
363,36,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
364,36,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
371,37,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
372,37,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
373,37,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
374,37,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
401,40,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
402,40,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
403,40,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
404,40,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
411,41,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
412,41,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
413,41,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
414,41,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
421,42,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
422,42,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
423,42,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
424,42,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
431,43,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
432,43,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
433,43,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
434,43,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
441,44,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
442,44,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
443,44,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
444,44,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
451,45,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
452,45,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
453,45,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
454,45,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
461,46,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
462,46,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
463,46,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
464,46,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
471,47,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
472,47,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
473,47,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
474,47,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
481,48,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
482,48,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
483,48,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
484,48,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
491,49,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
492,49,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
493,49,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
494,49,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
501,50,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
502,50,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
503,50,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
504,50,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
511,51,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
512,51,2,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
513,51,3,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
514,51,4,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
521,52,1,2024-05-17 11:40:56.389449,2024-05-17 11:40:56.389449
522,52,2,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
523,52,3,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
524,52,4,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
9211,921,1,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
9212,921,2,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
9213,921,3,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
9214,921,4,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
9221,922,1,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
9222,922,2,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
9223,922,3,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
9224,922,4,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
9231,923,1,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
9232,923,2,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
9233,923,3,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
9234,923,4,2024-05-17 11:40:56.392691,2024-05-17 11:40:56.392691
