id,budokai_id,budokai_league_id,rank,name,point,bonus,created_at,updated_at
37,4,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
38,4,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
39,4,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
40,4,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
41,4,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
42,4,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
43,4,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
44,4,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
45,4,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
46,4,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
47,4,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
48,4,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
49,5,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
50,5,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
51,5,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
52,5,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
53,5,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
54,5,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
55,5,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
56,5,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
57,5,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
58,5,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
59,5,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
60,5,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
61,6,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
62,6,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
63,6,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
64,6,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
65,6,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
66,6,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
67,6,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
68,6,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
69,6,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
70,6,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
71,6,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
72,6,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
73,7,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
74,7,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
75,7,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
76,7,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
77,7,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
78,7,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
79,7,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
80,7,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
81,7,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
82,7,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
83,7,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
84,7,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
85,8,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
86,8,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
87,8,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
88,8,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
89,8,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
90,8,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
91,8,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
92,8,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
93,8,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
94,8,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
95,8,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
96,8,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
97,9,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
98,9,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
99,9,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
100,9,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.301589,2024-05-17 11:40:35.301589
101,9,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
102,9,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
103,9,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
104,9,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
105,9,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
106,9,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
107,9,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
108,9,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
109,10,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
110,10,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
111,10,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
112,10,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
113,10,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
114,10,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
115,10,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
116,10,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
117,10,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
118,10,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
119,10,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
120,10,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
121,11,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
122,11,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
123,11,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
124,11,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
125,11,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
126,11,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
127,11,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
128,11,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
129,11,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
130,11,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
131,11,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
132,11,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
133,12,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
134,12,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
135,12,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
136,12,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
137,12,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
138,12,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
139,12,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
140,12,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
141,12,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
142,12,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
143,12,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
144,12,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
145,13,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
146,13,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
147,13,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
148,13,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
149,13,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
150,13,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
151,13,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
152,13,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
153,13,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
154,13,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
155,13,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
156,13,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
157,14,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
158,14,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
159,14,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
160,14,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
161,14,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
162,14,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
163,14,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
164,14,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
165,14,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
166,14,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
167,14,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
168,14,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
169,15,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
170,15,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
171,15,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
172,15,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
173,15,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
174,15,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
175,15,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
176,15,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
177,15,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
178,15,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
179,15,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
180,15,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
181,16,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
182,16,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
183,16,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
184,16,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
185,16,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
186,16,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
187,16,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
188,16,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
189,16,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
190,16,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
191,16,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
192,16,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
1701,17,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
1702,17,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
1703,17,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
1704,17,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
1705,17,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
1706,17,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
1707,17,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
1708,17,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.309389,2024-05-17 11:40:35.309389
1709,17,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1710,17,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1711,17,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1712,17,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1801,18,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1802,18,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1803,18,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1804,18,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1805,18,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1806,18,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1807,18,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1808,18,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1809,18,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1810,18,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1811,18,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1812,18,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1901,19,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1902,19,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1903,19,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1904,19,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1905,19,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1906,19,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1907,19,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1908,19,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1909,19,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1910,19,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1911,19,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
1912,19,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2001,20,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2002,20,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2003,20,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2004,20,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2005,20,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2006,20,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2007,20,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2008,20,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2009,20,3,9,King Kai Tier,1000000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2010,20,4,10,Supreme Kai Tier,1500000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2011,20,4,11,Elder Kai Tier,2500000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2012,20,4,12,Beerus Tier,5000000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2101,21,1,1,Pilaf Tier,0,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2102,21,1,2,King Chappa Tier,5000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2103,21,1,3,Hercule Tier,25000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2104,21,2,4,Videl Tier,50000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2105,21,2,5,Master Roshi Tier,100000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2106,21,2,6,Korin Tier,150000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2107,21,3,7,Kami Tier,250000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
2108,21,3,8,King Yemma Tier,500000,1.0,2024-05-17 11:40:35.316840,2024-05-17 11:40:35.316840
