id,z_battle_normal_reward_table_id,item_id,item_type,quantity,card_exp_init,created_at,updated_at
100,76,100102,AwakeningItem,4,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
101,77,100103,AwakeningItem,4,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
102,78,100104,AwakeningItem,4,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
103,79,100111,AwakeningItem,1,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
104,80,100111,AwakeningItem,2,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
105,81,100112,AwakeningItem,2,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
106,82,100112,AwakeningItem,4,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
107,83,100113,AwakeningItem,4,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
108,84,100114,AwakeningItem,4,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
109,85,100121,AwakeningItem,1,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
110,86,100121,AwakeningItem,2,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
111,87,100122,AwakeningItem,2,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
112,88,100122,AwakeningItem,4,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
113,89,100123,AwakeningItem,4,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
114,90,100124,AwakeningItem,4,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
115,91,100131,AwakeningItem,1,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
116,92,100131,AwakeningItem,2,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
117,93,100132,AwakeningItem,2,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
118,94,100132,AwakeningItem,4,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
119,95,100133,AwakeningItem,4,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
120,96,100134,AwakeningItem,4,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
121,97,100141,AwakeningItem,1,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
122,98,100151,AwakeningItem,1,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
123,99,100161,AwakeningItem,1,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
124,100,100141,AwakeningItem,2,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
125,101,100151,AwakeningItem,2,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
126,102,100161,AwakeningItem,2,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
127,103,100142,AwakeningItem,2,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
128,104,100152,AwakeningItem,2,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
129,105,100162,AwakeningItem,2,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
130,106,100142,AwakeningItem,4,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
131,107,100152,AwakeningItem,4,0,2024-05-17 11:40:21.408436,2024-05-17 11:40:21.408436
132,108,100162,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
133,109,100143,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
134,110,100153,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
135,111,100163,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
136,112,100144,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
137,113,100154,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
138,114,100164,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
139,115,100171,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
140,116,100171,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
141,117,100172,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
142,118,100172,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
143,119,100173,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
144,120,100174,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
145,121,100181,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
146,122,100181,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
147,123,100182,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
148,124,100182,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
149,125,100183,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
150,126,100184,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
151,127,100191,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
152,128,100191,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
153,129,100192,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
154,130,100192,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
155,131,100193,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
156,132,100194,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
157,133,500,TrainingItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
158,134,501,TrainingItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
159,135,502,TrainingItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
160,136,503,TrainingItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
161,137,504,TrainingItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
162,138,100221,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
163,139,100231,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
164,140,100221,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
165,141,100231,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
166,142,100222,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
167,143,100232,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
168,144,100222,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
169,145,100232,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
170,146,100223,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
171,147,100233,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
172,148,100224,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
173,149,100234,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
174,150,100241,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
175,151,100241,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
176,152,100242,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
177,153,100242,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
178,154,100243,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
179,155,100244,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
180,156,100251,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
181,157,100251,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
182,158,100252,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
183,159,100252,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
184,160,100253,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
185,161,100254,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
186,162,100261,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
187,163,100261,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
188,164,100262,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
189,165,100262,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
190,166,100263,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
191,167,100264,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
192,168,100271,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
193,169,100271,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
194,170,100272,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
195,171,100272,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
196,172,100273,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
197,173,100274,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
198,174,100281,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
199,175,100281,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
200,176,100282,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
201,177,100282,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
202,178,100283,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
203,179,100284,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
204,180,100291,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
205,181,100291,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
206,182,100292,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
207,183,100292,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
208,184,100293,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
209,185,100294,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
210,186,100301,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
211,187,100311,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
212,188,100321,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
213,189,100331,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
214,190,100341,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
215,191,100351,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
216,192,100361,AwakeningItem,1,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
217,193,100301,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
218,194,100311,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
219,195,100321,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
220,196,100331,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
221,197,100341,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
222,198,100351,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
223,199,100361,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
224,200,100302,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
225,201,100312,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
226,202,100322,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
227,203,100332,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
228,204,100342,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
229,205,100352,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
230,206,100362,AwakeningItem,2,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
231,207,100302,AwakeningItem,4,0,2024-05-17 11:40:21.415284,2024-05-17 11:40:21.415284
232,208,100312,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
233,209,100322,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
234,210,100332,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
235,211,100342,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
236,212,100352,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
237,213,100362,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
238,214,100303,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
239,215,100313,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
240,216,100323,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
241,217,100333,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
242,218,100343,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
243,219,100353,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
244,220,100363,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
245,221,100304,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
246,222,100314,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
247,223,100324,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
248,224,100334,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
249,225,100344,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
250,226,100354,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
251,227,100364,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
252,228,100371,AwakeningItem,1,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
253,229,100371,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
254,230,100372,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
255,231,100372,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
256,232,100373,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
257,233,100374,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
258,234,100381,AwakeningItem,1,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
259,235,100381,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
260,236,100382,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
261,237,100382,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
262,238,100383,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
263,239,100384,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
264,240,500,TrainingItem,1,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
265,241,501,TrainingItem,1,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
266,242,502,TrainingItem,1,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
267,243,503,TrainingItem,1,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
268,244,504,TrainingItem,1,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
269,245,100391,AwakeningItem,1,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
270,246,100391,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
271,247,100392,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
272,248,100392,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
273,249,100393,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
274,250,100394,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
275,251,100401,AwakeningItem,1,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
276,252,100401,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
277,253,100402,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
278,254,100402,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
279,255,100403,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
280,256,100404,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
287,263,100411,AwakeningItem,1,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
288,264,100411,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
289,265,100412,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
290,266,100412,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
291,267,100413,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
292,268,100414,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
293,269,100421,AwakeningItem,1,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
294,270,100421,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
295,271,100422,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
296,272,100422,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
297,273,100423,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
298,274,100424,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
299,275,100431,AwakeningItem,1,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
300,276,100441,AwakeningItem,1,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
301,277,100431,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
302,278,100441,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
303,279,100432,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
304,280,100442,AwakeningItem,2,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
305,281,100432,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
306,282,100442,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
307,283,100433,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
308,284,100443,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
309,285,100434,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
310,286,100444,AwakeningItem,4,0,2024-05-17 11:40:21.422317,2024-05-17 11:40:21.422317
