id,escalation_type,level,card_id,created_at,updated_at
60,145,21,1011311,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
61,145,31,1011321,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
62,145,41,9016471,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
63,152,1,1009761,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
64,152,6,1009541,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
65,152,11,9009701,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
66,152,16,9009711,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
67,152,21,9016701,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
68,159,1,1009711,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
69,159,21,9009711,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
70,166,1,1007931,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
71,166,15,1006211,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
72,173,1,1008731,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
73,173,15,1007391,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
74,180,1,1008841,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
75,180,15,1008851,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
76,187,1,1017151,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
77,187,15,9017161,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
78,194,1,1008101,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
79,194,15,1008091,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
80,201,1,1007451,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
81,201,15,1007461,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
82,208,1,1010801,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
83,208,3,1010791,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
84,208,6,1009931,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
85,208,11,9009901,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
86,208,16,9009911,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
87,208,21,1009921,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
88,208,26,1009891,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
89,215,1,9008811,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
90,215,15,9008821,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
91,222,1,1003761,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
92,222,11,1003301,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
93,222,21,1001691,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
94,222,31,1004651,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
95,222,41,9018081,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
96,229,1,9007921,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
97,229,15,9008631,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
98,236,1,1006411,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
99,236,15,1008711,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
102,250,1,1008411,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
103,250,15,1006791,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
104,257,1,1009601,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
105,257,15,1009791,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
106,264,1,9013171,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
107,264,6,9013181,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
108,264,11,9015891,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
109,264,16,9015901,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
110,264,21,9019181,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
111,271,1,9015901,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
112,271,21,9015901,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
113,278,1,1009321,2024-05-17 11:40:19.386367,2024-05-17 11:40:19.386367
114,278,15,1009331,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
115,285,1,1009751,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
116,285,15,9009591,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
117,292,1,1009571,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
118,292,15,1009581,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
119,299,1,1009341,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
120,299,15,1009351,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
121,306,1,1011751,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
122,306,6,1011761,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
123,306,11,9013411,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
124,306,16,1013421,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
125,306,21,9020581,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
126,313,1,1013421,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
127,313,21,1013421,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
128,320,1,1011161,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
129,320,15,1011171,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
130,327,1,9011591,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
131,327,6,9112611,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
132,327,11,9113881,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
133,327,16,9113911,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
134,327,21,9020721,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
135,334,1,9113911,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
136,334,21,9113911,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
137,341,1,1005991,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
138,341,15,1007181,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
139,348,1,9109651,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
140,348,15,9109641,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
141,355,1,1010281,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
142,355,15,1010291,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
143,362,1,1010841,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
144,362,15,1010851,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
145,369,1,1010861,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
146,369,15,1010871,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
147,376,1,9013191,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
148,376,6,9013201,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
149,376,11,9016461,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
150,376,16,9016491,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
151,376,21,9021831,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
152,383,1,9016491,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
153,383,21,9016491,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
154,390,1,9212371,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
155,390,15,9013541,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
171,425,1,1014951,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
172,425,4,1014961,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
173,425,7,1014971,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
177,439,1,9004481,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
178,439,6,9008071,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
179,439,11,9107781,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
180,439,16,9102621,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
181,439,21,9022231,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
182,446,1,9005671,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
183,446,21,9005671,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
186,439,26,9022241,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
187,460,1,9008071,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
188,460,26,9008071,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
192,474,1,9011051,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
193,474,15,9011061,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
194,481,1,1010421,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
195,481,4,1010431,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
196,481,7,9110441,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
197,488,1,1012411,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
198,488,15,1012421,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
199,495,1,9009421,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
200,495,6,9009821,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
201,495,11,9009431,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
202,495,16,9009831,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
203,495,21,9022561,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
204,502,1,9009831,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
205,502,21,9009831,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
206,509,1,1009081,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
207,509,15,1009091,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
208,516,1,1010051,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
209,516,4,1010061,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
210,516,7,9010071,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
211,523,1,9010241,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
212,523,15,9110261,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
226,558,1,9010331,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
227,558,7,9014141,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
228,558,13,9014151,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
229,558,19,9014161,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
230,558,25,9014171,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
237,579,1,1010151,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
238,579,4,9009661,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
239,579,7,9010161,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
240,586,1,9014811,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
241,586,15,9014821,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
242,593,1,9015151,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
243,593,15,9014761,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
247,607,1,1014001,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
248,607,4,1014011,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
249,607,7,9014021,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
250,614,1,1002821,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
251,614,6,1010811,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
252,614,11,1005141,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
253,614,16,1010781,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
254,614,21,1002831,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
255,614,26,1007681,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
256,621,1,9015661,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
257,621,15,9015671,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
261,635,1,1014731,2024-05-17 11:40:19.392031,2024-05-17 11:40:19.392031
262,635,8,1014741,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
263,635,16,1014651,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
264,635,23,1014661,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
279,656,1,9016761,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
280,656,3,9016731,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
281,656,6,9016781,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
282,656,11,9016751,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
283,656,16,9016741,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
284,656,21,9016771,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
285,656,26,9007741,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
286,663,1,1011701,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
287,663,4,9011711,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
288,663,7,9011721,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
289,670,1,1013851,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
290,670,15,1013861,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
291,677,1,9009251,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
292,677,8,9009261,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
293,677,16,9011851,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
294,677,23,9009241,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
295,684,1,9023681,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
296,684,7,9023711,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
297,684,13,1023651,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
298,684,19,9023671,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
299,684,25,1023661,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
300,691,1,1011621,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
301,691,4,9111631,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
302,691,7,9011641,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
303,698,1,1016041,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
304,698,6,1016021,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
305,698,11,9016051,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
306,698,16,9016031,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
307,698,21,9024421,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
308,705,1,1016051,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
309,705,21,9016051,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
310,712,1,9011311,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
311,712,8,9011321,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
312,712,16,9011291,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
313,712,23,9011301,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
314,719,1,1012911,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
315,719,4,1012921,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
316,719,7,1012931,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
317,719,10,4012931,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
321,733,1,1012881,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
322,733,4,1012891,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
323,733,7,1012901,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
324,733,10,4012901,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
325,740,1,9014211,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
326,740,4,9014221,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
327,740,7,9024611,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
328,747,1,9014221,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
329,747,7,9014221,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
330,754,1,9013821,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
331,754,15,9013831,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
332,754,25,9013841,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
333,761,1,1008361,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
334,761,3,1010101,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
335,761,5,1000431,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
336,761,7,1003161,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
337,761,9,1015181,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
338,761,11,1012071,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
339,761,13,1006081,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
340,761,15,1010951,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
341,761,17,1009801,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
342,761,19,4002821,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
343,761,21,9006911,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
344,761,23,1004191,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
345,761,25,1011231,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
346,761,27,1005601,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
347,761,29,1011221,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
348,761,31,1004661,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
349,761,33,1005591,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
350,761,35,2000211,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
351,761,37,1020041,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
352,761,39,1020261,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
353,761,41,3000411,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
354,761,43,1002301,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
355,761,45,1019681,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
356,761,47,1000771,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
357,761,49,1009061,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
358,761,51,9022341,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
359,761,53,1004671,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
360,761,55,1002381,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
361,761,57,1018171,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
362,761,59,1002371,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
363,761,61,1002361,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
364,761,63,1019921,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
365,761,65,1000451,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
366,761,67,1006071,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
367,761,69,1006061,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
368,761,71,1006051,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
369,761,73,1003151,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
370,761,75,1006141,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
371,761,77,1002341,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
372,761,79,1012561,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
373,761,81,1006151,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
374,761,83,1001381,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
375,761,85,1011261,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
376,761,87,1000471,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
377,761,89,1000561,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
378,761,91,1000481,2024-05-17 11:40:19.397554,2024-05-17 11:40:19.397554
379,761,93,1017771,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
380,761,95,1016651,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
381,761,97,1000491,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
382,761,99,4017791,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
383,761,101,1016571,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
384,761,103,1003441,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
385,761,105,1004951,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
386,761,107,1003451,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
387,761,109,1022261,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
388,761,111,1012121,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
389,761,113,1013141,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
390,761,115,2000071,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
391,761,117,1019931,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
392,761,119,1013311,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
393,761,121,1013351,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
394,761,123,1000461,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
395,761,125,1002281,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
396,761,127,4005171,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
397,761,129,1013111,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
398,761,131,1023931,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
399,761,133,1020061,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
400,761,135,1022791,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
401,761,137,9022911,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
402,761,139,9022901,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
403,761,141,1009141,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
404,761,143,1020251,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
405,761,145,1009811,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
406,761,147,1007601,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
407,761,149,1007591,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
408,761,151,1007581,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
409,761,153,1000781,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
410,761,155,1019511,2024-05-17 11:40:19.402976,2024-05-17 11:40:19.402976
