id,escalation_type,level,escalation_value,created_at,updated_at
49,15,5,129,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
50,15,6,171,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
51,15,10,200,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
52,15,11,214,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
53,15,15,243,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
54,15,16,286,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
55,15,20,314,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
56,15,21,357,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
57,15,30,429,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
58,15,33,571,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
59,15,40,786,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
60,15,77,1029,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
61,15,78,1036,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
62,16,1,100,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
63,16,5,104,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
64,16,6,108,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
65,16,10,116,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
66,16,11,120,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
67,16,15,128,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
68,16,16,136,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
69,16,20,144,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
70,16,21,148,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
71,16,30,160,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
72,16,77,248,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
73,16,78,251,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
74,17,1,100,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
75,17,5,160,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
76,17,6,200,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
77,17,10,280,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
78,17,11,320,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
79,17,15,360,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
80,17,16,480,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
81,17,20,560,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
82,17,21,600,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
83,17,30,800,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
84,17,77,2200,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
85,17,78,2320,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
86,18,1,100,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
87,18,16,110,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
88,18,45,120,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
89,18,15,100,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
90,18,44,110,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
91,18,77,120,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
92,22,1,100,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
93,22,7,196,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
94,22,15,327,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
95,22,18,392,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
96,22,28,464,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
97,22,30,493,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
98,22,31,497,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
99,23,1,100,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
100,23,2,100,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
101,23,28,132,2024-05-17 11:40:19.650860,2024-05-17 11:40:19.650860
102,23,30,137,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
103,23,31,139,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
104,24,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
105,24,3,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
106,24,28,566,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
107,24,30,566,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
108,24,31,604,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
109,25,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
110,25,17,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
111,25,18,115,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
112,25,25,115,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
113,25,26,125,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
114,25,30,125,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
146,36,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
147,36,5,200,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
148,36,6,233,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
149,36,10,300,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
150,36,11,333,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
151,36,15,353,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
152,36,16,367,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
153,36,20,387,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
154,36,21,400,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
155,36,25,420,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
156,36,26,433,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
157,36,30,490,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
158,36,31,493,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
159,37,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
160,37,2,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
161,37,30,151,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
162,37,31,153,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
163,38,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
164,38,3,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
165,38,30,700,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
166,38,31,740,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
167,39,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
168,39,5,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
169,39,6,105,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
170,39,10,105,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
171,39,11,115,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
172,39,15,115,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
173,39,16,120,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
174,39,20,120,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
175,39,21,130,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
176,39,30,130,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
177,43,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
178,43,7,188,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
179,43,15,306,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
180,43,18,365,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
181,43,28,426,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
182,43,30,453,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
183,43,31,456,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
184,44,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
185,44,2,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
186,44,28,154,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
187,44,30,160,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
188,44,31,162,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
189,45,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
190,45,3,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
191,45,28,1250,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
192,45,30,1250,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
193,45,31,1300,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
194,46,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
195,46,17,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
196,46,18,115,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
197,46,25,115,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
198,46,26,125,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
199,46,30,125,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
200,50,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
201,50,7,183,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
202,50,15,294,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
203,50,18,350,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
204,50,28,389,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
205,50,30,421,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
206,50,31,424,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
207,51,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
208,51,2,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
209,51,28,156,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
210,51,30,164,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
211,51,31,166,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
212,52,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
213,52,3,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
214,52,28,1444,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
215,52,30,1444,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
216,52,31,1489,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
217,53,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
218,53,17,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
219,53,18,115,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
220,53,25,115,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
221,53,26,125,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
222,53,30,125,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
223,57,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
224,57,20,367,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
225,57,21,433,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
226,57,30,600,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
227,57,31,603,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
228,58,1,100,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
229,58,20,135,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
230,58,21,176,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
231,58,30,203,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
232,58,31,205,2024-05-17 11:40:19.656447,2024-05-17 11:40:19.656447
233,59,1,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
234,59,20,3000,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
235,59,21,6000,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
236,59,30,8100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
237,59,31,8300,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
238,60,1,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
239,60,15,110,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
240,60,21,125,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
241,64,1,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
242,64,7,225,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
243,64,15,292,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
244,64,18,375,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
245,64,30,433,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
246,64,31,442,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
247,65,1,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
248,65,2,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
249,65,30,137,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
250,65,31,140,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
251,66,1,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
252,66,3,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
253,66,30,1000,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
254,66,31,1100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
255,67,1,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
256,67,17,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
257,67,18,110,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
258,67,25,110,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
259,67,26,120,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
260,67,30,120,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
261,60,14,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
262,60,20,110,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
263,60,30,125,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
310,78,1,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
311,78,10,129,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
312,78,11,157,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
313,78,20,186,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
314,78,21,214,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
315,78,30,243,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
316,78,31,286,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
317,78,40,357,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
318,78,41,429,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
319,78,50,571,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
320,78,100,643,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
321,78,999,786,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
322,79,1,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
323,79,10,116,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
324,79,11,120,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
325,79,20,136,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
326,79,21,140,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
327,79,30,156,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
328,79,31,160,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
329,79,40,176,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
330,79,41,180,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
331,79,50,200,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
332,79,100,232,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
333,79,999,264,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
334,80,1,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
335,80,10,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
336,80,11,200,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
337,80,20,400,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
338,80,21,600,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
339,80,30,800,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
340,80,31,1000,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
341,80,40,1200,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
342,80,41,1400,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
343,80,50,1600,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
344,80,100,1800,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
345,80,999,2200,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
346,81,1,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
347,81,10,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
348,81,11,105,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
349,81,20,105,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
350,81,21,110,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
351,81,30,110,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
352,81,31,115,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
353,81,40,115,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
354,81,41,120,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
355,81,999,120,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
356,85,1,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
357,85,7,179,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
358,85,15,284,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
359,85,18,337,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
360,85,28,384,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
361,85,30,408,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
362,85,31,411,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
363,86,1,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
364,86,2,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
365,86,28,156,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
366,86,30,163,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
367,86,31,165,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
368,87,1,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
369,87,3,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
370,87,28,1222,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
371,87,30,1222,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
372,87,31,1267,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
373,88,1,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
374,88,17,100,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
375,88,18,115,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
376,88,25,115,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
377,88,26,125,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
378,88,30,125,2024-05-17 11:40:19.661867,2024-05-17 11:40:19.661867
379,92,1,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
380,92,7,188,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
381,92,15,306,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
382,92,18,365,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
383,92,28,418,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
384,92,30,447,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
385,92,31,450,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
386,93,1,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
387,93,2,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
388,93,28,158,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
389,93,30,165,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
390,93,31,167,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
391,94,1,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
392,94,3,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
393,94,28,1333,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
394,94,30,1333,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
395,94,31,1378,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
396,95,1,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
397,95,17,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
398,95,18,115,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
399,95,25,115,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
400,95,26,125,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
401,95,30,125,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
402,99,1,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
403,99,7,188,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
404,99,15,306,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
405,99,18,365,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
406,99,28,406,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
407,99,30,438,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
408,99,31,441,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
409,100,1,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
410,100,2,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
411,100,28,154,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
412,100,30,160,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
413,100,31,162,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
414,101,1,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
415,101,3,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
416,101,28,1340,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
417,101,30,1340,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
418,101,31,1380,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
419,102,1,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
420,102,17,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
421,102,18,115,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
422,102,25,115,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
423,102,26,125,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
424,102,30,125,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
425,106,1,100,2024-05-17 11:40:19.667177,2024-05-17 11:40:19.667177
