id,name,description,grade,selling_exchange_point,hp,attack,defense,equipment_skill_limitation_set_id,icon_image_id,is_eternal,created_at,updated_at
53,Skill Orb (STR) ATK + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +300.",bronze,1,0,300,0,4,10,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
54,Skill Orb (STR) ATK + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +400.",bronze,1,0,400,0,4,10,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
55,Skill Orb (STR) ATK + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +500.",bronze,1,0,500,0,4,10,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
56,Skill Orb (STR) DEF + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +100.",bronze,1,0,0,100,4,9,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
57,Skill Orb (STR) DEF + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +200.",bronze,1,0,0,200,4,9,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
58,Skill Orb (STR) DEF + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +300.",bronze,1,0,0,300,4,9,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
59,Skill Orb (STR) DEF + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +400.",bronze,1,0,0,400,4,9,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
60,Skill Orb (STR) DEF + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +500.",bronze,1,0,0,500,4,9,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
61,Skill Orb (PHY) HP + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +100.",bronze,1,100,0,0,5,8,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
62,Skill Orb (PHY) HP + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +200.",bronze,1,200,0,0,5,8,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
63,Skill Orb (PHY) HP + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +300.",bronze,1,300,0,0,5,8,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
64,Skill Orb (PHY) HP + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +400.",bronze,1,400,0,0,5,8,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
65,Skill Orb (PHY) HP + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +500.",bronze,1,500,0,0,5,8,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
66,Skill Orb (PHY) ATK + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +100.",bronze,1,0,100,0,5,10,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
67,Skill Orb (PHY) ATK + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +200.",bronze,1,0,200,0,5,10,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
68,Skill Orb (PHY) ATK + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +300.",bronze,1,0,300,0,5,10,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
69,Skill Orb (PHY) ATK + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +400.",bronze,1,0,400,0,5,10,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
70,Skill Orb (PHY) ATK + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +500.",bronze,1,0,500,0,5,10,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
71,Skill Orb (PHY) DEF + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +100.",bronze,1,0,0,100,5,9,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
72,Skill Orb (PHY) DEF + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +200.",bronze,1,0,0,200,5,9,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
73,Skill Orb (PHY) DEF + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +300.",bronze,1,0,0,300,5,9,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
74,Skill Orb (PHY) DEF + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +400.",bronze,1,0,0,400,5,9,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
75,Skill Orb (PHY) DEF + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +500.",bronze,1,0,0,500,5,9,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
76,Skill Orb (AGL) Critical Hit + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,7,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
77,Skill Orb (AGL) Critical Hit + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,7,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
78,Skill Orb (AGL) Evasion + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,6,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
79,Skill Orb (AGL) Evasion + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,6,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
80,Skill Orb (AGL) Type ATK Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,5,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
81,Skill Orb (AGL) Type ATK Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,5,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
82,Skill Orb (AGL) Type DEF Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,4,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
83,Skill Orb (AGL) Type DEF Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,4,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
84,Skill Orb (AGL) Super Attack Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,3,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
85,Skill Orb (AGL) Super Attack Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,3,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
86,Skill Orb (AGL) Recovery Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,11,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
87,Skill Orb (AGL) Recovery Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,11,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
88,Skill Orb (TEQ) Combo Attack + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,2,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
89,Skill Orb (TEQ) Combo Attack + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,2,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
90,Skill Orb (TEQ) Evasion + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,6,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
91,Skill Orb (TEQ) Evasion + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,6,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
92,Skill Orb (TEQ) Type ATK Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,5,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
93,Skill Orb (TEQ) Type ATK Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,5,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
94,Skill Orb (TEQ) Type DEF Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,4,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
95,Skill Orb (TEQ) Type DEF Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,4,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
96,Skill Orb (TEQ) Super Attack Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,3,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
97,Skill Orb (TEQ) Super Attack Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,3,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
98,Skill Orb (TEQ) Recovery Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,11,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
99,Skill Orb (TEQ) Recovery Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,11,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
100,Skill Orb (INT) Combo Attack + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,2,0,2024-05-17 11:41:02.198156,2024-05-17 11:41:02.198156
101,Skill Orb (INT) Combo Attack + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,2,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
102,Skill Orb (INT) Critical Hit + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,7,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
103,Skill Orb (INT) Critical Hit + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,7,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
104,Skill Orb (INT) Type ATK Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,5,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
105,Skill Orb (INT) Type ATK Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,5,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
106,Skill Orb (INT) Type DEF Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,4,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
107,Skill Orb (INT) Type DEF Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,4,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
108,Skill Orb (INT) Super Attack Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,3,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
109,Skill Orb (INT) Super Attack Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,3,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
110,Skill Orb (INT) Recovery Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,11,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
111,Skill Orb (INT) Recovery Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,11,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
112,Skill Orb (STR) Combo Attack + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,4,2,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
113,Skill Orb (STR) Combo Attack + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,4,2,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
114,Skill Orb (STR) Evasion + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,4,6,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
115,Skill Orb (STR) Evasion + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,4,6,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
116,Skill Orb (STR) Type ATK Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,4,5,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
117,Skill Orb (STR) Type ATK Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,4,5,0,2024-05-17 11:41:02.211300,2024-05-17 11:41:02.211300
