id,dot_character_lv_reward_set_id,dot_character_lv,item_id,item_type,quantity,card_exp_init,created_at,updated_at
56,1,5,804,TrainingItem,5,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
57,1,5,900,TrainingItem,2,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
58,1,5,901,TrainingItem,2,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
59,1,5,902,TrainingItem,2,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
60,1,5,903,TrainingItem,2,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
61,1,5,904,TrainingItem,2,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
62,1,5,1000,TrainingItem,1,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
63,1,5,1001,TrainingItem,1,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
64,1,5,1002,TrainingItem,1,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
65,1,5,1003,TrainingItem,1,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
66,1,5,1004,TrainingItem,1,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
67,1,6,11,Point::Stone,5,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
68,1,6,1,ActItem,3,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
69,1,6,1,EventkagiItem,2,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
70,1,6,2,EventkagiItem,2,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
71,1,6,3,EventkagiItem,2,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
72,1,6,1002640,Card,3,93879,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
73,1,6,1002630,Card,3,765122,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
74,1,6,1,PotentialItem,300,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
75,1,6,2,PotentialItem,300,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
76,1,6,3,PotentialItem,300,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
77,1,6,4,PotentialItem,300,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
78,1,6,5,PotentialItem,300,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
79,1,6,6,PotentialItem,150,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
80,1,6,7,PotentialItem,150,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
81,1,6,8,PotentialItem,150,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
82,1,6,9,PotentialItem,150,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
83,1,6,10,PotentialItem,150,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
84,1,6,800,TrainingItem,5,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
85,1,6,801,TrainingItem,5,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
86,1,6,802,TrainingItem,5,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
87,1,6,803,TrainingItem,5,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
88,1,6,804,TrainingItem,5,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
89,1,6,900,TrainingItem,2,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
90,1,6,901,TrainingItem,2,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
91,1,6,902,TrainingItem,2,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
92,1,6,903,TrainingItem,2,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
93,1,6,904,TrainingItem,2,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
94,1,6,1000,TrainingItem,1,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
95,1,6,1001,TrainingItem,1,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
96,1,6,1002,TrainingItem,1,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
97,1,6,1003,TrainingItem,1,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
98,1,6,1004,TrainingItem,1,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
99,1,7,11,Point::Stone,5,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
100,1,7,1013400,Card,5,0,2024-02-27 09:30:46.502064,2024-02-27 09:30:46.502064
101,1,7,1,ActItem,3,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
102,1,7,2,ActItem,1,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
103,1,7,1,EventkagiItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
104,1,7,2,EventkagiItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
105,1,7,3,EventkagiItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
106,1,7,1002640,Card,3,93879,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
107,1,7,1002630,Card,3,765122,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
108,1,7,1005480,Card,1,765122,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
109,1,7,1,PotentialItem,400,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
110,1,7,2,PotentialItem,400,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
111,1,7,3,PotentialItem,400,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
112,1,7,4,PotentialItem,400,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
113,1,7,5,PotentialItem,400,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
114,1,7,6,PotentialItem,250,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
115,1,7,7,PotentialItem,250,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
116,1,7,8,PotentialItem,250,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
117,1,7,9,PotentialItem,250,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
118,1,7,10,PotentialItem,250,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
119,1,7,11,PotentialItem,10,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
120,1,7,12,PotentialItem,10,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
121,1,7,13,PotentialItem,10,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
122,1,7,14,PotentialItem,10,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
123,1,7,15,PotentialItem,10,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
124,1,7,800,TrainingItem,5,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
125,1,7,801,TrainingItem,5,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
126,1,7,802,TrainingItem,5,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
127,1,7,803,TrainingItem,5,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
128,1,7,804,TrainingItem,5,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
129,1,7,900,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
130,1,7,901,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
131,1,7,902,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
132,1,7,903,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
133,1,7,904,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
134,1,7,1000,TrainingItem,1,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
135,1,7,1001,TrainingItem,1,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
136,1,7,1002,TrainingItem,1,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
137,1,7,1003,TrainingItem,1,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
138,1,7,1004,TrainingItem,1,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
139,1,8,11,Point::Stone,10,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
140,1,8,1013400,Card,10,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
141,1,8,1,ActItem,3,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
142,1,8,2,ActItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
143,1,8,1,EventkagiItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
144,1,8,2,EventkagiItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
145,1,8,3,EventkagiItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
146,1,8,1002640,Card,3,93879,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
147,1,8,1002630,Card,3,765122,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
148,1,8,1005480,Card,3,765122,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
149,1,8,1,PotentialItem,600,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
150,1,8,2,PotentialItem,600,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
151,1,8,3,PotentialItem,600,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
152,1,8,4,PotentialItem,600,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
153,1,8,5,PotentialItem,600,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
154,1,8,6,PotentialItem,350,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
155,1,8,7,PotentialItem,350,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
156,1,8,8,PotentialItem,350,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
157,1,8,9,PotentialItem,350,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
158,1,8,10,PotentialItem,350,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
159,1,8,11,PotentialItem,20,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
160,1,8,12,PotentialItem,20,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
161,1,8,13,PotentialItem,20,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
162,1,8,14,PotentialItem,20,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
163,1,8,15,PotentialItem,20,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
164,1,8,800,TrainingItem,5,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
165,1,8,801,TrainingItem,5,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
166,1,8,802,TrainingItem,5,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
167,1,8,803,TrainingItem,5,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
168,1,8,804,TrainingItem,5,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
169,1,8,900,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
170,1,8,901,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
171,1,8,902,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
172,1,8,903,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
173,1,8,904,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
174,1,8,1000,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
175,1,8,1001,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
176,1,8,1002,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
177,1,8,1003,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
178,1,8,1004,TrainingItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
179,1,9,11,Point::Stone,10,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
180,1,9,1013400,Card,15,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
181,1,9,1,ActItem,3,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
182,1,9,2,ActItem,2,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
183,1,9,1,EventkagiItem,3,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
184,1,9,2,EventkagiItem,3,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
185,1,9,3,EventkagiItem,3,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
186,1,9,1002640,Card,4,93879,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
187,1,9,1002630,Card,4,765122,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
188,1,9,1005480,Card,4,765122,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
189,1,9,1,PotentialItem,700,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
190,1,9,2,PotentialItem,700,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
191,1,9,3,PotentialItem,700,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
192,1,9,4,PotentialItem,700,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
193,1,9,5,PotentialItem,700,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
194,1,9,6,PotentialItem,400,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
195,1,9,7,PotentialItem,400,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
196,1,9,8,PotentialItem,400,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
197,1,9,9,PotentialItem,400,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
198,1,9,10,PotentialItem,400,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
199,1,9,11,PotentialItem,30,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
200,1,9,12,PotentialItem,30,0,2024-02-27 09:30:46.511075,2024-02-27 09:30:46.511075
201,1,9,13,PotentialItem,30,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
202,1,9,14,PotentialItem,30,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
203,1,9,15,PotentialItem,30,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
204,1,9,800,TrainingItem,5,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
205,1,9,801,TrainingItem,5,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
206,1,9,802,TrainingItem,5,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
207,1,9,803,TrainingItem,5,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
208,1,9,804,TrainingItem,5,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
209,1,9,900,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
210,1,9,901,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
211,1,9,902,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
212,1,9,903,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
213,1,9,904,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
214,1,9,1000,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
215,1,9,1001,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
216,1,9,1002,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
217,1,9,1003,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
218,1,9,1004,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
219,1,10,11,Point::Stone,10,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
220,1,10,1003970,Card,1,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
221,1,10,1013400,Card,15,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
222,1,10,1,ActItem,3,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
223,1,10,2,ActItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
224,1,10,1,EventkagiItem,3,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
225,1,10,2,EventkagiItem,3,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
226,1,10,3,EventkagiItem,3,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
227,1,10,5,EventkagiItem,3,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
228,1,10,1002640,Card,5,93879,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
229,1,10,1002630,Card,5,765122,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
230,1,10,1005480,Card,5,765122,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
231,1,10,1,PotentialItem,800,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
232,1,10,2,PotentialItem,800,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
233,1,10,3,PotentialItem,800,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
234,1,10,4,PotentialItem,800,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
235,1,10,5,PotentialItem,800,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
236,1,10,6,PotentialItem,500,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
237,1,10,7,PotentialItem,500,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
238,1,10,8,PotentialItem,500,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
239,1,10,9,PotentialItem,500,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
240,1,10,10,PotentialItem,500,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
241,1,10,11,PotentialItem,40,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
242,1,10,12,PotentialItem,40,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
243,1,10,13,PotentialItem,40,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
244,1,10,14,PotentialItem,40,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
245,1,10,15,PotentialItem,40,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
246,1,10,800,TrainingItem,5,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
247,1,10,801,TrainingItem,5,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
248,1,10,802,TrainingItem,5,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
249,1,10,803,TrainingItem,5,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
250,1,10,804,TrainingItem,5,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
251,1,10,900,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
252,1,10,901,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
253,1,10,902,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
254,1,10,903,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
255,1,10,904,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
256,1,10,1000,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
257,1,10,1001,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
258,1,10,1002,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
259,1,10,1003,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
260,1,10,1004,TrainingItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
261,1,11,11,Point::Stone,10,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
262,1,11,1003970,Card,1,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
263,1,11,1013400,Card,15,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
264,1,11,1,ActItem,3,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
265,1,11,2,ActItem,2,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
266,1,11,3,ActItem,1,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
267,1,11,1,EventkagiItem,5,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
268,1,11,2,EventkagiItem,5,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
269,1,11,3,EventkagiItem,5,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
270,1,11,5,EventkagiItem,5,0,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
271,1,11,1002640,Card,5,93879,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
272,1,11,1002630,Card,5,765122,2024-02-27 09:30:46.519668,2024-02-27 09:30:46.519668
