id,budokai_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description,created_at,updated_at
15,15,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",1st World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
16,16,5,TrainingField,3,0,King Kai's Planet (10G) x3,1st World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
17,17,1,AwakeningItem,30,0,Gregory x30,1st World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
18,18,6,SupportItem,10,0,Senzu Bean x10,1st World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
19,19,11,Point::Stone,1,0,Dragon Stone x1,1st World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
20,20,4,TrainingField,10,0,Snake Way x10,1st World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
21,21,8,TrainingField,5,0,Supreme Kai's Planet x5,1st World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
22,22,11,Point::Stone,5,0,Dragon Stone x5,1st World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
23,23,20,AwakeningItem,1,0,Elder Kai x1,1st World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
24,24,11,Point::Stone,5,0,Dragon Stone x5,1st World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
25,25,11,Point::Stone,3,0,Dragon Stone x3,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
26,26,11,Point::Stone,1,0,Dragon Stone x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
27,27,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
28,28,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
29,29,11,Point::Stone,3,0,Dragon Stone x3,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
30,30,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
31,31,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
32,32,6,TrainingField,10,0,Gravity Chamber (50G) x10,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
33,33,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
34,34,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
35,35,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
36,36,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
37,37,6,SupportItem,15,0,Senzu Bean x15,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
38,38,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
39,39,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
40,40,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
41,41,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
42,42,7,TrainingField,10,0,Gravity Chamber (150G) x10,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
43,43,19,AwakeningItem,1,0,Supreme Kai x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
44,44,11,Point::Stone,5,0,Dragon Stone x5,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
45,45,11,Point::Stone,7,0,Dragon Stone x7,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
46,46,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
47,47,11,Point::Stone,1,0,Dragon Stone x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
48,48,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
49,49,5,TrainingField,3,0,King Kai's Planet (10G) x3,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
50,50,1,AwakeningItem,30,0,Gregory x30,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
51,51,6,SupportItem,10,0,Senzu Bean x10,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
52,52,11,Point::Stone,1,0,Dragon Stone x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
53,53,4,TrainingField,10,0,Snake Way x10,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
54,54,8,TrainingField,5,0,Supreme Kai's Planet x5,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
55,55,11,Point::Stone,5,0,Dragon Stone x5,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
56,56,20,AwakeningItem,1,0,Elder Kai x1,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
57,57,11,Point::Stone,5,0,Dragon Stone x5,2nd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
58,58,11,Point::Stone,3,0,Dragon Stone x3,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
59,59,11,Point::Stone,1,0,Dragon Stone x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
60,60,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
61,61,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
62,62,11,Point::Stone,3,0,Dragon Stone x3,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
63,63,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
64,64,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
65,65,6,TrainingField,10,0,Gravity Chamber (50G) x10,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
66,66,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
67,67,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
68,68,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
69,69,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
70,70,6,SupportItem,15,0,Senzu Bean x15,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
71,71,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
72,72,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
73,73,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
74,74,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
75,75,7,TrainingField,10,0,Gravity Chamber (150G) x10,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
76,76,19,AwakeningItem,1,0,Supreme Kai x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
77,77,11,Point::Stone,5,0,Dragon Stone x5,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
78,78,2,SpecialItem,2,0,(Gold) World Tournament Ticket x2,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
79,79,11,Point::Stone,7,0,Dragon Stone x7,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
80,80,2,SpecialItem,3,0,(Gold) World Tournament Ticket x3,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
81,81,4,SpecialItem,1,0,SSR Guaranteed Ticket x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
82,82,11,Point::Stone,1,0,Dragon Stone x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
83,83,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
84,84,5,TrainingField,3,0,King Kai's Planet (10G) x3,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
85,85,1,AwakeningItem,30,0,Gregory x30,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
86,86,6,SupportItem,10,0,Senzu Bean x10,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
87,87,11,Point::Stone,1,0,Dragon Stone x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
88,88,4,TrainingField,10,0,Snake Way x10,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
89,89,8,TrainingField,5,0,Supreme Kai's Planet x5,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
90,90,11,Point::Stone,5,0,Dragon Stone x5,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
91,91,20,AwakeningItem,1,0,Elder Kai x1,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
92,92,11,Point::Stone,5,0,Dragon Stone x5,3rd World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
93,93,11,Point::Stone,3,0,Dragon Stone x3,4th World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
94,94,11,Point::Stone,1,0,Dragon Stone x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
95,95,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,4th World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
96,96,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,4th World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
97,97,11,Point::Stone,3,0,Dragon Stone x3,4th World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
98,98,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
99,99,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,4th World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
100,100,6,TrainingField,10,0,Gravity Chamber (50G) x10,4th World Tournament Mission Rewards,2024-02-27 09:30:23.634552,2024-02-27 09:30:23.634552
101,101,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
102,102,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
103,103,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
104,104,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
105,105,6,SupportItem,15,0,Senzu Bean x15,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
106,106,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
107,107,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
108,108,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
109,109,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
110,110,7,TrainingField,10,0,Gravity Chamber (150G) x10,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
111,111,11,Point::Stone,2,0,Dragon Stone x2,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
112,112,19,AwakeningItem,1,0,Supreme Kai x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
113,113,2,SpecialItem,2,0,(Gold) World Tournament Ticket x2,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
114,114,11,Point::Stone,5,0,Dragon Stone x5,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
115,115,2,SpecialItem,3,0,(Gold) World Tournament Ticket x3,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
116,116,11,Point::Stone,7,0,Dragon Stone x7,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
117,117,4,SpecialItem,1,0,SSR Guaranteed Ticket x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
118,118,11,Point::Stone,1,0,Dragon Stone x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
119,119,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
120,120,5,TrainingField,3,0,King Kai's Planet (10G) x3,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
121,121,1,AwakeningItem,30,0,Gregory x30,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
122,122,6,SupportItem,10,0,Senzu Bean x10,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
123,123,11,Point::Stone,1,0,Dragon Stone x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
124,124,4,TrainingField,10,0,Snake Way x10,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
125,125,8,TrainingField,5,0,Supreme Kai's Planet x5,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
126,126,11,Point::Stone,5,0,Dragon Stone x5,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
127,127,20,AwakeningItem,1,0,Elder Kai x1,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
128,128,11,Point::Stone,5,0,Dragon Stone x5,4th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
129,129,11,Point::Stone,3,0,Dragon Stone x3,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
130,130,11,Point::Stone,1,0,Dragon Stone x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
131,131,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
132,132,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
133,133,11,Point::Stone,3,0,Dragon Stone x3,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
134,134,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
135,135,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
136,136,6,TrainingField,10,0,Gravity Chamber (50G) x10,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
137,137,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
138,138,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
139,139,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
140,140,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
141,141,6,SupportItem,15,0,Senzu Bean x15,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
142,142,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
143,143,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
144,144,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
145,145,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
146,146,7,TrainingField,10,0,Gravity Chamber (150G) x10,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
147,147,19,AwakeningItem,1,0,Supreme Kai x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
148,148,11,Point::Stone,2,0,Dragon Stone x2,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
149,149,2,SpecialItem,2,0,(Gold) World Tournament Ticket x2,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
150,150,11,Point::Stone,5,0,Dragon Stone x5,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
151,151,2,SpecialItem,3,0,(Gold) World Tournament Ticket x3,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
152,152,11,Point::Stone,7,0,Dragon Stone x7,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
153,153,4,SpecialItem,1,0,SSR Guaranteed Ticket x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
154,154,11,Point::Stone,1,0,Dragon Stone x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
155,155,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
156,156,5,TrainingField,3,0,King Kai's Planet (10G) x3,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
157,157,1,AwakeningItem,30,0,Gregory x30,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
158,158,6,SupportItem,10,0,Senzu Bean x10,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
159,159,11,Point::Stone,1,0,Dragon Stone x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
160,160,4,TrainingField,10,0,Snake Way x10,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
161,161,8,TrainingField,5,0,Supreme Kai's Planet x5,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
162,162,11,Point::Stone,5,0,Dragon Stone x5,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
163,163,20,AwakeningItem,1,0,Elder Kai x1,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
164,164,11,Point::Stone,5,0,Dragon Stone x5,5th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
165,165,11,Point::Stone,3,0,Dragon Stone x3,8th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
166,166,11,Point::Stone,1,0,Dragon Stone x1,8th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
167,167,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,8th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
168,168,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,8th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
169,169,1003500,Card,2,0,(Deadly Awakening) Super Saiyan Goku x2,8th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
170,169,11,Point::Stone,3,0,Dragon Stone x3,8th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
171,170,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,8th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
172,171,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,8th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
173,172,1003500,Card,2,0,(Deadly Awakening) Super Saiyan Goku x2,8th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
174,172,6,TrainingField,10,0,Gravity Chamber (50G) x10,8th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
175,173,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,8th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
176,174,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,8th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
177,175,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,8th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
178,176,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,8th World Tournament Mission Rewards,2024-02-27 09:30:23.645715,2024-02-27 09:30:23.645715
