id,potential_board_id,event_id,condition_set_id,is_locked,route,created_at,updated_at
1000162,10,10,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000163,10,56,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000164,10,46,41,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000165,10,48,39,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000166,10,48,39,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000167,10,48,39,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000168,10,48,39,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000169,10,51,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000170,10,51,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000171,10,51,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000172,10,9,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000173,10,9,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000174,10,9,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000175,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000176,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000177,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000178,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000179,10,49,39,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000180,10,49,39,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000181,10,49,39,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000182,10,52,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000183,10,52,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000184,10,10,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000185,10,10,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000186,10,56,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000187,10,56,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000188,10,56,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000189,10,47,39,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000190,10,47,39,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000191,10,47,39,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000192,10,47,39,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000193,10,50,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000194,10,50,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000195,10,50,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000196,10,8,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000197,10,8,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000198,10,8,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000199,10,55,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000200,10,55,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000201,10,55,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000202,10,55,40,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000203,10,58,41,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000204,10,16,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000205,10,16,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000206,10,17,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000207,10,18,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000208,10,18,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000209,10,7,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000210,10,8,27,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000211,10,8,27,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000212,10,8,27,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000213,10,55,40,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000214,10,55,40,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000215,10,58,41,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000216,10,58,41,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000217,10,54,42,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000218,10,10,27,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000219,10,10,27,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000220,10,10,27,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000221,10,56,40,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000222,10,56,40,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000223,10,46,41,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000224,10,59,42,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000225,10,51,25,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000226,10,51,25,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000227,10,51,25,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000228,10,9,27,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000229,10,9,27,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000230,10,9,27,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000231,10,9,27,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000232,10,53,40,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000233,10,53,40,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000234,10,53,40,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000235,10,53,40,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000236,10,16,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000237,10,16,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000238,10,17,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000239,10,18,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000240,10,34,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000241,10,51,25,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000242,10,8,29,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000243,10,55,43,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000244,10,57,44,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000245,10,8,29,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000246,10,8,29,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000247,10,55,45,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000248,10,55,46,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000249,10,55,46,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000250,10,55,46,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000251,10,9,29,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000252,10,51,33,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000253,10,51,33,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000254,10,9,32,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000255,10,9,32,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000256,10,9,32,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000257,10,9,32,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000258,10,9,32,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000259,10,9,32,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000260,10,53,45,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000261,10,53,46,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000262,10,53,46,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000263,10,53,46,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000264,10,53,46,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000265,10,53,46,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000266,10,57,44,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000267,10,53,45,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000268,10,57,47,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000269,10,10,29,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000270,10,10,29,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000271,10,10,29,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000272,10,56,46,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000273,10,56,46,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000274,10,56,45,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000275,10,56,45,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000276,10,56,46,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000277,10,46,44,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000278,10,46,44,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000279,10,7,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000280,10,16,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000281,10,17,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000282,10,17,26,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000283,10,51,33,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000284,10,58,44,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000285,10,58,44,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000286,10,58,44,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000287,10,58,51,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000288,10,54,50,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000289,10,58,52,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000290,10,45,50,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000291,10,58,52,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000292,10,58,44,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000293,10,57,51,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000294,10,57,52,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000295,10,57,44,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000296,10,57,44,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000297,10,45,50,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000298,10,45,50,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000299,10,54,53,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000300,10,45,50,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000301,10,45,48,0,,2024-05-17 11:37:56.786127,2024-05-17 11:37:56.786127
1000302,10,45,48,0,,2024-05-17 11:37:56.793704,2024-05-17 11:37:56.793704
1000303,10,45,50,0,,2024-05-17 11:37:56.793704,2024-05-17 11:37:56.793704
1000304,10,45,49,0,,2024-05-17 11:37:56.793704,2024-05-17 11:37:56.793704
1000305,10,45,49,0,,2024-05-17 11:37:56.793704,2024-05-17 11:37:56.793704
1000306,10,45,48,0,,2024-05-17 11:37:56.793704,2024-05-17 11:37:56.793704
1000307,10,45,50,0,,2024-05-17 11:37:56.793704,2024-05-17 11:37:56.793704
1000308,10,60,53,0,,2024-05-17 11:37:56.793704,2024-05-17 11:37:56.793704
1000309,10,45,49,0,,2024-05-17 11:37:56.793704,2024-05-17 11:37:56.793704
1000310,10,45,49,0,,2024-05-17 11:37:56.793704,2024-05-17 11:37:56.793704
