id,sound_effect_set_id,sound_effect_id,start_offset_millisecond,created_at,updated_at
100,20,1035,7000,2024-02-27 09:32:36.716271,2024-02-27 09:32:36.716271
101,21,1018,300,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
102,21,44,1300,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
103,21,49,2060,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
104,21,49,2640,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
105,21,49,3220,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
106,21,8,3800,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
107,21,1072,4700,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
108,21,31,5400,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
109,21,17,6000,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
110,21,1060,7000,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
111,22,1018,466,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
112,22,1037,1500,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
113,22,1022,3033,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
114,22,1019,4300,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
115,22,3,5633,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
116,23,1044,0,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
117,23,1018,698,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
118,23,1018,2128,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
119,23,1072,2760,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
120,23,1067,4084,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
121,24,1044,0,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
122,24,1018,698,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
123,24,1018,2128,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
124,24,1072,2760,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
125,24,1024,4084,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
126,25,1018,531,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
127,25,24,1800,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
128,25,24,1920,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
129,25,24,2040,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
130,25,32,2160,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
131,25,44,2622,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
132,25,1073,3196,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
133,25,17,4049,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
134,25,40,5902,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
135,26,1047,250,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
136,26,1018,1100,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
137,26,1035,1650,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
138,27,1050,250,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
139,27,1018,1100,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
140,27,1035,1650,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
141,28,1049,250,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
142,28,1018,750,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
143,28,1060,1650,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
144,28,1035,2200,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
145,29,1018,250,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
146,29,1035,1100,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
147,29,17,2150,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
148,29,1040,3350,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
149,29,1026,4350,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
150,29,40,5500,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
151,31,1018,156,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
152,31,1042,508,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
153,31,32,1859,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
154,31,32,2922,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
155,31,1003,4110,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
156,31,1048,4330,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
157,31,1048,4510,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
158,31,1048,4690,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
159,31,1048,4870,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
160,31,1048,5050,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
161,31,17,5225,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
162,31,3,7138,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
163,32,1018,0,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
164,32,1035,1000,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
165,32,1004,1900,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
166,32,1021,2700,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
167,32,1036,3100,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
168,32,1036,3500,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
169,32,1036,3900,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
170,30,1018,66,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
171,30,1021,1328,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
172,30,1023,2589,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
173,30,17,3486,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
174,30,1036,6142,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
175,30,1036,6507,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
176,30,1036,6872,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
177,30,1036,7237,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
178,30,1036,7602,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
179,33,1008,0,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
180,33,1008,980,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
181,33,1023,1301,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
182,33,1018,1560,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
183,33,1064,2324,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
184,33,1042,3686,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
185,33,1021,4116,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
186,33,8,5780,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
187,33,3,6342,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
188,34,44,498,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
189,34,1035,1328,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
190,34,1018,2490,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
191,34,17,3519,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
192,34,8,4715,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
193,34,8,5379,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
194,34,1008,6109,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
195,34,3,7138,2024-02-27 09:32:36.722976,2024-02-27 09:32:36.722976
