id,num,awakening_item_id,quantity,card_awakening_set_id,created_at,updated_at
115,3,12,5,32,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
116,4,16,1,32,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
117,1,3,50,33,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
118,2,4,20,33,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
119,3,11,10,33,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
120,4,18,3,33,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
121,5,20,1,33,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
122,1,2,20,34,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
123,2,8,10,34,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
124,3,13,5,34,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
125,4,14,1,34,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
126,1,3,50,35,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
127,2,6,20,35,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
128,3,12,10,35,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
129,4,16,3,35,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
130,5,19,1,35,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
131,1,3033,1,36,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
132,2,3032,1,36,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
133,3,3031,1,36,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
134,4,3034,1,36,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
135,5,3035,1,36,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
136,1,2,20,37,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
137,2,3,10,37,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
138,3,5,5,37,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
139,4,9,1,37,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
140,1,3,50,38,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
141,2,5,20,38,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
142,3,9,10,38,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
143,4,15,3,38,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
144,5,20,1,38,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
145,1,1,50,39,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
146,2,6,20,39,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
147,3,12,10,39,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
148,4,16,3,39,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
149,5,19,1,39,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
150,1,3047,20,40,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
151,2,3042,10,40,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
152,3,3041,5,40,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
153,4,3046,5,40,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
154,5,3043,1,40,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
155,1,3042,10,41,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
156,2,3041,5,41,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
157,3,3044,5,41,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
158,4,3045,5,41,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
159,5,3043,3,41,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
160,1,2,10,42,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
161,2,3,10,42,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
162,3,6,5,42,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
163,1,1,50,43,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
164,2,8,20,43,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
165,3,13,10,43,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
166,4,14,3,43,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
167,5,19,1,43,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
168,1,1,10,44,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
169,2,3,10,44,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
170,3,4,5,44,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
171,1,2,10,45,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
172,2,3,10,45,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
173,3,8,5,45,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
174,1,2,50,46,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
175,2,6,20,46,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
176,3,12,10,46,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
177,4,16,3,46,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
178,5,20,1,46,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
179,1,2,50,47,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
180,2,4,20,47,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
181,3,11,10,47,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
182,4,18,3,47,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
183,5,19,1,47,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
184,1,3048,25,48,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
185,2,3049,7,48,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
186,3,3050,7,48,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
187,4,3051,7,48,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
188,5,3052,3,48,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
189,1,3049,25,49,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
190,2,3048,7,49,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
191,3,3050,7,49,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
192,4,3051,7,49,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
193,5,3052,3,49,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
194,1,3050,25,50,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
195,2,3048,7,50,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
196,3,3049,7,50,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
197,4,3051,7,50,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
198,5,3052,3,50,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
199,1,3051,25,51,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
200,2,3048,7,51,2024-02-27 09:30:29.265780,2024-02-27 09:30:29.265780
201,3,3049,7,51,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
202,4,3050,7,51,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
203,5,3052,3,51,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
204,1,3048,10,52,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
205,2,3049,10,52,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
206,3,3050,10,52,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
207,4,3051,10,52,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
208,5,3052,3,52,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
209,1,3061,12,53,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
210,2,3062,12,53,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
211,3,3063,12,53,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
212,4,3064,12,53,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
213,5,3066,12,53,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
214,1,3061,7,54,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
215,2,3062,7,54,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
216,3,3063,7,54,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
217,4,3064,7,54,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
218,5,3065,7,54,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
219,1,1,5,55,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
220,2,2,5,55,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
221,3,3,5,55,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
222,4,1001,3,55,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
223,5,1002,3,55,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
224,1,1,15,56,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
225,2,2,15,56,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
226,3,3,15,56,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
227,4,1001,7,56,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
228,5,1002,7,56,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
229,1,102,20,57,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
230,2,103,20,57,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
231,3,104,20,57,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
232,4,105,20,57,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
233,5,101,20,57,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
234,1,3071,15,58,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
235,2,3072,15,58,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
236,3,3073,15,58,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
237,4,3074,15,58,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
238,5,3075,20,58,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
239,1,3085,10,59,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
240,2,3081,1,59,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
241,3,3084,1,59,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
242,4,3087,1,59,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
243,5,3088,1,59,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
244,1,3085,20,60,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
245,2,3082,1,60,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
246,3,3083,1,60,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
247,4,3086,1,60,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
248,5,3089,1,60,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
249,1,3141,10,61,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
250,2,3142,10,61,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
251,1,3145,10,62,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
252,2,3146,10,62,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
253,3,3147,10,62,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
254,4,3143,3,62,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
255,5,3144,5,62,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
256,1,3151,50,63,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
257,1,3151,35,64,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
258,1,3151,8,65,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
259,1,4031,3,66,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
260,1,5011,3,67,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
261,1,5011,10,68,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
262,1,3181,10,69,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
263,1,3181,3,70,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
264,1,5021,10,71,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
265,1,5021,3,72,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
266,1,5031,10,73,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
267,1,5031,3,74,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
268,1,1,24,75,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
269,2,8,13,75,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
270,3,13,7,75,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
271,4,14,2,75,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
272,1,1,24,76,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
273,2,6,13,76,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
274,3,12,7,76,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
275,4,16,2,76,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
276,1,1,24,77,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
277,2,4,13,77,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
278,3,11,7,77,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
279,4,18,2,77,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
280,1,5041,10,78,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
281,1,5041,3,79,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
282,1,30001,7,80,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
283,1,30002,7,81,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
284,1,30003,7,82,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
285,1,5051,10,83,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
286,1,5061,10,84,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
287,1,32101,10,85,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
288,2,32102,8,85,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
289,3,32103,10,85,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
290,4,32104,10,85,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
291,5,32105,8,85,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
292,1,31001,7,86,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
293,2,13,7,86,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
294,3,14,7,86,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
295,4,1001,7,86,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
296,5,1002,7,86,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
297,1,5071,3,87,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
298,1,5071,10,88,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
299,1,30004,7,89,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
300,1,30005,7,90,2024-02-27 09:30:29.272673,2024-02-27 09:30:29.272673
301,1,32201,7,91,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
302,2,32202,7,91,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
303,3,32203,5,91,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
304,4,32204,5,91,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
305,5,32206,1,91,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
306,1,32201,5,92,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
307,2,32202,5,92,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
308,3,32203,10,92,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
309,4,32204,10,92,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
310,5,32205,1,92,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
311,1,5091,1,93,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
312,1,5092,1,94,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
313,1,5081,10,95,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
314,1,5081,10,96,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
315,1,5081,10,97,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
316,1,31002,7,98,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
317,2,12,7,98,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
318,3,16,7,98,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
319,4,1001,7,98,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
320,5,1002,7,98,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
321,1,31003,7,99,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
322,2,10,7,99,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
323,3,17,7,99,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
324,4,1001,7,99,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
325,5,1002,7,99,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
326,1,30006,7,100,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
327,1,30007,7,101,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
328,1,32301,7,102,2024-02-27 09:30:29.279547,2024-02-27 09:30:29.279547
