id,budokai_box_ranking_reward_range_id,item_id,item_type,quantity,card_exp_init,description,gift_description,created_at,updated_at
36,12,1009210,Card,1,0,Piccolo x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
37,12,40001,AwakeningItem,20,0,Master's Mark x20,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
38,12,1,SpecialItem,2,0,(Silver) World Tournament Ticket x2,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
39,12,6,SupportItem,1,0,Senzu Bean x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
40,12,1002640,Card,1,93879,Hercule Statue (Silver) x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
41,13,1009210,Card,1,0,Piccolo x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
42,13,40001,AwakeningItem,10,0,Master's Mark x10,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
43,13,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
44,13,1002650,Card,1,11333,Hercule Statue (Bronze) x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
45,14,1009210,Card,1,0,Piccolo x1,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
46,14,40001,AwakeningItem,5,0,Master's Mark x5,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
47,14,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
48,15,1009210,Card,2,0,Piccolo x2,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
49,15,40001,AwakeningItem,40,0,Master's Mark x40,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
50,15,2,SpecialItem,3,0,(Gold) World Tournament Ticket x3,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
51,15,11,Point::Stone,1,0,Dragon Stone x1,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
52,15,1002630,Card,1,765122,Hercule Statue (Gold) x1,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
53,15,6,SupportItem,5,0,Senzu Bean x5,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
54,16,1009210,Card,1,0,Piccolo x1,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
55,16,40001,AwakeningItem,40,0,Master's Mark x40,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
56,16,2,SpecialItem,2,0,(Gold) World Tournament Ticket x2,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
57,16,11,Point::Stone,1,0,Dragon Stone x1,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
58,16,1002630,Card,1,765122,Hercule Statue (Gold) x1,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
59,16,6,SupportItem,5,0,Senzu Bean x5,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
60,17,1009210,Card,1,0,Piccolo x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
61,17,40001,AwakeningItem,30,0,Master's Mark x30,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
62,17,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
63,17,11,Point::Stone,1,0,Dragon Stone x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
64,17,1002630,Card,1,765122,Hercule Statue (Gold) x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
65,17,6,SupportItem,3,0,Senzu Bean x3,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
66,18,1009210,Card,1,0,Piccolo x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
67,18,40001,AwakeningItem,20,0,Master's Mark x20,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
68,18,1,SpecialItem,2,0,(Silver) World Tournament Ticket x2,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
69,18,6,SupportItem,1,0,Senzu Bean x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
70,18,1002640,Card,1,93879,Hercule Statue (Silver) x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
71,19,1009210,Card,1,0,Piccolo x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
72,19,40001,AwakeningItem,10,0,Master's Mark x10,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
73,19,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
74,19,1002650,Card,1,11333,Hercule Statue (Bronze) x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
75,20,1009210,Card,1,0,Piccolo x1,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
76,20,40001,AwakeningItem,5,0,Master's Mark x5,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
77,20,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
78,170001,1009210,Card,2,0,Piccolo x2,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
79,170001,40001,AwakeningItem,40,0,Master's Mark x40,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
80,170001,2,SpecialItem,3,0,(Gold) World Tournament Ticket x3,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
81,170001,11,Point::Stone,1,0,Dragon Stone x1,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
82,170001,1002630,Card,1,765122,Hercule Statue (Gold) x1,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
83,170001,6,SupportItem,5,0,Senzu Bean x5,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
84,170002,1009210,Card,1,0,Piccolo x1,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
85,170002,40001,AwakeningItem,40,0,Master's Mark x40,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
86,170002,2,SpecialItem,2,0,(Gold) World Tournament Ticket x2,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
87,170002,11,Point::Stone,1,0,Dragon Stone x1,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
88,170002,1002630,Card,1,765122,Hercule Statue (Gold) x1,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
89,170002,6,SupportItem,5,0,Senzu Bean x5,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
90,170003,1009210,Card,1,0,Piccolo x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
91,170003,40001,AwakeningItem,30,0,Master's Mark x30,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
92,170003,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
93,170003,11,Point::Stone,1,0,Dragon Stone x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
94,170003,1002630,Card,1,765122,Hercule Statue (Gold) x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
95,170003,6,SupportItem,3,0,Senzu Bean x3,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
96,170004,1009210,Card,1,0,Piccolo x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
97,170004,40001,AwakeningItem,20,0,Master's Mark x20,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
98,170004,1,SpecialItem,2,0,(Silver) World Tournament Ticket x2,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
99,170004,6,SupportItem,1,0,Senzu Bean x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
100,170004,1002640,Card,1,93879,Hercule Statue (Silver) x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
101,170005,1009210,Card,1,0,Piccolo x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
102,170005,40001,AwakeningItem,10,0,Master's Mark x10,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
103,170005,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
104,170005,1002650,Card,1,11333,Hercule Statue (Bronze) x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
105,170006,1009210,Card,1,0,Piccolo x1,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
106,170006,40001,AwakeningItem,5,0,Master's Mark x5,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
107,170006,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
1801,181001,1009210,Card,2,0,Piccolo x2,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
1802,181001,40001,AwakeningItem,80,0,Master's Mark x80,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
1803,181001,2,SpecialItem,3,0,(Gold) World Tournament Ticket x3,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
1804,181001,11,Point::Stone,1,0,Dragon Stone x1,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
1805,181001,1002630,Card,1,765122,Hercule Statue (Gold) x1,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
1806,181001,6,SupportItem,5,0,Senzu Bean x5,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
1807,181002,1009210,Card,1,0,Piccolo x1,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
1808,181002,40001,AwakeningItem,80,0,Master's Mark x80,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
1809,181002,2,SpecialItem,2,0,(Gold) World Tournament Ticket x2,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
1810,181002,11,Point::Stone,1,0,Dragon Stone x1,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.717031,2024-04-30 09:32:02.717031
1811,181002,1002630,Card,1,765122,Hercule Statue (Gold) x1,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1812,181002,6,SupportItem,5,0,Senzu Bean x5,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1813,181004,1009210,Card,1,0,Piccolo x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1814,181004,40001,AwakeningItem,60,0,Master's Mark x60,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1815,181004,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1816,181004,11,Point::Stone,1,0,Dragon Stone x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1817,181004,1002630,Card,1,765122,Hercule Statue (Gold) x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1818,181004,6,SupportItem,3,0,Senzu Bean x3,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1819,181011,1009210,Card,1,0,Piccolo x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1820,181011,40001,AwakeningItem,40,0,Master's Mark x40,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1821,181011,1,SpecialItem,2,0,(Silver) World Tournament Ticket x2,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1822,181011,6,SupportItem,1,0,Senzu Bean x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1823,181011,1002640,Card,1,93879,Hercule Statue (Silver) x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1824,181021,1009210,Card,1,0,Piccolo x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1825,181021,40001,AwakeningItem,20,0,Master's Mark x20,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1826,181021,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1827,181021,1002650,Card,1,11333,Hercule Statue (Bronze) x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1828,181051,1009210,Card,1,0,Piccolo x1,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1829,181051,40001,AwakeningItem,10,0,Master's Mark x10,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1830,181051,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1831,181101,40001,AwakeningItem,6,0,Master's Mark x6,Rewards for the101st–150th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1832,181101,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the101st–150th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1833,181151,40001,AwakeningItem,4,0,Master's Mark x4,Rewards for the151st–200th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1834,181151,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the151st–200th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1835,181201,40001,AwakeningItem,2,0,Master's Mark x2,Rewards for the201st–250th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1836,181201,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the201st–250th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1901,191001,1009210,Card,2,0,Piccolo x2,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1902,191001,40001,AwakeningItem,40,0,Master's Mark x40,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1903,191001,2,SpecialItem,3,0,(Gold) World Tournament Ticket x3,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1904,191001,11,Point::Stone,1,0,Dragon Stone x1,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1905,191001,1002630,Card,1,765122,Hercule Statue (Gold) x1,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1906,191001,6,SupportItem,5,0,Senzu Bean x5,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1907,191002,1009210,Card,1,0,Piccolo x1,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1908,191002,40001,AwakeningItem,40,0,Master's Mark x40,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1909,191002,2,SpecialItem,2,0,(Gold) World Tournament Ticket x2,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1910,191002,11,Point::Stone,1,0,Dragon Stone x1,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1911,191002,1002630,Card,1,765122,Hercule Statue (Gold) x1,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1912,191002,6,SupportItem,5,0,Senzu Bean x5,Rewards for the 2nd & 3rd places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1913,191004,1009210,Card,1,0,Piccolo x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1914,191004,40001,AwakeningItem,30,0,Master's Mark x30,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1915,191004,2,SpecialItem,1,0,(Gold) World Tournament Ticket x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1916,191004,11,Point::Stone,1,0,Dragon Stone x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1917,191004,1002630,Card,1,765122,Hercule Statue (Gold) x1,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1918,191004,6,SupportItem,3,0,Senzu Bean x3,Rewards for the 4th–10th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1919,191011,1009210,Card,1,0,Piccolo x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1920,191011,40001,AwakeningItem,20,0,Master's Mark x20,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1921,191011,1,SpecialItem,2,0,(Silver) World Tournament Ticket x2,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1922,191011,6,SupportItem,1,0,Senzu Bean x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1923,191011,1002640,Card,1,93879,Hercule Statue (Silver) x1,Rewards for the 11th–20th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1924,191021,1009210,Card,1,0,Piccolo x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1925,191021,40001,AwakeningItem,10,0,Master's Mark x10,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1926,191021,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1927,191021,1002650,Card,1,11333,Hercule Statue (Bronze) x1,Rewards for the 21st–50th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1928,191051,1009210,Card,1,0,Piccolo x1,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1929,191051,40001,AwakeningItem,8,0,Master's Mark x8,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1930,191051,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the 51st–100th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1931,191101,40001,AwakeningItem,6,0,Master's Mark x6,Rewards for the 101st–150th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1932,191101,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the 101st–150th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1933,191151,40001,AwakeningItem,4,0,Master's Mark x4,Rewards for the 151st–200th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1934,191151,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the 151st–200th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1935,191201,40001,AwakeningItem,2,0,Master's Mark x2,Rewards for the 201st–250th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
1936,191201,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Rewards for the 201st–250th places in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
2001,201001,1009210,Card,2,0,Piccolo x2,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
2002,201001,40001,AwakeningItem,40,0,Master's Mark x40,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
2003,201001,2,SpecialItem,3,0,(Gold) World Tournament Ticket x3,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
2004,201001,11,Point::Stone,1,0,Dragon Stone x1,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
2005,201001,1002630,Card,1,765122,Hercule Statue (Gold) x1,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
2006,201001,6,SupportItem,5,0,Senzu Bean x5,Rewards for the 1st place in Local Ranking,2024-04-30 09:32:02.726182,2024-04-30 09:32:02.726182
