id,name,description,created_at,updated_at
62,Hopeless Terror,"With a chance to lower all enemies' ATK 
& DEF by 30%",2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
63,Absorption,Deliver the final blow for ATK +2500,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
64,Energy Absorption,"Recovers 25% of damage dealt as HP 
when Ki is 8 or more",2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
65,Berserker's Rage,Ki +5 when HP is 30% or below,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
66,No More Games,Rare chance of Ki +2 & ATK +1500,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
67,Earth's Strongest,ATK +1500 when HP is 50% or less,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
68,Regenerative Power,Recovers 12% HP when HP is 20% or less,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
69,Ultimate Blow,"Ki +5 when HP is 10% or less 
(once only)",2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
70,Supernatural Power,AGL Type enemies' ATK - 25%,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
71,Special Squad Attack,Has a chance of all allies' Ki +2,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
72,Desperation,"Enemies & allies' ATK +25% 
when HP is 30% or less",2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
73,Destruction Blow,ATK +70% when Ki is at max,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
74,Pride,AGL and PHY Type ATK and DEF +500,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
75,My Choice,"May seal enemy's Super Attack 
when Ki is 5 or more",2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
76,Energy Absorption,"Recover 30% of damage dealt as HP 
when Ki >= 5",2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
77,Energy Absorption,Recover 15% of damage dealt as HP,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
78,Limitless Power,Ki +1 and ATK +1000 when HP is 50% or more,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
79,Limitless Power,Ki +2 when HP is 50% or more,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
80,The Mission,ATK +50% for first attack only,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
81,Super Power,ATK and DEF +100% for 3 turns,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
82,Assassin's 20th Anniversary,Rare chance to stun all enemies,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
83,Latent Power,ATK +1500 when Ki is 10 or more,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
84,Enthusiasm,Ki +2 and ATK +500 for first attack only,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
85,Restraint,Rare chance to stun all enemies,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
86,Psychokinesis,"Disable enemy's guard when Ki is 5 or 
more",2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
87,Desert Wolf,Enemy DEF -30% when Ki is 5 or more,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
88,First Attack,ATK +50% for first attack only,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
89,Energy Absorption,"May recover HP from 25% of damage 
delivered",2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
90,Energy Absorption,"May recover HP from 25% of damage 
delivered",2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
91,Full Throttle,ATK +1000 when Ki is 5 or more,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
92,Full Throttle,Ki +5 when battle begins,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
93,God of Martial Arts,ATK +1200 at start of turn,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
94,Abnormal Assault,"Super damage to stun enemies when Ki 
is 5 or more",2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
95,I'll Train You,20% more EXP Points gained after battle,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
96,Demonic Wonderment,"Deliver the final blow for Ki +5 in the next 
attack",2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
97,Latent Power,ATK +500 when Ki is 8 or more,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
98,Latent Power,ATK +500 when Ki is 8 or more,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
99,Don't Break a Woman's Heart,ATK +500 for 1 turn,2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
100,Teamwork,"ATK +1000 for all allies when 3 attacks in 
a row",2024-04-30 09:29:15.623273,2024-04-30 09:29:15.623273
101,Triple Attack,"ATK +10% for all allies when 3 attacks in 
a row",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
102,Healthy Body,Immune to negative effects,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
103,Lucky Punch,Link Skill effect +200%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
104,Unbending Will,DEF +2000 when HP is 20% or below,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
105,Simple-Minded Assassin,Ki +3 when HP is 100%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
106,Strong Body,Immune to negative effects,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
107,Soak it Up,Ki +3 when Ki is 5 or more,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
108,Soak it Up,"Recover 30% of damage dealt as HP 
when Ki >= 5",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
109,Steadfast Hero,Immune to negative effects,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
110,Absorption,"Recover 10% of damage dealt as HP 
when Ki >= 5",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
111,10X Gravity,Enemy's DEF -500 for 5 turns,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
112,I'm Fast!,ATK +1000 as the 1st attacker in a turn,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
113,Saibaiman's Bewilderment,ATK +300 when Ki is 5 or below,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
114,Pure Tenacity,ATK +1200 when Ki is 5 or more,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
115,Overflowing Ki,With a chance of Ki +2,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
116,Master's Teachings,AGL and PHY Type Ki + 2,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
117,Warrior Race,Ki +2 when facing 2 or more enemies,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
118,Adversity,ATK +1500 when HP is 30% or below,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
119,Lust for Victory,STR Type enemies' ATK - 20%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
120,Full Speed,Ki +3 when HP is 100%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
121,Master's Teachings,"All allies' ATK +1000 when HP is 50% or 
above",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
122,Teamwork,ATK +1000 as the 2nd attacker in a turn,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
123,Guard Break,"Disable enemy's guard 
when Ki is 5 or more",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
124,Proof of Effort,TEQ & STR Types ATK +700,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
125,Teamwork,ATK +1000 as the 3rd attacker in a turn,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
126,Exceptional Luck,With a chance that all allies' ATK + 500,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
127,Champion's Pride,Ki +3 when ATK is higher than enemy's,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
128,Deep Affection,With a chance to recover 2000 HP,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
129,Secrets of the Crane School,All enemies' ATK -10%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
130,Berserker's Rage,ATK +2000 when HP is 30% or less,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
131,Cold Decision,DEF +1500 when HP is 50% or above,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
132,Abandonment,"With a chance to reduce damage 
received by 50%",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
133,Counterattack,"Temporarily ATK + 2000 after being 
attacked",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
134,Backup,DEF +1000 for all allies,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
135,Moment of Truth,All allies' DEF +50% when HP is 30% or less,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
136,Warrior's Spirit,Rare chance of sealing all enemies' Super Attacks,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
137,Overwhelming Pressure,Has a chance of reducing all enemies' DEF to 0,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
138,Morale,Ki +1 at start of turn,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
139,Teamwork,"DEF -50% for enemy when 3 attacks in a 
row",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
140,Teamwork,Attacked enemy's ATK - 10% for 3 Turns,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
141,Psychokinesis,May stun all enemies,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
142,Lucky Punch,Rare chance of increasing ATK by 50%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
143,Decision,ATK +40% when HP is 30% or below,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
144,Conviction,Ki +3 when HP is 80% or below,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
145,Super Power,Rare chance of ATK +100%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
146,Courage,"Rare chance of increasing all allies' ATK 
by 25%",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
147,Awakening,Ki +2 when HP is 50% or above,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
148,Divine Protection,DEF +25% for all allies,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
149,Quick Temper,ATK +2000 when HP is 30% or less,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
150,Prudence,Rare chance of DEF +100%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
151,Focus,ATK +25% when Ki is 8 or more,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
152,Mercenary's Might,Rare chance of increasing ATK by 50%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
153,Smile of Composure,"ATK and DEF +25% when HP is 80% or 
below",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
154,Guard Break,"Disable enemy's guard when Ki is 5 or 
more",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
155,Stunning Speed,TEQ & STR Types Ki +1,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
156,The Pinnacle of Power,ATK +30% at start of turn,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
157,Backup,DEF +1000 for all allies,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
158,No More Games,Rare chance of increasing ATK by 100%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
159,Charge,INT Type ATK +10%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
160,Super Elite Strength,ATK +40% when Ki is 8 or more,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
161,Defensive Poise,DEF +50% at start of turn,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
162,Hidden Potential,Rare chance of increasing Ki by 5,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
163,Supersonic,Ki +3 when HP is 99% or below,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
164,Courage,"All allies' ATK +15% when HP is 50% or 
above",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
165,No More Games,"Very rare chance of increasing ATK by 
70%",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
166,First Attack,ATK +50% for first attack only,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
167,Warrior's Spirit,ATK +30% when Ki is 8 or more,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
168,Brick Wall,DEF +2000 when HP is 50% or above,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
169,Honed Technique,TEQ Type ATK +10%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
170,Vengeful Power,ATK +32% when Ki is 7 or more,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
171,Against the Odds,ATK +40% when facing 2 or more enemies,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
172,Hidden Potential,Rare chance of increasing ATK by 100%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
173,Force of Will,Rare chance of increasing ATK by 50%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
174,Instant Transmission,Rare chance of increasing Ki by 5,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
175,Warrior's Fighting Spirit,Rare chance of increasing ATK by 50%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
176,Perfect Body,ATK & DEF +25% at start of turn,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
177,Furious Awakening,ATK +30% at start of turn,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
178,Energy Absorption,"Recovers 20% of damage dealt as HP 
when Ki is 6 or more",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
179,Warrior's Spirit,Rare chance of increasing ATK by 50%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
180,Overconfidence,"ATK & DEF +1000 
when HP is 50% or more",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
181,Full Power,ATK +20% at start of turn,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
182,Naivety,Ki +1 and ATK +500 at start of turn,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
183,Divine Strength,"ATK +80% when 
performing a Super Attack",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
184,Ultimate Power,"ATK +80% when performing a Super 
Attack",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
185,Supreme Evolution,ATK +40% at start of turn,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
186,Dignity in Destruction,ATK +25% at start of turn,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
187,Martial Arts Primer,All allies' ATK & DEF +12%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
188,Practice Makes Perfect,ATK +40% when Ki is 8 or more,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
189,Proof of Genius,ATK & DEF +30% when Ki is 8 or more,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
190,Nightmare,High chance that all enemies' DEF - 25%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
191,Advanced Tactics,"Very rare chance all allies' ATK & DEF 
+30%",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
192,On a Mission,Ki +1 at start of turn,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
193,Friendship,Recover 1500 HP at start of turn,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
194,Warrior's Spirit,Rare chance of increasing ATK by 50%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
195,Focus,ATK +25% when Ki is 8 or more,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
196,State of Oppression,All enemies ATK -10%,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
197,In the Zone,"ATK & DEF +25% when HP is 80% or 
below",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
198,Galactic Force,With a chance to stun all enemies,2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
199,MAX Power,"ATK +70% when performing a Super 
Attack",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
200,Limit Break,"Super-rare chance of Ki +7 and ATK 
+2500",2024-04-30 09:29:15.629059,2024-04-30 09:29:15.629059
201,Primed for Battle,ATK & DEF +15% at start of turn,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
202,Focused Wrath,Ki +2 when HP is 50% or more,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
203,Pro Fighter,"ATK and DEF +1000 when HP is 50% or 
above",2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
204,Undying Body,"Recover 25% HP whenever HP is 30% or 
below",2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
205,Mystic Power,ATK +25% at start of turn,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
206,Sorcery,"ATK +10% for all allies when HP is 50% 
or above",2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
207,Brattish Behavior,ATK +1500 when HP is 30% or below,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
208,Power Spike,ATK +2000 at start of turn,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
209,Chosen Warrior,Ki +2 when HP is 50% or above,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
210,Perfect Guard,"Damage received -30% 
when guard is activated",2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
211,First Attack,ATK +50% for first attack only,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
212,Warrior's Spirit,Rare chance of increasing ATK by 50%,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
213,Overwhelming Power,ATK +2000 at start of turn,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
214,Hopeless Terror,"Medium chance that all enemies' ATK & 
DEF -30%",2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
215,Smile of Composure,"ATK & DEF + 30% when HP is 80% or 
below",2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
216,Guard Break,Enemy's guard disabled and DEF- 50%,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
217,Stunning Speed,TEQ & STR Types Ki +2,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
218,The Pinnacle of Power,ATK +40% at start of turn,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
219,Nightmare,High chance that all enemies' DEF - 50%,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
220,Vengeful Power,ATK + 42% when Ki is 7 or more,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
221,Surge,All allies' ATK +500,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
222,Perfect Form,ATK & DEF +20% at start of turn,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
223,Eternal Life,Recover 5% HP at start of turn,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
224,Inorganic Matter,Enemy DEF - 50% when Ki is 5 or more,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
225,Regality,Ki +3 when HP is 50% or below,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
226,Developing Talent,Ki +2 when HP is 50% or above,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
227,Latent Ability,High chance of Ki +3,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
228,Demon King's Alter Ego,Rare chance to stun all enemies,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
229,Bouncing off the Walls,"ATK +30% when there are 2 or more 
enemies",2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
230,Unshackled Power,ATK +35% at start of turn,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
231,Evil Mindset,ATK +2500 when HP is 99% or below,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
232,Strike of Willpower,Ki+2 when HP is 50% or above,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
233,Space Piracy,ATK +1500 as the 1st attacker in a turn,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
234,Evil Emperor,All enemies' ATK - 8%,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
235,Evil Emperor,All enemies' ATK - 12%,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
236,Greatest Power,TEQ and STR Type Ki +2,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
237,Powerful Transformation,ATK +50% when Ki is 5 or more,2024-04-30 09:29:15.634649,2024-04-30 09:29:15.634649
