id,budokai_ranking_gift_set_id,description,item_type,item_id,quantity,card_exp_init,created_at,updated_at
106,4,East Kai Awakening Medals x 5,AwakeningItem,17,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
107,4,North Kai Awakening Medals x 5,AwakeningItem,18,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
108,4,Kami Awakening Medals x 5,AwakeningItem,9,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
109,4,Grand Elder Guru Awakening Medals x 5,AwakeningItem,10,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
110,4,Babidi Awakening Medals x 5,AwakeningItem,11,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
111,4,Bibidi Awakening Medals x 5,AwakeningItem,12,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
112,4,Korin Awakening Medals x 5,AwakeningItem,13,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
113,4,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
114,4,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
115,4,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
116,4,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
117,4,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
118,4,Gregory Awakening Medals x 20,AwakeningItem,1,20,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
119,4,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
120,4,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
121,4,Z-Sword AGL x 5,TrainingItem,900,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
122,4,Z-Sword TEQ x 5,TrainingItem,901,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
123,4,Z-Sword INT x 5,TrainingItem,902,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
124,4,Z-Sword STR x 5,TrainingItem,903,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
125,4,Z-Sword PHY x 5,TrainingItem,904,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
126,4,Weight (10t) AGL x 5,TrainingItem,800,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
127,4,Weight (10t) TEQ x 5,TrainingItem,801,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
128,4,Weight (10t) INT x 5,TrainingItem,802,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
129,4,Weight (10t) STR x 5,TrainingItem,803,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
130,4,Weight (10t) PHY x 5,TrainingItem,804,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
131,4,Senzu Beans x 10,SupportItem,6,10,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
132,5,(Infinite Potential) Uub,Card,1002030,1,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
133,5,(Reaching New Heights) Goku x 2,Card,1003140,2,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
134,5,Awakening Medals - 110 in total,AwakeningItem,9,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
135,5,Training Items - 50 in total,AwakeningItem,10,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
136,5,Senzu Beans x 10,AwakeningItem,11,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
137,5,Bibidi Awakening Medals x 5,AwakeningItem,12,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
138,5,Korin Awakening Medals x 5,AwakeningItem,13,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
139,5,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
140,5,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
141,5,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
142,5,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
143,5,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
144,5,Gregory Awakening Medals x 20,AwakeningItem,1,20,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
145,5,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
146,5,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
147,5,Z-Sword AGL x 5,TrainingItem,900,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
148,5,Z-Sword TEQ x 5,TrainingItem,901,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
149,5,Z-Sword INT x 5,TrainingItem,902,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
150,5,Z-Sword STR x 5,TrainingItem,903,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
151,5,Z-Sword PHY x 5,TrainingItem,904,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
152,5,Weight (10t) AGL x 5,TrainingItem,800,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
153,5,Weight (10t) TEQ x 5,TrainingItem,801,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
154,5,Weight (10t) INT x 5,TrainingItem,802,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
155,5,Weight (10t) STR x 5,TrainingItem,803,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
156,5,Weight (10t) PHY x 5,TrainingItem,804,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
157,5,Senzu Beans x 10,SupportItem,6,10,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
158,6,(Reaching New Heights) Goku x 2,Card,1003140,2,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
159,6,Awakening Medals - 110 in total,AwakeningItem,9,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
160,6,Training Items - 50 in total,AwakeningItem,10,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
161,6,Senzu Beans x 10,AwakeningItem,11,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
162,6,Fake_Data,AwakeningItem,12,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
163,6,Korin Awakening Medals x 5,AwakeningItem,13,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
164,6,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
165,6,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
166,6,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
167,6,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
168,6,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
169,6,Gregory Awakening Medals x 20,AwakeningItem,1,20,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
170,6,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
171,6,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
172,6,Z-Sword AGL x 5,TrainingItem,900,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
173,6,Z-Sword TEQ x 5,TrainingItem,901,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
174,6,Z-Sword INT x 5,TrainingItem,902,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
175,6,Z-Sword STR x 5,TrainingItem,903,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
176,6,Z-Sword PHY x 5,TrainingItem,904,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
177,6,Weight (10t) AGL x 5,TrainingItem,800,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
178,6,Weight (10t) TEQ x 5,TrainingItem,801,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
179,6,Weight (10t) INT x 5,TrainingItem,802,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
180,6,Weight (10t) STR x 5,TrainingItem,803,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
181,6,Weight (10t) PHY x 5,TrainingItem,804,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
182,6,Senzu Beans x 10,SupportItem,6,10,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
183,7,(Reaching New Heights) Goku,Card,1003140,1,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
184,7,Training Items - 50 in total,TrainingItem,900,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
185,7,Awakening Medals - 85 in total,TrainingItem,901,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
186,7,Senzu Beans x 10,TrainingItem,902,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
187,7,Fake_Data,TrainingItem,903,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
188,7,Z-Sword PHY x 5,TrainingItem,904,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
189,7,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
190,7,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
191,7,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
192,7,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
193,7,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
194,7,Gregory Awakening Medals x 20,AwakeningItem,1,20,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
195,7,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
196,7,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
197,7,Weight (10t) AGL x 5,TrainingItem,800,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
198,7,Weight (10t) TEQ x 5,TrainingItem,801,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
199,7,Weight (10t) INT x 5,TrainingItem,802,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
200,7,Weight (10t) STR x 5,TrainingItem,803,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
201,7,Weight (10t) PHY x 5,TrainingItem,804,5,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
202,7,Senzu Beans x 10,SupportItem,6,10,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
203,8,Training Items - 50 in total,TrainingItem,900,5,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
204,8,Awakening Medals - 85 in total,TrainingItem,901,5,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
205,8,Senzu Beans x 10,TrainingItem,902,5,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
206,8,Fake_Data,TrainingItem,903,5,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
207,8,Fake_Data,TrainingItem,904,5,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
208,8,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
209,8,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
210,8,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
211,8,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
212,8,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
213,8,Gregory Awakening Medals x 20,AwakeningItem,1,20,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
214,8,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
215,8,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
216,8,Weight (10t) AGL x 5,TrainingItem,800,5,0,2024-02-27 09:30:24.812979,2024-02-27 09:30:24.812979
