id,causality_type,cau_val1,cau_val2,cau_val3,created_at,updated_at
161,34,0,27,5,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
162,34,0,27,6,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
163,34,0,27,7,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
164,34,0,18,1,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
165,34,0,18,2,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
166,34,0,18,3,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
167,34,0,18,4,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
168,34,0,18,5,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
169,34,0,18,6,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
170,34,0,18,7,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
171,34,1,26,1,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
173,34,0,17,1,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
174,34,0,17,2,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
175,34,0,17,3,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
176,34,0,17,4,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
177,34,0,17,5,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
178,34,0,17,6,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
179,34,0,17,7,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
180,34,0,28,1,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
181,34,0,28,2,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
182,34,0,28,3,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
183,34,0,28,4,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
184,34,0,28,5,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
185,34,0,28,6,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
186,34,0,28,7,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
187,34,1,6,1,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
196,35,126976,0,0,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
197,35,4063232,0,0,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
200,5,4,0,0,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
202,34,0,30,1,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
203,34,0,31,1,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
204,3,450,0,0,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
205,39,64,0,0,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
206,38,32,0,0,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
207,2,90,0,0,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
208,1,80,0,0,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
209,34,0,29,1,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
210,34,0,29,2,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
211,34,0,29,3,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
212,34,1,36,1,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
214,34,0,34,1,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
215,34,0,34,2,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
216,34,0,34,3,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
217,34,0,34,4,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
218,34,0,34,5,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
219,34,0,34,6,2024-05-17 11:40:27.511336,2024-05-17 11:40:27.511336
220,34,0,34,7,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
221,42,63,4,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
222,42,63,6,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
223,42,63,8,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
224,41,2,57,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
225,41,2,79,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
226,41,2,494,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
228,41,2,112,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
229,41,2,411,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
230,41,2,78,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
231,41,2,495,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
232,34,0,32,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
233,34,0,32,2,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
234,34,0,32,3,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
235,34,0,32,4,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
236,34,0,32,5,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
237,34,0,32,6,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
238,34,0,32,7,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
239,2,58,0,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
240,41,0,22,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
241,41,0,10,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
242,41,0,102,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
243,41,0,414,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
245,34,1,24,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
246,34,0,33,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
247,34,0,33,2,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
248,34,0,33,3,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
249,34,0,33,4,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
250,34,0,33,5,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
251,41,0,499,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
252,1,70,0,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
254,33,0,25,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
255,33,25,50,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
256,33,50,75,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
257,33,75,100,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
258,34,1,9,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
259,3,160,0,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
260,2,49,0,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
261,34,0,21,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
262,34,0,21,2,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
263,34,0,21,3,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
264,34,0,21,4,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
265,34,0,21,5,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
266,34,0,21,6,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
267,34,0,21,7,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
268,34,1,38,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
269,41,0,84,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
270,41,0,246,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
271,41,0,457,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
272,41,0,496,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
273,38,48,1,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
274,41,2,1,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
275,34,0,38,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
276,34,0,38,2,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
277,34,0,38,3,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
278,34,0,38,4,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
279,34,0,38,5,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
280,34,0,38,6,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
281,34,0,38,7,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
282,41,2,22,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
283,41,2,20,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
284,1,66,0,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
285,34,1,38,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
286,2,66,0,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
287,34,0,21,3,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
288,41,1,6,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
289,41,1,78,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
290,41,1,80,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
291,41,1,112,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
292,41,1,341,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
293,41,1,402,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
294,41,1,411,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
295,41,1,495,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
296,55,2,0,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
297,3,300,0,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
298,41,2,502,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
299,41,2,483,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
300,41,2,501,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
301,42,63,3,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
302,42,63,5,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
303,42,63,3,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
304,42,63,5,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
305,41,2,504,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
306,41,0,504,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
307,2,50,0,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
308,2,58,0,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
309,1,58,0,0,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
311,41,0,8,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
312,41,0,56,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
313,41,0,113,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
314,41,0,129,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
315,41,0,227,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
316,41,0,229,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
317,41,0,230,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
318,41,0,244,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
319,41,0,311,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
320,41,0,366,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
321,41,0,444,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
322,41,0,474,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
323,41,0,475,1,2024-05-17 11:40:27.517654,2024-05-17 11:40:27.517654
324,41,0,498,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
325,34,2,40,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
326,34,2,40,2,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
327,34,2,40,3,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
328,34,1,21,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
329,41,0,231,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
330,41,0,232,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
331,41,0,507,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
332,34,1,21,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
333,41,1,6,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
334,41,1,78,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
335,41,1,80,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
336,41,1,112,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
337,41,1,341,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
338,41,1,402,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
339,41,1,411,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
340,41,1,495,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
341,15,2,0,0,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
342,34,1,21,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
343,41,2,83,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
344,34,1,5,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
345,41,2,82,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
346,16,3,0,0,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
347,34,1,21,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
348,41,0,1,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
349,41,0,2,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
350,41,2,3,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
351,41,2,4,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
352,41,2,5,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
353,41,2,6,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
354,41,0,7,1,2024-05-17 11:40:27.523814,2024-05-17 11:40:27.523814
