id,sd_map_id,position_x,position_y,symbol_item_type,symbol_item_id,background_image_id,created_at,updated_at
50,12,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
51,12,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
52,12,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
53,12,0,0,SD::Pack,301,1,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
54,13,-7,7,TrainingItem,100,2,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
55,13,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
56,13,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
57,13,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
58,13,0,0,SD::Pack,301,1,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
59,14,-7,7,TrainingItem,100,2,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
60,14,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
61,14,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
62,14,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
63,14,0,0,SD::Pack,401,1,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
64,15,-7,7,TrainingItem,100,2,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
65,15,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
66,15,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
67,15,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
68,15,0,0,SD::Pack,401,1,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
69,16,-7,7,TrainingItem,100,2,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
70,16,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
71,16,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
72,16,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
73,16,0,0,SD::Pack,501,1,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
74,17,-7,7,TrainingItem,100,2,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
75,17,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
76,17,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
77,17,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
78,17,0,0,SD::Pack,501,1,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
79,18,-7,7,TrainingItem,100,2,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
80,18,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
81,18,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
82,18,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
83,18,0,0,SD::Pack,601,1,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
84,19,-7,7,TrainingItem,100,2,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
85,19,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
86,19,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
87,19,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
88,19,0,0,SD::Pack,601,1,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
89,20,-7,7,TrainingItem,100,2,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
90,20,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
91,20,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
92,20,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
93,20,0,0,SD::Pack,701,1,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
94,21,-7,7,TrainingItem,100,2,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
95,21,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
96,21,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
97,21,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
98,21,0,0,SD::Pack,701,1,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
99,22,-7,7,TrainingItem,100,2,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
100,22,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.865351,2024-02-27 09:32:27.865351
101,22,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
102,22,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
103,22,0,0,SD::Pack,801,1,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
104,23,-7,7,TrainingItem,100,2,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
105,23,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
106,23,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
107,23,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
108,23,0,0,SD::Pack,801,1,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
109,24,-7,7,TrainingItem,100,2,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
110,24,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
111,24,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
112,24,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
113,24,0,0,SD::Pack,901,1,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
114,25,-7,7,TrainingItem,100,2,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
115,25,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
116,25,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
117,25,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
118,25,0,0,SD::Pack,901,1,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
119,26,-7,7,TrainingItem,100,2,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
120,26,7,7,Point::Zeni,13,4,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
121,26,-7,-7,AwakeningItem,1,5,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
122,26,7,-7,PotentialItem,1,3,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
123,26,0,0,SD::Pack,1001,1,2024-02-27 09:32:27.871381,2024-02-27 09:32:27.871381
