id,z_battle_first_reward_set_id,item_id,item_type,quantity,card_exp_init,created_at,updated_at
59,18,6,PotentialItem,330,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
60,19,11,Point::Stone,1,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
61,19,100002,AwakeningItem,7,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
62,19,11,PotentialItem,30,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
63,20,11,Point::Stone,1,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
64,20,100002,AwakeningItem,8,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
65,20,1,PotentialItem,430,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
66,20,6,PotentialItem,330,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
67,20,11,PotentialItem,30,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
68,20,1012230,Card,2,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
69,21,11,Point::Stone,1,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
70,21,100003,AwakeningItem,4,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
71,21,1,PotentialItem,500,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
72,22,11,Point::Stone,1,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
73,22,100003,AwakeningItem,5,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
74,22,6,PotentialItem,400,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
75,23,11,Point::Stone,1,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
76,23,100003,AwakeningItem,6,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
77,23,11,PotentialItem,40,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
78,24,11,Point::Stone,1,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
79,24,100003,AwakeningItem,7,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
80,24,1,PotentialItem,500,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
81,25,11,Point::Stone,1,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
82,25,100003,AwakeningItem,8,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
83,25,6,PotentialItem,400,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
84,25,1012230,Card,2,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
85,26,11,Point::Stone,1,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
86,26,100004,AwakeningItem,4,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
87,26,11,PotentialItem,40,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
88,27,11,Point::Stone,1,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
89,27,100004,AwakeningItem,5,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
90,27,1,PotentialItem,500,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
91,28,11,Point::Stone,1,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
92,28,100004,AwakeningItem,6,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
93,28,6,PotentialItem,400,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
94,29,11,Point::Stone,1,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
95,29,100004,AwakeningItem,7,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
96,29,11,PotentialItem,40,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
97,30,11,Point::Stone,1,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
98,30,100004,AwakeningItem,8,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
99,30,1,PotentialItem,500,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
100,30,6,PotentialItem,400,0,2024-02-27 09:33:20.351973,2024-02-27 09:33:20.351973
101,30,11,PotentialItem,40,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
102,30,1012230,Card,3,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
103,31,1005480,Card,1,765122,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
104,32,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
105,32,100011,AwakeningItem,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
106,32,4,PotentialItem,370,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
107,33,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
108,33,100011,AwakeningItem,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
109,33,9,PotentialItem,270,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
110,34,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
111,34,100011,AwakeningItem,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
112,34,14,PotentialItem,20,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
113,35,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
114,35,100011,AwakeningItem,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
115,35,4,PotentialItem,370,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
116,36,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
117,36,100011,AwakeningItem,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
118,36,9,PotentialItem,270,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
119,36,1012260,Card,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
120,37,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
121,37,100011,AwakeningItem,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
122,37,14,PotentialItem,20,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
123,38,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
124,38,100011,AwakeningItem,2,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
125,38,4,PotentialItem,370,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
126,39,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
127,39,100011,AwakeningItem,2,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
128,39,9,PotentialItem,270,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
129,40,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
130,40,100011,AwakeningItem,2,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
131,40,14,PotentialItem,20,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
132,41,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
133,41,100011,AwakeningItem,3,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
134,41,4,PotentialItem,370,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
135,41,9,PotentialItem,270,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
136,41,14,PotentialItem,20,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
137,41,1012260,Card,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
138,42,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
139,42,100012,AwakeningItem,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
140,42,4,PotentialItem,430,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
141,43,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
142,43,100012,AwakeningItem,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
143,43,9,PotentialItem,330,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
144,44,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
145,44,100012,AwakeningItem,2,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
146,44,14,PotentialItem,30,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
147,45,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
148,45,100012,AwakeningItem,2,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
149,45,4,PotentialItem,430,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
150,46,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
151,46,100012,AwakeningItem,4,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
152,46,9,PotentialItem,330,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
153,46,1012260,Card,2,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
154,47,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
155,47,100012,AwakeningItem,4,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
156,47,14,PotentialItem,30,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
157,48,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
158,48,100012,AwakeningItem,5,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
159,48,4,PotentialItem,430,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
160,49,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
161,49,100012,AwakeningItem,6,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
162,49,9,PotentialItem,330,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
163,50,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
164,50,100012,AwakeningItem,7,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
165,50,14,PotentialItem,30,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
166,51,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
167,51,100012,AwakeningItem,8,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
168,51,4,PotentialItem,430,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
169,51,9,PotentialItem,330,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
170,51,14,PotentialItem,30,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
171,51,1012260,Card,2,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
172,52,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
173,52,100013,AwakeningItem,4,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
174,52,4,PotentialItem,500,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
175,53,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
176,53,100013,AwakeningItem,5,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
177,53,9,PotentialItem,400,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
178,54,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
179,54,100013,AwakeningItem,6,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
180,54,14,PotentialItem,40,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
181,55,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
182,55,100013,AwakeningItem,7,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
183,55,4,PotentialItem,500,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
184,56,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
185,56,100013,AwakeningItem,8,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
186,56,9,PotentialItem,400,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
187,56,1012260,Card,2,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
188,57,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
189,57,100014,AwakeningItem,4,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
190,57,14,PotentialItem,40,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
191,58,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
192,58,100014,AwakeningItem,5,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
193,58,4,PotentialItem,500,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
194,59,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
195,59,100014,AwakeningItem,6,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
196,59,9,PotentialItem,400,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
197,60,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
198,60,100014,AwakeningItem,7,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
199,60,14,PotentialItem,40,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
200,61,11,Point::Stone,1,0,2024-02-27 09:33:20.361020,2024-02-27 09:33:20.361020
201,61,100014,AwakeningItem,8,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
202,61,4,PotentialItem,500,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
203,61,9,PotentialItem,400,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
204,61,14,PotentialItem,40,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
205,61,1012260,Card,3,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
206,62,1005480,Card,1,765122,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
207,63,100021,AwakeningItem,1,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
208,63,1,PotentialItem,160,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
209,64,100021,AwakeningItem,1,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
210,64,2,PotentialItem,160,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
211,65,100021,AwakeningItem,1,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
212,65,3,PotentialItem,160,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
213,66,100021,AwakeningItem,1,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
214,66,4,PotentialItem,160,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
215,67,100021,AwakeningItem,1,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
216,67,5,PotentialItem,160,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
217,67,1012260,Card,1,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
218,68,100021,AwakeningItem,1,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
219,68,6,PotentialItem,130,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
220,69,100021,AwakeningItem,2,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
221,69,7,PotentialItem,130,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
222,70,100021,AwakeningItem,2,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
223,70,8,PotentialItem,130,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
224,71,100021,AwakeningItem,2,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
225,71,9,PotentialItem,130,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
226,72,100021,AwakeningItem,3,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
227,72,10,PotentialItem,130,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
228,72,1012260,Card,1,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
229,73,100022,AwakeningItem,1,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
230,73,11,PotentialItem,10,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
231,74,100022,AwakeningItem,1,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
232,74,12,PotentialItem,10,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
233,75,100022,AwakeningItem,2,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
234,75,13,PotentialItem,10,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
235,76,100022,AwakeningItem,2,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
236,76,14,PotentialItem,10,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
237,77,100022,AwakeningItem,4,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
238,77,15,PotentialItem,10,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
239,77,1012260,Card,1,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
240,78,100022,AwakeningItem,4,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
241,78,1,PotentialItem,180,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
242,79,100022,AwakeningItem,5,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
243,79,2,PotentialItem,180,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
244,80,100022,AwakeningItem,6,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
245,80,3,PotentialItem,180,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
246,81,100022,AwakeningItem,7,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
247,81,4,PotentialItem,180,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
248,82,100022,AwakeningItem,8,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
249,82,5,PotentialItem,180,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
250,82,1012260,Card,1,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
251,83,100023,AwakeningItem,4,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
252,83,6,PotentialItem,140,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
253,84,100023,AwakeningItem,5,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
254,84,7,PotentialItem,140,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
255,85,100023,AwakeningItem,6,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
256,85,8,PotentialItem,140,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
257,86,100023,AwakeningItem,7,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
258,86,9,PotentialItem,140,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
259,87,100023,AwakeningItem,8,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
260,87,10,PotentialItem,140,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
261,87,1012260,Card,1,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
262,88,100024,AwakeningItem,4,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
263,88,11,PotentialItem,12,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
264,89,100024,AwakeningItem,5,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
265,89,12,PotentialItem,12,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
266,90,100024,AwakeningItem,6,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
267,90,13,PotentialItem,12,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
268,91,100024,AwakeningItem,7,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
269,91,14,PotentialItem,12,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
270,92,100024,AwakeningItem,8,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
271,92,15,PotentialItem,12,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
272,92,1012260,Card,1,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
273,93,1,PotentialItem,190,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
274,94,2,PotentialItem,190,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
275,95,3,PotentialItem,190,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
276,96,4,PotentialItem,190,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
277,97,5,PotentialItem,190,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
278,98,6,PotentialItem,145,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
279,99,7,PotentialItem,145,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
280,100,8,PotentialItem,145,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
281,101,9,PotentialItem,145,0,2024-02-27 09:33:20.369317,2024-02-27 09:33:20.369317
