id,budokai_box_ranking_id,start_value,end_value,created_at,updated_at
181201,181,201,250,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
191001,191,1,1,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
191002,191,2,3,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
191004,191,4,10,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
191011,191,11,20,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
191021,191,21,50,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
191051,191,51,100,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
191101,191,101,150,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
191151,191,151,200,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
191201,191,201,250,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
201001,201,1,1,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
201002,201,2,3,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
201004,201,4,10,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
201011,201,11,20,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
201021,201,21,50,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
201051,201,51,100,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
201101,201,101,150,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
201151,201,151,200,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
201201,201,201,250,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
211001,211,1,1,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
211002,211,2,3,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
211004,211,4,10,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
211011,211,11,20,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
211021,211,21,50,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
211051,211,51,100,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
211101,211,101,150,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
211151,211,151,200,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
211201,211,201,250,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
221001,221,1,1,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
221002,221,2,3,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
221004,221,4,10,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
221011,221,11,20,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
221021,221,21,50,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
221051,221,51,100,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
221101,221,101,150,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
221151,221,151,200,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
221201,221,201,250,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
231001,231,1,1,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
231002,231,2,3,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
231004,231,4,10,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
231011,231,11,20,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
231021,231,21,50,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
231051,231,51,100,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
231101,231,101,150,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
231151,231,151,200,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
231201,231,201,250,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
231251,231,251,300,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
241001,241,1,1,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
241002,241,2,3,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
241004,241,4,10,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
241011,241,11,20,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
241021,241,21,50,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
241051,241,51,100,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
241101,241,101,150,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
241151,241,151,200,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
241201,241,201,250,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
241251,241,251,300,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
251001,251,1,1,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
251002,251,2,3,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
251004,251,4,10,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
251011,251,11,20,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
251021,251,21,50,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
251051,251,51,100,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
251101,251,101,150,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
251151,251,151,200,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
251201,251,201,250,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
251251,251,251,300,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
261001,261,1,1,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
261002,261,2,3,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
261004,261,4,10,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
261011,261,11,20,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
261021,261,21,50,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
261051,261,51,100,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
261101,261,101,150,2024-04-30 09:32:02.689163,2024-04-30 09:32:02.689163
261151,261,151,200,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
261201,261,201,250,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
261251,261,251,300,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
271001,271,1,1,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
271002,271,2,3,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
271004,271,4,10,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
271011,271,11,20,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
271021,271,21,50,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
271051,271,51,100,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
271101,271,101,150,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
271151,271,151,200,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
271201,271,201,250,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
271251,271,251,300,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
281001,281,1,1,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
281002,281,2,3,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
281004,281,4,10,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
281011,281,11,20,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
281021,281,21,50,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
281051,281,51,100,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
281101,281,101,150,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
281151,281,151,200,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
281201,281,201,250,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
281251,281,251,300,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
291001,291,1,1,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
291002,291,2,3,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
291004,291,4,10,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
291011,291,11,20,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
291021,291,21,50,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
291051,291,51,100,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
291101,291,101,150,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
291151,291,151,200,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
291201,291,201,250,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
291251,291,251,300,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
301001,301,1,1,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
301002,301,2,3,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
301004,301,4,10,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
301011,301,11,20,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
301021,301,21,50,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
301051,301,51,100,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
301101,301,101,150,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
301151,301,151,200,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
301201,301,201,250,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
301251,301,251,300,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
311001,311,1,1,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
311002,311,2,3,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
311004,311,4,10,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
311011,311,11,20,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
311021,311,21,50,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
311051,311,51,100,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
311101,311,101,150,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
311151,311,151,200,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
311201,311,201,250,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
311251,311,251,300,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
321001,321,1,1,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
321002,321,2,3,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
321004,321,4,10,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
321011,321,11,20,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
321021,321,21,50,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
321051,321,51,100,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
321101,321,101,150,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
321151,321,151,200,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
321201,321,201,250,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
321251,321,251,300,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
331001,331,1,1,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
331002,331,2,3,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
331004,331,4,10,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
331011,331,11,20,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
331021,331,21,50,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
331051,331,51,100,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
331101,331,101,150,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
331151,331,151,200,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
331201,331,201,250,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
331251,331,251,300,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
341001,341,1,1,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
341002,341,2,3,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
341004,341,4,10,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
341011,341,11,20,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
341021,341,21,50,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
341051,341,51,100,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
341101,341,101,150,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
341151,341,151,200,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
341201,341,201,250,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
341251,341,251,300,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
351001,351,1,1,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
351002,351,2,3,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
351004,351,4,10,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
351011,351,11,20,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
351021,351,21,50,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
351051,351,51,100,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
351101,351,101,150,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
351151,351,151,200,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
351201,351,201,250,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
351251,351,251,300,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
361001,361,1,1,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
361002,361,2,3,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
361004,361,4,10,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
361011,361,11,20,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
361021,361,21,50,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
361051,361,51,100,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
361101,361,101,150,2024-04-30 09:32:02.694833,2024-04-30 09:32:02.694833
361151,361,151,200,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
361201,361,201,250,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
361251,361,251,300,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
371001,371,1,1,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
371002,371,2,3,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
371004,371,4,10,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
371011,371,11,20,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
371021,371,21,50,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
371051,371,51,100,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
371101,371,101,150,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
371151,371,151,200,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
371201,371,201,250,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
371251,371,251,300,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
401001,401,1,1,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
401002,401,2,3,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
401004,401,4,10,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
401011,401,11,20,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
401021,401,21,50,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
401051,401,51,100,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
401101,401,101,150,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
401151,401,151,200,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
401201,401,201,250,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
401251,401,251,300,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
411001,411,1,1,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
411002,411,2,3,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
411004,411,4,10,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
411011,411,11,20,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
411021,411,21,50,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
411051,411,51,100,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
411101,411,101,150,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
411151,411,151,200,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
411201,411,201,250,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
411251,411,251,300,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
421001,421,1,1,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
421002,421,2,3,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
421004,421,4,10,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
421011,421,11,20,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
421021,421,21,50,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
421051,421,51,100,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
421101,421,101,150,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
421151,421,151,200,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
421201,421,201,250,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
421251,421,251,300,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
431001,431,1,1,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
431002,431,2,3,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
431004,431,4,10,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
431011,431,11,20,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
431021,431,21,50,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
431051,431,51,100,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
431101,431,101,150,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
431151,431,151,200,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
431201,431,201,250,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
431251,431,251,300,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
441001,441,1,1,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
441002,441,2,3,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
441004,441,4,10,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
441011,441,11,20,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
441021,441,21,50,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
441051,441,51,100,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
441101,441,101,150,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
441151,441,151,200,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
441201,441,201,250,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
441251,441,251,300,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
451001,451,1,1,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
451002,451,2,3,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
451004,451,4,10,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
451011,451,11,20,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
451021,451,21,50,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
451051,451,51,100,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
451101,451,101,150,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
451151,451,151,200,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
451201,451,201,250,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
451251,451,251,300,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
461001,461,1,1,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
461002,461,2,3,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
461004,461,4,10,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
461011,461,11,20,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
461021,461,21,50,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
461051,461,51,100,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
461101,461,101,150,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
461151,461,151,200,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
461201,461,201,250,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
461251,461,251,300,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
471001,471,1,1,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
471002,471,2,3,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
471004,471,4,10,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
471011,471,11,20,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
471021,471,21,50,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
471051,471,51,100,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
471101,471,101,150,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
471151,471,151,200,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
471201,471,201,250,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
471251,471,251,300,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
481001,481,1,1,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
481002,481,2,3,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
481004,481,4,10,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
481011,481,11,20,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
481021,481,21,50,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
481051,481,51,100,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
481101,481,101,150,2024-04-30 09:32:02.700691,2024-04-30 09:32:02.700691
481151,481,151,200,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
481201,481,201,250,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
481251,481,251,300,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
491001,491,1,1,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
491002,491,2,3,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
491004,491,4,10,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
491011,491,11,20,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
491021,491,21,50,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
491051,491,51,100,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
491101,491,101,150,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
491151,491,151,200,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
491201,491,201,250,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
491251,491,251,300,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
501001,501,1,1,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
501002,501,2,3,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
501004,501,4,10,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
501011,501,11,20,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
501021,501,21,50,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
501051,501,51,100,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
501101,501,101,150,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
501151,501,151,200,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
501201,501,201,250,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
501251,501,251,300,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
511001,511,1,1,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
511002,511,2,3,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
511004,511,4,10,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
511011,511,11,20,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
511021,511,21,50,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
511051,511,51,100,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
511101,511,101,150,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
511151,511,151,200,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
511201,511,201,250,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
511251,511,251,300,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
990001,99,1,1,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
990002,99,2,3,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
990004,99,4,10,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
990011,99,11,20,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
990021,99,21,50,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
990051,99,51,100,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
990101,99,101,150,2024-04-30 09:32:02.705568,2024-04-30 09:32:02.705568
