id,type,conditions,comment,created_at,updated_at
38,PotentialSquareCondition::PotentialItem,"{""item_id"":12,""quantity"":1}",素材ID=12:1個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
39,PotentialSquareCondition::PotentialItem,"{""item_id"":2,""quantity"":5}",素材ID=2:5個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
40,PotentialSquareCondition::PotentialItem,"{""item_id"":2,""quantity"":10}",素材ID=2:10個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
41,PotentialSquareCondition::PotentialItem,"{""item_id"":7,""quantity"":5}",素材ID=7:5個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
42,PotentialSquareCondition::PotentialItem,"{""item_id"":2,""quantity"":50}",素材ID=2:50個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
43,PotentialSquareCondition::PotentialItem,"{""item_id"":7,""quantity"":25}",素材ID=7:25個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
44,PotentialSquareCondition::PotentialItem,"{""item_id"":12,""quantity"":3}",素材ID=12:3個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
45,PotentialSquareCondition::PotentialItem,"{""item_id"":7,""quantity"":15}",素材ID=7:15個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
46,PotentialSquareCondition::PotentialItem,"{""item_id"":12,""quantity"":2}",素材ID=12:2個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
47,PotentialSquareCondition::PotentialItem,"{""item_id"":2,""quantity"":30}",素材ID=2:30個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
48,PotentialSquareCondition::PotentialItem,"{""item_id"":2,""quantity"":15}",素材ID=2:15個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
49,PotentialSquareCondition::PotentialItem,"{""item_id"":7,""quantity"":20}",素材ID=7:20個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
50,PotentialSquareCondition::PotentialItem,"{""item_id"":4,""quantity"":20}",素材ID=4:20個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
51,PotentialSquareCondition::PotentialItem,"{""item_id"":9,""quantity"":10}",素材ID=9:10個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
52,PotentialSquareCondition::PotentialItem,"{""item_id"":14,""quantity"":1}",素材ID=14:1個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
53,PotentialSquareCondition::PotentialItem,"{""item_id"":4,""quantity"":5}",素材ID=4:5個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
54,PotentialSquareCondition::PotentialItem,"{""item_id"":4,""quantity"":10}",素材ID=4:10個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
55,PotentialSquareCondition::PotentialItem,"{""item_id"":9,""quantity"":5}",素材ID=9:5個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
56,PotentialSquareCondition::PotentialItem,"{""item_id"":4,""quantity"":50}",素材ID=4:50個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
57,PotentialSquareCondition::PotentialItem,"{""item_id"":9,""quantity"":25}",素材ID=9:25個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
58,PotentialSquareCondition::PotentialItem,"{""item_id"":14,""quantity"":3}",素材ID=14:3個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
59,PotentialSquareCondition::PotentialItem,"{""item_id"":9,""quantity"":15}",素材ID=9:15個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
60,PotentialSquareCondition::PotentialItem,"{""item_id"":14,""quantity"":2}",素材ID=14:2個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
61,PotentialSquareCondition::PotentialItem,"{""item_id"":4,""quantity"":30}",素材ID=4:30個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
62,PotentialSquareCondition::PotentialItem,"{""item_id"":4,""quantity"":15}",素材ID=4:15個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
63,PotentialSquareCondition::PotentialItem,"{""item_id"":9,""quantity"":20}",素材ID=9:20個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
64,PotentialSquareCondition::PotentialItem,"{""item_id"":5,""quantity"":20}",素材ID=5:20個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
65,PotentialSquareCondition::PotentialItem,"{""item_id"":10,""quantity"":10}",素材ID=10:10個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
66,PotentialSquareCondition::PotentialItem,"{""item_id"":15,""quantity"":1}",素材ID=15:1個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
67,PotentialSquareCondition::PotentialItem,"{""item_id"":5,""quantity"":5}",素材ID=5:5個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
68,PotentialSquareCondition::PotentialItem,"{""item_id"":5,""quantity"":10}",素材ID=5:10個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
69,PotentialSquareCondition::PotentialItem,"{""item_id"":10,""quantity"":5}",素材ID=10:5個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
70,PotentialSquareCondition::PotentialItem,"{""item_id"":5,""quantity"":50}",素材ID=5:50個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
71,PotentialSquareCondition::PotentialItem,"{""item_id"":10,""quantity"":25}",素材ID=10:25個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
72,PotentialSquareCondition::PotentialItem,"{""item_id"":15,""quantity"":3}",素材ID=15:3個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
73,PotentialSquareCondition::PotentialItem,"{""item_id"":10,""quantity"":15}",素材ID=10:15個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
74,PotentialSquareCondition::PotentialItem,"{""item_id"":15,""quantity"":2}",素材ID=15:2個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
75,PotentialSquareCondition::PotentialItem,"{""item_id"":5,""quantity"":30}",素材ID=5:30個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
76,PotentialSquareCondition::PotentialItem,"{""item_id"":5,""quantity"":15}",素材ID=5:15個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
77,PotentialSquareCondition::PotentialItem,"{""item_id"":10,""quantity"":20}",素材ID=10:20個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
78,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":20}",素材ID=16:20個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
79,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":10}",素材ID=17:10個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
80,PotentialSquareCondition::PotentialItem,"{""item_id"":18,""quantity"":1}",素材ID=18:1個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
81,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":5}",素材ID=16:5個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
82,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":10}",素材ID=16:10個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
83,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":5}",素材ID=17:5個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
84,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":50}",素材ID=16:50個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
85,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":25}",素材ID=17:25個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
86,PotentialSquareCondition::PotentialItem,"{""item_id"":18,""quantity"":3}",素材ID=18:3個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
87,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":15}",素材ID=17:15個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
88,PotentialSquareCondition::PotentialItem,"{""item_id"":18,""quantity"":2}",素材ID=18:2個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
89,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":30}",素材ID=16:30個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
90,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":15}",素材ID=16:15個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
91,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":20}",素材ID=17:20個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
92,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":40}",素材ID=16:40個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
93,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":250}",素材ID=16:250個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
94,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":100}",素材ID=17:100個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
95,PotentialSquareCondition::PotentialItem,"{""item_id"":18,""quantity"":15}",素材ID=18:15個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
96,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":30}",素材ID=17:30個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
97,PotentialSquareCondition::PotentialItem,"{""item_id"":18,""quantity"":5}",素材ID=18:5個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
98,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":500}",素材ID=16:500個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
99,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":250}",素材ID=17:250個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
100,PotentialSquareCondition::PotentialItem,"{""item_id"":18,""quantity"":30}",素材ID=18:30個,2024-04-30 09:30:47.316760,2024-04-30 09:30:47.316760
101,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":100}",素材ID=16:100個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
102,PotentialSquareCondition::PotentialItem,"{""item_id"":17,""quantity"":50}",素材ID=17:50個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
103,PotentialSquareCondition::PotentialItem,"{""item_id"":16,""quantity"":75}",素材ID=16:75個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
104,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":40}",素材ID=19:40個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
105,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":20}",素材ID=20:20個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
106,PotentialSquareCondition::PotentialItem,"{""item_id"":21,""quantity"":2}",素材ID=21:2個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
107,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":100}",素材ID=19:100個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
108,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":50}",素材ID=20:50個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
109,PotentialSquareCondition::PotentialItem,"{""item_id"":21,""quantity"":5}",素材ID=21:5個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
110,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":50}",素材ID=19:50個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
111,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":25}",素材ID=20:25個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
112,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":80}",素材ID=19:80個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
113,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":40}",素材ID=20:40個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
114,PotentialSquareCondition::PotentialItem,"{""item_id"":21,""quantity"":4}",素材ID=21:4個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
115,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":75}",素材ID=19:75個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
116,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":30}",素材ID=20:30個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
117,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":250}",素材ID=19:250個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
118,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":100}",素材ID=20:100個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
119,PotentialSquareCondition::PotentialItem,"{""item_id"":21,""quantity"":15}",素材ID=21:15個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
120,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":500}",素材ID=19:500個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
121,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":250}",素材ID=20:250個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
122,PotentialSquareCondition::PotentialItem,"{""item_id"":21,""quantity"":30}",素材ID=21:30個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
123,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":20}",素材ID=19:20個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
124,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":10}",素材ID=20:10個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
125,PotentialSquareCondition::PotentialItem,"{""item_id"":21,""quantity"":1}",素材ID=21:1個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
126,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":5}",素材ID=19:5個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
127,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":10}",素材ID=19:10個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
128,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":5}",素材ID=20:5個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
129,PotentialSquareCondition::PotentialItem,"{""item_id"":20,""quantity"":15}",素材ID=20:15個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
130,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":30}",素材ID=19:30個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
131,PotentialSquareCondition::PotentialItem,"{""item_id"":21,""quantity"":3}",素材ID=21:3個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
132,PotentialSquareCondition::PotentialItem,"{""item_id"":19,""quantity"":15}",素材ID=19:15個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
133,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":20}",素材ID=22:20個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
134,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":10}",素材ID=23:10個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
135,PotentialSquareCondition::PotentialItem,"{""item_id"":24,""quantity"":1}",素材ID=24:1個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
136,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":5}",素材ID=22:5個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
137,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":40}",素材ID=22:40個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
138,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":20}",素材ID=23:20個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
139,PotentialSquareCondition::PotentialItem,"{""item_id"":24,""quantity"":2}",素材ID=24:2個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
140,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":10}",素材ID=22:10個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
141,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":5}",素材ID=23:5個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
142,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":250}",素材ID=22:250個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
143,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":100}",素材ID=23:100個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
144,PotentialSquareCondition::PotentialItem,"{""item_id"":24,""quantity"":15}",素材ID=24:15個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
145,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":100}",素材ID=22:100個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
146,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":50}",素材ID=23:50個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
147,PotentialSquareCondition::PotentialItem,"{""item_id"":24,""quantity"":5}",素材ID=24:5個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
148,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":80}",素材ID=22:80個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
149,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":40}",素材ID=23:40個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
150,PotentialSquareCondition::PotentialItem,"{""item_id"":24,""quantity"":4}",素材ID=24:4個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
151,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":15}",素材ID=23:15個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
152,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":30}",素材ID=22:30個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
153,PotentialSquareCondition::PotentialItem,"{""item_id"":24,""quantity"":3}",素材ID=24:3個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
154,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":75}",素材ID=22:75個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
155,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":30}",素材ID=23:30個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
156,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":15}",素材ID=22:15個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
157,PotentialSquareCondition::PotentialItem,"{""item_id"":22,""quantity"":500}",素材ID=22:500個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
158,PotentialSquareCondition::PotentialItem,"{""item_id"":23,""quantity"":250}",素材ID=23:250個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
159,PotentialSquareCondition::PotentialItem,"{""item_id"":24,""quantity"":30}",素材ID=24:30個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
160,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":20}",素材ID=25:20個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
161,PotentialSquareCondition::PotentialItem,"{""item_id"":26,""quantity"":10}",素材ID=26:10個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
162,PotentialSquareCondition::PotentialItem,"{""item_id"":27,""quantity"":1}",素材ID=27:1個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
163,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":5}",素材ID=25:5個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
164,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":40}",素材ID=25:40個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
165,PotentialSquareCondition::PotentialItem,"{""item_id"":26,""quantity"":20}",素材ID=26:20個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
166,PotentialSquareCondition::PotentialItem,"{""item_id"":27,""quantity"":2}",素材ID=27:2個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
167,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":10}",素材ID=25:10個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
168,PotentialSquareCondition::PotentialItem,"{""item_id"":26,""quantity"":5}",素材ID=26:5個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
169,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":250}",素材ID=25:250個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
170,PotentialSquareCondition::PotentialItem,"{""item_id"":26,""quantity"":100}",素材ID=26:100個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
171,PotentialSquareCondition::PotentialItem,"{""item_id"":27,""quantity"":15}",素材ID=27:15個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
172,PotentialSquareCondition::PotentialItem,"{""item_id"":25,""quantity"":50}",素材ID=25:50個,2024-04-30 09:30:47.328789,2024-04-30 09:30:47.328789
