id,z_battle_normal_reward_table_group_id,created_at,updated_at
48,34,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
49,34,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
50,35,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
51,35,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
52,36,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
53,36,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
54,37,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
55,37,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
56,44,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
57,45,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
58,46,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
59,47,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
60,48,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
61,49,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
62,50,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
63,51,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
64,52,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
65,53,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
66,54,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
67,55,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
68,56,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
69,56,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
70,56,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
71,56,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
72,56,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
73,57,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
74,58,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
75,59,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
76,60,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
77,61,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
78,62,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
79,63,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
80,64,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
81,65,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
82,66,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
83,67,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
84,68,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
85,69,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
86,70,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
87,71,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
88,72,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
89,73,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
90,74,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
91,75,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
92,76,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
93,77,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
94,78,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
95,79,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
96,80,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
97,81,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
98,81,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
99,81,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
100,82,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
101,82,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
102,82,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
103,83,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
104,83,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
105,83,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
106,84,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
107,84,2024-04-30 09:31:28.431481,2024-04-30 09:31:28.431481
108,84,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
109,85,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
110,85,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
111,85,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
112,86,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
113,86,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
114,86,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
115,87,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
116,88,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
117,89,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
118,90,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
119,91,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
120,92,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
121,93,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
122,94,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
123,95,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
124,96,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
125,97,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
126,98,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
127,99,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
128,100,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
129,101,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
130,102,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
131,103,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
132,104,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
133,105,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
134,105,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
135,105,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
136,105,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
137,105,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
138,106,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
139,106,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
140,107,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
141,107,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
142,108,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
143,108,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
144,109,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
145,109,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
146,110,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
147,110,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
148,111,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
149,111,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
150,112,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
151,113,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
152,114,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
153,115,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
154,116,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
155,117,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
156,118,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
157,119,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
158,120,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
159,121,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
160,122,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
161,123,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
162,124,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
163,125,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
164,126,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
165,127,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
166,128,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
167,129,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
168,130,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
169,131,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
170,132,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
171,133,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
172,134,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
173,135,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
174,136,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
175,137,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
176,138,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
177,139,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
178,140,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
179,141,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
180,142,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
181,143,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
182,144,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
183,145,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
184,146,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
185,147,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
186,148,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
187,148,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
188,148,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
189,148,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
190,148,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
191,148,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
192,148,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
193,149,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
194,149,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
195,149,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
196,149,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
197,149,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
198,149,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
199,149,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
200,150,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
201,150,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
202,150,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
203,150,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
204,150,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
205,150,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
206,150,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
207,151,2024-04-30 09:31:28.436472,2024-04-30 09:31:28.436472
208,151,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
209,151,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
210,151,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
211,151,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
212,151,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
213,151,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
214,152,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
215,152,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
216,152,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
217,152,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
218,152,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
219,152,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
220,152,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
221,153,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
222,153,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
223,153,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
224,153,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
225,153,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
226,153,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
227,153,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
228,154,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
229,155,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
230,156,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
231,157,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
232,158,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
233,159,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
234,160,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
235,161,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
236,162,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
237,163,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
238,164,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
239,165,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
240,166,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
241,166,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
242,166,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
243,166,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
244,166,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
245,167,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
246,168,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
247,169,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
248,170,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
249,171,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
250,172,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
251,173,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
252,174,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
253,175,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
254,176,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
255,177,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
256,178,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
263,185,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
264,186,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
265,187,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
266,188,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
267,189,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
268,190,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
269,191,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
270,192,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
271,193,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
272,194,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
273,195,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
274,196,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
275,197,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
276,197,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
277,198,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
278,198,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
279,199,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
280,199,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
281,200,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
282,200,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
283,201,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
284,201,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
285,202,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
286,202,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
287,203,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
288,204,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
289,205,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
290,206,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
291,207,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
292,208,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
293,209,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
294,210,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
295,211,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
296,212,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
297,213,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
298,214,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
299,215,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
300,216,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
301,217,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
302,218,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
303,219,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
304,220,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
305,221,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
306,222,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
307,223,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
308,224,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
309,225,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
310,226,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
311,227,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
312,227,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
313,228,2024-04-30 09:31:28.441732,2024-04-30 09:31:28.441732
314,228,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
315,229,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
316,229,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
317,230,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
318,230,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
319,231,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
320,231,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
321,232,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
322,232,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
323,233,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
324,234,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
325,235,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
326,236,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
327,237,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
328,238,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
329,239,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
330,239,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
331,240,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
332,240,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
333,241,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
334,241,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
335,242,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
336,242,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
337,243,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
338,243,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
339,244,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
340,244,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
341,245,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
342,246,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
343,247,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
344,248,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
345,249,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
346,250,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
347,251,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
348,252,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
349,253,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
350,254,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
351,255,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
352,256,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
353,257,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
354,258,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
355,259,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
356,260,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
357,261,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
358,262,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
359,263,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
360,264,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
361,265,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
362,266,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
363,267,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
364,268,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
365,269,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
366,270,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
367,271,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
368,272,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
369,273,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
370,274,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
371,275,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
372,275,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
373,276,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
374,276,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
375,277,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
376,277,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
377,278,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
378,278,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
379,279,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
380,279,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
381,280,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
382,280,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
383,281,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
384,282,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
385,283,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
386,284,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
387,285,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
388,286,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
413,299,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
415,301,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
416,301,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
417,301,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
418,302,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
419,302,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
420,302,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
421,303,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
422,303,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
423,303,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
424,304,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
425,304,2024-04-30 09:31:28.446533,2024-04-30 09:31:28.446533
