id,script_name,cut_in_card_id,special_name_no,special_motion,lite_flicker_rate,energy_color,special_category_id,created_at,updated_at
31,sp0036,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
32,sp0022,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
33,sp1001,0,0,0,70,,2.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
34,sp0025,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
35,sp0037,0,0,0,70,,,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
36,sp0004,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
37,sp0029,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
38,sp0026,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
39,sp0031,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
40,sp0033,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
41,sp0034,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
42,sp0038,0,0,0,70,,2.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
43,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
44,sp0022,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
45,sp0005,0,0,0,70,,,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
46,sp0007,0,0,0,70,,,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
47,sp0010,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
48,sp0032,0,0,0,70,,,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
49,sp1011,0,0,0,70,,2.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
50,sp1002,0,0,0,70,,2.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
51,sp0041,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
52,sp0009,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
53,sp0042,0,0,0,70,,3.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
54,sp0030,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
55,sp0016,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
56,sp1010,0,0,0,70,,3.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
57,sp0043,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
58,sp1003,0,0,0,70,,2.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
59,sp1004,0,0,0,70,,2.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
60,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
61,sp0018,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
62,sp1012,0,0,0,70,,3.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
63,sp0046,0,0,0,70,,,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
64,sp1003,0,0,0,70,,2.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
65,sp1004,0,0,0,70,,2.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
66,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
67,sp0018,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
68,sp1012,0,0,0,70,,3.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
69,sp0046,0,0,0,70,,,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
70,sp0039,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
71,sp1083,0,0,0,70,,2.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
72,sp0040,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
73,sp0017,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
74,sp1005,0,0,0,70,,2.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
75,sp1006,0,0,0,70,,2.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
76,sp1007,0,0,0,70,,2.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
77,sp0047,0,0,0,70,,3.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
78,sp0044,0,0,0,70,,,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
79,sp0019,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
80,sp0048,0,0,0,70,,3.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
81,sp0020,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
82,sp1003,0,0,0,70,,2.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
83,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
84,sp0015,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
85,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
86,sp0002,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
87,sp0003,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
88,sp1009,0,0,0,70,,3.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
89,sp0035,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
90,sp0024,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
91,sp0036,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
92,sp0022,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
93,sp1001,0,0,0,70,,2.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
94,sp0004,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
95,sp0029,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
96,sp0013,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
97,sp0026,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
98,sp0031,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
99,sp0033,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
100,sp0034,0,0,0,70,,1.0,2024-04-30 09:31:36.988887,2024-04-30 09:31:36.988887
101,sp0038,0,0,0,70,,2.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
102,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
103,sp0022,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
104,sp1002,0,0,0,70,,2.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
105,sp0041,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
106,sp0009,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
107,sp0042,0,0,0,70,,3.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
108,sp0030,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
109,sp0016,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
110,sp0043,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
111,sp0040,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
112,sp1004,0,0,0,70,,2.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
113,sp0025,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
114,sp0037,0,0,0,70,,,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
115,sp0003,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
116,sp0035,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
117,sp0024,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
118,sp0036,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
119,sp0022,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
120,sp1001,0,0,0,70,,2.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
121,sp0004,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
122,sp0029,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
123,sp0026,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
124,sp0031,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
125,sp0033,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
126,sp0034,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
127,sp0038,0,0,0,70,,2.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
128,sp1002,0,0,0,70,,2.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
129,sp0041,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
130,sp0009,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
131,sp0042,0,0,0,70,,3.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
132,sp0030,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
133,sp0016,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
134,sp1010,0,0,0,70,,3.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
135,sp0043,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
136,sp0040,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
137,sp1004,0,0,0,70,,2.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
138,sp0022,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
139,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
140,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
141,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
142,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
143,sp0044,0,0,0,70,,,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
144,sp0044,0,0,0,70,,,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
145,sp0044,0,0,0,70,,,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
146,sp0044,0,0,0,70,,,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
147,sp0019,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
148,sp0019,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
149,sp0019,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
150,sp0019,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
151,sp0048,0,0,0,70,,3.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
152,sp0048,0,0,0,70,,3.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
153,sp0048,0,0,0,70,,3.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
154,sp0048,0,0,0,70,,3.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
155,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
156,sp0015,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
157,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
158,sp0002,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
159,sp0023,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
160,sp0023,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
161,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
162,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
163,sp0003,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
164,sp1009,0,0,0,70,,3.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
165,sp0035,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
166,sp0024,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
167,sp0036,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
168,sp0022,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
169,sp1001,0,0,0,70,,2.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
170,sp0025,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
171,sp0037,0,0,0,70,,,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
172,sp0004,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
173,sp0029,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
174,sp0026,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
175,sp0031,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
176,sp0033,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
177,sp0034,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
178,sp0038,0,0,0,70,,2.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
179,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
180,sp0022,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
181,sp0003,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
182,sp1009,0,0,0,70,,3.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
183,sp0035,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
184,sp0024,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
185,sp0036,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
186,sp0022,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
187,sp1001,0,0,0,70,,2.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
188,sp0025,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
189,sp0037,0,0,0,70,,,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
190,sp0004,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
191,sp0029,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
192,sp0026,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
193,sp0031,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
194,sp0033,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
195,sp0034,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
196,sp0038,0,0,0,70,,2.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
197,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
198,sp0022,0,0,0,70,,1.0,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
199,sp0005,0,0,0,70,,,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
200,sp0007,0,0,0,70,,,2024-04-30 09:31:36.997263,2024-04-30 09:31:36.997263
201,sp0010,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
202,sp0032,0,0,0,70,,,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
203,sp1011,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
204,sp1002,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
205,sp0041,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
206,sp0009,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
207,sp0042,0,0,0,70,,3.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
208,sp0030,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
209,sp0016,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
210,sp1010,0,0,0,70,,3.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
211,sp0043,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
212,sp1003,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
213,sp1004,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
214,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
215,sp0018,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
216,sp1012,0,0,0,70,,3.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
217,sp0046,0,0,0,70,,,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
218,sp1003,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
219,sp1004,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
220,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
221,sp0018,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
222,sp1012,0,0,0,70,,3.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
223,sp0046,0,0,0,70,,,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
224,sp0039,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
225,sp1083,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
226,sp0040,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
227,sp0017,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
228,sp1005,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
229,sp1006,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
230,sp1007,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
231,sp0047,0,0,0,70,,3.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
232,sp0044,0,0,0,70,,,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
233,sp0019,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
234,sp0048,0,0,0,70,,3.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
235,sp0020,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
236,sp1003,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
237,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
238,sp0015,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
239,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
240,sp0002,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
241,sp0003,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
242,sp1009,0,0,0,70,,3.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
243,sp0035,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
244,sp0024,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
245,sp0036,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
246,sp0022,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
247,sp1001,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
248,sp0004,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
249,sp0029,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
250,sp0013,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
251,sp0026,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
252,sp0031,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
253,sp0033,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
254,sp0034,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
255,sp0038,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
256,sp0001,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
257,sp0022,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
258,sp1002,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
259,sp0041,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
260,sp0009,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
261,sp0042,0,0,0,70,,3.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
262,sp0030,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
263,sp0016,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
264,sp0043,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
265,sp0040,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
266,sp1004,0,0,0,70,,2.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
267,sp0025,0,0,0,70,,1.0,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
268,sp0037,0,0,0,70,,,2024-04-30 09:31:37.005373,2024-04-30 09:31:37.005373
