id,budokai_id,order,ranking,created_at,updated_at
48,4,7,1001 - 2500th place,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
49,4,8,"2,501 - 5,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
50,4,9,"5,001 - 10,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
51,4,10,"10,001 - 20,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
52,4,11,"20,001 - 30,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
53,4,12,"30,001 - 50,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
54,4,13,"50,001 - 75,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
55,4,14,"75,001 - 100,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
56,4,15,"100,001 - 200,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
57,4,16,A rank of 3 repeated digits,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
58,4,17,A rank of 4 repeated digits,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
59,4,18,A rank of 5 repeated digits,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
60,5,1,1st,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
61,5,2,2nd,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
62,5,3,3rd,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
63,5,4,4 - 10th place,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
64,5,5,11 - 100th place,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
65,5,6,101 - 1000th place,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
66,5,7,1001 - 2500th place,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
67,5,8,"2,501 - 5,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
68,5,9,"5,001 - 10,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
69,5,10,"10,001 - 20,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
70,5,11,"20,001 - 30,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
71,5,12,"30,001 - 50,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
72,5,13,"50,001 - 75,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
73,5,14,"75,001 - 100,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
74,5,15,"100,001 - 200,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
75,5,16,A rank of 3 repeated digits,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
76,5,17,A rank of 4 repeated digits,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
77,5,18,A rank of 5 repeated digits,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
78,6,1,1st,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
79,6,2,2nd,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
80,6,3,3rd,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
81,6,4,4 - 10th place,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
82,6,5,11 - 100th place,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
83,6,6,101 - 1000th place,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
84,6,7,1001 - 2500th place,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
85,6,8,"2,501 - 5,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
86,6,9,"5,001 - 10,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
87,6,10,"10,001 - 20,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
88,6,11,"20,001 - 30,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
89,6,12,"30,001 - 50,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
90,6,13,"50,001 - 75,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
91,6,14,"75,001 - 100,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
92,6,15,"100,001 - 200,000th place",2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
93,6,16,A rank of 3 repeated digits,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
94,6,17,A rank of 4 repeated digits,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
95,6,18,A rank of 5 repeated digits,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
96,7,1,1st,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
97,7,2,2nd,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
98,7,3,3rd,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
99,7,4,4 - 10th place,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
100,7,5,11 - 100th place,2024-04-30 09:31:39.432815,2024-04-30 09:31:39.432815
101,7,6,101 - 1000th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
102,7,7,1001 - 2500th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
103,7,8,"2,501 - 5,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
104,7,9,"5,001 - 10,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
105,7,10,"10,001 - 20,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
106,7,11,"20,001 - 30,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
107,7,12,"30,001 - 50,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
108,7,13,"50,001 - 75,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
109,7,14,"75,001 - 100,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
110,7,15,"100,001 - 200,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
111,7,16,"200,001 - 400,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
112,7,17,A rank of 3 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
113,7,18,A rank of 4 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
114,7,19,A rank of 5 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
115,8,1,1st,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
116,8,2,2nd,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
117,8,3,3rd,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
118,8,4,4 - 10th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
119,8,5,11 - 100th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
120,8,6,101 - 1000th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
121,8,7,1001 - 2500th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
122,8,8,"2,501 - 5,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
123,8,9,"5,001 - 10,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
124,8,10,"10,001 - 20,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
125,8,11,"20,001 - 30,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
126,8,12,"30,001 - 50,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
127,8,13,"50,001 - 75,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
128,8,14,"75,001 - 100,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
129,8,15,"100,001 - 200,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
130,8,16,"200,001 - 300,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
131,8,17,"300,001 - 600,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
132,8,18,A rank of 3 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
133,8,19,A rank of 4 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
134,8,20,A rank of 5 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
135,9,1,1st,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
136,9,2,2nd,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
137,9,3,3rd,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
138,9,4,4 - 10th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
139,9,5,11 - 100th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
140,9,6,101 - 1000th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
141,9,7,1001 - 2500th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
142,9,8,"2,501 - 5,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
143,9,9,"5,001 - 10,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
144,9,10,"10,001 - 20,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
145,9,11,"20,001 - 30,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
146,9,12,"30,001 - 50,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
147,9,13,"50,001 - 75,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
148,9,14,"75,001 - 100,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
149,9,15,"100,001 - 200,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
150,9,16,"200,001 - 300,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
151,9,17,"300,001 - 600,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
152,9,18,A rank of 3 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
153,9,19,A rank of 4 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
154,9,20,A rank of 5 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
155,10,1,1st,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
156,10,2,2nd,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
157,10,3,3rd,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
158,10,4,4 - 10th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
159,10,5,11 - 100th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
160,10,6,101 - 1000th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
161,10,7,1001 - 2500th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
162,10,8,"2,501 - 5,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
163,10,9,"5,001 - 10,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
164,10,10,"10,001 - 20,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
165,10,11,"20,001 - 30,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
166,10,12,"30,001 - 50,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
167,10,13,"50,001 - 75,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
168,10,14,"75,001 - 100,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
169,10,15,"100,001 - 200,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
170,10,16,"200,001 - 300,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
171,10,17,"300,001 - 600,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
172,10,18,A rank of 3 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
173,10,19,A rank of 4 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
174,10,20,A rank of 5 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
175,11,1,1st,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
176,11,2,2nd,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
177,11,3,3rd,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
178,11,4,4 - 10th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
179,11,5,11 - 100th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
180,11,6,101 - 1000th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
181,11,7,1001 - 2500th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
182,11,8,"2,501 - 5,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
183,11,9,"5,001 - 10,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
184,11,10,"10,001 - 20,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
185,11,11,"20,001 - 30,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
186,11,12,"30,001 - 50,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
187,11,13,"50,001 - 75,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
188,11,14,"75,001 - 100,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
189,11,15,"100,001 - 200,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
190,11,16,"200,001 - 300,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
191,11,17,"300,001 - 600,000th place",2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
192,11,18,A rank of 3 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
193,11,19,A rank of 4 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
194,11,20,A rank of 5 repeated digits,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
195,12,1,No.1,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
196,12,2,No.2,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
197,12,3,No.3,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
198,12,4,4 - 10th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
199,12,5,11 - 100th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
200,12,6,101 - 1000th place,2024-04-30 09:31:39.438849,2024-04-30 09:31:39.438849
201,12,7,1001 - 2500th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
202,12,8,"2,501 - 5,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
203,12,9,"5,001 - 10,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
204,12,10,"10,001 - 20,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
205,12,11,"20,001 - 30,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
206,12,12,"30,001 - 50,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
207,12,13,"50,001 - 75,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
208,12,14,"75,001 - 100,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
209,12,15,"100,001 - 200,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
210,12,16,"200,001 - 300,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
211,12,17,"300,001 - 600,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
212,12,18,A rank of 3 repeated digits,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
213,12,19,A rank of 4 repeated digits,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
214,12,20,A rank of 5 repeated digits,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
215,13,1,No.1,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
216,13,2,No.2,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
217,13,3,No.3,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
218,13,4,4 - 10th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
219,13,5,11 - 100th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
220,13,6,101 - 1000th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
221,13,7,1001 - 2500th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
222,13,8,"2,501 - 5,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
223,13,9,"5,001 - 10,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
224,13,10,"10,001 - 20,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
225,13,11,"20,001 - 30,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
226,13,12,"30,001 - 50,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
227,13,13,"50,001 - 75,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
228,13,14,"75,001 - 100,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
229,13,15,"100,001 - 200,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
230,13,16,"200,001 - 300,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
231,13,17,"300,001 - 600,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
232,13,18,A rank of 3 repeated digits,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
233,13,19,A rank of 4 repeated digits,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
234,13,20,A rank of 5 repeated digits,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
235,14,1,No.1,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
236,14,2,No.2,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
237,14,3,No.3,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
238,14,4,4 - 10th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
239,14,5,11 - 100th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
240,14,6,101 - 1000th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
241,14,7,1001 - 2500th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
242,14,8,"2,501 - 5,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
243,14,9,"5,001 - 10,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
244,14,10,"10,001 - 20,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
245,14,11,"20,001 - 30,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
246,14,12,"30,001 - 50,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
247,14,13,"50,001 - 75,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
248,14,14,"75,001 - 100,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
249,14,15,"100,001 - 200,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
250,14,16,"200,001 - 300,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
251,14,17,"300,001 - 600,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
252,14,18,A rank of 3 repeated digits,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
253,14,19,A rank of 4 repeated digits,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
254,14,20,A rank of 5 repeated digits,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
255,15,1,No.1,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
256,15,2,No.2,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
257,15,3,No.3,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
258,15,4,4 - 10th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
259,15,5,11 - 100th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
260,15,6,101 - 1000th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
261,15,7,1001 - 2500th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
262,15,8,"2,501 - 5,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
263,15,9,"5,001 - 10,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
264,15,10,"10,001 - 20,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
265,15,11,"20,001 - 30,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
266,15,12,"30,001 - 50,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
267,15,13,"50,001 - 75,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
268,15,14,"75,001 - 100,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
269,15,15,"100,001 - 200,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
270,15,16,"200,001 - 300,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
271,15,17,"300,001 - 600,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
272,15,18,A rank of 3 repeated digits,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
273,15,19,A rank of 4 repeated digits,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
274,15,20,A rank of 5 repeated digits,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
275,16,1,No.1,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
276,16,2,No.2,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
277,16,3,No.3,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
278,16,4,4 - 10th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
279,16,5,11 - 100th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
280,16,6,101 - 1000th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
281,16,7,1001 - 2500th place,2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
282,16,8,"2,501 - 5,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
283,16,9,"5,001 - 10,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
284,16,10,"10,001 - 20,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
285,16,11,"20,001 - 30,000th place",2024-04-30 09:31:39.444802,2024-04-30 09:31:39.444802
