id,name,race,sex,size,created_at,updated_at
35,Yajirobe,0,0,3,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
36,Nail,0,0,6,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
37,Chi-Chi,0,0,3,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
38,Hercule,0,0,5,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
39,Videl,0,0,3,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
40,Cell Jr.,0,0,1,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
41,Spopovich,0,0,6,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
42,Yamu,0,0,3,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
43,Yakon,0,0,8,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
44,PuiPui,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
45,Appule,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
46,Cui,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
47,Babidi's Minion,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
48,Pintar,0,0,5,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
49,Jewel,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
50,Killa,0,0,5,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
51,Pirate Robot,0,0,8,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
52,Saibaiman,0,0,1,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
53,Frieza Soldier,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
54,Red Ribbon Army,0,0,3,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
55,Hercule,0,0,5,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
56,Piccolo,0,0,6,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
57,Goku (Kaioken),0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
58,Frieza (1st Form) (Pod),0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
59,Vegeta (Kid),0,0,1,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
60,Gohan (Kid),0,0,1,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
61,Vegeta (Evil),0,0,3,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
62,Cyborg Tao,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
63,Gohan (Grandpa),0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
64,King Vegeta,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
65,Master Shen,0,0,2,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
66,Super Saiyan 2 Goku,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
67,Bardock,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
68,Frieza (Final Form),0,0,3,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
69,Super Saiyan Trunks (Adolescent),0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
70,Fasha,0,0,3,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
71,Frieza (2nd Form),0,0,8,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
72,Frieza (3rd Form),0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
73,Super Zarbon,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
74,Captain Ginyu (Goku),0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
75,Gohan (Battle Suit),0,0,2,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
76,Krillin (Battle Suit),0,0,2,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
77,Tora,0,0,5,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
78,Borgos,0,0,6,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
79,Shugesh,0,0,6,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
80,Paikuhan,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
81,Super Saiyan Bardock,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
82,Trunks (Xeno),0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
83,Chilled,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
113,キュウコンマン,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
116,RR Robot 1 Speed,0,0,9,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
120,RR Robot 2 Speed,0,0,9,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
124,Major Metallitron Speed,0,0,9,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
139,Frieza Soldier 1 Speed,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
144,Frieza Soldier 2 Speed,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
149,Frieza Soldier 3 Speed,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
157,Frieza Soldier 4 Speed,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
159,Frieza Soldier 5 Speed,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
164,Onio Speed,0,0,9,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
169,Brocco Speed,0,0,9,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
199,Super Saiyan Gohan,0,0,1,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
200,Trunks (Kid),0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
202,Perfect Cell,0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
203,Super Saiyan Gohan (Youth),0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
204,Cell (2nd Form),0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
205,Cell (Perfect Form),0,0,4,2024-04-30 09:32:19.346783,2024-04-30 09:32:19.346783
206,Goku,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
207,Super Saiyan 2 Vegeta,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
208,Super Trunks,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
209,Super Saiyan Gohan (Future),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
210,Gohan (Teen),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
211,Trunks (Teen),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
212,Yamcha (Short Hair),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
213,King Cold,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
214,Mighty Mask,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
215,Jackie Chun,0,0,3,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
216,Trunks (Teen) (Future),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
217,Mecha Frieza,0,0,3,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
218,Vegeta (Evil) (Scouter),0,0,2,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
225,Goten(Kid),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
226,Hercule,0,0,5,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
227,Super Saiyan 3 Goku,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
228,Majin Vegeta,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
229,Majin Buu,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
230,Majin Buu (Pure Evil),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
231,Buu (Super),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
232,Kid Buu,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
233,Dabura,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
234,Videl (Kid),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
235,Ultimate Gohan,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
236,Uub (Teen),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
237,Pan (Kid),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
238,Babidi,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
239,Super Saiyan God SS Goku,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
240,Super Saiyan God SS Vegeta,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
241,Golden Frieza,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
242,Beerus,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
243,Whis,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
244,Goku (Movie),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
245,Vegeta,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
247,Sorbet,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
248,Tagoma,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
249,krillin,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
250,Gohan,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
251,Super Saiyan Gohan,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
252,Jaco,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
253,Master Roshi (Max Power),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
254,Broly,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
255,Super Saiyan Broly,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
256,LegendarySuperSaiyan Broly ,0,0,7,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
257,Tien,0,0,5,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
258,Paragus,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
259,[en]ガーリックJr.,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
260,[en]スーパーガーリックJr.,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
261,Goku (Kid),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
262,Demon King Piccolo (Elder),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
263,Demon King Piccolo,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
264,Piccolo Jr.,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
266,Murasaki,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
267,General Blue,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
268,Chi-Chi (Kid),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
269,Yamcha,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
270,Krillin (Teen),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
271,Master Roshi (Max Power),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
272,Devilman,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
273,Bandages,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
274,Dracula Man,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
275,Vegito,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
276,Gotenks,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
277,Veku,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
278,Super Saiyan Trunks (Kid),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
279,Super Saiyan Goten (Kid),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
280,Great Saiyaman,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
281,Goku,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
282,Vegeta,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
283,Cooler,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
284,Cooler (Final Form),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
285,Thouser,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
286,Doure,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
287,Neiz,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
288,Android #13,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
289,Fusion Android #13,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
290,Android #14,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
291,Android #15,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
292,Boujack,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
293,Full Power Boujack,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
294,Zangya,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
295,Gokua,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
296,Bido,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
297,Bujin,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
298,Turles,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
299,Tien,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
300,Goku,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
301,Android #17,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
302,Android #18,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
303,Shisami,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
304,Tien,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
305,Gohan (Youth),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
306,Super Saiyan Gohan (Youth),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
307,Super Saiyan 2 Gohan (Youth),0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
308,ヒルデガーン,0,0,10,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
309,ヒルデガーン(上半身),0,0,10,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
310,ヒルデガーン(下半身),0,0,10,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
311,ヒルデガーン,0,0,10,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
312,ホイ,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
313,タピオン,0,0,4,2024-04-30 09:32:19.353711,2024-04-30 09:32:19.353711
314,ミノシア,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
315,Janemba (Big Character),0,0,10,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
317,Great Ape,0,0,10,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
318,Giant Ape Goku (Kid),0,0,10,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
319,大猿ベジータ,0,0,10,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
320,大猿孫悟飯(少年期),0,0,10,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
321,Goku(Angel),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
322,Gohan (Kid),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
323,Great Saiyaman 2,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
324,Goku (GT),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
326,Pan (GT),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
327,Super Saiyan Trunks (GT),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
328,Vegeta (GT),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
329,ドクター・ミュー,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
330,Super Saiyan Goku (GT),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
331,Super Saiyan 2 Goku (GT),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
332,超サイヤ人3孫悟空(GT),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
334,Hercule (GT),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
335,Super Saiyan 3 Vegeta,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
336,超サイヤ人4ベジータ,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
337,Ledgic,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
338,Mutchy,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
339,Super Sigma 2,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
341,Super Saiyan Gohan (GT),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
342,Goku,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
343,King Chappa,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
344,Oolong,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
345,Super Saiyan Goku,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
346,Gohan (Teen),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
347,Super Saiyan Gohan (Teen),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
348,Super Saiyan 2 Gohan (Teen),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
349,Frieza (Full Power),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
350,Super Saiyan God Goku Limitbreaker Kamehameha,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
351,Hatchiyack,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
352,Super Hatchiyack,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
353,Dr. Lychee,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
354,[en]アービー,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
355,[en]キンカーン,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
356,[en]スカッド,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
357,Mr. Popo,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
358,Mutaito,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
359,Kibito,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
360,Kibito Kai,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
361,Supreme Kai,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
362,0,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
363,Majin Buu (Piccolo),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
364,魔人ブウ(アルティメット悟飯吸収),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
365,Majin Buu (Gotenks),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
366,Great Saiyaman,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
367,メタルクウラ・コア,0,0,10,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
368,Metal Cooler,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
369,Robot Soldier,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
370,Goku,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
371,ウーブ(少年期),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
373,Goku,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
374,Trunks (Teen) Victory Cannon,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
375,Goten (Teen) Kamehameha,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
376,Bulma,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
377,Hercule Statue (Gold),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
378,Hercule Statue (Silver),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
379,Hercule Statue (Bronze),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
380,Amond,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
381,Rasin,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
382,Lakasei,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
383,Elder Kai,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
384,Cacao,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
385,Bulma,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
386,Daiz,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
387,Super Saiyan Goku,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
388,Majuub,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
389,孫悟天(GT),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
390,孫悟天(GT),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
391,Super Saiyan Vegeta (GT),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
392,[en]ナッパ(青年期),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
393,超サイヤ人3トランクス(青年期),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
394,ミスター・サタン,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
398,餃子,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
399,兎人参化,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
400,Bulma,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
401,Launch,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
402,Super Saiyan 2 Goku (Angel),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
403,超サイヤ人3孫悟空(天使),0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
404,アンゴル,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
405,モア,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
407,0,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
408,Super Saiyan Goku,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
409,Super Saiyan 2 Vegeta,0,0,4,2024-04-30 09:32:19.360380,2024-04-30 09:32:19.360380
