id,sd_arena_id,sd_enemy_table_id,respawn_minutes,position_x,position_y,created_at,updated_at
49,10,38,0,-7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
50,10,39,0,7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
51,11,41,0,0,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
52,11,44,0,-5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
53,11,44,0,5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
54,11,42,0,-7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
55,11,43,0,7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
56,12,45,0,0,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
57,12,48,0,-5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
58,12,48,0,5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
59,12,46,0,-7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
60,12,47,0,7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
61,13,49,0,0,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
62,13,52,0,-5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
63,13,52,0,5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
64,13,50,0,-7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
65,13,51,0,7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
66,14,53,0,0,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
67,14,56,0,-5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
68,14,56,0,5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
69,14,54,0,-7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
70,14,55,0,7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
71,15,57,0,0,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
72,15,60,0,-5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
73,15,60,0,5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
74,15,58,0,-7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
75,15,59,0,7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
76,16,61,0,0,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
77,16,64,0,-5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
78,16,64,0,5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
79,16,62,0,-7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
80,16,63,0,7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
81,17,65,0,0,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
82,17,68,0,-5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
83,17,69,0,5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
84,17,66,0,-7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
85,17,67,0,7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
86,18,70,0,0,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
87,18,73,0,-5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
88,18,74,0,5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
89,18,71,0,-7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
90,18,72,0,7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
91,19,75,0,0,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
92,19,78,0,-5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
93,19,79,0,5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
94,19,76,0,-7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
95,19,77,0,7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
96,20,80,0,0,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
97,20,83,0,-5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
98,20,84,0,5,10,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
99,20,81,0,-7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
100,20,82,0,7,2,2024-04-30 09:30:49.027983,2024-04-30 09:30:49.027983
101,21,85,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
102,21,88,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
103,21,89,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
104,21,86,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
105,21,87,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
106,22,90,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
107,22,93,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
108,22,94,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
109,22,91,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
110,22,92,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
111,23,95,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
112,23,98,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
113,23,99,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
114,23,96,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
115,23,97,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
116,24,100,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
117,24,103,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
118,24,104,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
119,24,101,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
120,24,102,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
121,25,105,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
122,25,108,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
123,25,109,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
124,25,106,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
125,25,107,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
126,26,110,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
127,26,113,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
128,26,114,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
129,26,111,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
130,26,112,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
131,27,115,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
132,27,118,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
133,27,119,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
134,27,116,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
135,27,117,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
136,28,120,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
137,28,123,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
138,28,124,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
139,28,121,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
140,28,122,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
141,29,125,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
142,29,128,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
143,29,129,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
144,29,126,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
145,29,127,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
146,30,130,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
147,30,133,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
148,30,134,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
149,30,131,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
150,30,132,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
151,31,135,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
152,31,138,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
153,31,139,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
154,31,136,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
155,31,137,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
156,32,140,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
157,32,143,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
158,32,144,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
159,32,141,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
160,32,142,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
161,33,145,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
162,33,148,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
163,33,149,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
164,33,146,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
165,33,147,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
166,34,150,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
167,34,153,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
168,34,154,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
169,34,151,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
170,34,152,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
171,35,155,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
172,35,158,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
173,35,159,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
174,35,156,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
175,35,157,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
176,36,160,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
177,36,163,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
178,36,164,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
179,36,161,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
180,36,162,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
181,37,165,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
182,37,168,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
183,37,169,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
184,37,166,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
185,37,167,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
186,38,170,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
187,38,173,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
188,38,174,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
189,38,171,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
190,38,172,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
191,39,175,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
192,39,178,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
193,39,179,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
194,39,176,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
195,39,177,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
196,40,180,0,0,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
197,40,183,0,-5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
198,40,184,0,5,10,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
199,40,181,0,-7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
200,40,182,0,7,2,2024-04-30 09:30:49.035933,2024-04-30 09:30:49.035933
201,41,185,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
202,41,188,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
203,41,189,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
204,41,186,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
205,41,187,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
206,42,190,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
207,42,193,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
208,42,194,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
209,42,191,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
210,42,192,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
211,43,195,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
212,43,198,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
213,43,199,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
214,43,196,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
215,43,197,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
216,44,200,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
217,44,203,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
218,44,204,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
219,44,201,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
220,44,202,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
221,45,205,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
222,45,208,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
223,45,209,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
224,45,206,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
225,45,207,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
226,46,210,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
227,46,213,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
228,46,214,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
229,46,211,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
230,46,212,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
231,47,215,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
232,47,218,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
233,47,219,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
234,47,216,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
235,47,217,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
236,48,220,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
237,48,223,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
238,48,224,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
239,48,221,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
240,48,222,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
241,49,225,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
242,49,228,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
243,49,229,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
244,49,226,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
245,49,227,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
246,50,230,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
247,50,233,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
248,50,234,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
249,50,231,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
250,50,232,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
251,51,235,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
252,51,238,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
253,51,239,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
254,51,236,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
255,51,237,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
256,52,240,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
257,52,243,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
258,52,244,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
259,52,241,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
260,52,242,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
261,53,245,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
262,53,248,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
263,53,249,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
264,53,246,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
265,53,247,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
266,54,250,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
267,54,253,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
268,54,254,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
269,54,251,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
270,54,252,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
271,55,255,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
272,55,258,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
273,55,259,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
274,55,256,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
275,55,257,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
276,56,260,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
277,56,263,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
278,56,264,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
279,56,261,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
280,56,262,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
281,57,265,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
282,57,268,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
283,57,269,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
284,57,266,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
285,57,267,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
286,58,270,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
287,58,273,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
288,58,274,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
289,58,271,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
290,58,272,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
291,59,275,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
292,59,278,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
293,59,279,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
294,59,276,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
295,59,277,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
296,60,280,0,0,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
297,60,283,0,-5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
298,60,284,0,5,10,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
299,60,281,0,-7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
300,60,282,0,7,2,2024-04-30 09:30:49.043194,2024-04-30 09:30:49.043194
301,61,285,0,0,2,2024-04-30 09:30:49.050279,2024-04-30 09:30:49.050279
302,61,288,0,-5,10,2024-04-30 09:30:49.050279,2024-04-30 09:30:49.050279
303,61,289,0,5,10,2024-04-30 09:30:49.050279,2024-04-30 09:30:49.050279
304,61,286,0,-7,2,2024-04-30 09:30:49.050279,2024-04-30 09:30:49.050279
305,61,287,0,7,2,2024-04-30 09:30:49.050279,2024-04-30 09:30:49.050279
306,62,290,0,0,2,2024-04-30 09:30:49.050279,2024-04-30 09:30:49.050279
307,62,293,0,-5,10,2024-04-30 09:30:49.050279,2024-04-30 09:30:49.050279
308,62,294,0,5,10,2024-04-30 09:30:49.050279,2024-04-30 09:30:49.050279
309,62,291,0,-7,2,2024-04-30 09:30:49.050279,2024-04-30 09:30:49.050279
310,62,292,0,7,2,2024-04-30 09:30:49.050279,2024-04-30 09:30:49.050279
311,63,295,0,0,2,2024-04-30 09:30:49.050279,2024-04-30 09:30:49.050279
312,63,298,0,-5,10,2024-04-30 09:30:49.050279,2024-04-30 09:30:49.050279
313,63,299,0,5,10,2024-04-30 09:30:49.050279,2024-04-30 09:30:49.050279
