id,equipment_skill_item_id,potential_skill_id,status_type,level,created_at,updated_at
3300,33,,hp,3,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
3400,34,,hp,4,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
3500,35,,hp,5,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
3600,36,,attack,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
3700,37,,attack,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
3800,38,,attack,3,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
3900,39,,attack,4,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
4000,40,,attack,5,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
4100,41,,defense,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
4200,42,,defense,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
4300,43,,defense,3,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
4400,44,,defense,4,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
4500,45,,defense,5,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
4600,46,,hp,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
4700,47,,hp,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
4800,48,,hp,3,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
4900,49,,hp,4,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
5000,50,,hp,5,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
5100,51,,attack,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
5200,52,,attack,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
5300,53,,attack,3,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
5400,54,,attack,4,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
5500,55,,attack,5,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
5600,56,,defense,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
5700,57,,defense,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
5800,58,,defense,3,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
5900,59,,defense,4,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
6000,60,,defense,5,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
6100,61,,hp,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
6200,62,,hp,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
6300,63,,hp,3,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
6400,64,,hp,4,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
6500,65,,hp,5,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
6600,66,,attack,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
6700,67,,attack,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
6800,68,,attack,3,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
6900,69,,attack,4,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
7000,70,,attack,5,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
7100,71,,defense,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
7200,72,,defense,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
7300,73,,defense,3,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
7400,74,,defense,4,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
7500,75,,defense,5,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
7600,76,2.0,,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
7700,77,2.0,,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
7800,78,3.0,,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
7900,79,3.0,,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
8000,80,4.0,,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
8100,81,4.0,,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
8200,82,5.0,,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
8300,83,5.0,,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
8400,84,6.0,,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
8500,85,6.0,,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
8600,86,7.0,,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
8700,87,7.0,,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
8800,88,1.0,,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
8900,89,1.0,,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
9000,90,3.0,,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
9100,91,3.0,,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
9200,92,4.0,,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
9300,93,4.0,,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
9400,94,5.0,,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
9500,95,5.0,,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
9600,96,6.0,,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
9700,97,6.0,,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
9800,98,7.0,,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
9900,99,7.0,,2,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
10000,100,1.0,,1,2024-02-27 09:30:52.045781,2024-02-27 09:30:52.045781
10100,101,1.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
10200,102,2.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
10300,103,2.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
10400,104,4.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
10500,105,4.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
10600,106,5.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
10700,107,5.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
10800,108,6.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
10900,109,6.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
11000,110,7.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
11100,111,7.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
11200,112,1.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
11300,113,1.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
11400,114,3.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
11500,115,3.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
11600,116,4.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
11700,117,4.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
11800,118,5.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
11900,119,5.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
12000,120,6.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
12100,121,6.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
12200,122,7.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
12300,123,7.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
12400,124,2.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
12500,125,2.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
12600,126,3.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
12700,127,3.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
12800,128,4.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
12900,129,4.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
13000,130,5.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
13100,131,5.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
13200,132,6.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
13300,133,6.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
13400,134,7.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
13500,135,7.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
13600,136,2.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
13700,137,2.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
13800,138,2.0,,3,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
13900,139,2.0,,4,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
14000,140,2.0,,5,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
14100,141,3.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
14200,142,3.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
14300,143,3.0,,3,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
14400,144,3.0,,4,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
14500,145,3.0,,5,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
14600,146,4.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
14700,147,4.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
14800,148,4.0,,3,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
14900,149,4.0,,4,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
15000,150,4.0,,5,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
15100,151,5.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
15200,152,5.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
15300,153,5.0,,3,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
15400,154,5.0,,4,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
15500,155,5.0,,5,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
15600,156,6.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
15700,157,6.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
15800,158,6.0,,3,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
15900,159,6.0,,4,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
16000,160,6.0,,5,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
16100,161,7.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
16200,162,7.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
16300,163,7.0,,3,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
16400,164,7.0,,4,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
16500,165,7.0,,5,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
16600,166,1.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
16700,167,1.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
16800,168,1.0,,3,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
16900,169,1.0,,4,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
17000,170,1.0,,5,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
17100,171,3.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
17200,172,3.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
17300,173,3.0,,3,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
17400,174,3.0,,4,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
17500,175,3.0,,5,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
17600,176,4.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
17700,177,4.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
17800,178,4.0,,3,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
17900,179,4.0,,4,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
18000,180,4.0,,5,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
18100,181,5.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
18200,182,5.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
18300,183,5.0,,3,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
18400,184,5.0,,4,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
18500,185,5.0,,5,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
18600,186,6.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
18700,187,6.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
18800,188,6.0,,3,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
18900,189,6.0,,4,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
19000,190,6.0,,5,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
19100,191,7.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
19200,192,7.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
19300,193,7.0,,3,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
19400,194,7.0,,4,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
19500,195,7.0,,5,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
19600,196,1.0,,1,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
19700,197,1.0,,2,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
19800,198,1.0,,3,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
19900,199,1.0,,4,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
20000,200,1.0,,5,2024-02-27 09:30:52.053939,2024-02-27 09:30:52.053939
20100,201,2.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
20200,202,2.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
20300,203,2.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
20400,204,2.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
20500,205,2.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
20600,206,4.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
20700,207,4.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
20800,208,4.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
20900,209,4.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
21000,210,4.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
21100,211,5.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
21200,212,5.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
21300,213,5.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
21400,214,5.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
21500,215,5.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
21600,216,6.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
21700,217,6.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
21800,218,6.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
21900,219,6.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
22000,220,6.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
22100,221,7.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
22200,222,7.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
22300,223,7.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
22400,224,7.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
22500,225,7.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
22600,226,1.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
22700,227,1.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
22800,228,1.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
22900,229,1.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
23000,230,1.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
23100,231,3.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
23200,232,3.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
23300,233,3.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
23400,234,3.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
23500,235,3.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
23600,236,4.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
23700,237,4.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
23800,238,4.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
23900,239,4.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
24000,240,4.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
24100,241,5.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
24200,242,5.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
24300,243,5.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
24400,244,5.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
24500,245,5.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
24600,246,6.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
24700,247,6.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
24800,248,6.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
24900,249,6.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
25000,250,6.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
25100,251,7.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
25200,252,7.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
25300,253,7.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
25400,254,7.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
25500,255,7.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
25600,256,2.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
25700,257,2.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
25800,258,2.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
25900,259,2.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
26000,260,2.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
26100,261,3.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
26200,262,3.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
26300,263,3.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
26400,264,3.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
26500,265,3.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
26600,266,4.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
26700,267,4.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
26800,268,4.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
26900,269,4.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
27000,270,4.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
27100,271,5.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
27200,272,5.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
27300,273,5.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
27400,274,5.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
27500,275,5.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
27600,276,6.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
27700,277,6.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
27800,278,6.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
27900,279,6.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
28000,280,6.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
28100,281,7.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
28200,282,7.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
28300,283,7.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
28400,284,7.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
28500,285,7.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
28600,286,1.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
28700,287,1.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
28800,288,1.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
28900,289,1.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
29000,290,1.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
29100,291,2.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
29200,292,2.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
29300,293,2.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
29400,294,2.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
29500,295,2.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
29600,296,3.0,,1,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
29700,297,3.0,,2,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
29800,298,3.0,,3,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
29900,299,3.0,,4,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
30000,300,3.0,,5,2024-02-27 09:30:52.061506,2024-02-27 09:30:52.061506
30100,301,4.0,,1,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
30200,302,4.0,,2,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
30300,303,4.0,,3,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
30400,304,4.0,,4,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
30500,305,4.0,,5,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
30600,306,5.0,,1,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
30700,307,5.0,,2,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
30800,308,5.0,,3,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
30900,309,5.0,,4,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
31000,310,5.0,,5,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
31100,311,6.0,,1,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
31200,312,6.0,,2,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
31300,313,6.0,,3,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
31400,314,6.0,,4,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
31500,315,6.0,,5,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
31600,316,7.0,,1,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
31700,317,7.0,,2,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
31800,318,7.0,,3,2024-02-27 09:30:52.069927,2024-02-27 09:30:52.069927
