id,chain_battle_ranking_gift_set_id,item_id,item_type,quantity,card_exp_init,description,gift_description,created_at,updated_at
1117,5,1002,TrainingItem,5,0,Platinum Turtle Shell [INT] x5,Chain Battle Ranking Reward: Top 11-20%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1118,5,1003,TrainingItem,5,0,Platinum Turtle Shell [STR] x5,Chain Battle Ranking Reward: Top 11-20%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1119,5,1004,TrainingItem,5,0,Platinum Turtle Shell [PHY] x5,Chain Battle Ranking Reward: Top 11-20%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1120,6,2001,TreasureItem,2000,0,Emblem of Cooperation x2000,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1121,6,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1122,6,1005480,Card,1,765122,Hercule Statue (Platinum) x1,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1123,6,11,PotentialItem,100,0,AGL Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1124,6,1000,TrainingItem,4,0,Platinum Turtle Shell [AGL] x4,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1125,6,12,PotentialItem,100,0,TEQ Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1126,6,13,PotentialItem,100,0,INT Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1127,6,14,PotentialItem,100,0,STR Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1128,6,15,PotentialItem,100,0,PHY Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1129,6,6,PotentialItem,1000,0,AGL Potential Orb (M) x1000,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1130,6,7,PotentialItem,1000,0,TEQ Potential Orb (M) x1000,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1131,6,8,PotentialItem,1000,0,INT Potential Orb (M) x1000,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1132,6,9,PotentialItem,1000,0,STR Potential Orb (M) x1000,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1133,6,10,PotentialItem,1000,0,PHY Potential Orb (M) x1000,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1134,6,1,PotentialItem,1800,0,AGL Potential Orb (S) x1800,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1135,6,2,PotentialItem,1800,0,TEQ Potential Orb (S) x1800,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1136,6,3,PotentialItem,1800,0,INT Potential Orb (S) x1800,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1137,6,4,PotentialItem,1800,0,STR Potential Orb (S) x1800,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1138,6,5,PotentialItem,1800,0,PHY Potential Orb (S) x1800,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1139,6,1001,TrainingItem,4,0,Platinum Turtle Shell [TEQ] x4,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1140,6,1002,TrainingItem,4,0,Platinum Turtle Shell [INT] x4,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1141,6,1003,TrainingItem,4,0,Platinum Turtle Shell [STR] x4,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1142,6,1004,TrainingItem,4,0,Platinum Turtle Shell [PHY] x4,Chain Battle Ranking Reward: Top 21-35%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1143,7,2001,TreasureItem,1500,0,Emblem of Cooperation x1500,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1144,7,1013400,Card,3,0,Elder Kai (Dozing) x3,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1145,7,1002630,Card,1,765122,Hercule Statue (Gold) x1,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1146,7,11,PotentialItem,75,0,AGL Potential Orb (L) x75,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1147,7,1000,TrainingItem,3,0,Platinum Turtle Shell [AGL] x3,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1148,7,12,PotentialItem,75,0,TEQ Potential Orb (L) x75,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1149,7,13,PotentialItem,75,0,INT Potential Orb (L) x75,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1150,7,14,PotentialItem,75,0,STR Potential Orb (L) x75,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1151,7,15,PotentialItem,75,0,PHY Potential Orb (L) x75,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1152,7,6,PotentialItem,750,0,AGL Potential Orb (M) x750,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1153,7,7,PotentialItem,750,0,TEQ Potential Orb (M) x750,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1154,7,8,PotentialItem,750,0,INT Potential Orb (M) x750,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1155,7,9,PotentialItem,750,0,STR Potential Orb (M) x750,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1156,7,10,PotentialItem,750,0,PHY Potential Orb (M) x750,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
1157,7,1,PotentialItem,1350,0,AGL Potential Orb (S) x1350,Chain Battle Ranking Reward: Top 36-50%,2024-02-27 09:30:45.200894,2024-02-27 09:30:45.200894
